step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,neg_gate_frac,eval_loss
0,B_w100_K10000_c0.0_lr0.01_cbp1e-4_s0,0,0,0,70.7719,27.2199,0.174438,0.500317,0,1.30318,74.6454,0.0174582,20.4394,0.0895067,0,1.76192
0,B_w100_K10000_c0.0_lr0.01_cbp1e-4_s1,0,0,0,71.0859,27.2094,0.176655,0.501174,0,0.640242,45.668,0.0140195,20.4034,0.087695,0,0.917667
0,B_w100_K10000_c0.0_lr0.01_cbp1e-4_s2,0,0,0,71.028,27.4517,0.174303,0.498865,0,3.10875,180.52,0.017221,20.4293,0.0873805,0,3.42817
0,B_w100_K10000_c0.0_lr0.01_cbp1e-4_s3,0,0,0,70.9317,27.1474,0.17668,0.497258,0,0.659817,42.5595,0.0155034,20.4421,0.0967057,0,0.991772
0,B_w100_K10000_c0.0_lr0.01_cbp1e-4_s4,0,0,0,71.098,27.5994,0.175781,0.500144,0,2.54581,152.93,0.0166469,20.4577,0.0920292,0,2.8956
0,B_w100_K10000_c2.0_lr0.01_cbp1e-4_s0,0,0,0,65.8993,23.6189,0.176438,0.498105,0.00020202,1.08318,46.2626,0.0234138,20.4206,0.0963987,0,0.925406
0,B_w100_K10000_c2.0_lr0.01_cbp1e-4_s1,0,0,0,66.4736,24.5641,0.174403,0.500394,0,2.3416,80.2964,0.0291619,20.5057,0.0902835,0,1.52549
0,B_w100_K10000_c2.0_lr0.01_cbp1e-4_s2,0,0,0,65.4007,24.0217,0.173749,0.500721,0,2.5747,110.206,0.0233627,20.4764,0.0884936,0,1.8426
0,B_w100_K10000_c2.0_lr0.01_cbp1e-4_s3,0,0,0,64.7464,23.9469,0.175109,0.498682,0,3.49736,76.3345,0.0458163,20.4024,0.089911,0,1.31249
0,B_w100_K10000_c2.0_lr0.01_cbp1e-4_s4,0,0,0,66.8656,24.4555,0.175992,0.500327,0,44.9816,484.834,0.0927774,20.3951,0.0904126,0,8.11476
10000,B_w100_K10000_c0.0_lr0.01_cbp1e-4_s0,0,0,0.01,73.6061,28.6274,0.175418,0.501087,0,0.0477781,5.65506,0.00844873,20.4431,0.0982258,0,0.142975
10000,B_w100_K10000_c0.0_lr0.01_cbp1e-4_s1,0,0,0.01,72.8023,28.2363,0.173803,0.498778,0,0.0330276,3.86641,0.00854218,20.4243,0.0929965,0,0.103079
10000,B_w100_K10000_c0.0_lr0.01_cbp1e-4_s2,0,0,0.01,73.6165,29.0313,0.174203,0.499625,0,0.0941939,7.91534,0.0119002,20.4418,0.0950291,0,0.185889
10000,B_w100_K10000_c0.0_lr0.01_cbp1e-4_s3,0,0,0.01,73.0957,28.7787,0.174769,0.499663,0,0.12614,9.08169,0.0138895,20.4579,0.0956158,0,0.288863
10000,B_w100_K10000_c0.0_lr0.01_cbp1e-4_s4,0,0,0.01,73.1478,28.2936,0.17624,0.498865,0,0.0418738,4.37988,0.00956049,20.3603,0.0968864,0,0.143862
10000,B_w100_K10000_c2.0_lr0.01_cbp1e-4_s0,0,0,0.01,72.4028,26.5151,0.180165,0.499769,0,0.058815,5.71284,0.0102952,20.247,0.0969059,0,0.142
10000,B_w100_K10000_c2.0_lr0.01_cbp1e-4_s1,0,0,0.01,71.8818,26.8157,0.175293,0.497278,0,0.0970036,4.93199,0.0196682,20.3947,0.0873643,0,0.132556
10000,B_w100_K10000_c2.0_lr0.01_cbp1e-4_s2,0,0,0.02,72.7561,26.485,0.178094,0.500375,0,0.0685288,5.71475,0.0119916,20.3672,0.0950313,0,0.179445
10000,B_w100_K10000_c2.0_lr0.01_cbp1e-4_s3,0,0,0.01,74.1977,28.1921,0.174579,0.500616,0,0.0846811,7.03282,0.0120408,20.4256,0.09374,0,0.196951
10000,B_w100_K10000_c2.0_lr0.01_cbp1e-4_s4,0,0,0.01,74.8095,29.2495,0.173251,0.501077,0,0.171725,5.85393,0.029335,20.4934,0.0933137,0,0.166958
20000,B_w100_K10000_c0.0_lr0.01_cbp1e-4_s0,0,0,0.01,73.3198,28.4327,0.175168,0.500837,0,0.0887934,9.3202,0.00952699,20.4063,0.0909384,0,0.17946
20000,B_w100_K10000_c0.0_lr0.01_cbp1e-4_s1,0,0,0.01,73.0429,28.7725,0.174461,0.499115,0,0.058275,6.09186,0.00956603,20.4627,0.0872529,0,0.143971
20000,B_w100_K10000_c0.0_lr0.01_cbp1e-4_s2,0,0,0.01,73.2288,28.4768,0.175837,0.498355,0,0.0433324,5.0769,0.00853521,20.3828,0.102811,0,0.130874
20000,B_w100_K10000_c0.0_lr0.01_cbp1e-4_s3,0,0,0.01,72.8205,27.8308,0.175239,0.496691,0,0.0644031,5.33337,0.0120755,20.3266,0.0969305,0,0.174652
20000,B_w100_K10000_c0.0_lr0.01_cbp1e-4_s4,0,0,0.01,73.3221,28.5082,0.178005,0.498288,0,0.0559397,5.65375,0.00989426,20.4495,0.0961494,0,0.140288
20000,B_w100_K10000_c2.0_lr0.01_cbp1e-4_s0,0,0,0.01,73.6196,27.9132,0.174702,0.499019,0,0.0396582,3.73315,0.0106233,20.3632,0.0909529,0,0.11064
20000,B_w100_K10000_c2.0_lr0.01_cbp1e-4_s1,0,0,0.01,73.2904,27.9159,0.175459,0.497133,0,0.0247581,3.56319,0.00694828,20.3908,0.0974726,0,0.100683
20000,B_w100_K10000_c2.0_lr0.01_cbp1e-4_s2,0,0,0.01,72.2288,27.0409,0.177331,0.500827,0,0.0554761,5.8131,0.0095433,20.3121,0.0928171,0,0.145562
20000,B_w100_K10000_c2.0_lr0.01_cbp1e-4_s3,0,0,0.01,73.51,28.3197,0.175466,0.500481,0,0.209665,11.7369,0.0178636,20.4121,0.0910955,0,0.183556
20000,B_w100_K10000_c2.0_lr0.01_cbp1e-4_s4,0,0,0.01,72.1292,26.1332,0.174529,0.501039,0,0.156061,9.15692,0.017043,20.483,0.0905153,0,0.219099
30000,B_w100_K10000_c0.0_lr0.01_cbp1e-4_s0,0,0,0.01,73.0336,28.5758,0.174906,0.499856,0,0.0796194,6.73058,0.0118295,20.4356,0.0951855,0,0.168496
30000,B_w100_K10000_c0.0_lr0.01_cbp1e-4_s1,0,0,0.01,72.7924,28.4944,0.1746,0.500096,0,0.0337583,3.5726,0.00944925,20.4468,0.0943644,0,0.117391
30000,B_w100_K10000_c0.0_lr0.01_cbp1e-4_s2,0,0,0.01,73.1051,28.7462,0.17547,0.499538,0,0.0559123,4.88705,0.0114409,20.4512,0.0844066,0,0.146686
