seed,region,camp,n_rows,n_nonzero,n_positive,n_negative,n_zero,p,q,z,zero_phat0_fraction,sum_f_rest,sum_abs_f_rest,mean_f_rest,N,M,B,C,B_M,A_M,delta_N,delta_z,v_zero_rate,camp_fraction
1,FULL,1,796249,161522,128869,32653,634727,0.2021582199328884,0.2021582199328884,0.797146370042537,1.0,778.1187996201497,944.8196599537309,0.000977230488980394,0.8235633027135096,-0.8235633027135096,-0.6238878269466653,0.028204266812442036,-1.6975527131771129,0.025213053875046743,-0.050426107750093485,-0.0016306594241999317,0.0,0.4001452334288155
1,POST,-1,593967,131972,91154,40818,461995,0.6907071196920559,0.3092928803079441,0.7778125720789202,1.0,723.4843874224111,970.1782494372503,0.0012180548539269204,0.7457231574116062,0.7457231574116062,-0.3361411420903561,0.045273097293755615,-1.3900441677558368,0.050701073533687746,-0.10140214706737549,-0.005985476862107486,0.0,0.5999666666666666
1,POST,1,396033,90364,58324,32040,305669,0.3545659776016998,0.3545659776016998,0.7718270952168127,1.0,301.5084581341234,467.9475809318114,0.0007613215518255382,0.6443210103442307,-0.6443210103442307,-0.3361411420903561,0.045273097293755615,-1.3900441677558368,0.050701073533687746,-0.10140214706737549,-0.005985476862107486,0.0,0.40003333333333335
1,PRE,-1,593746,107146,106195,951,486600,0.9911242603550295,0.008875739644970414,0.8195423632327629,1.0,983.5167652157365,984.3483869646641,0.0016564604480968908,0.9991551550650761,0.9991551550650761,-0.9825229034412986,-0.0002743827312394753,-1.998678411169049,-0.00018405051944830886,0.0003681010388966177,0.0026575388502445563,0.0,0.5997434343434344
1,PRE,1,396254,70454,69848,606,325800,0.008601356913730944,0.008601356913730944,0.8221999020830074,1.0,471.97237505818106,472.19749233036896,0.0011910854529119733,0.9995232561039727,-0.9995232561039727,-0.9825229034412986,-0.0002743827312394753,-1.998678411169049,-0.00018405051944830886,0.0003681010388966177,0.0026575388502445563,0.0,0.40025656565656564
2,EDGE,-1,5304,1485,1472,13,3819,0.9912457912457913,0.008754208754208754,0.7200226244343891,1.0,9.135702069440223,9.135924539785675,0.0017224174339065276,0.999975648841616,0.999975648841616,-0.980123445441949,0.0023681370496335674,-1.9994580442483856,0.000246626717423315,-0.00049325343484663,0.06479025633149427,0.0,0.5357575757575758
2,EDGE,1,4596,989,978,11,3607,0.011122345803842264,0.011122345803842264,0.7848128807658834,1.0,5.079073688582538,5.081704001915368,0.001105107417010996,0.9994823954067694,-0.9994823954067694,-0.980123445441949,0.0023681370496335674,-1.9994580442483856,0.000246626717423315,-0.00049325343484663,0.06479025633149427,0.0,0.46424242424242423
2,FULL,-1,1066135,329934,278090,51844,736201,0.8428655428055308,0.1571344571944692,0.6905326248552013,1.0,1647.3744795551322,1860.8095984445702,0.0015451837521093786,0.8852998613786999,0.8852998613786999,-0.6566580880319666,0.029072997579095095,-1.7287636435467908,0.020918039605304528,-0.041836079210609056,0.06873407176136248,0.0,0.5357731544298708
2,FULL,1,923765,222381,180972,41409,701384,0.1862074547735643,0.1862074547735643,0.7592666966165638,1.0,882.0661931080975,1045.7665305329183,0.0009548599406863191,0.8434637821680908,-0.8434637821680908,-0.6566580880319666,0.029072997579095095,-1.7287636435467908,0.020918039605304528,-0.041836079210609056,0.06873407176136248,0.0,0.46422684557012917
2,POST,-1,530502,180020,129321,50699,350482,0.7183701810909899,0.2816298189090101,0.6606610342656578,1.0,731.3315350106512,944.6262368615329,0.0013785650855428467,0.7742020139525859,0.7742020139525859,-0.39265402727627047,0.04408633490570946,-1.4664778223190247,0.040963102793073636,-0.08192620558614727,0.0730592430804895,0.0,0.535860606060606
2,POST,1,459498,122355,82502,39853,337143,0.32571615381471947,0.32571615381471947,0.7337202773461473,1.0,367.4554509856316,530.7934302264805,0.0007996889017702614,0.6922758083664386,-0.6922758083664386,-0.39265402727627047,0.04408633490570946,-1.4664778223190247,0.040963102793073636,-0.08192620558614727,0.0730592430804895,0.0,0.46413939393939396
2,PRE,-1,530329,148429,147297,1132,381900,0.9923734580169643,0.00762654198303566,0.7201190204571125,1.0,906.9072424750409,907.0474370432524,0.0017100841976867961,0.9998454385487615,0.9998454385487615,-0.9767732277999747,0.007973688233953835,-1.999139939547903,0.0002754687748099949,-0.0005509375496199898,0.06442905849500757,0.0,0.5356858585858586
2,PRE,1,459671,99037,97492,1545,360634,0.01560023021698961,0.01560023021698961,0.7845480789521201,1.0,509.5316684338834,509.8913963045226,0.0011084703373366678,0.9992945009991415,-0.9992945009991415,-0.9767732277999747,0.007973688233953835,-1.999139939547903,0.0002754687748099949,-0.0005509375496199898,0.06442905849500757,0.0,0.4643141414141414
3,EDGE,-1,4932,738,728,10,4194,0.986449864498645,0.013550135501355014,0.8503649635036497,1.0,5.405830974587939,5.420155476867446,0.001096072784790742,0.9973571787118206,0.9973571787118206,-0.9812819058423142,-0.00838217684502418,-1.9968188802995992,-0.0010522614379790407,0.0021045228759580814,-0.006162064952925039,0.0,0.49818181818181817
3,EDGE,1,4968,774,770,4,4194,0.00516795865633075,0.00516795865633075,0.8442028985507246,1.0,6.8039309942541735,6.807595512109387,0.0013695513273458482,0.9994617015877787,-0.9994617015877787,-0.9812819058423142,-0.00838217684502418,-1.9968188802995992,-0.0010522614379790407,0.0021045228759580814,-0.006162064952925039,0.0,0.5018181818181818
3,FULL,-1,991149,170696,139801,30895,820453,0.8190057177672587,0.18099428223274125,0.8277796779293527,1.0,904.170228087143,1054.3851621659871,0.0009122445041937619,0.8575331487307135,0.8575331487307135,-0.6395789676045311,-0.0015675320700136997,-1.7330755405965257,-0.009004621567549331,0.018009243135098663,-0.006214543075920731,0.0,0.49808985376149556
3,FULL,1,998751,178212,146236,31976,820539,0.17942675016272755,0.17942675016272755,0.821565134853432,1.0,1168.7593956731407,1334.8975521133507,0.0011702210017042693,0.8755423918658122,-0.8755423918658122,-0.6395789676045311,-0.0015675320700136997,-1.7330755405965257,-0.009004621567549331,0.018009243135098663,-0.006214543075920731,0.0,0.5019101462385045
3,POST,-1,493082,96223,66157,30066,396859,0.6875383224385022,0.3124616775614978,0.8048539593820094,1.0,362.10076998072304,512.0847288362895,0.000734362175014953,0.7071110493835573,0.7071110493835573,-0.3734935303446369,0.00158311453236748,-1.4523606209304547,-0.019069261081670008,0.038138522163340016,-0.0060400705713806735,0.0,0.49806262626262626
3,POST,1,496918,99973,68577,31396,396945,0.3140447920938653,0.3140447920938653,0.7988138888106288,1.0,485.5566261597683,651.5355992112947,0.0009771363205997132,0.7452495715468973,-0.7452495715468973,-0.3734935303446369,0.00158311453236748,-1.4523606209304547,-0.019069261081670008,0.038138522163340016,-0.0060400705713806735,0.0,0.5019373737373737
3,PRE,-1,493135,73735,72916,819,419400,0.9888926561334509,0.011107343866549128,0.8504770498950591,1.0,536.6636271318322,536.8802778528303,0.0010882691902457384,0.9995964636252526,0.9995964636252526,-0.9814570400487674,-0.0036717277818656413,-1.9993665946293184,-8.683368940670677e-05,0.00017366737881341354,-0.0063845901725992915,0.0,0.4981161616161616
3,PRE,1,496865,77465,76889,576,419400,0.007435616084683405,0.007435616084683405,0.8440924597224598,1.0,676.3988385191183,676.5543573899463,0.0013613332364306567,0.999770131004066,-0.999770131004066,-0.9814570400487674,-0.0036717277818656413,-1.9993665946293184,-8.683368940670677e-05,0.00017366737881341354,-0.0063845901725992915,0.0,0.5018838383838384
4,EDGE,-1,5778,722,716,6,5056,0.9916897506925207,0.008310249307479225,0.8750432675666321,1.0,6.882557417151681,6.882568439968146,0.001191166046582153,0.9999983984443364,0.9999983984443364,-0.9799447842495678,0.0034347171354738304,-1.9996576707030664,0.00016956309280308224,-0.0003391261856061645,-0.019633272418645653,0.0,0.5836363636363636
4,EDGE,1,4122,596,589,7,3526,0.01174496644295302,0.01174496644295302,0.8554099951479864,1.0,7.305010255280108,7.3075001232914465,0.0017722004500922146,0.9996592722587302,-0.9996592722587302,-0.9799447842495678,0.0034347171354738304,-1.9996576707030664,0.00016956309280308224,-0.0003391261856061645,-0.019633272418645653,0.0,0.4163636363636364
4,FULL,-1,1161454,168607,138572,30035,992847,0.8218638609310408,0.17813613906895917,0.8548310996389009,1.0,1176.3720294083525,1334.7566069963248,0.0010128442705508375,0.8813382329349216,0.8813382329349216,-0.6379875455209212,0.005740176341160419,-1.7796885973722998,-0.008506065751228198,0.017012131502456396,-0.022301278745324282,0.0,0.5836745565103774
4,FULL,1,828446,138740,113229,25511,689706,0.18387631541011965,0.18387631541011965,0.8325298208935766,1.0,1274.4298529064936,1418.6334233911598,0.0015383378674125937,0.898350364437378,-0.898350364437378,-0.6379875455209212,0.005740176341160419,-1.7796885973722998,-0.008506065751228198,0.017012131502456396,-0.022301278745324282,0.0,0.4163254434896226
4,POST,-1,577876,95685,66303,29382,482191,0.6929299263207399,0.3070700736792601,0.8344194948397234,1.0,484.6964155918864,642.9672691813419,0.0008387550540113907,0.7538430629743038,0.7538430629743038,-0.37937319378865597,0.006486658852823846,-1.541101454637896,-0.016707664344644213,0.033415328689288426,-0.025002911481316725,0.0,0.5837131313131313
4,POST,1,412124,78544,53916,24628,333580,0.31355673253208394,0.31355673253208394,0.8094165833584067,1.0,531.9215238676798,675.6631996562802,0.0012906832018219753,0.7872583916635922,-0.7872583916635922,-0.37937319378865597,0.006486658852823846,-1.541101454637896,-0.016707664344644213,0.033415328689288426,-0.025002911481316725,0.0,0.4162868686868687
4,PRE,-1,577800,72200,71553,647,505600,0.9910387811634349,0.008961218836565097,0.8750432675666321,1.0,684.7930563993142,684.9067693750145,0.0011851731678769715,0.9998339730591302,0.9998339730591302,-0.9763407945862537,0.0057367677406161555,-1.9992094955461206,0.00022922528606994508,-0.00045845057213989016,-0.019633272418645653,0.0,0.5836363636363636
4,PRE,1,412200,59600,58724,876,352600,0.014697986577181209,0.014697986577181209,0.8554099951479864,1.0,735.2033187835336,735.6627236115885,0.00178360824547194,0.9993755224869904,-0.9993755224869904,-0.9763407945862537,0.0057367677406161555,-1.9992094955461206,0.00022922528606994508,-0.00045845057213989016,-0.019633272418645653,0.0,0.4163636363636364
5,EDGE,-1,5323,1418,1416,2,3905,0.998589562764457,0.0014104372355430183,0.7336088671801616,1.0,11.733645055847557,11.733646008925884,0.002204329336060033,0.999999918773898,0.999999918773898,-0.9970569957146486,0.00012212981426551472,-1.9999690488935609,1.5394327117668194e-05,-3.078865423533639e-05,-0.01873012564640586,0.0,0.5376767676767676
5,EDGE,1,4577,1305,1303,2,3272,0.0015325670498084292,0.0015325670498084292,0.7148787415337557,1.0,8.694356699251696,8.69462510128815,0.0018995754204176743,0.9999691301196627,-0.9999691301196627,-0.9970569957146486,0.00012212981426551472,-1.9999690488935609,1.5394327117668194e-05,-3.078865423533639e-05,-0.01873012564640586,0.0,0.4623232323232323
5,FULL,-1,1070298,316951,264534,52417,753347,0.8346211244009326,0.16537887559906736,0.7038665866889409,1.0,2094.9625303434505,2358.7146297303498,0.0019573637719060024,0.8881797331214027,0.8881797331214027,-0.6601271676701131,0.009115081131751968,-1.750687549981146,0.012835958130829717,-0.025671916261659433,-0.01615277136448523,0.0,0.5378652193577567
5,FULL,1,919602,287179,237068,50111,632423,0.17449395673081947,0.17449395673081947,0.6877138153244556,1.0,1523.676332919953,1766.5652451329906,0.0016568867106856585,0.8625078168597433,-0.8625078168597433,-0.6601271676701131,0.009115081131751968,-1.750687549981146,0.012835958130829717,-0.025671916261659433,-0.01615277136448523,0.0,0.46213478064224334
5,POST,-1,532641,173699,121722,51977,358942,0.7007639652502318,0.2992360347497683,0.6738910448125472,1.0,915.5545825274495,1179.2053555078605,0.0017188961843482748,0.7764165743066339,0.7764165743066339,-0.3800983624498611,0.021429568050602477,-1.502941499022653,0.02494582479530738,-0.04989164959061476,-0.01368538580069878,0.0,0.5380212121212121
5,POST,1,457359,155408,105574,49834,301951,0.32066560280037065,0.32066560280037065,0.6602056590118485,1.0,644.609441109144,887.250277560823,0.001409416762563203,0.7265249247160191,-0.7265249247160191,-0.3800983624498611,0.021429568050602477,-1.502941499022653,0.02494582479530738,-0.04989164959061476,-0.01368538580069878,0.0,0.4619787878787879
5,PRE,-1,532334,141834,141396,438,390500,0.9969118829053683,0.0030881170946317526,0.7335620118196471,1.0,1167.6743027601538,1167.7756282135629,0.0021934993871519644,0.9999132320876022,0.9999132320876022,-0.994804054045742,-0.0009802882350055109,-1.9996285989964204,9.893258939192018e-05,-0.00019786517878384036,-0.01863016195533551,0.0,0.5377111111111111
5,PRE,1,457666,130466,130191,275,327200,0.002107828859626263,0.002107828859626263,0.7149318498643116,1.0,870.372535111557,870.6203424708801,0.001901763589848398,0.9997153669088183,-0.9997153669088183,-0.994804054045742,-0.0009802882350055109,-1.9996285989964204,9.893258939192018e-05,-0.00019786517878384036,-0.01863016195533551,0.0,0.4622888888888889
6,EDGE,-1,4619,618,610,8,4001,0.9870550161812298,0.012944983818770227,0.8662048062351159,1.0,6.921263830395731,6.922505352281007,0.001498433390429905,0.9998206542541903,0.9998206542541903,-0.9820172328059149,-0.007907200443455276,-1.9997391639694821,-4.892773055076294e-05,9.785546110152588e-05,-0.016555118675941505,0.0,0.4665656565656566
6,EDGE,1,5281,794,790,4,4487,0.005037783375314861,0.005037783375314861,0.8496496875591744,1.0,10.960168280277493,10.961061500299856,0.0020753963795261303,0.9999185097152918,-0.9999185097152918,-0.9820172328059149,-0.007907200443455276,-1.9997391639694821,-4.892773055076294e-05,9.785546110152588e-05,-0.016555118675941505,0.0,0.5334343434343435
6,FULL,-1,928694,147443,121639,25804,781251,0.8249899961340993,0.1750100038659007,0.8412361875924685,1.0,1212.8325311325643,1361.0102370425814,0.0013059549551656029,0.891126677906552,0.891126677906552,-0.6547295559610035,-0.004749563692804881,-1.8037698382498006,-0.010758241218348341,0.021516482436696682,-0.018708798942197014,0.0,0.4667038544650485
6,FULL,1,1061206,188335,156269,32066,872871,0.1702604401730958,0.1702604401730958,0.8225273886502715,1.0,1926.607393825258,2111.0193748678876,0.0018154885986559235,0.9126431603432487,-0.9126431603432487,-0.6547295559610035,-0.004749563692804881,-1.8037698382498006,-0.010758241218348341,0.021516482436696682,-0.018708798942197014,0.0,0.5332961455349515
6,POST,-1,462175,84947,60106,24841,377228,0.7075706028464808,0.29242939715351923,0.8162016552171797,1.0,506.3473094857035,654.1754858097029,0.0010955748568955558,0.7740236686780984,0.7740236686780984,-0.4205194381633356,-0.005378232470374056,-1.5921203872309997,-0.02203652493740149,0.04407304987480298,-0.021082060654587953,0.0,0.46684343434343434
6,POST,1,527825,108141,77099,31042,419684,0.2870511646831452,0.2870511646831452,0.7951195945625917,1.0,828.1403193706439,1012.2767890274737,0.0015689675922334937,0.8180967185529013,-0.8180967185529013,-0.4205194381633356,-0.005378232470374056,-1.5921203872309997,-0.02203652493740149,0.04407304987480298,-0.021082060654587953,0.0,0.5331565656565657
6,PRE,-1,461900,61878,60923,955,400022,0.9845664048611784,0.015433595138821553,0.8660359385148301,1.0,699.563957816465,699.9122458805975,0.0015145355224430936,0.999502383239924,0.999502383239924,-0.9717200572541255,-0.002587247531768644,-1.9992499261429493,-0.0001225798315506177,0.0002451596631012354,-0.016386250955655712,0.0,0.4665656565656566
6,PRE,1,528100,79400,78380,1020,448700,0.012846347607052897,0.012846347607052897,0.8496496875591744,1.0,1087.5069061743366,1087.7815243401142,0.002059282155225027,0.9997475429030253,-0.9997475429030253,-0.9717200572541255,-0.002587247531768644,-1.9992499261429493,-0.0001225798315506177,0.0002451596631012354,-0.016386250955655712,0.0,0.5334343434343435
7,EDGE,-1,5835,816,805,11,5019,0.9865196078431373,0.013480392156862746,0.8601542416452442,1.0,5.929058842451745,5.929576399157668,0.0010161197673439152,0.9999127160742889,0.9999127160742889,-0.9755756953944369,-0.002536479708162287,-1.9997440395458081,4.069630138481273e-05,-8.139260276962546e-05,-0.03998203992322702,0.0,0.5893939393939394
7,EDGE,1,4065,731,723,8,3334,0.01094391244870041,0.01094391244870041,0.8201722017220172,1.0,7.779871951150023,7.781184454331248,0.0019138676386592922,0.9998313234715193,-0.9998313234715193,-0.9755756953944369,-0.002536479708162287,-1.9997440395458081,4.069630138481273e-05,-8.139260276962546e-05,-0.03998203992322702,0.0,0.4106060606060606
7,FULL,-1,1172587,194402,154848,39554,978185,0.7965350150718614,0.2034649849281386,0.8342110222951474,1.0,950.7757144071801,1152.584022040818,0.0008108359673160116,0.8249079426970479,0.8249079426970479,-0.628643364233642,-0.03557333408991914,-1.7295554856943784,-0.0398698001501413,0.0797396003002826,-0.041629722352530596,0.0,0.5892693100155787
7,FULL,1,817313,169526,141064,28462,647787,0.1678916508382195,0.1678916508382195,0.7925812999426168,1.0,1352.8935482040706,1495.4924253942984,0.0016552942975384835,0.9046475429973305,-0.9046475429973305,-0.628643364233642,-0.03557333408991914,-1.7295554856943784,-0.0398698001501413,0.0797396003002826,-0.041629722352530596,0.0,0.4107306899844213
7,POST,-1,583252,111986,73606,38380,471266,0.657278588394978,0.34272141160502206,0.8079972293279749,1.0,353.45363154169655,555.0819628777843,0.0006060050056265501,0.6367593529957999,0.6367593529957999,-0.36529886113650056,-0.05074168434654458,-1.4380372328303486,-0.0822592634193744,0.1645185268387488,-0.04326574939445338,0.0,0.5891434343434343
7,POST,1,406748,95695,67754,27941,311053,0.29197972725847743,0.29197972725847743,0.7647314799335215,1.0,574.4509711705143,716.9185442747146,0.0014123018949583387,0.8012778798345487,-0.8012778798345487,-0.36529886113650056,-0.05074168434654458,-1.4380372328303486,-0.0822592634193744,0.1645185268387488,-0.04326574939445338,0.0,0.41085656565656564
7,PRE,-1,583500,81600,80437,1163,501900,0.9857475490196078,0.014252450980392156,0.8601542416452442,1.0,591.3930240230318,591.572482763876,0.0010135270334584948,0.9996966411622026,0.9996966411622026,-0.9787297651618787,-0.007234667122663074,-1.9995279945424196,-6.735610900726607e-05,0.00013471221801453215,-0.03998203992322702,0.0,0.5893939393939394
7,PRE,1,406500,73100,72587,513,333400,0.007017783857729138,0.007017783857729138,0.8201722017220172,1.0,770.662705082406,770.7926966652519,0.0018958492129948486,0.9998313533802171,-0.9998313533802171,-0.9787297651618787,-0.007234667122663074,-1.9995279945424196,-6.735610900726607e-05,0.00013471221801453215,-0.03998203992322702,0.0,0.4106060606060606
8,EDGE,-1,4797,1078,1071,7,3719,0.9935064935064936,0.006493506493506494,0.7752762143006046,1.0,6.576020629258637,6.576137147047562,0.0013708610859409292,0.9999822817276588,0.9999822817276588,-0.9867210821409296,0.0002919048720575468,-1.9999629558434935,8.038059120529795e-07,-1.607611824105959e-06,-0.00631677867450231,0.0,0.48454545454545456
8,EDGE,1,5103,1179,1171,8,3924,0.006785411365564037,0.006785411365564037,0.7689594356261023,1.0,8.531231866035736,8.531396742820956,0.0016718071459995562,0.9999806741158347,-0.9999806741158347,-0.9867210821409296,0.0002919048720575468,-1.9999629558434935,8.038059120529795e-07,-1.607611824105959e-06,-0.00631677867450231,0.0,0.5154545454545455
8,FULL,-1,964428,242955,198162,44793,721473,0.8156325245415817,0.18436747545841822,0.7480838382958603,1.0,1116.3284059540229,1318.5926869260975,0.001157503106456908,0.8466059436112959,0.8466059436112959,-0.6402849623720106,-0.009019913288847103,-1.7131083512066678,-0.009948231992037981,0.019896463984075963,-0.0070514161526911145,0.0,0.48466154078094376
8,FULL,1,1025472,265564,218998,46566,759908,0.17534756216957118,0.17534756216957118,0.7410324221431692,1.0,1498.456123094986,1729.3155910014686,0.0014612355316332244,0.8665024075953719,-0.8665024075953719,-0.6402849623720106,-0.009019913288847103,-1.7131083512066678,-0.009948231992037981,0.019896463984075963,-0.0070514161526911145,0.0,0.5153384592190562
8,POST,-1,479906,134052,90167,43885,345854,0.6726270402530361,0.32737295974696384,0.7206702979333452,1.0,454.34827040060327,656.5145043420182,0.0009467443007601557,0.692061283331382,0.692061283331382,-0.3592900666676153,-0.014035986161543113,-1.4251297865133625,-0.02050360992529937,0.04100721985059874,-0.007891868859488227,0.0,0.4847535353535354
8,POST,1,510094,146510,100603,45907,363584,0.3133369735854208,0.3133369735854208,0.712778429073857,1.0,633.6914731671807,864.4369119892058,0.0012423033267734587,0.7330685031819807,-0.7330685031819807,-0.3592900666676153,-0.014035986161543113,-1.4251297865133625,-0.02050360992529937,0.04100721985059874,-0.007891868859488227,0.0,0.5152464646464646
8,PRE,-1,479725,107825,106924,901,371900,0.9916438673776954,0.00835613262230466,0.7752358121840638,1.0,655.4041149241608,655.5020454370318,0.00136620796273732,0.9998506022772122,0.9998506022772122,-0.9861210678018736,-0.002833333046482811,-1.9997176372873882,-8.21636648179469e-06,1.643273296358938e-05,-0.0062387027822706775,0.0,0.4845707070707071
8,PRE,1,510275,117875,117224,651,392400,0.005522799575821845,0.005522799575821845,0.7689971094017931,1.0,856.2334180617695,856.3472822694424,0.0016779842595889853,0.9998670350101758,-0.9998670350101758,-0.9861210678018736,-0.002833333046482811,-1.9997176372873882,-8.21636648179469e-06,1.643273296358938e-05,-0.0062387027822706775,0.0,0.515429292929293
9,EDGE,-1,4424,594,587,7,3830,0.9882154882154882,0.011784511784511785,0.8657323688969258,1.0,5.872964503167287,5.873336241165452,0.0013275236218732566,0.9999367075231349,0.9999367075231349,-0.9839328329692355,-0.007501856538259077,-1.9999033046919892,-1.4944822859741524e-05,2.988964571948305e-05,-0.03629482324316402,0.0,0.44686868686868686
9,EDGE,1,5476,934,930,4,4542,0.004282655246252677,0.004282655246252677,0.8294375456537618,1.0,12.82628098522346,12.826709433632827,0.002342271911107279,0.9999665971688544,-0.9999665971688544,-0.9839328329692355,-0.007501856538259077,-1.9999033046919892,-1.4944822859741524e-05,2.988964571948305e-05,-0.03629482324316402,0.0,0.5531313131313131
9,FULL,-1,888735,141901,114529,27372,746834,0.807104953453464,0.19289504654653597,0.8403337327774871,1.0,960.58254126936,1149.0334095443902,0.0010808424797823424,0.835991828688642,0.835991828688642,-0.6511098446159395,-0.036899937709011454,-1.7449079438933166,-0.03646214325801633,0.07292428651603267,-0.03862645003602694,0.0,0.4466229458766772
9,FULL,1,1101165,218353,184291,34062,882812,0.15599510883752457,0.15599510883752457,0.8017072827414602,1.0,2280.9356643478886,2509.5117428237645,0.0020713840926181713,0.9089161152046746,-0.9089161152046746,-0.6511098446159395,-0.036899937709011454,-1.7449079438933166,-0.03646214325801633,0.07292428651603267,-0.03862645003602694,0.0,0.5533770541233228
9,POST,-1,441942,81938,55159,26779,360004,0.6731797212526545,0.32682027874734554,0.8145955804155296,1.0,363.4615173249983,551.829325980996,0.0008224190444108011,0.6586484266287711,0.6586484266287711,-0.40320918168285746,-0.05684973917754854,-1.472324837822466,-0.07751399228246186,0.15502798456492373,-0.04065742058573052,0.0,0.4464060606060606
9,POST,1,548058,123895,90447,33448,424163,0.269970539569797,0.269970539569797,0.7739381598297991,1.0,996.8531811868434,1225.1223796993465,0.0018188826386748179,0.8136764111936948,-0.8136764111936948,-0.40320918168285746,-0.05684973917754854,-1.472324837822466,-0.07751399228246186,0.15502798456492373,-0.04065742058573052,0.0,0.5535939393939394
9,PRE,-1,442369,59369,58783,586,383000,0.9901295288787078,0.009870471121292256,0.8657930370346928,1.0,591.2480594411948,591.330747322229,0.0013365494857035523,0.99986016644423,0.99986016644423,-0.9836071389039419,-0.003348081146526405,-1.9996191625785746,5.058515494266169e-05,-0.00010117030988532338,-0.03657226611412767,0.0,0.44683737373737376
9,PRE,1,547631,93524,92914,610,454107,0.006522389974765836,0.006522389974765836,0.8292207709205651,1.0,1271.2562021758222,1271.5626536907846,0.002321373702686338,0.9997589961343447,-0.9997589961343447,-0.9836071389039419,-0.003348081146526405,-1.9996191625785746,5.058515494266169e-05,-0.00010117030988532338,-0.03657226611412767,0.0,0.5531626262626262
