task,arm,seed,online_acc,online_loss,train_acc,train_loss,val_acc,val_loss,samples,steps,online_global_acc,train_global_acc,val_global_acc,train_seconds,seconds,online_chunks
1,KKA,0,0.5175999999046326,1.1618991640930176,0.6092,0.9554502868652344,0.592,1.060176513671875,62500,500,0.5172640085220337,0.6092,0.592,170.4205144890002,180.86222967202775,"[0.4066399931907654, 0.4944799840450287, 0.536799967288971, 0.5610399842262268, 0.5890399813652039]"
2,KKA,0,0.7580479979515076,0.6419383326797485,0.8416,0.4120336364746094,0.764,0.7013944396972657,62500,500,0.7577919960021973,0.8416,0.764,164.996016849007,173.84673225402366,"[0.6249600052833557, 0.7555199861526489, 0.7863199710845947, 0.8039199709892273, 0.8195199966430664]"
3,KKA,0,0.6814240217208862,0.7672691305770873,0.7764,0.5266986282348632,0.732,0.7323101196289062,62500,500,0.6810719966888428,0.7764,0.732,169.19366365205497,177.93735711596673,"[0.5479199886322021, 0.6696000099182129, 0.7067199945449829, 0.7335999608039856, 0.7492799758911133]"
4,KKA,0,0.662335991859436,0.8804951903686523,0.7424,0.7080519920349121,0.676,0.9196224670410156,62500,500,0.6618719696998596,0.7424,0.676,167.66004854696803,176.36623665702064,"[0.5445600152015686, 0.6420800089836121, 0.6856799721717834, 0.7051999568939209, 0.7341600060462952]"
5,KKA,0,0.6814879775047302,0.8265846130638123,0.8008,0.5449935684204101,0.696,0.8182987365722656,62500,500,0.681056022644043,0.8008,0.696,161.71957815100905,170.36812535498757,"[0.5636000037193298, 0.6650399565696716, 0.7048799991607666, 0.725600004196167, 0.7483199834823608]"
6,KKA,0,0.689408004283905,0.8261031227874756,0.8104,0.5420494796752929,0.708,0.8434434814453124,62500,500,0.6889439821243286,0.8104,0.708,163.16051590896677,171.666216032987,"[0.580079972743988, 0.6685599684715271, 0.7103999853134155, 0.7347999811172485, 0.7531999945640564]"
7,KKA,0,0.8235679864883423,0.4581399244327545,0.9264,0.20143288230895995,0.896,0.29588688659667967,62500,500,0.823199987411499,0.9264,0.896,163.16886049101595,170.74280713999178,"[0.7140799760818481, 0.8181599974632263, 0.8408799767494202, 0.8634399771690369, 0.8812800049781799]"
8,KKA,0,0.7260159850120544,0.7099509432907104,0.8224,0.46155898246765137,0.752,0.7262353820800781,62500,500,0.7255679965019226,0.8224,0.752,163.1844950329978,171.68187137902714,"[0.6073600053787231, 0.7116000056266785, 0.7420799732208252, 0.7768799662590027, 0.7921599745750427]"
9,KKA,0,0.821120023727417,0.49372670297813415,0.9128,0.24714106101989747,0.808,0.5721733856201172,62500,500,0.8207520246505737,0.9128,0.808,163.11047087202314,171.6149679759983,"[0.7187199592590332, 0.8100000023841858, 0.8452000021934509, 0.8580799698829651, 0.8736000061035156]"
10,KKA,0,0.6987839937210083,0.7641211169357299,0.7968,0.5218913791656494,0.648,0.9886711730957031,62500,500,0.6983039975166321,0.7968,0.648,158.8035004750127,167.31100707902806,"[0.5967199802398682, 0.6866399645805359, 0.7151199579238892, 0.7342399954795837, 0.761199951171875]"
11,KKA,0,0.8038560152053833,0.5266245086421967,0.8936,0.2797562129974365,0.792,0.5772976989746094,62500,500,0.8034240007400513,0.8936,0.792,163.06147057999624,171.65445780399023,"[0.6870399713516235, 0.7979999780654907, 0.823919951915741, 0.843999981880188, 0.8663199543952942]"
12,KKA,0,0.821008026599884,0.48513198672676083,0.916,0.24174391956329347,0.82,0.508140640258789,62500,500,0.8207520246505737,0.916,0.82,163.0536457579583,171.55216690700036,"[0.7084000110626221, 0.8110399842262268, 0.8452000021934509, 0.8602399826049805, 0.8801599740982056]"
13,KKA,0,0.8439520001411438,0.40750347299194334,0.9224,0.19854037380218506,0.84,0.38495782470703127,62500,500,0.8435360193252563,0.9224,0.84,158.49707592098275,166.99884598801145,"[0.7419999837875366, 0.8350399732589722, 0.863599956035614, 0.8823999762535095, 0.8967199921607971]"
14,KKA,0,0.8176959753036499,0.5097041374635696,0.9248,0.21597876739501953,0.804,0.64274072265625,62500,500,0.8173120021820068,0.9248,0.804,162.91630791901844,171.43157615402015,"[0.6803999543190002, 0.8071199655532837, 0.8492799997329712, 0.8683199882507324, 0.883359968662262]"
15,KKA,0,0.8325920104980469,0.46906785167598725,0.94,0.18836998825073242,0.828,0.534180419921875,62500,500,0.8320639729499817,0.94,0.828,162.9313560439623,171.4307122019818,"[0.7231999635696411, 0.8276000022888184, 0.8560000061988831, 0.8681599497795105, 0.887999951839447]"
16,KKA,0,0.875760018825531,0.35248834938430784,0.9384,0.15855219078063965,0.868,0.49748016357421876,62500,500,0.8754559755325317,0.9384,0.868,158.3250848869793,166.81585056101903,"[0.7719199657440186, 0.8732799887657166, 0.8999999761581421, 0.9145599603652954, 0.9190399646759033]"
17,KKA,0,0.9298719763755798,0.21452991198086738,0.9716,0.07759447870254517,0.9,0.45326922607421877,62500,500,0.9294400215148926,0.9716,0.9,162.84785630798433,171.33344771695556,"[0.8535199761390686, 0.9268800020217896, 0.945360004901886, 0.9580000042915344, 0.9655999541282654]"
18,KKA,0,0.7920479774475098,0.5569917771148681,0.8876,0.2977776958465576,0.744,0.6924544067382813,62500,500,0.7917280197143555,0.8876,0.744,162.84853484597988,170.5400805650279,"[0.6640799641609192, 0.7806400060653687, 0.8184799551963806, 0.8388800024986267, 0.8581599593162537]"
