step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,b_mean_alive,b_mean_dead,b_std,b_min,beta_mean,beta_p10,beta_min,p_min,p_mean,dead_b_dominant_frac,dead_persist_frac,p_zero_frac,p_zero_persist_frac
0,B_w20_K100_c0.0_lr0.01_s0,0,0,0,17.4227,12.932,0.174698,0.502005,0,1.55388,84.9143,0.0182994,15.8563,0.159831,6.25659,6.25659,0,1.67752,0,nan,0,0,0,0,0,0.4895,0.5014,nan,nan,0,nan
0,B_w20_K100_c0.0_lr0.01_s1,0,0,0,17.5809,13.4223,0.165671,0.496742,0,1.67773,102.812,0.0163185,16.2696,0.164397,6.08285,6.08285,0,1.68924,0,nan,0,0,0,0,0,0.4855,0.498475,nan,nan,0,nan
0,B_w20_K100_c0.0_lr0.01_s2,0,0,0,17.1725,12.382,0.182643,0.500752,0,1.28807,66.6122,0.0193369,15.9618,0.173281,5.77098,5.77098,0,1.34244,0,nan,0,0,0,0,0,0.487,0.50145,nan,nan,0,nan
0,B_w20_K100_c0.0_lr0.01_s3,0,0,0,17.3628,12.2982,0.184629,0.492481,0,1.32115,79.8407,0.0165474,15.9097,0.192685,5.18981,5.18981,0,1.76639,0,nan,0,0,0,0,0,0.476,0.50175,nan,nan,0,nan
0,B_w20_K100_c0.0_lr0.01_s4,0,0,0,17.3621,13.108,0.17157,0.518546,0,1.40999,91.63,0.0153878,16.4536,0.159739,6.26022,6.26022,0,2.83822,0,nan,0,0,0,0,0,0.4845,0.499675,nan,nan,0,nan
1000,B_w20_K100_c0.0_lr0.01_s0,0,0,0,17.469,13.1717,0.174153,0.499749,0,0.127326,9.4499,0.0134738,15.93,0.153446,6.51694,6.51694,0,0.559683,0,nan,0,0,0,0,0,0.4925,0.502875,nan,nan,0,nan
1000,B_w20_K100_c0.0_lr0.01_s1,0,0,0,17.6646,13.6339,0.164579,0.492732,0,0.207538,16.3712,0.0126771,16.3849,0.161269,6.20081,6.20081,0,0.664158,0,nan,0,0,0,0,0,0.4865,0.49875,nan,nan,0,nan
1000,B_w20_K100_c0.0_lr0.01_s2,0,0,0,17.2296,12.4782,0.179652,0.492481,0,0.119846,9.0805,0.0131981,15.9614,0.172726,5.78952,5.78952,0,0.548581,0,nan,0,0,0,0,0,0.4855,0.500775,nan,nan,0,nan
1000,B_w20_K100_c0.0_lr0.01_s3,0,0,0,17.4482,12.5859,0.18128,0.494987,0,0.0323618,2.61116,0.0123936,16.2277,0.187787,5.32519,5.32519,0,0.369818,0,nan,0,0,0,0,0,0.4765,0.500925,nan,nan,0,nan
1000,B_w20_K100_c0.0_lr0.01_s4,0,0,0,17.7049,14.0247,0.157692,0.503008,0,0.0819021,5.56377,0.0147206,16.9142,0.146985,6.80343,6.80343,0,0.538411,0,nan,0,0,0,0,0,0.4855,0.50135,nan,nan,0,nan
2000,B_w20_K100_c0.0_lr0.01_s0,0,0,0,17.6176,13.6039,0.168906,0.494987,0,0.255844,20.5499,0.0124499,16.195,0.147051,6.80035,6.80035,0,0.638364,0,nan,0,0,0,0,0,0.488,0.502575,nan,nan,0,nan
2000,B_w20_K100_c0.0_lr0.01_s1,0,0,0,17.7806,13.9481,0.157765,0.492481,0,0.0591002,4.3076,0.01372,16.9601,0.160296,6.23846,6.23846,0,0.43052,0,nan,0,0,0,0,0,0.489,0.498675,nan,nan,0,nan
2000,B_w20_K100_c0.0_lr0.01_s2,0,0,0,17.3138,12.8604,0.172057,0.492481,0,0.0718684,6.71703,0.0106994,16.1528,0.161966,6.17413,6.17413,0,0.448898,0,nan,0,0,0,0,0,0.484,0.49975,nan,nan,0,nan
