arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
DF,std,0,0,0.0001,1,1,5,0.7592948718,0.9003999829,0.7500000596,0.9003999829,0,0,0.05998761579,1.151142716,-0.9679130912,1,130.5250634,0,0,0.2243212759,0.7497362494,-1.562084079,1,78.17448389,0.6126847267,0.6386113763,0.6724943519
DF,std,0,0,0.0001,2,0,1,0.9334134615,1,1,1,0,0,-0.05217480659,0.626480937,-3.556589603,1,123.0872144,0,0,-0.3666229248,0.3055873811,-3.312463045,1,65.31355156,0.6076955199,0.6511913538,0.7682712674
DF,std,0,0,0.0001,3,1,5,0.7080929487,0.9571999907,0.6780000329,0.9571999907,0,0,-0.06778586656,3.154025555,-2.953440905,1,173.4377852,0,0,-0.03331175447,0.6551145315,-0.9441392422,1,108.0918949,0.667660296,0.7135436535,0.8784380555
DF,std,0,0,0.0001,4,0,1,0.9201923077,1,1,1,0,0,0.0376220271,1.271024585,-3.988472939,1,132.2006982,0,0,0.1117480993,0.3471017182,-3.418765306,1,76.22328766,0.6481443644,0.7422918677,0.9632209539
DF,std,0,0,0.0001,5,1,5,0.7261217949,0.9627999663,0.7040000558,0.9627999663,0,0,0.1951947659,3.004853964,-5.467019081,1,168.2994633,0,0,0.04336867109,0.7991449237,-1.245995402,1,112.1431318,0.6823137999,0.8014247417,1.095526457
DF,std,0,0,0.0001,6,0,1,0.9307692308,1,1,1,0,0,0.2093332112,1.894595265,-3.552889585,1,136.7046088,0,0,-0.2552604675,0.4026148915,-3.411529541,1,84.58308451,0.6758466363,0.8480496407,1.200540781
DF,std,0,0,0.0001,7,1,5,0.6903044872,0.9399999976,0.7200000286,0.9399999976,0,0,-0.01295399573,1.617326498,-2.285682201,1,152.356319,0,0,-0.7092308402,0.7745474577,-3.327304602,1,108.8213888,0.6638938189,0.9300146103,1.34405005
DF,std,0,0,0.0001,8,0,1,0.9444711538,1,0.9499999881,1,0,0,-0.2405317128,1.191033125,-8.479445457,1,128.6296067,0,0,-0.3343117833,0.447689116,-3.918623447,1,86.00533089,0.650729835,0.9647318721,1.36056006
DF,std,0,0,0.0001,9,1,5,0.6319310897,0.9071999788,0.5520000458,0.9071999788,0,0,-0.01403815858,1.113993049,-3.272310257,1,150.2698144,0,0,-0.6921049953,0.6935744286,-4.852882862,1,108.2754954,0.655297935,1.018668413,1.388862371
DF,std,0,0,0.0001,10,0,1,0.9080528846,1,1,1,0,0,-0.003099828027,0.3565463126,-3.367896557,1,114.3079556,0,0,-0.3105720282,0.3838094175,-6.363529682,1,77.25364861,0.6332939863,1.081160188,1.367637515
DF,std,0,0,0.0001,11,1,5,0.4366987179,0.7403999567,0.4120000303,0.7403999567,0,0,0.03441192582,4.068837643,-3.900599957,1,145.4984841,0,0,-0.1284019202,2.730342627,-0.8840931654,1,120.0469151,0.6504136324,1.130544186,1.228044033
DF,std,0,0,0.0001,12,0,1,0.8796875,1,0.969999969,1,0,0,0.1084229201,4.40956974,-3.612565279,1,157.3948259,0,0,-0.03795270249,1.110862732,-0.6579952836,1,115.532922,0.7030183077,1.158833385,1.369061947
DF,std,0,0,0.0001,13,1,5,0.6135817308,0.8867999911,0.5680000186,0.8867999911,0,0,-0.1707388312,6.116311073,-4.884800911,1,177.3046815,0,0,-0.01714881696,0.9008078575,-1.40103507,1,129.1363999,0.7559062839,1.120467544,1.539355278
DF,std,0,0,0.0001,14,0,1,0.9059695513,1,0.8100000024,1,0,0,0.06107463315,5.080666542,-14.73205662,1,167.4686041,0,0,-0.1224025339,0.6375048161,-1.802766204,1,111.3865676,0.7821848989,1.134487033,1.675186038
DF,std,0,0,0.0001,15,1,5,0.5298878205,0.8596000075,0.5320000052,0.8596000075,0,0,-0.02925509959,7.058432102,-2.889104605,1,173.6318657,0,0,-0.2593768835,0.8707678914,-2.261101246,1,129.5250709,0.7983455658,1.176753044,1.818687439
DF,std,0,0,0.0001,16,0,1,0.7962339744,1,0.8199999928,1,0,0,-0.02990956232,6.279462337,-4.975700378,1,162.1982038,0,0,0.02119147778,1.07788825,-0.6066089272,1,123.3818818,0.8391415477,1.246347666,1.924430728
DF,std,0,0,0.0001,17,1,5,0.3022435897,0.6407999992,0.302000016,0.6407999992,0,0,-0.1007382944,5.682631016,-2.743175983,1,160.7521953,0,0,-0.03886733204,2.637182236,-0.4469778836,1,135.2543919,0.8683191538,1.322953582,1.884504795
DF,std,0,0,0.0001,18,0,1,0.8447916667,1,0.8199999928,1,0,0,0.4356509745,5.050798416,-12.70837307,1,156.1849522,0,0,0.06363139302,1.839503884,-1.26872468,1,124.8591581,0.8875097632,1.361923575,1.91386795
DF,std,0,0,0.0001,19,1,5,0.3731169872,0.7055999637,0.3280000091,0.7055999637,0,0,0.02417952381,6.007266521,-2.459592104,1,164.3223388,0,0,-0.1394501776,1.972170472,-1.324086666,1,137.4700143,0.9108989239,1.379590273,1.936855435
DF,std,0,0,0.0001,20,0,1,0.8767227564,1,0.9499999881,1,0,0,-0.4877466261,6.287929058,-5.888673306,1,165.933293,0,0,-0.02408174612,0.6740015149,-1.814277649,1,122.5587012,0.9198899269,1.349339247,2.097212791
DF,std,0,0,0.0001,21,1,5,0.4508413462,0.7996000051,0.4840000272,0.7996000051,0,0,0.0703464523,6.069811821,-2.569699526,1,172.6393086,0,0,-0.3550415933,0.8892082572,-2.625627756,1,134.8727045,0.9510185719,1.334599137,2.178952694
DF,std,0,0,0.0001,22,0,1,0.8609775641,1,0.9399999976,1,0,0,-0.217533499,7.226901531,-3.134538174,1,152.0133478,0,0,-0.08117780834,2.619416237,-0.6887917519,1,120.9523984,0.9584318995,1.402779341,2.108270407
DF,std,0,0,0.0001,23,1,5,0.3666266026,0.7267999649,0.5160000324,0.7267999649,0,0,0.0877655521,5.794912338,-5.964377403,1,164.070829,0,0,-0.31741485,1.48237133,-3.212216854,1,134.560413,0.9785730243,1.442420125,2.07501173
DF,std,0,0,0.0001,24,0,1,0.8913461538,1,0.9300000072,1,0,0,0.2112186998,6.644134045,-4.234458447,1,168.1856916,0,0,0.1052883193,0.5935405493,-2.502037764,1,118.5882385,0.9709519744,1.401485682,2.274275064
DF,std,0,0,0.0001,25,1,5,0.4084535256,0.7784000039,0.4160000086,0.7784000039,0,0,-0.2569838166,6.591520309,-6.885105133,1,180.271955,0,0,-0.009953931905,0.9445149899,-0.9352273345,1,140.6316716,0.9948238134,1.31442976,2.559260368
DF,std,0,0,0.0001,26,0,1,0.8106570513,1,0.8999999762,1,0,0,0.1687923372,6.051812649,-1.990201831,1,153.545072,0,0,-0.02331823856,2.540758133,-0.5017388463,1,119.6689508,1.018123627,1.420705795,2.486661911
DF,std,0,0,0.0001,27,1,5,0.2912259615,0.5539999604,0.3360000253,0.5539999604,0,0,-0.09905432165,6.68805933,-2.459871292,1,162.1427575,0,0,-0.09926791489,2.568363667,-0.9870327115,1,135.6587245,1.033607006,1.428111911,2.336319923
DF,std,0,0,0.0001,28,0,1,0.8389022436,1,0.9199999571,1,0,0,-0.2065517008,6.563647747,-6.875256062,1,157.1730761,0,0,-0.05701964349,1.807894707,-1.727115273,1,121.3138309,1.057931542,1.458120823,2.393092871
DF,std,0,0,0.0001,29,1,5,0.2961137821,0.6467999816,0.3140000105,0.6467999816,0,0,0.1252714992,7.757757187,-2.91957736,1,164.9032529,0,0,-0.009299842641,2.69143033,-0.4957826138,1,136.7068421,1.066942334,1.471019745,2.297996998
DF,std,0,0,0.0001,30,0,1,0.8881009615,1,0.9300000072,1,0,0,0.1123014018,7.787305832,-12.11551857,1,169.6723277,0,0,0.0177325625,0.6606251001,-1.070884109,1,118.5450763,1.085172296,1.448609233,2.585369587
DF,std,1,1,0.0001,1,1,5,0.7315304487,0.8923999667,0.7000000477,0.8923999667,0,0,-0.02268792875,1.158526301,-0.9105575085,1,133.8199649,0,0,-0.09934829175,0.6556206346,-1.445899129,1,80.52729781,0.6172574759,0.6457925439,0.6800643802
DF,std,1,1,0.0001,2,0,1,0.9476762821,1,1,1,0,0,-0.01099656429,0.7155836821,-2.743109465,1,120.9876348,0,0,-0.3803604245,0.3083070517,-2.568589211,1,64.72454434,0.6146911383,0.651971817,0.7522631884
DF,std,1,1,0.0001,3,1,5,0.6429086538,0.9431999922,0.6160000563,0.9431999922,0,0,0.1910159439,3.503980875,-3.090901136,1,173.6343053,0,0,0.03138633072,0.6502898335,-0.9667182565,1,108.5880528,0.683103621,0.7091305256,0.8680508137
DF,std,1,1,0.0001,4,0,1,0.9218349359,1,1,1,0,0,-0.09814798087,2.389487743,-7.264885902,1,139.4982728,0,0,-0.1422659755,0.3791303039,-2.207934856,1,81.77768995,0.6665480733,0.7402045131,0.9521259069
DF,std,1,1,0.0001,5,1,5,0.6529647436,0.935199976,0.6740000248,0.935199976,0,0,-0.1730950475,3.17895174,-1.853195667,1,169.4960261,0,0,-0.157280907,0.7269690633,-1.691594243,1,112.4392592,0.7000693083,0.8085784316,1.084613681
DF,std,1,1,0.0001,6,0,1,0.9296073718,1,0.9899999499,1,0,0,-0.2157902122,2.014081001,-4.727549076,1,130.7772978,0,0,-0.7667379975,0.3798492849,-4.256587505,1,81.24088031,0.6874296665,0.8540132046,1.166210294
DF,std,1,1,0.0001,7,1,5,0.5026842949,0.8407999873,0.5040000081,0.8407999873,0,0,-0.2542608678,3.668467045,-1.882641315,1,151.4768294,0,0,0.007783534937,2.129103422,-0.4559291899,1,117.5649721,0.6737033129,0.9775136709,1.327720881
DF,std,1,1,0.0001,8,0,1,0.8671474359,1,1,1,0,0,0.5141872764,4.177253246,-2.890775442,1,133.0027729,0,0,-0.05673641339,2.468385935,-0.8865439892,1,102.1649078,0.6726204753,1.043812394,1.424199939
DF,std,1,1,0.0001,9,1,5,0.5978365385,0.8963999748,0.6320000291,0.8963999748,0,0,0.06019013003,1.973722816,-2.464220524,1,152.8769103,0,0,0.1680935621,0.8114404678,-3.472073078,1,115.0688569,0.6851331592,1.062613726,1.51197958
DF,std,1,1,0.0001,10,0,1,0.8983573718,1,0.9799999595,1,0,0,1.003631473,3.129976749,-10.87029266,1,146.9482082,0,0,-0.007396933157,0.975390017,-2.131365776,1,106.2158613,0.6781583428,1.087822199,1.608775377
DF,std,1,1,0.0001,11,1,5,0.5354967949,0.8639999628,0.6660000086,0.8639999628,0,0,0.01997037604,1.582848549,-1.631793499,1,151.1701759,0,0,0.04959009215,1.739661932,-2.659795284,1,121.1849694,0.6530270576,1.143217444,1.618032336
DF,std,1,1,0.0001,12,0,1,0.9550080128,1,1,1,0,0,-0.1258806586,2.290003777,-9.747982979,1,146.040505,0,0,-0.4155184329,0.4609490633,-3.166942835,1,97.34284956,0.6682314277,1.116700411,1.637362003
DF,std,1,1,0.0001,13,1,5,0.5889823718,0.8651999831,0.6760000587,0.8651999831,0,0,0.09283263981,2.77276516,-2.946925402,1,154.3720837,0,0,-0.04245851561,2.395027876,-1.047950983,1,126.1683202,0.6545189619,1.172911048,1.530625701
DF,std,1,1,0.0001,14,0,1,0.8904647436,1,1,1,0,0,-0.0388157405,2.227794647,-1.605699062,1,120.7313863,0,0,-0.06587660313,2.373607635,-3.256374121,1,92.88289434,0.6393558979,1.223003745,1.540308356
DF,std,1,1,0.0001,15,1,5,0.6801682692,0.9332000017,0.6440000534,0.9332000017,0,0,0.2005068213,3.979056597,-2.630752802,1,171.2686766,0,0,-0.03473901749,0.96162498,-1.924160838,1,127.8109158,0.6836268306,1.202548265,1.727332234
DF,std,1,1,0.0001,16,0,1,0.8459535256,1,0.9199999571,1,0,0,1.166276097,4.060472488,-8.65149498,1,150.6549032,0,0,-0.01239617355,1.261466503,-0.9641415477,1,111.2745267,0.6930324435,1.230456114,1.83233583
DF,std,1,1,0.0001,17,1,5,0.5523237179,0.8511999846,0.5520000458,0.8511999846,0,0,0.0247900486,2.476501942,-2.941152811,1,158.0042962,0,0,-0.3482298851,0.8655168414,-4.079310894,1,121.8132147,0.7007483244,1.258942485,1.786137342
DF,std,1,1,0.0001,18,0,1,0.9493189103,1,0.9399999976,1,0,0,0.3583119512,2.337235451,-9.97728157,1,144.4076162,0,0,0.3925783336,0.540068686,-3.725426435,1,100.6441576,0.700789392,1.266071796,1.850766063
DF,std,1,1,0.0001,19,1,5,0.6662259615,0.9431999922,0.6120000482,0.9431999922,0,0,0.1275562942,4.047587872,-2.473480463,1,165.2968495,0,0,0.03068272024,0.8958916664,-2.992614746,1,125.9415714,0.7508245707,1.253533006,1.925367117
DF,std,1,1,0.0001,20,0,1,0.8862980769,1,0.9099999666,1,0,0,0.5889082551,2.737923622,-5.189754963,1,146.358917,0,0,0.04810433462,1.921112657,-2.83287859,1,107.9253565,0.7392180562,1.298544407,1.887105823
DF,std,1,1,0.0001,21,1,5,0.3578125,0.6976000071,0.380000025,0.6976000071,0,0,0.2433517724,3.755058289,-3.270393372,1,157.9222184,0,0,0.0371882394,2.666307688,-0.770570755,1,130.2557023,0.7617714405,1.323153138,1.793741345
DF,std,1,1,0.0001,22,0,1,0.8944711538,1,0.9399999976,1,0,0,0.0369919911,4.856683254,-6.174333096,1,167.2450355,0,0,0.07355053723,0.7102271318,-1.506307721,1,115.6024101,0.7757763267,1.318711042,2.001983881
DF,std,1,1,0.0001,23,1,5,0.4128205128,0.7924000025,0.4140000343,0.7924000025,0,0,0.1763591468,5.7006464,-3.797241211,1,175.8556228,0,0,-0.0205145739,1.007280707,-0.5287889838,1,137.7267927,0.8116739988,1.279814363,2.215567112
DF,std,1,1,0.0001,24,0,1,0.7988782051,1,0.7999999523,1,0,0,0.1849256754,4.473797798,-6.642302036,1,155.4548928,0,0,0.004837578163,2.45339179,-0.931925118,1,120.211614,0.8449425101,1.354732394,2.201640844
DF,std,1,1,0.0001,25,1,5,0.3478365385,0.7211999893,0.4380000234,0.7211999893,0,0,0.2014128417,6.083729744,-5.469467163,1,165.9306911,0,0,-0.01601888798,2.293945312,-0.945270896,1,138.3066944,0.8485959172,1.404445767,2.264618635
DF,std,1,1,0.0001,26,0,1,0.8327323718,1,0.8299999833,1,0,0,-0.8977268338,5.460019588,-8.955582619,1,157.4714716,0,0,-0.002470611595,1.493207455,-1.692390203,1,123.6546629,0.8697609901,1.42200458,2.351309538
DF,std,1,1,0.0001,27,1,5,0.4056089744,0.7691999674,0.4360000193,0.7691999674,0,0,-0.01648252271,5.639576435,-6.513536453,1,175.517941,0,0,-0.08977667987,1.070038199,-0.9862536788,1,141.2513385,0.8751274347,1.338028073,2.60185957
DF,std,1,1,0.0001,28,0,1,0.7952323718,1,0.8299999833,1,0,0,0.3192057312,4.637200832,-5.670490742,1,156.6149038,0,0,-0.1377460361,2.143705845,-2.2660923,1,125.060088,0.8964945674,1.432369113,2.597794533
DF,std,1,1,0.0001,29,1,5,0.301963141,0.5783999562,0.3300000131,0.5783999562,0,0,0.05644892529,5.872751236,-3.409127235,1,166.7300668,0,0,-0.04220629856,1.813652635,-1.221201181,1,139.6090414,0.9330237508,1.47440052,2.711522341
DF,std,1,1,0.0001,30,0,1,0.8759615385,1,0.9199999571,1,0,0,0.08820556849,5.606881142,-8.696145058,1,158.5512878,0,0,-0.01200058404,0.6635513306,-2.505258322,1,119.7349876,0.9421423078,1.450270414,2.806028843
DF,std,2,2,0.0001,1,1,5,0.6469551282,0.8435999751,0.6000000238,0.8435999751,0,0,-0.03441495076,1.090107322,-0.4850388169,1,138.0015648,0,0,-0.3719490767,0.6112397313,-1.63784802,1,82.82763322,0.6150984764,0.6415867209,0.6803750992
DF,std,2,2,0.0001,2,0,1,0.9428285256,1,1,1,0,0,-0.1953519732,2.371063709,-3.48847127,1,136.5889516,0,0,-0.09697622806,0.3305306733,-2.073931217,1,74.26672914,0.6261849403,0.6483571529,0.7652831674
DF,std,2,2,0.0001,3,1,5,0.6872195513,0.9599999785,0.7340000272,0.9599999785,0,0,-0.4529410005,3.916038513,-3.110686302,1,174.9523108,0,0,-0.01605994813,0.6631581783,-0.6587706804,1,108.5911108,0.6707003117,0.7078251839,0.8893909454
DF,std,2,2,0.0001,4,0,1,0.9091746795,1,0.969999969,1,0,0,-1.639530301,3.22755146,-20.70434952,1,149.5704199,0,0,-0.3536499739,0.3976370394,-2.103186607,1,87.10731625,0.6768062115,0.7560428381,0.9754871726
DF,std,2,2,0.0001,5,1,5,0.6939503205,0.9440000057,0.6720000505,0.9440000057,0,0,0.1356461644,2.956794739,-2.109468699,1,166.2290214,0,0,0.0389129743,0.7208353281,-1.768871069,1,110.2800603,0.6777598262,0.8273869157,1.110903621
DF,std,2,2,0.0001,6,0,1,0.9324919872,1,1,1,0,0,0.05841594934,1.833943009,-1.207873106,1,133.8240088,0,0,0.3051175773,0.3882732987,-3.264332294,1,82.15200694,0.6596462727,0.8520016074,1.209973693
DF,std,2,2,0.0001,7,1,5,0.4772435897,0.806400001,0.4620000124,0.806400001,0,0,-0.3405630291,4.372398376,-2.184845209,1,152.0119566,0,0,0.06012291834,1.228384852,-1.019848585,1,115.9904686,0.6506249905,0.943072021,1.421445966
DF,std,2,2,0.0001,8,0,1,0.8703525641,1,0.9899999499,1,0,0,0.1198714375,2.761158466,-3.161011934,1,130.6428175,0,0,0.02030707896,2.508529425,-1.206090093,1,101.9251614,0.6583222151,1.039121985,1.496187449
DF,std,2,2,0.0001,9,1,5,0.5221955128,0.8219999671,0.6060000062,0.8219999671,0,0,-0.5512424707,2.911906958,-6.097866058,1,147.5673543,0,0,0.1772891283,2.156488419,-1.225318074,1,122.9692643,0.6443457007,1.095675826,1.583787441
DF,std,2,2,0.0001,10,0,1,0.8770432692,1,0.969999969,1,0,0,0.6789345741,2.070059299,-5.824269772,1,125.8643613,0,0,0.08338504285,2.323263645,-1.299047232,1,99.76721435,0.6420411468,1.147958636,1.602372408
DF,std,2,2,0.0001,11,1,5,0.5348557692,0.8331999779,0.5320000052,0.8331999779,0,0,-0.02457384206,2.843932152,-2.796847105,1,155.3596569,0,0,0.2605979741,1.312980533,-1.896968722,1,126.5835428,0.6601318717,1.151719093,1.664803386
DF,std,2,2,0.0001,12,0,1,0.8669471154,1,1,1,0,0,0.03098493814,3.889818668,-1.774177432,1,123.2480261,0,0,0.2916665673,2.453845501,-2.899346352,1,95.69181589,0.6527971625,1.197424293,1.660931826
DF,std,2,2,0.0001,13,1,5,0.4439903846,0.7867999673,0.4860000312,0.7867999673,0,0,0.1456227452,4.901751995,-3.747420311,1,149.9905063,0,0,-0.02131931484,2.293535709,-0.7052337527,1,130.9625722,0.6589561701,1.231604695,1.663143635
DF,std,2,2,0.0001,14,0,1,0.9225961538,1,0.9899999499,1,0,0,0.02011809312,4.124437332,-3.751964808,1,148.3669714,0,0,-0.09543413669,0.527264297,-1.416077018,1,109.7513255,0.6904939413,1.227429867,1.794522524
DF,std,2,2,0.0001,15,1,5,0.5269230769,0.8560000062,0.6080000401,0.8560000062,0,0,-0.08043078333,4.784976482,-3.035794735,1,167.7464785,0,0,0.1458773613,0.9275669456,-2.301338196,1,132.5327651,0.7169961929,1.2309407,1.961427689
DF,std,2,2,0.0001,16,0,1,0.9251201923,1,0.9499999881,1,0,0,0.1269037724,4.067425251,-8.73451519,1,150.5364562,0,0,-0.2902083397,0.5808806419,-3.09778285,1,109.1443273,0.7449169159,1.23443687,2.021009445
DF,std,2,2,0.0001,17,1,5,0.5779647436,0.8511999846,0.506000042,0.8511999846,0,0,-0.07032347471,4.684226036,-2.53279829,1,161.4086625,0,0,-0.07248561829,0.8427803516,-3.356493711,1,127.858708,0.7651142478,1.271106243,2.062148809
DF,std,2,2,0.0001,18,0,1,0.8682291667,1,0.9799999595,1,0,0,0.01507667266,4.585251808,-3.048682451,1,146.1796686,0,0,0.001654081396,2.396712303,-1.198375106,1,115.8934725,0.7661278248,1.327933431,2.031391859
DF,std,2,2,0.0001,19,1,5,0.4111778846,0.7451999784,0.4460000098,0.7451999784,0,0,-0.08892096579,3.88830018,-2.208077669,1,157.5342102,0,0,0.01892658137,2.16865921,-1.526808977,1,133.8589628,0.7617537379,1.389704704,2.011252403
