window,low_arm,high_arm,seed_values,point,studentized_ci_lo,studentized_ci_hi,percentile_ci_lo,percentile_ci_hi,se0,degenerate_se_fraction,studentized_width_ratio,ci_degenerate,boot_ok,sign_test_p,n_seed,statistic
1M,dose933,dose1004,"[2.9181216085655812, 1.5893419354185803, 0.5561776260631788, 0.05389853452460669, 0.2805309770789237, -0.5542273727496658, 0.410071448041058, 1.7363737558376398, 0.5047519452780498, 0.15785361673262255]",0.4574116966595539,0.3229126936970972,0.6412657603312599,0.15785361673262255,1.5893419354185803,0.14202074585548768,0.375,0.6959880321361986,1,6250,0.021484375,10,median
1M,dose1004,dose1075,"[0.006688051873200651, 0.6455264109846289, 0.5552596272547381, 0.22168343296982918, 0.27158403695810973, 1.8450204875926888, 0.016928339365626544, 0.17420029116741098, 0.56384386547726, 0.39640658310887306]",0.33399531003349137,-2.94579818519467,0.6916493561417196,0.11930588616772786,0.6003930191196836,0.18723381922614496,0.375,10.890714426414085,1,6250,0.001953125,10,median
1M,dose1075,dose1146,"[0.21785207614593216, 0.21466529519722677, -0.39914539681775935, 0.06525392134778929, -0.1412795370672173, 0.0664285148356687, 0.3701786124058092, 0.058643141997226866, -0.03173623628285194, -0.17086832250290435]",0.06194853167250808,0.040039938389857026,0.07090766123901886,-0.1412795370672173,0.21466529519722677,0.009916169025843635,0.3781,0.4982801370070327,1,6219,0.75390625,10,median
1M,dose1146,dose1216,"[0.11198725997957193, -0.06889581964373648, 0.08691039476399565, 0.12497287041269106, 0.008633020847598316, 0.3456812308842252, -0.21454691600724152, -0.06741562640642651, 0.006297904667273535, 0.02567518131024915]",0.017154101078923734,-0.03877314176647438,0.08786378581778675,-0.06741562640642651,0.11198725997957193,0.025563240693976252,0.3836,7.3823120781218154,1,6164,0.34375,10,median
5M,dose933,dose1004,"[0.1811364177847841, 0.062386852476258546, 0.06169860480056909, -0.15601138347217078, -0.07808866792391228, -0.08959179275380307, 0.14074319772623162, -0.1411208363755032, 0.006678980144581792, -0.06439781529255184]",-0.028859417573985024,-9.416516622028299,0.31086218326456744,-0.10960475214970775,0.10122090126340036,0.10661519315570045,0.3822,337.0608149092203,1,6178,1.0,10,median
5M,dose1004,dose1075,"[-0.012770808326417304, -0.3615392553165052, -0.011385062888060911, 0.06138432603337721, 0.12993676437481083, 0.03865417637525667, -0.3718393038123062, 0.22221732406790795, -0.03243535452384455, 0.07257497925731404]",0.01363455674359788,-0.22489915205209918,0.9421121264232117,-0.18646215910228306,0.09566054520409402,0.07505885889497638,0.3746,85.59216851866358,1,6254,1.0,10,median
5M,dose1075,dose1146,"[-0.18979907320971454, -0.017154322868075778, -0.002494213481313099, 0.2407231778208343, -0.07583320850436265, -0.06805454394900859, 0.32270623053213593, 0.007758768603280446, 0.03816108419047565, 0.07729511933768918]",0.0026322775609836733,-0.011802638142579017,0.011744442052352222,-0.06805454394900859,0.13944213100565497,0.015379473126890317,0.3783,8.945515679635157,1,6217,1.0,10,median
5M,dose1146,dose1216,"[0.05050193253565294, 0.16185858807884476, 0.0023035787989245243, 0.0033654651924180596, -0.09188890341857864, 0.02562980141403637, -0.059969794550390476, -0.1692330934310762, -0.08058448339726432, -0.021965693848416512]",-0.009831057524745994,-0.29930119717528986,0.061330939731089544,-0.08058448339726432,0.0269336988640355,0.036403908971011555,0.3778,36.68294443386416,1,6222,1.0,10,median
