arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,steps,stop_step,tc,hit99,hit999,correct_at_hit_plus_500,hit_plus_500_observed,min_correct_after_hit
LR,std,0,0,0.001,1,none,1,1,1,0,0,-8.156731606,43.32396698,-17.18122482,0.4720000923,79.02051567,0,0,-52.51112747,50.6911087,-98.09881592,0.2117499858,72.48529799,14.21818256,2.110578299,0.9672768712,600,600,600600,100,100,1200,1,1200
LR,std,1,1,0.001,1,none,1,1,1,0,0,-10.4413271,44.85140228,-24.88208771,0.4600001276,78.57535909,0,0,-55.07278824,53.86256027,-92.48738861,0.2199999988,79.00243534,14.31599712,2.170052052,0.9968447685,600,600,600600,100,100,1200,1,1200
LR,std,2,2,0.001,1,none,1,1,1,0,0,-11.10246277,44.33017731,-25.8450489,0.4472500682,75.95742056,0,0,-53.89516449,52.17926025,-97.73800659,0.2019999772,78.8249087,14.31863117,2.188915014,1.028556705,600,600,600600,100,100,1200,1,1200
LR,std,3,3,0.001,1,none,1,1,1,0,0,-10.64529133,43.72149277,-22.94544601,0.4615001678,78.56796045,0,0,-51.37319946,53.57952881,-97.48956299,0.2199999839,80.04233365,14.42286015,2.189915895,1.053316116,600,600,600600,100,100,1200,1,1200
LR,std,4,4,0.001,1,none,1,1,1,0,0,-7.85317421,41.94340515,-16.52664185,0.4712501168,78.90677793,0,0,-50.32311249,49.95956802,-98.94054413,0.2252499908,77.7183532,14.08869934,2.146428347,1.055676818,600,600,600600,100,100,1200,1,1200
LR,std,5,5,0.001,1,none,1,1,1,0,0,-8.795712471,43.39570999,-24.51656723,0.4622501135,76.94779006,0,0,-57.34410858,52.48377991,-95.68125153,0.1967499852,76.72354575,14.41768169,2.158060074,1.023282051,600,600,600600,100,100,1200,1,1200
LR,std,6,6,0.001,1,none,1,1,1,0,0,-7.549686909,42.79469681,-18.43855095,0.4742500782,77.84029004,0,0,-54.55496216,49.40208054,-111.2978134,0.2087499797,76.24266687,14.23020554,2.089677334,0.959741652,600,600,600600,100,100,1200,1,1200
LR,std,7,7,0.001,1,none,1,1,1,0,0,-9.220393181,42.65758133,-20.32532692,0.4675001204,78.43911608,0,0,-53.83966827,53.4438858,-101.5553131,0.2154999822,76.60674505,14.62620735,2.172430992,1.015688539,600,600,600600,100,100,1200,1,1200
LR,std,8,8,0.001,1,none,1,1,1,0,0,-8.121769905,44.36669922,-22.73661995,0.4750001132,79.46065839,0,0,-57.10835266,52.98698425,-94.87278748,0.1989999712,80.14916745,14.54957676,2.148919106,1.047496438,600,600,600600,100,100,1200,1,1200
LR,std,9,9,0.001,1,none,1,1,1,0,0,-7.898431301,42.79425812,-19.8853817,0.4705000818,78.20329452,0,0,-55.12211227,53.73537445,-102.416153,0.2049999833,74.63034163,14.35573196,2.110333681,1.02560401,600,600,600600,100,100,1200,1,1200
