arm,seed,task,cap_on,major_frac,med_K_l1,med_K_l2,med_U_l1,med_U_l2,med_a1mean_l1,med_b1,med_b2,med_d_l1,med_d_l2,med_dtrain_mean_l1,med_dtrain_mean_l2,med_dtrain_zero_l1,med_dtrain_zero_l2,med_gate_mean_l1,med_gate_mean_l2,med_gate_rms_l1,med_gate_rms_l2,med_lowgate_l1,med_lowgate_l2,med_pplus_l1,med_pplus_l2,med_q_l1,med_q_l2,med_row_mean_l1,med_row_mean_l2,med_row_norm_l1,med_row_norm_l2,med_sigma_l1,med_sigma_l2,med_v_norm_l1,med_v_norm_l2,med_wt_norm_l1,med_wt_norm_l2,med_zbar_l1,med_zbar_l2,memo_acc,online_acc,rem_par,rem_perp,rem_w2,rows_bfix,rows_par,rows_perp,rows_w2
ref,1,1,0,0.11916666666666667,3.060401431918322,3.8732841541414444,2.6919652223587036,5.235548734664917,-0.22860541081813912,-0.0005495012155734003,0.020613851957023144,-0.5654533779019193,0.07950021698573809,0.5917601238191128,0.7438979448129733,0.0,0.0,0.5917601241512844,0.7438979449645073,0.6852915445756103,0.8113681915051171,0.024166666666666666,0.007083333333333334,0.29583333333333334,0.52,-0.10222985573907128,0.03618613480121129,-0.00128895676542535,0.0010341693361988291,3.4740450991990723,1.626852937259853,1.138988740230507,1.3020054697627814,3.470080881106219,1.6228586019474696,3.4691853171642864,1.622514995289357,-0.623944079487895,0.10539707741118036,0.9991666674613953,0.7876354166666667,0.0,0.0,0.0,0,0,0,0
ref,1,2,0,0.12,3.0996323387303604,3.80687212094195,4.194885015487671,6.895115613937378,-0.41634679777926065,0.002727525308728218,0.025441029109060764,-0.8386219394073477,0.0533500678787731,0.37859489706655347,0.7061548394958178,0.0,0.0,0.3785948969864027,0.7061548391628215,0.5365764900113735,0.7921161928206435,0.245,0.034583333333333334,0.19874999999999998,0.5045833333333334,-0.29055887107181877,0.01411315533588521,-0.003747713510940267,0.002701744669466279,4.367534080517924,2.0189489111537178,1.9064236561428392,1.7645526998427243,4.365250426578847,2.0093252790120744,4.366047434411498,2.0071549942071076,-1.7037325143348427,0.09083038644321884,1.0,0.7458125,0.0,0.0,0.0,0,0,0,0
ref,1,3,0,0.10916666666666666,3.057836145403698,3.588259306592392,5.493056297302246,8.222257137298584,-0.4963903614737501,0.009794109966605902,0.01244268985465169,-0.9394152034789376,-0.13182103795558894,0.3015705846001705,0.5956991993884246,0.0,0.0,0.30157058481169163,0.5956991995236907,0.4779566583882854,0.723382670823749,0.3504166666666667,0.13124999999999998,0.16125,0.43916666666666665,-0.377358964287119,-0.052508295803312025,-0.003380840718268637,0.016524068040598652,5.208243771910824,2.2740264150425262,2.4053604485280164,2.407672736774459,5.1923351698943,2.2627330490138604,5.201734527789785,2.266624992815444,-2.2041834105364977,-0.32456019908733047,1.0,0.7910104166666667,0.0,0.0,0.0,0,0,0,0
ref,1,4,0,0.115,3.1843324881764374,3.559109605734627,7.220934152603149,10.299477577209473,-0.3404840044703936,0.009796372149139643,-0.015431127045303583,-0.8275675382789223,-0.7663004798854884,0.3316323710978031,0.30201139887173967,0.0,0.0,0.3316323710856062,0.30201139849520875,0.5096099229133244,0.5061119787296684,0.38208333333333333,0.4866666666666667,0.20375,0.21166666666666667,-0.39595203464265816,-0.3241103987490711,-0.00135672689041037,0.03265173063409747,6.210027412467402,2.653612720778062,3.079532711739394,3.8240145882790637,6.185800511882011,2.6027260790465916,6.201552072682766,2.596430252960345,-2.3095006330978745,-2.8231242217146795,1.0,0.77353125,0.0,0.0,0.0,0,0,0,0
ref,1,5,0,0.11583333333333333,3.1664325038180268,3.416862222617236,9.335079669952393,13.495965480804443,-0.22175865529497968,0.02518619317561388,-0.051579549908638,-0.7115010772689683,-1.0901138591970156,0.3298902359853188,0.17668098871906598,0.0,0.05625,0.3298902353058588,0.17668098905896507,0.5225418429700466,0.3863247188913689,0.43041666666666667,0.7112499999999999,0.21583333333333332,0.12583333333333332,-0.436068145760984,-0.42388999284233153,-0.0010072307466599546,0.05004139712546021,7.214900536693789,3.0066907840752948,3.5769955091787007,5.907138884868059,7.200035402988286,2.9563076138892423,7.211392517450111,2.9152033559920594,-2.6349570675008,-6.604638600171699,1.0,0.7063645833333333,0.0,0.0,0.0,0,0,0,0
ref,1,6,0,0.12166666666666667,3.2786796258617423,3.261557435330416,10.840887069702148,16.759050369262695,-0.05378518187072283,0.018624494783580303,-0.08431931212544441,-0.6795344339321964,-1.3498028957086272,0.33037918960054713,0.09325511907537778,0.0008333333333333334,0.27416666666666667,0.3303791895500615,0.09325512100665113,0.531768978615245,0.28667744568866493,0.4670833333333333,0.855,0.23583333333333334,0.07500000000000001,-0.5059171389430634,-0.5205544666958506,-0.0031723186098133738,0.05127010552590946,8.342428527901546,3.37662794441312,4.194918106787048,8.321580668202225,8.340071779464424,3.3382398058965057,8.336746987663332,3.270458108748225,-2.983037758241408,-11.856012921073319,0.9883333444595337,0.61809375,0.0,0.0,0.0,0,0,0,0
ref,1,7,0,0.115,3.2572091229363873,3.221245545469719,11.919980525970459,13.730618476867676,-0.2318247815873474,0.03436480835080147,-0.08837328106164932,-0.8019248236808361,-1.968096833814822,0.27595170127848784,0.020490900898973145,0.005,0.6287499999999999,0.2759517011266465,0.020490902619734748,0.48391952104925373,0.13305526517486596,0.5483333333333333,0.965,0.19833333333333333,0.015833333333333335,-0.6492214113727164,-0.6253065087116083,-0.0033735119444924877,0.04778626522835111,9.139369984787159,3.601006125442365,4.6692518305047965,10.087863573705485,9.059630059088665,3.543724541111658,9.088519893969895,3.4838532165087233,-3.8494768430587527,-20.67635490950197,0.7266666889190674,0.3631041666666667,0.0,0.0,0.0,0,0,0,0
ref,1,8,0,0.11333333333333333,3.342428838588758,3.384621019864568,13.485301971435547,18.089380264282227,-0.11812850203559114,0.0460662841796875,-0.1075279451906681,-0.7738806879713456,-1.985279907930943,0.2936969966441393,0.01904301745196184,0.012083333333333335,0.745,0.2936969960500584,0.019043019430953035,0.5043048120073987,0.13094488932484166,0.57375,0.96875,0.21999999999999997,0.01625,-0.7346878104930394,-0.6020953439818728,-0.0044296963940680875,0.050254043952445496,9.869188294714945,3.832370329955956,5.089796272422181,12.71457231233698,9.811691077139917,3.775277047802574,9.81022844264039,3.7276016790743447,-4.3367783383140335,-24.672975661980452,0.6608333587646484,0.3411875,0.0,0.0,0.0,0,0,0,0
ref,1,9,0,0.11333333333333333,3.261440538332612,2.88566310476869,12.908243656158447,6.972149133682251,-0.26777839459866903,0.04657731205224991,-0.11942080780863762,-0.8853218770028564,-2.4952974234432244,0.2444070269415776,0.0021456265697876614,0.0175,0.9420833333333334,0.2444070277291237,0.0021456274662701577,0.4581014754794478,0.0420806292656549,0.6154166666666667,0.9966666666666667,0.17833333333333334,0.0016666666666666668,-0.8473225324590999,-0.7052839005438376,-0.004347701989626311,0.05053207625227515,10.156239910017444,3.9129490477504785,5.46658213868387,15.312170927486552,10.09201506753849,3.849025451818571,10.11778372960928,3.840125471543821,-4.954930622481431,-38.589557635237774,0.3333333432674408,0.179125,0.0,0.0,0.0,0,0,0,0
ref,1,10,0,0.11416666666666667,3.259677930333904,2.9190185555352315,13.665082454681396,6.529649257659912,-0.1094555856679411,0.06174661032855511,-0.1173381507396698,-0.775251907898425,-2.5549785397671325,0.27321467801928523,0.001464559609691302,0.017083333333333332,0.9658333333333333,0.2732146775241452,0.0014645597650437105,0.49072006170573085,0.03582847025221057,0.5683333333333334,0.9983333333333333,0.21166666666666667,0.0008333333333333334,-0.7205152990486852,-0.7394161074157242,-0.006825271274172857,0.051051994482986626,10.591170876750011,3.9729745068560858,5.703966678950812,17.682288115183596,10.487471083846499,3.894730216170606,10.532415521496409,3.8919382055099874,-4.115060229908364,-46.460256429438786,0.3566666543483734,0.183625,0.0,0.0,0.0,0,0,0,0
