step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,b_mean_alive,b_mean_dead,b_std,b_min,beta_mean,beta_p10,beta_min,p_min,p_mean,dead_b_dominant_frac,dead_persist_frac
0,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.4286,12.9492,0.173835,0.501003,0,2.12131,115.737,0.0183287,15.9242,0.160583,6.22732,6.22732,0,1.85206,-0.00199142,nan,0.0107536,-0.0259343,-0.00163684,-0.0117939,-0.0192494,0.4895,0.500675,nan,nan
0,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.5842,13.4379,0.166109,0.49599,0,1.65253,94.8095,0.01743,16.2654,0.164107,6.0936,6.0936,0,1.89337,-0.000952288,nan,0.00346998,-0.00899002,-0.000586873,-0.00382803,-0.00539275,0.485,0.498075,nan,nan
1000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.9959,12.8704,0.179441,0.494987,0,0.607305,47.0482,0.0129082,15.9563,0.181605,5.50645,5.50645,0,0.874708,-0.438857,nan,0.106978,-0.651576,-0.364454,-0.466163,-0.488104,0.313,0.360425,nan,nan
1000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,18.0377,12.8509,0.181138,0.493233,0,0.162318,15.9714,0.010163,16.3738,0.171482,5.83153,5.83153,0,0.478723,-0.485908,nan,0.116008,-0.692192,-0.413199,-0.512413,-0.671896,0.252,0.341325,nan,nan
2000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.7877,10.4853,0.188128,0.491729,0,1.47102,101.682,0.014467,16.2034,0.236602,4.22651,4.22651,0,1.21543,-0.653401,nan,0.136929,-0.938844,-0.560699,-0.745958,-0.848074,0.209,0.2917,nan,nan
2000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,18.0707,12.5934,0.178128,0.506015,0,0.0667458,6.5396,0.0102064,16.4817,0.186413,5.36442,5.36442,0,0.551423,-0.694066,nan,0.129228,-0.902968,-0.637088,-0.819447,-0.953186,0.1635,0.263975,nan,nan
3000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.6936,9.93524,0.21742,0.508521,0,0.0439914,8.76313,0.00502005,15.7429,0.288359,3.4679,3.4679,0,0.36675,-0.813267,nan,0.167503,-1.0646,-0.713648,-0.910143,-1.01239,0.1725,0.244275,nan,nan
3000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.6877,10.7612,0.197435,0.496742,0,0.261776,23.7069,0.0110422,16.2974,0.236949,4.22032,4.22032,0,0.565679,-0.785326,nan,0.142294,-1.01214,-0.718932,-0.912068,-1.02726,0.1575,0.238525,nan,nan
4000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.4992,8.94776,0.217149,0.501504,0,0.0957945,12.0807,0.00792955,15.7027,0.309226,3.23388,3.23388,0,0.484895,-0.943408,nan,0.152652,-1.22693,-0.846958,-1.04287,-1.13514,0.118,0.202975,nan,nan
4000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,16.7227,6.94936,0.218644,0.509524,0,1.19147,80.7727,0.0147509,15.7987,0.286737,3.48752,3.48752,0,0.97188,-0.876726,nan,0.152398,-1.11965,-0.828173,-1.11173,-1.28448,0.102,0.209775,nan,nan
5000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.2601,6.06406,0.226439,0.488221,0,0.5223,26.9362,0.0193902,15.3671,0.324447,3.08217,3.08217,0,1.17565,-1.02117,nan,0.177562,-1.33495,-0.954199,-1.14106,-1.45878,0.0715,0.17775,nan,nan
5000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.1775,9.39654,0.204476,0.502506,0.00526316,0.0666799,9.92517,0.00671826,15.5715,0.252487,3.9606,3.9606,0,0.475309,-0.96268,nan,0.127897,-1.25071,-0.900305,-1.26313,-1.39344,0.077,0.19095,nan,nan
6000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.4614,7.42509,0.251101,0.498747,0,0.0841063,7.61909,0.0110389,15.0152,0.35408,2.82422,2.82422,0,0.713703,-1.0889,nan,0.178975,-1.4201,-0.988037,-1.24481,-1.35318,0.0835,0.167925,nan,nan
6000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.4062,10.3953,0.208719,0.497243,0,0.10349,11.7073,0.00883974,15.5909,0.26706,3.74448,3.74448,0,0.576557,-1.04821,nan,0.153418,-1.36241,-0.935456,-1.31326,-1.56959,0.0565,0.1816,nan,nan
7000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.6842,8.59835,0.263784,0.494737,0,0.250575,20.2418,0.0123791,15.0402,0.348074,2.87295,2.87295,0,0.769955,-1.13276,nan,0.170205,-1.42537,-0.992035,-1.26656,-1.43074,0.073,0.168325,nan,nan
7000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,16.8765,9.56996,0.238802,0.503008,0,0.206068,20.042,0.0102818,15.3839,0.313216,3.19268,3.19268,0,0.593195,-1.10971,nan,0.147672,-1.37706,-0.949028,-1.50396,-1.61927,0.055,0.182075,nan,nan
8000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.3664,7.54166,0.252786,0.491729,0,0.0816327,9.52135,0.00857364,15.2771,0.350368,2.85415,2.85415,0,0.482779,-1.16773,nan,0.2005,-1.58388,-1.01817,-1.27082,-1.47641,0.069,0.160975,nan,nan
8000,B_w20_K10000_c0.0_lr0.01_s1,0.1,0,0,16.3832,8.31836,0.242925,0.505514,0,0.0972369,13.3089,0.00730613,15.2824,0.325601,3.07124,3.00308,0.1,0.486868,-1.20157,-1.09554,0.155474,-1.46358,-0.937356,nan,-1.86156,0.038,0.16905,1,nan
9000,B_w20_K10000_c0.0_lr0.01_s0,0.1,0,0,16.015,7.21694,0.227412,0.494737,0,0.0733401,10.6148,0.00690923,15.391,0.330074,3.02962,2.92992,0.1,0.492489,-1.21713,-1.38875,0.213617,-1.68924,-1.06014,nan,-1.69254,0.0455,0.141925,1,nan
9000,B_w20_K10000_c0.0_lr0.01_s1,0.05,0,0,16.1017,8.26122,0.233173,0.508271,0,0.144144,13.3996,0.0107574,15.3199,0.316246,3.16209,3.12439,0.05,0.596908,-1.2327,-1.20794,0.176076,-1.53846,-1.02265,nan,-1.74649,0.037,0.161575,1,0.5
10000,B_w20_K10000_c0.0_lr0.01_s0,0.05,0,0,15.5097,6.25579,0.23515,0.484712,0,0.0709112,12.9043,0.00549517,15.5764,0.35802,2.79314,2.7277,0.05,0.431596,-1.27848,-1.5529,0.210435,-1.71151,-1.13616,nan,-1.80543,0.0345,0.132725,1,0.5
10000,B_w20_K10000_c0.0_lr0.01_s1,0.05,0,0,16.4626,8.96503,0.231116,0.500752,0,0.183239,16.5062,0.0111012,15.2108,0.306693,3.26059,3.21875,0.05,0.596247,-1.27951,-1.21557,0.178256,-1.6207,-1.02166,nan,-1.78809,0.0305,0.158075,1,1
11000,B_w20_K10000_c0.0_lr0.01_s0,0.05,0,0,15.7708,6.40547,0.241191,0.487469,0,0.0452665,8.06901,0.00560992,15.3566,0.340361,2.93806,2.89802,0.05,0.647924,-1.35537,-1.26452,0.243833,-1.79043,-1.23439,nan,-1.65947,0.0485,0.11535,1,0
11000,B_w20_K10000_c0.0_lr0.01_s1,0.1,0,0,15.8632,7.90125,0.228002,0.5,0,1.23739,125.651,0.00984784,15.1057,0.313256,3.19227,3.13157,0.1,1.2459,-1.31936,-1.13224,0.226668,-1.83939,-0.938316,nan,-1.84546,0.035,0.169575,1,1
12000,B_w20_K10000_c0.0_lr0.01_s0,0.2,0,0,15.6348,6.99643,0.20629,0.491228,0,0.070907,7.69227,0.00921796,15.4546,0.256195,3.90328,3.68238,0.2,0.713994,-1.43711,-1.19937,0.253037,-1.83138,-1.16371,nan,-1.97197,0.0245,0.1132,1,1
12000,B_w20_K10000_c0.0_lr0.01_s1,0.15,0,0,15.8529,8.10945,0.229325,0.496742,0.00526316,0.130468,18.2415,0.00715225,15.5242,0.322342,3.10229,2.98269,0.15,0.699921,-1.41831,-1.31022,0.244429,-2.02638,-1.00943,nan,-1.82729,0.027,0.144025,1,1
13000,B_w20_K10000_c0.0_lr0.01_s0,0.15,0,0,15.0349,7.43503,0.207834,0.488471,0,0.119752,16.8551,0.00710481,15.3328,0.287613,3.4769,3.36922,0.15,0.618857,-1.46171,-1.20615,0.247358,-1.85436,-1.19036,nan,-2.04618,0.019,0.1151,1,0.5
13000,B_w20_K10000_c0.0_lr0.01_s1,0.25,0,0,14.5663,5.89834,0.229011,0.494987,0,0.180053,19.1752,0.00938987,15.1951,0.381358,2.62221,2.43616,0.25,0.750827,-1.49449,-1.40947,0.264075,-2.08691,-1.0064,nan,-1.84969,0.0255,0.13365,1,1
14000,B_w20_K10000_c0.0_lr0.01_s0,0.25,0,0,14.0411,6.15321,0.200161,0.493985,0,0.180942,24.7677,0.00730556,14.9744,0.304757,3.2813,3.0946,0.25,0.535313,-1.5288,-1.21411,0.279534,-1.88849,-1.12407,nan,-2.01968,0.021,0.118425,1,0.666667
