arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,hit99,hit999,correct_at_hit_plus_500,hit_plus_500_observed,min_correct_after_hit,switch_step,pin_step,pf_disp_l1,pf_disp_l2,pf_disp_l3,pf_P_same,pf_mv_same,pf_mv_restored
LR,std,0,0,0.001,1,none,0.9636583333,1,1,0,0,0.216248095,3.139158487,-0.9198622108,0.5777500272,66.74609101,0,0,1.729829907,1.639460325,-0.3463804722,0.8815000653,47.79465828,0.8571036458,0.7891019583,1.91767621,2500,3300,1200,1,1200,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,2,none,0.9819,1,1,0,0,-0.253169179,4.068706036,-1.529870033,0.5282501578,69.14009275,0,0,0.979757309,2.083994389,-1.131451249,0.7285000682,59.87963695,0.9976630807,0.8830660582,2.201336861,1900,2000,1200,1,1198,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,3,none,0.9785395833,1,1,0,0,-0.5081529021,5.077289581,-2.223785877,0.5080001354,68.01784275,0,0,-0.1529176384,2.892790556,-3.232429981,0.5500001311,68.77668093,1.124782801,0.9536068439,2.527154684,2200,2800,1200,1,1200,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,4,none,0.97509375,1,1,0,0,-0.6238042116,6.222786427,-2.635777712,0.5072501302,66.76575973,0,0,-1.493238926,3.740097284,-5.357351303,0.4150001109,73.81524782,1.243207574,1.080678821,2.774149656,2400,2700,1200,1,1198,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,5,none,0.9707166667,1,1,0,0,-0.733093977,6.803179264,-2.62805748,0.5110000968,65.90451733,0,0,-3.252387047,4.557378769,-7.222697258,0.337000072,75.5782006,1.349072576,1.160635471,3.071635962,2900,3300,1198,1,1197,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,6,none,0.97028125,1,1,0,0,-0.7062509656,7.598628044,-2.874563932,0.511750102,66.10287103,0,0,-4.871887207,5.227160454,-10.63859558,0.2620000243,71.44272185,1.440203905,1.249709964,3.316527605,3100,3800,1199,1,1199,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,7,none,0.9705708333,1,1,0,0,-0.8707067966,7.769067287,-2.993425846,0.5155000687,66.23055803,0,0,-6.28284359,5.609386444,-12.82997417,0.1884999573,68.06040458,1.523864508,1.297650576,3.435803652,3000,4100,1200,1,1199,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,8,none,0.96914375,1,1,0,0,-0.8013364673,7.982906818,-3.482443571,0.5065001249,67.23862702,0,0,-6.875222206,6.000557423,-13.8545351,0.1989999712,69.32341758,1.580940723,1.371355176,3.578676701,3200,4000,1200,1,1198,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,9,none,0.9723729167,1,1,0,0,-0.8643308878,8.008266449,-3.39383626,0.5080000758,67.54441042,0,0,-7.553424835,6.239514828,-13.88497448,0.1989999712,69.87718248,1.654866219,1.41043365,3.690206051,2700,3300,1200,1,1198,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,10,none,0.9715625,1,1,0,0,-1.034576535,8.216496468,-3.778142214,0.511750102,68.50633457,0,0,-8.325976372,6.507096291,-14.15208244,0.1674999595,69.14798514,1.720620751,1.465463281,3.805289507,3100,4000,1199,1,1198,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,11,none,0.9736270833,1,1,0,0,-1.146851897,8.286492348,-2.968693495,0.5080000758,68.35214161,0,0,-9.24730587,7.067799568,-16.29338646,0.1472499669,65.92273118,1.784725308,1.485708952,3.900476217,2600,3500,1199,1,1197,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,12,none,0.9729291667,1,1,0,0,-1.048094392,8.550994873,-3.241138935,0.5102500916,69.22896281,0,0,-9.736859322,7.011012077,-17.07741547,0.1277499497,62.86620272,1.837317348,1.501559496,3.942547083,2900,3500,1200,1,1198,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,13,none,0.9752416667,1,1,0,0,-1.010260224,8.546113968,-4.161407948,0.5087501407,69.88719488,0,0,-9.950667381,7.047537327,-16.82963371,0.1329999566,64.25251481,1.902128577,1.515664697,3.92313385,2600,3200,1200,1,1199,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,14,none,0.9741875,1,1,0,0,-0.9798966646,8.855506897,-4.338903904,0.5050001144,69.92530283,0,0,-10.11850643,7.321390629,-17.39951897,0.131499961,64.47186148,1.933486819,1.536299825,3.959009886,2700,3600,1199,1,1199,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,15,none,0.9744479167,1,1,0,0,-0.8670092821,8.519619942,-4.049327374,0.5072500706,70.67968672,0,0,-11.20393181,7.282248497,-17.33204842,0.1224999651,63.82257675,1.997277141,1.561466098,3.958376408,2500,3300,1199,1,1198,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,16,none,0.975775,1,1,0,0,-1.194577456,9.002202988,-4.722806931,0.4960001111,70.92944017,0,0,-11.02673817,7.620841503,-18.14191818,0.1254999638,63.11379347,2.026767015,1.565311074,3.962568998,2600,3600,1199,1,1199,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,17,none,0.9740708333,1,1,0,0,-1.364136577,9.098392487,-4.484485626,0.498250097,70.54015243,0,0,-11.42628479,7.934435368,-19.02914619,0.1277499646,62.22460638,2.083934546,1.587919116,3.974500418,2900,3700,1200,1,1197,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,18,none,0.9744854167,1,1,0,0,-1.150210023,9.090620995,-4.093080997,0.5125001073,70.60448447,0,0,-11.85325241,7.606517315,-19.7019825,0.1254999638,62.27813431,2.106447458,1.621703863,3.99964571,2700,3700,1199,1,1199,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,19,none,0.97495,1,1,0,0,-1.25237751,9.289650917,-4.634363174,0.5020001531,71.05260964,0,0,-11.60842514,8.010302544,-17.78310204,0.1232499629,62.47492963,2.146696806,1.605505705,3.959566116,2600,4400,1200,1,1199,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,20,none,0.9749041667,1,1,0,0,-1.340202928,9.410360336,-4.333014488,0.5035000443,72.12985675,0,0,-11.49629307,8.353468895,-16.50754356,0.1374999583,64.53399225,2.188252449,1.612038493,3.961547613,2500,3800,1200,1,1199,-1,0,nan,nan,nan,-1,1,1
