seed,W1_none_B02_dead,W1_none_B02_meanlog10unfit,W1_none_B02_b_median_alive,W1_none_B02_eff_rank_L1,W1_none_B10_dead,W1_none_B10_meanlog10unfit,W1_none_B10_b_median_alive,W1_none_B10_eff_rank_L1,W1_main_B02_dead,W1_main_B02_meanlog10unfit,W1_main_B02_b_median_alive,W1_main_B02_eff_rank_L1,W1_main_B10_dead,W1_main_B10_meanlog10unfit,W1_main_B10_b_median_alive,W1_main_B10_eff_rank_L1,W1_sub1_B02_dead,W1_sub1_B02_meanlog10unfit,W1_sub1_B02_b_median_alive,W1_sub1_B02_eff_rank_L1,W1_sub1_B10_dead,W1_sub1_B10_meanlog10unfit,W1_sub1_B10_b_median_alive,W1_sub1_B10_eff_rank_L1,W1_sub2_B02_dead,W1_sub2_B02_meanlog10unfit,W1_sub2_B02_b_median_alive,W1_sub2_B02_eff_rank_L1,W1_sub2_B10_dead,W1_sub2_B10_meanlog10unfit,W1_sub2_B10_b_median_alive,W1_sub2_B10_eff_rank_L1,W1_sub3_B02_dead,W1_sub3_B02_meanlog10unfit,W1_sub3_B02_b_median_alive,W1_sub3_B02_eff_rank_L1,W1_sub3_B10_dead,W1_sub3_B10_meanlog10unfit,W1_sub3_B10_b_median_alive,W1_sub3_B10_eff_rank_L1,W2_Aall_none_B02_dead,W2_Aall_none_B02_meanlog10unfit,W2_Aall_none_B02_b_median_alive,W2_Aall_none_B02_eff_rank_L1,W2_Aall_none_B10_dead,W2_Aall_none_B10_meanlog10unfit,W2_Aall_none_B10_b_median_alive,W2_Aall_none_B10_eff_rank_L1,W2_Aall_main_B02_dead,W2_Aall_main_B02_meanlog10unfit,W2_Aall_main_B02_b_median_alive,W2_Aall_main_B02_eff_rank_L1,W2_Aall_main_B10_dead,W2_Aall_main_B10_meanlog10unfit,W2_Aall_main_B10_b_median_alive,W2_Aall_main_B10_eff_rank_L1,W2_Aall_sub_B02_dead,W2_Aall_sub_B02_meanlog10unfit,W2_Aall_sub_B02_b_median_alive,W2_Aall_sub_B02_eff_rank_L1,W2_Aall_sub_B10_dead,W2_Aall_sub_B10_meanlog10unfit,W2_Aall_sub_B10_b_median_alive,W2_Aall_sub_B10_eff_rank_L1
0,0.18280000000000005,-2.684707830054478,-0.36219084143638614,20.010550038147354,0.528,-2.457058539479079,-0.8583882653713226,19.44190656637486,0.012000000000000002,-2.7613716952791716,-0.09926088076084849,19.18451156836383,0.0158,-2.732761283175461,-0.09462038770318028,19.188612033863397,0.055999999999999994,-2.7266739113921723,-0.2710936503112316,20.470425752811945,0.0682,-2.666794961639224,-0.40806867808103564,21.041962674752284,0.0006,-2.6881090581065075,-0.014313455778174057,18.058341071206605,0.0,-2.680602945799478,-0.01007959183072666,17.699725684591076,0.0,-2.291148046855015,-0.0013267067272863212,17.19979287367331,0.0002,-2.2865433590055493,-0.0009891887866524062,16.574253632290656,0.03540000000000001,-2.566699222195837,0.03958217494131529,10.617834869728313,0.0106,-2.183874417694549,3.7014269971847535,3.2755635445658333,0.0008,-2.7081350105688267,0.06466964755440127,15.409803474372511,0.0,-2.829804215111417,0.09688898369669911,16.191042104395713,0.0,-2.587206308346164,0.0004709140849444874,15.913868081555087,0.0,-2.77148300233466,0.00021553365831391096,16.22873923696407
1,0.31379999999999997,-2.6400297387710787,-0.44696007400751114,19.443079465200967,0.5826,-2.4310685135730323,-0.9277138406038284,18.25313097303449,0.0074,-2.757076784855181,-0.10418853767216202,19.717276947943535,0.008600000000000002,-2.7575244101248058,-0.12032290332019326,19.478673365106463,0.10280000000000002,-2.642228719548911,-0.3096366798877716,20.903010380660188,0.07660000000000002,-2.7071648838990323,-0.3757661858201027,20.270129067731013,0.0036,-2.7290068242640615,-0.016311464821919752,18.082456575215783,0.0004,-2.7019444502052945,-0.01171950786607335,18.013781119045774,0.0,-2.3398926061321688,-0.002601381023268869,17.09840367946538,0.0,-2.4261252989685245,-0.001392908148009105,17.13880372580148,0.087,-2.549887879265998,0.1324828742444515,10.479017084859088,0.0692,-2.0640051770464978,4.036409802436829,2.9855646548498265,0.0006,-2.624700462346527,0.19426777832210063,13.194070738685628,0.0,-2.7855934860173686,0.09849385514855381,16.76724647270497,0.0,-2.627316552946863,0.0006824805299401836,15.842906370518564,0.0,-2.7700573530192094,0.00019295052902631746,16.723525907435768
2,0.1708,-2.7218253334362648,-0.31113266840577125,18.965155097636465,0.3384,-2.542194731584736,-0.7099669283628464,20.61110010662482,0.0030000000000000005,-2.8258209468082582,-0.07858235392719504,19.048063754638523,0.0024000000000000002,-2.73117688153713,-0.078500047288835,19.193684561834893,0.12500000000000003,-2.695302612217225,-0.25170605584979056,19.430771034578857,0.0526,-2.613847168839351,-0.3102211520075798,20.734683639406413,0.001,-2.815108147967541,-0.012663395697018078,17.869255223785753,0.0,-2.716879186568749,-0.008135123561369207,17.669366134350742,0.0006,-2.4110284942717617,-0.0006593920361592245,17.05622211894399,0.0,-2.2855526883338895,-0.0006986976574762277,17.11207675054699,0.0152,-2.652528148209513,0.04087760227615944,12.650137253602422,0.03,-2.313310378580639,1.879547724723816,4.2472898472579335,0.0,-2.7553452989717244,0.04006200101459395,15.194810384187122,0.0,-2.715450818980604,0.08632252305746074,14.994038549544173,0.0,-2.691366876876007,0.0005293362911106325,15.360225209721255,0.0,-2.693201909463998,0.00019922568143326255,15.100511767675885
3,0.17079999999999998,-2.685195753627163,-0.3805877521634102,20.174959805865956,0.3084,-2.5251226840081475,-0.6697941410541535,20.646774276314865,0.0088,-2.7937427919903444,-0.09055352456867691,19.178978709297446,0.006400000000000001,-2.7002371168883577,-0.09714583292603489,19.08671906943356,0.0974,-2.712116212813085,-0.2796213360130787,19.486957535907962,0.0714,-2.6429224398470255,-0.3584698912501335,20.169039976545022,0.0002,-2.76162181716644,-0.014747757569421038,18.174836034191866,0.0004,-2.7148253885706106,-0.009515603831969154,17.798699598765303,0.0,-2.3109097943511996,-0.0011292413809223507,16.993413650798924,0.0,-2.362636375341947,-0.0012826664690373615,17.08122366147477,0.023600000000000003,-2.579772291745353,0.09541940644732673,10.294814518606714,0.022400000000000003,-1.9394967984495202,4.313995280265808,2.6572520171960456,0.0006,-2.6431317515565627,0.1559576857462525,12.560891252908934,0.0,-2.782821820308902,0.09700235746800896,15.884207990283603,0.0,-2.63408292185258,0.0005020618871094194,15.270607733828482,0.0,-2.7196858108891218,0.00023431552900088508,15.708370484044535
4,0.23879999999999998,-2.675959492429302,-0.40913217186927797,20.052365051543347,0.5479999999999999,-2.495910509345005,-0.8683595216274261,19.043800598062727,0.018600000000000002,-2.780806239576394,-0.11477215446531769,19.545843954444,0.0178,-2.787569017479241,-0.12538542628288266,19.67147824844953,0.126,-2.7699815567745354,-0.31313172712922094,20.007384029860546,0.06699999999999999,-2.670759275538206,-0.40585465550422667,20.582996472128283,0.001,-2.7415269767445625,-0.018940968839451622,18.006091935397745,0.0002,-2.734322438040969,-0.011304788060951922,17.813487468265816,0.0002,-2.282772769297146,-0.0013849247930192527,16.967489627126533,0.0,-2.3250636244607947,-0.0010094214377749757,16.919693798425953,0.026200000000000005,-2.578429345887141,0.1918023664574139,9.249264824864374,0.0,-2.1958556794555237,4.800583047866821,2.998478048983531,0.0002,-2.731720408390334,0.18694803294260054,13.45041830730799,0.0,-2.788205963383522,0.11148194540292021,16.434403661462635,0.0,-2.676339177101023,0.0010553320326573221,15.467007081851085,0.0,-2.7898883973846638,0.0002176910802063183,16.19761124940583
5,0.1246,-2.7744161463002617,-0.26179013535380363,19.704985476400783,0.40959999999999996,-2.4989364848791933,-0.7423274224996567,20.247893652276165,0.0026,-2.9416618894988575,-0.07946817614138123,18.99284051738282,0.0128,-2.7222467584454066,-0.08462703939527269,18.89234529643984,0.1278,-2.8177639962493446,-0.25077262088656427,19.900520558076142,0.12380000000000001,-2.611908932232394,-0.3386027696728706,19.956142080115995,0.0,-2.8607884415622933,-0.01226207662140945,18.04727977751302,0.001,-2.752085112249101,-0.008883619803236747,17.657918420459183,0.0,-2.419578038478228,-0.0008393550741674985,17.10058382803178,0.0004,-2.3601884305119567,-0.0006597338122105183,16.828182642672417,0.032600000000000004,-2.6913979504987857,0.052951933462172696,12.663843705461652,0.0208,-2.2267988990815453,2.93723087310791,3.4439199224003385,0.0,-2.8375792686626875,0.0161144563014386,16.402659493356662,0.0,-2.7275256407774866,0.08348462611436841,15.400009334277666,0.0,-2.7119072945088623,0.0004546171440597046,15.747800406768249,0.0,-2.745717230818844,0.00016329429346566816,15.20367365522732
6,0.20540000000000003,-2.7944214505553906,-0.3311516769230366,19.16029211730267,0.5266000000000001,-2.5545388206732493,-0.7367743110656738,18.302332310531497,0.0078000000000000005,-2.8635902895582546,-0.08034952551126474,19.178708988922995,0.01,-2.7784272004041046,-0.08908199559897181,18.83662347649895,0.0934,-2.79662117802154,-0.2318349438905716,19.793758444910907,0.09799999999999999,-2.750273702482252,-0.3930049213767052,20.60948593937051,0.0002,-2.8812629412955975,-0.008928543289075557,18.099001486498913,0.0,-2.8446572086313413,-0.011243624236667476,18.070302741986904,0.0,-2.445484934534481,-0.0007526105264059404,17.07405686150893,0.0,-2.3668177763407545,-0.001293005531479092,17.138019117846035,0.011000000000000001,-2.7142440409280706,0.020663945848064028,13.044767540314785,0.0,-2.3898776805354855,2.1959874856472017,3.5652389731191447,0.0002,-2.8277567176008493,0.048143474034004576,16.205038123168233,0.0,-2.7931647864808844,0.09460726030170914,15.173831270909272,0.0,-2.7341665888528057,0.0005917134811169999,15.681889957895146,0.0,-2.8371823202490587,0.00017642091833292093,15.456709400057314
7,0.17959999999999998,-2.646872109154213,-0.35031987488269806,20.173933564769026,0.47419999999999995,-2.5447593853477684,-0.8826713836193085,18.713896658385707,0.012000000000000002,-2.7858542026763775,-0.09487712539732453,19.049375879315175,0.013200000000000003,-2.7694637946638063,-0.11762976013123985,19.150007153160775,0.07339999999999999,-2.6535857584443487,-0.24299942970275878,19.69952148994136,0.1192,-2.6926453686414584,-0.44608664125204084,20.685004908689415,0.0004,-2.740748167700736,-0.011208297213306611,17.963570602314086,0.0006,-2.770090366887366,-0.015822139093652317,18.022805319326345,0.0,-2.2534815848453884,-0.0012656716169112312,17.237055730775637,0.0006,-2.2923322846452034,-0.0016616612716097265,17.13300883212569,0.017800000000000003,-2.5469644086029173,0.10467047519981858,11.263936973810068,0.011200000000000002,-2.151708920474611,4.13851040840149,2.8988074594994235,0.0004,-2.6660371917012418,0.03908596084220331,15.594283128376901,0.0,-2.8100602412038067,0.13481438018381592,16.423571869314287,0.0,-2.5786467119237453,0.0004757428497327703,15.053689586552396,0.0,-2.6997614351345436,0.00023314497460884146,15.77301285148073
8,0.2318,-2.605581306190907,-0.35133305445313456,19.60723956978408,0.4732,-2.528133704777851,-0.8215918928384781,19.715501823879414,0.0164,-2.767746711063866,-0.10121714767068621,18.847467689875618,0.012800000000000002,-2.7024062713989925,-0.09742302708327767,19.185397011379195,0.10820000000000002,-2.6468136727003304,-0.2588492223620415,19.077084223146628,0.0794,-2.661873865815742,-0.4223244762420654,20.992827380527757,0.0004,-2.729127989238043,-0.017468375146854623,18.32777687001645,0.0008,-2.7036853679199413,-0.009322642092592965,17.82269626986664,0.0,-2.243506755358239,-0.0016012469644192079,17.180640705279004,0.0,-2.3279905057845003,-0.0008608680359975054,16.789994705816643,0.024200000000000003,-2.5335251077931433,0.047826201238203775,11.911865126266134,0.0148,-2.169864213034434,3.034707419872284,2.7959112390620238,0.0004,-2.6451349715119976,0.05520367713179436,14.980958431243923,0.0,-2.777997487461511,0.08494699656963345,15.858185779033914,0.0,-2.6055400060552847,0.0007414656356649696,15.732756353455416,0.0,-2.7568470496122264,0.00021273909456791723,16.334631495620112
9,0.18299999999999997,-2.806098884250627,-0.35849190354347227,19.571722529186093,0.45040000000000013,-2.594233841012076,-0.8525441300868988,19.744912415707944,0.008400000000000001,-2.820119699766389,-0.09485158860683437,19.061340384869364,0.005,-2.8754532359168796,-0.09215883385390039,19.003005080519433,0.10459999999999998,-2.8210849635530484,-0.2671300558745861,19.160041996648843,0.1406,-2.724427684282992,-0.3775480180978775,20.175863507002262,0.0002,-2.8400056434969003,-0.017659642421640417,18.246666206357187,0.0002,-2.7409590921236227,-0.00989302086411039,17.49956167719138,0.0,-2.4034469215667364,-0.001729536414059058,17.199601461470532,0.0,-2.37723676198673,-0.0005694617141125104,16.780363529535386,0.0302,-2.6642196368830082,0.12598746915813533,10.618660566566948,0.019200000000000005,-2.4767497368354126,1.5524178206920625,3.838272959506065,0.0094,-2.7606751037348976,0.1399345994740724,13.671968002016417,0.0,-2.844699146836614,0.06964155849069352,15.817834041476942,0.0,-2.638694815885879,0.0007779631787706888,15.528279245929573,0.0,-2.788532060803683,0.0001956828149331641,15.582779710661509
