arm,seed,block,task_lo,task_hi,n_task_ends,mean_log10_unfit,log10_mean_unfit,floor,floor_frac,unfit,eval_loss_exact,L1_strict_dead_frac,L1_b_median_alive,L1_wall_frac,L1_beta_median_alive,L1_kappa_median_alive,L1_sigma_median_alive,L1_margin_median_alive,L1_p_hat_median_alive,L1_p_hat_thin_frac,L1_p_hat_sat_frac,L1_eff_rank,L1_eff_rank_W,L1_w_norm_median,L1_wcos_mean,L2_strict_dead_frac,L2_b_median_alive,L2_wall_frac,L2_beta_median_alive,L2_kappa_median_alive,L2_sigma_median_alive,L2_margin_median_alive,L2_p_hat_median_alive,L2_p_hat_thin_frac,L2_p_hat_sat_frac,L2_eff_rank,L2_eff_rank_W,L2_w_norm_median,L2_wcos_mean
W1_main,1,1,1,50,50,-2.7824591964872614,-2.6897401525966895,1e-16,0.0,0.002042959924394288,0.004492106126580218,0.013399999999999999,-0.11888901872560378,0.19285990941100067,-0.3054564369726841,2.0954632864841893,0.4154212902369118,0.6329920254799072,0.3928125,0.25735960578346556,0.00182268216564976,19.478912764220887,19.296767582745197,1.583028467672541,0.18374087722669225,,,,,,,,,,,,,,
W1_main,1,2,51,100,50,-2.757076784855181,-2.676710879818258,1e-16,0.0,0.0021051794414753758,0.0034852283823706724,0.0074,-0.10418853767216202,0.16637041088236007,-0.2936780309655039,2.0628752493620395,0.44122826784161107,0.6771247308526653,0.3903125,0.207972459286745,0.000202020202020202,19.717276947943535,19.2733184070402,1.7826151859813015,0.1837955009343748,,,,,,,,,,,,,,
W1_main,1,3,101,150,50,-2.734326951442225,-2.6326159361717045,1e-16,0.0,0.00233015099168117,0.003907758988287458,0.0068000000000000005,-0.10136025741696354,0.1776830788859258,-0.28932715266909936,2.0611617469457357,0.4567939819255205,0.6624617131694686,0.3971875,0.20963599257884968,0.0018101010101010098,19.154328381545614,19.23446368733641,1.9721916202482326,0.1855558894633253,,,,,,,,,,,,,,
W1_main,1,4,151,200,50,-2.7501638931734225,-2.663810333246214,1e-16,0.0,0.0021686509996308462,0.00361638202817769,0.0078000000000000005,-0.09947412513196464,0.17863298654932783,-0.30472294159735125,2.046573469122286,0.436144127288923,0.650171534505207,0.394375,0.2077517901506119,0.002222557204700058,19.20421414433089,19.188413977781106,2.1129755924680778,0.18798662331132662,,,,,,,,,,,,,,
W1_main,1,5,201,250,50,-2.7912595143439787,-2.689919303092962,1e-16,0.0,0.002042117358298442,0.003558218893685634,0.0104,-0.10306410074234006,0.18417405473823678,-0.2967651479393202,2.040865498856766,0.42769194445337044,0.6323102844320238,0.395625,0.2274676172624626,0.000812203669346524,19.077772196126055,19.161042169931545,2.184628887726091,0.18931331818714536,,,,,,,,,,,,,,
W1_main,1,6,251,300,50,-2.6949736479491007,-2.610252287516933,1e-16,0.0,0.0024532833563005564,0.0035796510580731362,0.017,-0.09648925878107545,0.1784499691003823,-0.29506616111733214,2.0645111098660407,0.41005633154907345,0.6198433982557617,0.391875,0.22139944774239786,0.0036508773831306902,19.392127566654086,19.128830926456022,2.2644293576364953,0.18852925987237745,,,,,,,,,,,,,,
W1_main,1,7,301,350,50,-2.7678703505431157,-2.676347066290954,1e-16,0.0,0.002106943713595706,0.00410373560415661,0.016800000000000002,-0.11844517059624192,0.199185390141671,-0.34314764136535414,2.0566031973703964,0.4384953159276755,0.6366605684882961,0.3728125,0.2643535696081816,0.00040816326530611997,19.517992346823824,19.160697697975884,2.332762502281533,0.18857731234508543,,,,,,,,,,,,,,
W1_main,1,8,351,400,50,-2.693147241902583,-2.6345476598087654,1e-16,0.0,0.0023198095939203963,0.003844119365093288,0.013399999999999999,-0.1254422134160995,0.19455908282328696,-0.34838267175323234,2.063656004401187,0.43688625903722617,0.6583578639198094,0.3725,0.23659355782234623,0.000610225971050712,19.998538437341438,19.13171438488988,2.45509934153386,0.1889986316260717,,,,,,,,,,,,,,
W1_main,1,9,401,450,50,-2.6977126960714917,-2.5959424860988674,1e-16,0.0,0.002535464381465166,0.0036447772512083376,0.019799999999999998,-0.10953789815306658,0.20642113038990367,-0.3565373957155304,2.056283606312118,0.4149842482700771,0.5917189042060635,0.3734375,0.26132380803338284,0.003270073289843062,19.14805573444959,19.04360556074419,2.4811850081493327,0.18998451910637826,,,,,,,,,,,,,,
W1_main,1,10,451,500,50,-2.7575244101248058,-2.6871906163492083,1e-16,0.0,0.0020549884422907537,0.0036492539549564736,0.008600000000000002,-0.12032290332019326,0.20930961074911703,-0.37718355622704086,2.050675143608706,0.4325106340803967,0.616297853573924,0.3659375,0.24066013134713427,0.001416455370026796,19.478673365106463,19.00608828835813,2.5792009851625317,0.19095941047448292,,,,,,,,,,,,,,
W1_main,2,1,1,50,50,-2.8508531611097694,-2.741862224396822,1e-16,0.0,0.0018119148133986576,0.0028773951444783005,0.0076,-0.07839643418788907,0.16939672576656928,-0.23960223948253048,2.0357724625682025,0.363014249038816,0.5701640296296682,0.425,0.19928271947329382,0.0028122036693465236,18.897600764285766,19.37786326490604,1.4627425300552812,0.17987284105903117,,,,,,,,,,,,,,
W1_main,2,2,51,100,50,-2.8258209468082582,-2.739498371249033,1e-16,0.0,0.0018218039054589202,0.00226421002411127,0.0030000000000000005,-0.07858235392719504,0.1536189721769409,-0.25123275035590764,2.0648544577321486,0.38769141144820535,0.6072618089761818,0.4184375,0.18636499690785407,0.001804040404040404,19.048063754638523,19.23368693461759,1.604910502954126,0.18202642652691026,,,,,,,,,,,,,,
W1_main,2,3,101,150,50,-2.802264050331688,-2.6660977220272803,1e-16,0.0,0.0021572589426189577,0.002519280181603874,0.0058000000000000005,-0.09140112116932865,0.16604555155768758,-0.27580836188712143,2.037973908922365,0.40000401454483187,0.5942162742093205,0.4103125,0.193505710162853,0.0010060606060606058,19.275044263127054,19.222092070279473,1.8036881410762857,0.18358496180708117,,,,,,,,,,,,,,
W1_main,2,4,151,200,50,-2.8022080383787498,-2.719100405040986,1e-16,0.0,0.0019094117684301157,0.0027540652295816002,0.011600000000000001,-0.09708100195974108,0.17599703242557155,-0.2824950331346417,2.065583545724206,0.41065587320495595,0.6180112512315099,0.4025,0.21688255498388043,0.00081641153806102,18.9876664146464,19.151764986050253,1.9624265242311492,0.18376061141376224,,,,,,,,,,,,,,
W1_main,2,5,201,250,50,-2.779928156763101,-2.680840689520801,1e-16,0.0,0.002085255668676584,0.00262780490043519,0.0046,-0.06685125838965172,0.15152329437499987,-0.2158213385901542,2.044457599243514,0.3935616480898478,0.6169494410071639,0.4240625,0.14926285280747723,0.001610142238713666,18.593116620874387,19.20654584780243,2.0056517836726244,0.1825055095010705,,,,,,,,,,,,,,
W1_main,2,6,251,300,50,-2.7300678609021274,-2.6441460290162544,1e-16,0.0,0.0022691017512122304,0.00236884862482632,0.006000000000000001,-0.0708007079735398,0.15575288250749852,-0.23508358634829496,2.037622000156764,0.38522692115762036,0.6147815278964117,0.415,0.14380476551757848,0.00181228740168357,18.72909439567191,19.200709702011462,2.085675443411998,0.18435991196345858,,,,,,,,,,,,,,
W1_main,2,7,301,350,50,-2.772947550560915,-2.657269053985057,1e-16,0.0,0.002201562129381936,0.002346675623658706,0.0034000000000000002,-0.07849574103951451,0.1535988167030376,-0.24343853271066698,2.0271939531974117,0.3745255502996364,0.58108677802491,0.4140625,0.1585827664399093,0.002210183467326322,18.803465730959037,19.06548440168867,2.1533801371622405,0.18736020827831454,,,,,,,,,,,,,,
W1_main,2,8,351,400,50,-2.8131679752329326,-2.6892328946325597,1e-16,0.0,0.002045347505118982,0.002471192006609662,0.0048,-0.07499705955386157,0.1616340024429115,-0.2474267558681997,2.0564780165633696,0.3744906563086445,0.5620925465167965,0.420625,0.18431172954030095,0.0020101834673263218,18.602386594752865,19.07075398373217,2.1957449539784553,0.1887734559183166,,,,,,,,,,,,,,
W1_main,2,9,401,450,50,-2.7712304606118283,-2.657746343358071,1e-16,0.0,0.0021991439429690242,0.00300964286794423,0.0066,-0.07971035994589325,0.17092437930343354,-0.26104728584227666,2.05751689989921,0.37287747321373815,0.5783708516278421,0.413125,0.1695995460602235,0.0014143076037037721,18.54305139827694,19.085999640387374,2.241907596739293,0.18941730118687933,,,,,,,,,,,,,,
W1_main,2,10,451,500,50,-2.73117688153713,-2.626623786217637,1e-16,0.0,0.002362523917003368,0.0024889874643125942,0.0024000000000000002,-0.078500047288835,0.16885660966458715,-0.27765816460562065,2.0488022306098994,0.3872818155308478,0.5752756054184283,0.4065625,0.1756040404040404,0.0036141414141414143,19.193684561834893,19.052319821390636,2.3429187267146085,0.19096261359997768,,,,,,,,,,,,,,
W1_main,3,1,1,50,50,-2.776021737332994,-2.685836801796707,1e-16,0.0,0.002061404397650496,0.003584743209941342,0.0028000000000000004,-0.08892830017954106,0.17633722549414288,-0.267144573163923,2.0624456042379236,0.38512227689695877,0.5919056433462537,0.4109375,0.19128233353947635,0.0014020202020202021,19.018936921801995,19.327750304227607,1.515113496536265,0.18280746263672262,,,,,,,,,,,,,,
W1_main,3,2,51,100,50,-2.7937427919903444,-2.7193370635575036,1e-16,0.0,0.001908371563045404,0.003032958935892292,0.0088,-0.09055352456867691,0.16689725587122886,-0.2741734581796807,2.0509807329186858,0.4149715347145082,0.6122205502496217,0.3996875,0.20319503173965617,0.001012162440733868,19.178978709297446,19.25508620876013,1.7072385932701066,0.18253857632052597,,,,,,,,,,,,,,
W1_main,3,3,101,150,50,-2.764994261129893,-2.6766448131169347,1e-16,0.0,0.0021054997145771863,0.00294680149113662,0.012,-0.08964072782546278,0.16951514345535057,-0.27838912764495666,2.0570277474231986,0.42193100564176284,0.6412340094707907,0.4040625,0.17723226128873748,0.001008122036693464,19.08808439837672,19.245256529045108,1.8635395851757317,0.18183864998635196,,,,,,,,,,,,,,
W1_main,3,4,151,200,50,-2.73869701334859,-2.6259389982073023,1e-16,0.0,0.0023662520422092458,0.0027954593678128138,0.0078000000000000005,-0.08987325314432379,0.16752656015516737,-0.28062903142141954,2.04886292323638,0.411842783069139,0.6221869164404416,0.400625,0.20063931764520862,0.0012121624407338682,19.43620850829173,19.23934108586691,2.0078835600439437,0.18492283894978226,,,,,,,,,,,,,,
W1_main,3,5,201,250,50,-2.851883552480935,-2.7839981871267416,1e-16,0.0,0.001644378587321822,0.00359727911698277,0.0088,-0.08410755645483729,0.1843736456938859,-0.29947763729157745,2.0383917360288413,0.4106329455883379,0.6021881459164433,0.3921875,0.22168811914644018,0.001212162440733868,19.06405475280121,19.181772041961423,2.0987031472837483,0.18675318149815706,,,,,,,,,,,,,,
W1_main,3,6,251,300,50,-2.828344719445099,-2.7611257100351474,1e-16,0.0,0.0017333022068519283,0.0026883453697526104,0.0054,-0.09850608974695202,0.19075119548246142,-0.3340636322670035,2.043378747460449,0.420438151312368,0.6191405208356445,0.3834375,0.2308700886415172,0.0014081220366934642,19.352038392357603,19.18879844033035,2.239980652162189,0.18752242579660247,,,,,,,,,,,,,,
W1_main,3,7,301,350,50,-2.681531118629678,-2.608674911385306,1e-16,0.0,0.002462209987509558,0.00374333964410653,0.007000000000000001,-0.08730278138071296,0.17951734704839342,-0.30694669349257686,2.0403166834232813,0.4234229550393364,0.6403159259038511,0.3921875,0.1922489549396766,0.000608122036693464,19.060431989180522,19.07432644616887,2.3424931660701263,0.19072522233617784,,,,,,,,,,,,,,
W1_main,3,8,351,400,50,-2.7194761510837084,-2.6157332168400083,1e-16,0.0,0.00242251671979947,0.00341951757269839,0.011200000000000002,-0.09434366382658478,0.19418390588380646,-0.3234428555933856,2.0697206609580836,0.4139754072524087,0.629379091017181,0.389375,0.23790133174794437,0.001008122036693464,19.200932455965557,18.99118381048997,2.436739228124557,0.19191458160824112,,,,,,,,,,,,,,
W1_main,3,9,401,450,50,-2.744347841104186,-2.6127594571425505,1e-16,0.0,0.002439161423612062,0.0027983153691740585,0.0092,-0.0998062406480312,0.18931591049124433,-0.3208061707785408,2.043026940228463,0.4091836177471769,0.6085687474429142,0.3853125,0.2238117216771119,0.0026142663750911162,19.071784494659607,18.94755437128819,2.456504361902368,0.19326287013961632,,,,,,,,,,,,,,
W1_main,3,10,451,500,50,-2.7002371168883577,-2.619798053975766,1e-16,0.0,0.002399948630682946,0.003060432799544874,0.006400000000000001,-0.09714583292603489,0.1861453108447115,-0.3098260595786431,2.046666638398477,0.40517212275745945,0.6257832529884763,0.391875,0.21698947055235712,0.00262238841178458,19.08671906943356,19.011444796653162,2.5689408151469713,0.19275749216670954,,,,,,,,,,,,,,
W1_main,4,1,1,50,50,-2.75879728421276,-2.6598908102487107,1e-16,0.0,0.0021883117372705,0.0042862981192700956,0.011200000000000002,-0.103846529610455,0.1981477538743042,-0.2851094757865535,2.0511890630504164,0.3988117917792118,0.5851363057084381,0.3959375,0.23798569892565122,0.0048760062225452466,19.142925031723497,19.349987540869535,1.5359107768663585,0.1805729745789538,,,,,,,,,,,,,,
W1_main,4,2,51,100,50,-2.780806239576394,-2.658626683765005,1e-16,0.0,0.002194690664165418,0.005322161990747242,0.018600000000000002,-0.11477215446531769,0.19324295584905968,-0.3404199490915556,2.0633224710090015,0.4497525381876637,0.6498885428649374,0.379375,0.23995593850387903,0.001420537002679858,19.545843954444,19.29332404598874,1.7430996882454126,0.18014266152616862,,,,,,,,,,,,,,
W1_main,4,3,101,150,50,-2.8569117995601157,-2.746106072260003,1e-16,0.0,0.0017942953338918482,0.0038610320526582804,0.0152,-0.10391545876860615,0.17216777780004736,-0.29348781736861873,2.0528400560974616,0.44341923776228237,0.671375619553728,0.39625,0.20803708598715964,0.00020408163265305999,19.153964549340365,19.25514285403665,1.9465149642800543,0.18316824913569943,,,,,,,,,,,,,,
W1_main,4,4,151,200,50,-2.7843092112375496,-2.685375467256681,1e-16,0.0,0.0020635953127373196,0.0046875145312114605,0.009000000000000001,-0.11199573688209054,0.18859747718850692,-0.31251276493674074,2.0269453496671446,0.4645349486154008,0.6715830598294269,0.3928125,0.20910454131043232,0.002224324881467738,19.265851722491053,19.31829133219436,2.0868023221488765,0.18216274201135296,,,,,,,,,,,,,,
W1_main,4,5,201,250,50,-2.7392228932700133,-2.6676899000303407,1e-16,0.0,0.0021493646405470923,0.003788114132032872,0.0048,-0.10374882198870178,0.17877281888136254,-0.3005280818191782,2.0353857260252717,0.4236237085159182,0.6521924271501485,0.39625,0.20773242630385483,0.000602020202020202,19.316218417188246,19.25726093048723,2.200358983283957,0.18424580596547854,,,,,,,,,,,,,,
W1_main,4,6,251,300,50,-2.7614670867033535,-2.6358891986234845,1e-16,0.0,0.002312654741589544,0.004308408225015797,0.0166,-0.11511447414755818,0.18928062152166036,-0.33338669153845113,2.0539950509433123,0.43861688783985414,0.6499843951826915,0.385,0.23817179670681138,0.000810183467326322,19.608452092046218,19.231988864563412,2.3076434630593763,0.18413176102573345,,,,,,,,,,,,,,
W1_main,4,7,301,350,50,-2.8742945544769984,-2.7581228915191276,1e-16,0.0,0.001745328210691554,0.00394474644665887,0.0144,-0.1097647891193628,0.19065399354753892,-0.3249179467211688,2.0454364501711577,0.4380328639802466,0.6629319129958458,0.3884375,0.20794234210397686,0.0016223871366728478,19.326905587026783,19.185204015819696,2.394278363782737,0.18549570891102402,,,,,,,,,,,,,,
W1_main,4,8,351,400,50,-2.8689283118891247,-2.7472329685665997,1e-16,0.0,0.0017896455770127762,0.004231863497680404,0.016800000000000002,-0.10506718486547467,0.19137349797317438,-0.3248518691554006,2.0314559581417626,0.4229227718914564,0.6284272162383422,0.3928125,0.2274363083815219,0.0006143488323164279,18.969706724431575,19.177371635976435,2.493199544369595,0.1858702377439046,,,,,,,,,,,,,,
W1_main,4,9,401,450,50,-2.795519323242337,-2.7078248889829193,1e-16,0.0,0.00195963465463614,0.004715823892230458,0.023200000000000002,-0.11982357196509835,0.21926743432322138,-0.3812217600334624,2.0697386725697995,0.4170486014762506,0.5779323298181407,0.3721875,0.2872176012265611,0.001244139383614376,19.0978391964165,19.11829574962671,2.583590117651375,0.1871898170745559,,,,,,,,,,,,,,
W1_main,4,10,451,500,50,-2.787569017479241,-2.6836395721403066,1e-16,0.0,0.0020718601049522878,0.0036254781091617123,0.0178,-0.12538542628288266,0.2150153839555897,-0.3892928858141444,2.0482009583728478,0.42760634517787893,0.6250603223289363,0.3696875,0.27034127576091294,0.001241848974267206,19.67147824844953,19.077359639669638,2.5890820904162104,0.1880070266376029,,,,,,,,,,,,,,
W1_main,5,1,1,50,50,-2.8078659215324833,-2.7147032636933783,1e-16,0.0,0.0019288423650424841,0.002885820510611771,0.0026,-0.07155775887891647,0.15033866521801292,-0.21102839392609218,2.045649854220274,0.3777813779942237,0.6184997487766668,0.429375,0.14576413110698827,0.002008080808080808,19.064747309907542,19.33865697387136,1.4742638012259506,0.18240613933784144,,,,,,,,,,,,,,
W1_main,5,2,51,100,50,-2.9416618894988575,-2.7906677404487206,1e-16,0.0,0.0016193184329664162,0.002275850851202206,0.0026,-0.07946817614138123,0.15548738827927785,-0.25095634931947464,2.061393208828878,0.3937513313290318,0.6123423854145221,0.4109375,0.1610214801071944,0.001204040404040404,18.99284051738282,19.318792013125226,1.6141795665461205,0.1820971191191988,,,,,,,,,,,,,,
W1_main,5,3,101,150,50,-2.8011163008120654,-2.714350040390115,1e-16,0.0,0.0019304117822002878,0.0030553355409415183,0.0108,-0.07984802022576327,0.15917631075729322,-0.25206218315865364,2.0662570947945325,0.4078366536201144,0.632070811240701,0.4071875,0.1886481014648909,0.000812203669346524,18.92052987350065,19.307833428309674,1.6987597533638736,0.18242481823930684,,,,,,,,,,,,,,
W1_main,5,4,151,200,50,-2.863175880678396,-2.7245719159577098,1e-16,0.0,0.0018855067176551778,0.0037066300160526204,0.012200000000000003,-0.08283520974218841,0.16258632244306043,-0.25797883263172716,2.0717601357507602,0.4118661177068577,0.6331100701185641,0.4090625,0.18891677823894315,0.0014204957740672,19.27275927426757,19.24255996429597,1.874086023200511,0.185203137059351,,,,,,,,,,,,,,
W1_main,5,5,201,250,50,-2.669793633833359,-2.5723929651926425,1e-16,0.0,0.0026767452138429537,0.0034601905676230954,0.009200000000000002,-0.07564585983753198,0.16172970595781722,-0.25554181565739076,2.048190389624264,0.3901700082981208,0.6169416168733732,0.4115625,0.16990358370152184,0.0018020202020202019,18.935526193203604,19.17366050215299,1.9758348688443164,0.18758183878699305,,,,,,,,,,,,,,
W1_main,5,6,251,300,50,-2.8517710536499568,-2.725533105865209,1e-16,0.0,0.0018813382880808183,0.002983165669048118,0.009600000000000001,-0.09451980039477345,0.17951276405456562,-0.2990865287933219,2.0420671893696176,0.43283573450190077,0.6216750235215295,0.395625,0.2156763651664977,0.0018204094383770342,19.157195422085973,19.14568795206517,2.147370233680507,0.18823231652208658,,,,,,,,,,,,,,
W1_main,5,7,301,350,50,-2.824516264553419,-2.7079004510987272,1e-16,0.0,0.0019592937309862797,0.0035264150467079996,0.009800000000000001,-0.08283385582268235,0.17596468501037493,-0.28303505142821805,2.038731183233195,0.4278284884263446,0.6285156118377927,0.4071875,0.1883598475816443,0.001606101834673262,19.003648926079144,19.110429933798734,2.2309855291971252,0.18772091234983382,,,,,,,,,,,,,,
W1_main,5,8,351,400,50,-2.903843250880986,-2.7861106270893408,1e-16,0.0,0.0016363996310586422,0.0034253585323709185,0.006000000000000001,-0.08988843481987711,0.18072059947439376,-0.3000422917670299,2.0580444014784307,0.42045746795680017,0.6254283920122543,0.405625,0.20530172883898948,0.0014121624407338678,18.846707398362536,19.089817397460408,2.2675879721376107,0.18891981867388022,,,,,,,,,,,,,,
W1_main,5,9,401,450,50,-2.7522443050177903,-2.6536097847534075,1e-16,0.0,0.002220190373387736,0.0027323544703430165,0.0106,-0.09336905971169468,0.18250442261155622,-0.31278504725595163,2.0592483177231586,0.39149477411131783,0.5981907183653675,0.3878125,0.22463775223303942,0.0032346745383564158,19.195734323826404,18.99054967301528,2.3320162289655806,0.19211365717669193,,,,,,,,,,,,,,
W1_main,5,10,451,500,50,-2.7222467584454066,-2.614208291386531,1e-16,0.0,0.0024310377827013456,0.0036258200646691217,0.0128,-0.08462703939527269,0.18222833097529112,-0.2924488446524995,2.034495532454443,0.37038682670500817,0.5552355958078988,0.4021875,0.20261419884729898,0.0028470907794545443,18.89234529643984,18.989591814837812,2.3738055906549373,0.19216990824032584,,,,,,,,,,,,,,
W1_main,6,1,1,50,50,-2.804716218739383,-2.7165633374033695,1e-16,0.0,0.001920598841650476,0.003329205856428174,0.0132,-0.09920424664393064,0.1777113933505988,-0.2806179036461979,2.038071900524664,0.3900277044495993,0.5940177624789067,0.4015625,0.21551455060197014,0.000812546517809674,18.971116780314365,19.156642465779555,1.5342417482493838,0.18697742896672076,,,,,,,,,,,,,,
W1_main,6,2,51,100,50,-2.8635902895582546,-2.8049561631852558,1e-16,0.0,0.0015669092228033118,0.0025818342613481682,0.0078000000000000005,-0.08034952551126474,0.15872805246757332,-0.2553079706689333,2.0108013886794693,0.40397628962244314,0.5952391397231258,0.4153125,0.1771548878220454,0.0016121212121212119,19.178708988922995,19.16184109273264,1.671655902643056,0.18724476080600636,,,,,,,,,,,,,,
W1_main,6,3,101,150,50,-2.7210130643903456,-2.6221815633302086,1e-16,0.0,0.00238681323118702,0.0031735265361175114,0.011200000000000002,-0.0776269098371267,0.16565919857290237,-0.24053049961912387,2.0196686284966345,0.3917613449607222,0.5731478649633936,0.4109375,0.19374992678733471,0.0056776823569165205,18.846590813084898,19.186958824649594,1.7665990109547716,0.1870341046210686,,,,,,,,,,,,,,
W1_main,6,4,151,200,50,-2.8720581892620993,-2.773328894496721,1e-16,0.0,0.00168527626953276,0.002829375554693152,0.007400000000000001,-0.07683521930128333,0.16994791604029402,-0.26321204493652756,2.044419089858931,0.3810913047205998,0.5570704471739009,0.4071875,0.21883765787477127,0.001424833919493244,18.91952482673704,19.177169106258045,1.8028266053042998,0.18895380830239805,,,,,,,,,,,,,,
W1_main,6,5,201,250,50,-2.8345483872959703,-2.76246142101899,1e-16,0.0,0.001727979472502828,0.003567830713691368,0.016200000000000003,-0.10590918764472004,0.20289143702047407,-0.3427968131076827,2.0459335472648164,0.4334669537089797,0.6155971574853174,0.3775,0.25920916993525894,0.00021052631578947202,19.219844493107555,19.199776074099226,1.9732006305049403,0.18786851867973106,,,,,,,,,,,,,,
W1_main,6,6,251,300,50,-2.7675884512622115,-2.6929719626411517,1e-16,0.0,0.0020278136277081162,0.003484760584345336,0.008,-0.09485852580517527,0.1760024841511416,-0.29267307475751303,2.025566242388544,0.4180536093442095,0.6300288226059638,0.400625,0.20291621155803774,0.00081439133604082,18.9920858389752,19.188507042489686,2.127393357173635,0.18873212889709376,,,,,,,,,,,,,,
W1_main,6,7,301,350,50,-2.677363370554224,-2.56746188640068,1e-16,0.0,0.002707310786564521,0.0033994438682075296,0.0082,-0.09531532604247328,0.17680144135852935,-0.2888903456565392,2.0618105096171373,0.4299084265183824,0.6665359011758119,0.3934375,0.21519059223403264,0.0024412414700338077,19.09485679332719,19.216168316833063,2.194638780610546,0.188601853708843,,,,,,,,,,,,,,
