arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,hit99,hit999,correct_at_hit_plus_500,hit_plus_500_observed,min_correct_after_hit,switch_step,pin_step,pf_disp_l1,pf_disp_l2,pf_disp_l3,pf_P_same,pf_mv_same,pf_mv_restored
LR,std,0,0,0.001,1,none,0.9636583333,1,1,0,0,0.216248095,3.139158487,-0.9198622108,0.5777500272,66.74609101,0,0,1.729829907,1.639460325,-0.3463804722,0.8815000653,47.79465828,0.8571036458,0.7891019583,1.91767621,2500,3300,1200,1,1200,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,2,none,0.9819,1,1,0,0,-0.253169179,4.068706036,-1.529870033,0.5282501578,69.14009275,0,0,0.979757309,2.083994389,-1.131451249,0.7285000682,59.87963695,0.9976630807,0.8830660582,2.201336861,1900,2000,1200,1,1198,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,3,none,0.9938375,1,1,0,0,-0.09781289101,4.159571648,-1.511954069,0.5357500911,70.12280361,0,0,0.637359798,2.281047821,-1.879646897,0.6527501345,62.30382524,1.061998844,0.8993094563,2.235395193,700,900,1200,1,1200,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,4,none,0.9963291667,1,1,0,0,-0.3598923087,4.417234421,-1.664344549,0.5200001001,69.99686118,0,0,0.5357766747,2.3916924,-1.598907232,0.6340001225,65.39180945,1.114882946,0.9217124581,2.297051668,400,600,1200,1,1200,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,5,none,0.9970479167,1,1,0,0,-0.2990196645,4.533182621,-1.430118203,0.5170001388,70.71885965,0,0,0.3490801156,2.551146746,-1.766623139,0.6167500615,65.69624541,1.150723577,0.9327094555,2.300653696,300,400,1200,1,1200,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,6,none,0.9975104167,1,1,0,0,-0.4300487339,4.658590794,-1.70631206,0.5162501335,70.2864146,0,0,0.17434825,2.619458675,-2.415169716,0.5792500973,67.52501806,1.187139511,0.952056706,2.328187466,300,300,1200,1,1200,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,7,none,0.997575,1,1,0,0,-0.2721562684,4.703526497,-1.506667614,0.5252500772,71.09894579,0,0,0.1831884235,2.795965433,-2.439029694,0.5837501287,67.10288781,1.208296657,0.9696609378,2.352295399,300,300,1200,1,1200,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,8,none,0.9977583333,1,1,0,0,-0.4410540462,4.897324085,-1.690625906,0.5200001001,70.59477418,0,0,0.06885325164,2.804870129,-2.920496941,0.5582500696,68.86149298,1.241347551,0.9834889174,2.367690086,200,300,1200,1,1200,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,9,none,0.99786875,1,1,0,0,-0.3769635558,4.855313301,-1.548958898,0.5147500634,71.54322316,0,0,0.08235572278,2.958164692,-2.61613369,0.5680000782,68.55524345,1.257833958,0.9900265336,2.377958298,200,300,1200,1,1200,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,10,none,0.9980125,1,1,0,0,-0.4423562586,5.018861294,-1.699225426,0.5170001388,71.14266419,0,0,-0.1367390007,2.943134069,-3.823174,0.5297500491,70.15590155,1.28981173,1.003296375,2.396651506,200,300,1200,1,1200,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,11,none,0.9980458333,1,1,0,0,-0.3822046518,5.019505501,-1.503384352,0.5200001001,71.66395777,0,0,-0.07748698443,3.128897667,-3.822148085,0.544750154,69.71299634,1.29949224,1.007668257,2.395893812,200,300,1200,1,1200,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,12,none,0.9981708333,1,1,0,0,-0.4015689492,5.106562614,-1.939540267,0.5140001774,71.69674616,0,0,-0.3264522851,3.140872717,-3.996026278,0.5110000968,71.2704582,1.334574342,1.020850897,2.412890911,200,300,1200,1,1200,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,13,none,0.9982041667,1,1,0,0,-0.4069506824,5.104270458,-1.524695754,0.5140001774,71.75653714,0,0,-0.3740476966,3.332591534,-4.260126114,0.5282500982,70.14414825,1.343961477,1.020533204,2.412233114,200,300,1200,1,1200,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,14,none,0.9981979167,1,1,0,0,-0.4857094884,5.240965366,-1.865235209,0.5132501125,72.08709584,0,0,-0.5541114211,3.287671804,-4.109554768,0.4990001023,71.98347087,1.370161295,1.028105021,2.44362545,200,200,1200,1,1200,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,15,none,0.9983354167,1,1,0,0,-0.4232481122,5.255753517,-1.551686049,0.514750123,71.79816356,0,0,-0.4133985341,3.480493784,-4.801575661,0.4945001304,70.91460746,1.37974751,1.034182191,2.447515488,200,300,1200,1,1200,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,16,none,0.9982916667,1,1,0,0,-0.4633508921,5.335307598,-1.852534175,0.5185001493,72.4025599,0,0,-0.5768679976,3.448925972,-4.964105129,0.4892500937,72.73043089,1.40239799,1.035109878,2.452276468,200,200,1200,1,1200,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,17,none,0.9983645833,1,1,0,0,-0.4763504267,5.296763897,-1.534675002,0.5155000687,72.08933413,0,0,-0.8019318581,3.624972582,-4.560962677,0.4855000973,71.52348635,1.406052828,1.048838258,2.456115723,200,300,1200,1,1200,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,18,none,0.9984770833,1,1,0,0,-0.5313093662,5.434548855,-1.862513423,0.5125001073,72.47413274,0,0,-0.7051792741,3.557374477,-5.25002718,0.4847500622,73.00444411,1.429548025,1.050117612,2.472385406,200,300,1200,1,1200,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,19,none,0.9984458333,1,1,0,0,-0.4953278601,5.478804111,-1.733952641,0.5155000687,72.26647653,0,0,-0.7962090969,3.726516724,-4.709740639,0.4675001204,72.11743187,1.434119344,1.061814666,2.472262144,200,300,1200,1,1200,-1,0,nan,nan,nan,-1,1,1
LR,std,0,0,0.001,20,none,0.9984291667,1,1,0,0,-0.5172445774,5.54058075,-1.814670086,0.5155000687,72.75213675,0,0,-0.8213864565,3.681479454,-5.261082649,0.4570001364,73.59569391,1.457725883,1.067409754,2.479268551,200,300,1200,1,1200,-1,0,nan,nan,nan,-1,1,1
