arm,seed,task,cap_on,major_frac,med_K_l1,med_K_l2,med_U_l1,med_U_l2,med_a1mean_l1,med_b1,med_b2,med_d_l1,med_d_l2,med_gate_mean_l1,med_gate_mean_l2,med_gate_rms_l1,med_gate_rms_l2,med_lowgate_l1,med_lowgate_l2,med_pplus_l1,med_pplus_l2,med_q_l1,med_q_l2,med_row_mean_l1,med_row_mean_l2,med_row_norm_l1,med_row_norm_l2,med_sigma_l1,med_sigma_l2,med_v_norm_l1,med_v_norm_l2,med_wt_norm_l1,med_wt_norm_l2,med_zbar_l1,med_zbar_l2,memo_acc,online_acc,rem_par,rem_perp,rows_par,rows_perp
cap_perp,4,1,0,0.10833333333333334,2.9010637835968733,3.7081987922831585,2.5715893507003784,4.856037139892578,-0.22003811288421277,1.89982820302248e-05,0.038790078833699226,-0.554171943341738,0.07979188403281781,0.5774656885467994,0.7571838544813605,0.6794199647276801,0.8147853008368973,0.032916666666666664,0.006666666666666667,0.29874999999999996,0.5191666666666667,-0.11498814380259477,0.02494136367856507,-0.0018202581696138104,-0.00020037266483996063,3.4817041904340584,1.598762643100474,1.1836231945878226,1.2967278608393926,3.480432055190372,1.5921856932885312,3.4776332119904443,1.593063254154992,-0.6627512502771181,0.11287586897572813,0.9325000047683716,0.7929270833333333,0.0,0.0,0,0
cap_perp,4,2,1,0.10666666666666667,2.9581809444309384,4.063984532353457,3.117111563682556,5.608513832092285,-0.4907426391726767,0.009999582543969154,0.05156169459223747,-0.9403958601999345,0.24800306803010516,0.3837008190251193,0.7980279746698216,0.5240404072613748,0.8506324968795977,0.16833333333333333,0.009166666666666667,0.17041666666666666,0.5916666666666667,-0.254521856039693,0.050220400395205575,-0.004240030833796549,-0.003498118189163506,3.4900793664893364,1.9381587514094183,1.4942194603274381,1.3502649814990388,3.480296434015287,1.93526347314568,3.473445576672926,1.9310682896564475,-1.5172541585432677,0.31345398515462874,1.0,0.7345729166666667,0.0,123.57497024536133,0,414597
cap_perp,4,3,1,0.10916666666666666,2.970313744808883,3.6804149397464423,3.3157519102096558,5.474430799484253,-0.5141178965002958,0.021741553209722042,0.051680659875273705,-0.9612846963262334,-0.20071301068478015,0.3628419732429514,0.6351084408765504,0.5090461373461771,0.7373363561295104,0.20083333333333334,0.041249999999999995,0.16208333333333333,0.4179166666666667,-0.2857693017695203,-0.060342322158683126,-0.005114520081044285,0.0029221415880601852,3.491623274899946,2.2444134141960266,1.6695399767268402,1.57570850788909,3.4802614069825144,2.238547023014564,3.4802245908888327,2.23160652922047,-1.6401910215398918,-0.2951839308347553,1.0,0.7796979166666667,0.0,148.76546812057495,0,407114
cap_perp,4,4,1,0.11416666666666667,3.1410479636123907,3.6807175869190605,3.446133852005005,5.987542390823364,-0.46908561718606506,0.04848462902009487,0.053761646151542664,-0.9211161117206299,-0.22418501502938518,0.3811250558522564,0.6056613864263152,0.5273824789495039,0.7160355642195106,0.18083333333333335,0.0675,0.17041666666666666,0.3929166666666667,-0.2588417970897358,-0.07992456453533517,-0.0051198493893512675,0.0013359628807666014,3.490880006736206,2.4793715927227287,1.6854279719880088,1.756440672449021,3.4804318133547065,2.4642092664039827,3.4803756524075187,2.4771905712128355,-1.4774685105025613,-0.3918955214391463,1.0,0.7611770833333333,0.0,140.5314884185791,0,429899
cap_perp,4,5,1,0.11333333333333333,3.2512434201665763,3.3237777403596196,3.9516043663024902,6.476991653442383,-0.4377007612754339,0.06960956379771233,0.06046812795102596,-0.8739316578136771,-0.45844771344738633,0.39808783175626256,0.48426578127850617,0.5379834982286149,0.6320118471832783,0.19124999999999998,0.20041666666666666,0.18666666666666665,0.31583333333333335,-0.27530110471965674,-0.15205227388253725,-0.0027952256929715848,0.00542952508025337,3.491582629338245,2.728035839104116,1.6834639198087378,2.335045605656319,3.4804318815835025,2.715838433526302,3.4741432423291867,2.721395944494038,-1.533069437428688,-1.0328636376815847,1.0,0.7965625,0.0,139.5905749797821,0,450548
cap_perp,4,6,1,0.10916666666666666,3.1157401460296246,3.3733470247005233,3.9009907245635986,6.5300068855285645,-0.4669119399395034,0.0695878304541111,0.05061240307986736,-0.9388744003936991,-1.0465748936018873,0.3751818285131837,0.23204408942717042,0.5186223532810368,0.4251269468642903,0.19458333333333333,0.5108333333333333,0.16583333333333333,0.14041666666666666,-0.29055726897595907,-0.35026667377058174,-0.004164174037293137,0.008165177171467804,3.4886636863013667,3.030643798222581,1.701717633092433,2.896193267127126,3.4803034664312857,3.022502640088107,3.479600180926141,3.0189372325852997,-1.577236261195503,-3.1666723526098455,0.8808333277702332,0.7756979166666667,0.0,161.01642775535583,0,451827
cap_perp,4,7,1,0.115,3.092016516302561,3.314353483425076,3.7311898469924927,6.844966173171997,-0.43166322463199325,0.10139670222997665,0.05449951812624931,-0.8703125631233379,-1.2281499508133602,0.39450308140400014,0.17968589854062725,0.5397935884656426,0.3758865195873476,0.17375000000000002,0.6375,0.18916666666666668,0.10375000000000001,-0.2627121194521441,-0.4165347756275602,-0.005379302580468921,0.007166903024190105,3.4929267242746556,3.3029596648051105,1.731976486665248,3.291939058868924,3.48043208140009,3.269128004227463,3.479854940201215,3.281614667674111,-1.4841325717846243,-4.265257004361289,1.0,0.7345625,0.0,181.2473554611206,0,439415
cap_perp,4,8,1,0.11333333333333333,3.118948571089721,3.387052770116112,3.962863564491272,8.27245807647705,-0.32338627231646877,0.11389236152172089,0.051478052511811256,-0.7097371389055288,-1.2345720519469383,0.47133365218316836,0.16607103936806483,0.603625251411091,0.35455846174924843,0.14666666666666667,0.6625,0.24208333333333332,0.09625,-0.2246410180018043,-0.4307088594150084,-0.0045290453894030035,0.013925652201869525,3.4899602122370306,3.5766874286091004,1.7267177737195085,3.815057426068638,3.480432203114877,3.504957187581308,3.478285702019117,3.5162525304660037,-1.1418471306593467,-4.625150750307366,1.0,0.735875,0.0,157.62923622131348,0,415394
cap_perp,4,9,1,0.1175,3.122192627138925,3.2155374123514506,4.291987895965576,7.663784503936768,-0.27688129212413815,0.128213033080101,0.022113105282187462,-0.6388611779088871,-1.445290202745852,0.4942540613408255,0.10875293274175249,0.6281717831080045,0.287295016317633,0.12416666666666666,0.79125,0.26875,0.06875,-0.2075222560300664,-0.4893234901447199,-0.002586041143689675,0.019880845102015883,3.4891420191137477,3.8009131865503374,1.73598056921825,4.561075196128767,3.478407670027183,3.749387118685876,3.4778850430224653,3.7859320333308064,-1.0814334939389179,-6.600452915408338,0.9358333349227905,0.6727395833333333,0.0,156.58030652999878,0,391378
cap_perp,4,10,1,0.10666666666666667,3.1815539593644417,3.213619182634825,4.561286926269531,8.027587890625,-0.18493489639891778,0.14431612193584442,0.03708566538989544,-0.5574983065955286,-1.483299347476122,0.5219185313766865,0.08693073061846282,0.6447641892818827,0.25571227032318655,0.10916666666666666,0.8208333333333333,0.30166666666666664,0.0475,-0.1949236568321937,-0.5391713704520125,-0.0027974981239513993,0.02389934051898308,3.485000046141908,4.120798190768587,1.691555941795201,4.816282874615272,3.478582618478246,4.047361417117525,3.474671731493882,4.092679176618797,-0.9585714966477826,-7.490830716027995,0.9808333516120911,0.6220416666666667,0.0,164.86428141593933,0,387682
cap_perp,4,11,1,0.11583333333333333,3.1842836017136333,3.0912654086774367,4.769186973571777,8.148571491241455,-0.085897416423104,0.16680669784545898,0.027929595671594143,-0.44536446714246797,-1.8074495458592124,0.5468431437295658,0.04327388793078607,0.6718535500504572,0.17819149241314636,0.10416666666666667,0.90875,0.34375,0.021666666666666667,-0.15952613728380693,-0.5699710888101617,-0.0018199882400454078,0.02121568403905258,3.4909294642303674,4.358148692594941,1.696415387804962,5.881612601700338,3.4795436670575066,4.319453899213843,3.4781898631319277,4.331551180147155,-0.7830873801310858,-10.455076189263103,0.9683333039283752,0.5905416666666666,0.0,169.61199855804443,0,384073
cap_perp,4,12,1,0.11333333333333333,3.1993913269435215,3.0522025943026407,4.619255304336548,8.976840496063232,-0.011433896246441387,0.1754375696182251,0.014995291363447905,-0.3551444204322141,-1.7090132164297676,0.5665397998590924,0.05443690882306054,0.6913922603198903,0.20876918168871197,0.09,0.8925000000000001,0.35791666666666666,0.0375,-0.14053408145229035,-0.5860591652063565,-0.0036917314991790867,0.016677169159520416,3.4924121906995333,4.632077401777014,1.6695329143995825,6.277282157000533,3.4804320486102727,4.598442297426154,3.482736716041112,4.598142303703595,-0.6662868248174587,-10.181205047757054,0.9583333134651184,0.55196875,0.0,162.31756353378296,0,368995
cap_perp,4,13,1,0.11083333333333334,3.276562602991393,3.133992330535616,4.665327072143555,9.894709587097168,-0.009386925165066107,0.18395661562681198,0.02126871282234788,-0.36529864169716775,-1.799637998132336,0.5691328247484246,0.04128065958286418,0.694656964386555,0.18364927856353727,0.0825,0.92125,0.36583333333333334,0.02666666666666667,-0.15190593635283234,-0.6491404200722863,-0.0019704408002496803,0.017006989973015155,3.4889147139726626,4.856490701361388,1.6373358442648582,6.853050089500902,3.48006624613266,4.8137533953599965,3.484346316129632,4.822903220661429,-0.6403677664510905,-12.85596565195204,0.9108333587646484,0.47590625,0.0,147.34641647338867,0,332600
cap_perp,4,14,1,0.11833333333333333,3.2655454293076454,3.0905352532460992,5.056262731552124,8.552234172821045,0.014219970952957132,0.2093070149421692,0.02537111286073923,-0.35004971203671353,-1.9336484892853492,0.5878279545276018,0.03464776697776992,0.7004095619904365,0.1678677589015019,0.07458333333333333,0.9358333333333333,0.35750000000000004,0.024583333333333332,-0.1385253389476947,-0.5755426128483402,-0.0002972478496433811,0.015895467635709794,3.4882476603458015,5.055503692707028,1.6854998167693422,7.468196859901319,3.480066177681132,5.029788114500429,3.4841016838957497,5.025898513780341,-0.5933122228629266,-13.616951457510392,0.8383333086967468,0.4408020833333333,0.0,125.83915305137634,0,296237
cap_perp,4,15,1,0.11166666666666666,3.2199196033762405,3.001285146141867,4.708049535751343,6.138695240020752,-0.09303765996345342,0.21202190220355988,0.0038005150272510946,-0.4317454840280401,-2.2560874682535443,0.5442652680795437,0.008512125345573076,0.6701497144916241,0.08070829996787243,0.09166666666666666,0.98125,0.33499999999999996,0.005,-0.16210312066148702,-0.6318548546945346,-0.0009254160510339523,0.012022279514931143,3.4939557085070794,5.180933724794729,1.7065537712626884,8.48830869929093,3.4804319813039095,5.152892315649667,3.486221024258155,5.161115841898555,-0.7322762493665019,-17.551080330666153,0.7208333611488342,0.36904166666666666,0.0,126.53646039962769,0,299399
cap_perp,4,16,1,0.12166666666666667,3.2064845799646946,2.962158292858072,4.765949010848999,3.991511344909668,-0.2258837571598512,0.22494608908891678,0.0036860513500869274,-0.6154422812713196,-2.6383855169058963,0.4853951314391452,0.0032919488769970993,0.6251770981793576,0.05116526453383829,0.15625,0.9941666666666666,0.2875,0.0025,-0.22360675158398746,-0.66810210241719,-0.002058458097065324,0.010856573628261687,3.517872222942988,5.284554367783027,1.898577378039907,9.395393416199695,3.4804321286909152,5.257796499625448,3.4963190704300935,5.254267037171463,-1.085782299169805,-23.20012488182013,0.5099999904632568,0.22616666666666665,0.0,89.0785071849823,0,205617
cap_perp,4,17,1,0.115,3.2377200316520014,3.0154543330530883,4.978248119354248,5.470240116119385,-0.162997236502318,0.23805230110883713,0.007094362750649452,-0.5044165548644244,-2.5571368944998563,0.5417731190733684,0.0030411161377403425,0.6690470078253717,0.05041393137557728,0.12541666666666668,0.995,0.31375,0.0020833333333333333,-0.22632542862058885,-0.6440031939036674,0.0006919346391600543,0.01573856089496985,3.5045954356726616,5.410608124335072,1.8051233614833677,10.383068525221198,3.480431961007511,5.357997688743232,3.490185336050119,5.375668650916122,-0.8550996358894433,-24.82300714532534,0.44333332777023315,0.23225,0.0,98.79518628120422,0,217233
cap_perp,4,18,1,0.115,3.4046312384343613,2.888399864487394,4.651442766189575,2.3652284741401672,-0.3357270340390581,0.26601850986480713,0.028566732071340084,-0.7356638395292037,-2.760249607911374,0.42006327373807534,0.0008575601050158275,0.5707498203508174,0.028871573090684513,0.1575,0.9983333333333333,0.22208333333333335,0.0008333333333333334,-0.2416755836129927,-0.6303666993121619,-0.0011449071998797012,0.013761551913339644,3.50555993438582,5.42587454884784,1.834103904189766,10.702763048186526,3.4804319798489596,5.391139466463481,3.4933511186461392,5.389824300538857,-1.3352171806929012,-30.055028105427823,0.3675000071525574,0.1873125,0.0,101.39112186431885,0,221899
cap_perp,4,19,1,0.11416666666666667,3.1846579388852554,2.8897119773577633,4.5014050006866455,2.8595227003097534,-0.30968342479337785,0.267764613032341,0.04756958410143852,-0.6961638075784995,-2.7512438100556285,0.44815433562478574,0.0011149431772948777,0.5921735537095774,0.029790136395951676,0.15583333333333332,0.9979166666666667,0.25083333333333335,0.0008333333333333334,-0.259615942284559,-0.5788215812202201,-0.0032602191166662396,0.013530496004968882,3.5165744319135834,5.566299769279787,1.871431945116064,10.635615245637577,3.4804319856078294,5.529707855705423,3.4919498813784853,5.477708532967629,-1.2591435091321665,-28.49442189057668,0.47749999165534973,0.22278125,0.0,111.12143397331238,0,234157
cap_perp,4,20,1,0.11,3.2225094360772424,2.94173986246768,4.7027976512908936,2.9108868837356567,-0.3001527128832337,0.2719331681728363,0.04829985275864601,-0.6990593912240441,-2.6942461075311908,0.4547085766686102,0.0014729925928243142,0.5952783738953062,0.03175363736910644,0.16999999999999998,0.9975,0.24541666666666667,0.0008333333333333334,-0.2511891421286356,-0.5511343179416531,-0.00464509281481635,0.010703479698859156,3.5125711554375583,5.627458562225012,1.902529787068957,10.06449982238246,3.480431965302051,5.591396343541752,3.4912779422475486,5.567782244891895,-1.1521904888624945,-27.661021021530033,0.5541666746139526,0.2537916666666667,0.0,127.17661547660828,0,255777
cap_perp,4,21,1,0.11666666666666667,3.214687917630633,3.039915192759601,4.733355522155762,7.678896427154541,-0.1768747487736012,0.286608025431633,0.08986535295844078,-0.5416455073076225,-2.4709485505345015,0.5013120863292958,0.003317121181343536,0.6393284747003599,0.0506573437087989,0.11458333333333333,0.9933333333333333,0.29666666666666663,0.0025,-0.21937894636471988,-0.4666131230133188,-0.0027345956879165885,0.0016281326580792664,3.5020908993422672,5.769110981244048,1.7931211230881257,10.111627081763505,3.480432002146614,5.741335520222232,3.4862064684116976,5.680573963297542,-0.9341290619115656,-24.73856651225438,0.5716666579246521,0.27484375,0.0,116.72618913650513,0,259468
cap_perp,4,22,1,0.11333333333333333,3.1984817902846374,2.8988229160404133,4.780327796936035,4.674155235290527,-0.16559691391031567,0.2946314364671707,0.07824024185538292,-0.5740526906726978,-2.4993968076252564,0.506201549996816,0.0027458418160065385,0.6415346028456252,0.045726958911417454,0.11416666666666667,0.995,0.29875,0.0016666666666666668,-0.19576308441259727,-0.48448032472179453,-0.0020672181520634703,0.0017904430493945254,3.512304805281833,5.808174858745623,1.7921966039202566,10.929824936526938,3.4804319704499065,5.788505496164309,3.49475058508002,5.780717749697597,-0.9039734969039758,-26.85058961169173,0.4358333349227905,0.22680208333333332,0.0,91.71617221832275,0,212803
cap_perp,4,23,1,0.11083333333333334,3.1259594949978684,3.0524958004068856,4.574408531188965,6.1967878341674805,-0.1605386093960745,0.3057558685541153,0.08100752905011177,-0.5326501251991654,-2.440349599990755,0.5026563234953907,0.0034889698151622343,0.6327134689376119,0.0539802236269329,0.12166666666666667,0.9941666666666666,0.29166666666666663,0.0025,-0.21710348522045833,-0.44429035760505364,-0.0025918763729390736,0.003618642015499063,3.5106308092150087,5.963653171832574,1.8149626334341278,10.957862307075999,3.4793121168627983,5.949588801783593,3.4964518693633195,5.883642145167813,-0.9671643350149194,-25.76253243535136,0.46416667103767395,0.22417708333333333,0.0,94.90738654136658,0,221497
