arm,mode,seed,task,step,global_step,window_start,window_steps,loss,acc,advantage,confidence,online_acc_window,initial_positive_count,observed,down,up,net,conf,hist,label,correction,roundoff,conf_common,correction_common,zmean_l1,zsd_l1,outputsd_l1,gain_l1,ppos_l1,dead_l1,output_sd_ratio_l1,output_sd_ratio_n_l1,eff_rank_l1,zmean_l2,zsd_l2,outputsd_l2,gain_l2,ppos_l2,dead_l2,output_sd_ratio_l2,output_sd_ratio_n_l2,eff_rank_l2
ELU,base,1001,1,0,0,0,0,2.312064648,0.1000000015,0.002156399889,2.314221144,nan,3285,True,0,0,0,0,0,0,0,0,0,0,0.002915133024,0.1344939023,0.1165788397,0.9105581045,0.5099416375,0,1,100,47.32392596,-0.03182598948,0.06912785023,0.06437337399,0.9195802212,0.4349083304,0,1,100,35.29605137
ELU,base,1002,1,0,0,0,0,2.304445982,0.1058333367,0.00404163776,2.308487892,nan,2812,True,0,0,0,0,0,0,0,0,0,0,-0.07532576472,0.1381797642,0.1202014163,0.8452202082,0.4403500259,0,1,100,50.4588512,0.01151590887,0.06921538711,0.06371433288,0.9667627215,0.5079666376,0,1,100,36.99244766
ELU,base,1003,1,0,0,0,0,2.309784651,0.09750000387,0.002038096078,2.311822653,nan,3529,True,0,0,0,0,0,0,0,0,0,0,0.06789471209,0.1295589507,0.1190366223,0.960098505,0.5523416996,0,1,100,47.57388222,-0.002606437076,0.07206371427,0.06785807014,0.9511253834,0.5024999976,0,1,100,34.87786975
ELU,base,1004,1,0,0,0,0,2.309794188,0.1016666666,-0.0008344927919,2.308959723,nan,2895,True,0,0,0,0,0,0,0,0,0,0,-0.02965964749,0.1370248497,0.1195281222,0.9010818601,0.4538916647,0,1,100,47.50369404,-0.02897294983,0.0692589283,0.06406062841,0.9173029065,0.4387333691,0,1,100,37.85960403
ELU,base,1005,1,0,0,0,0,2.304292917,0.1024999991,0.0002273837745,2.30452013,nan,3581,True,0,0,0,0,0,0,0,0,0,0,0.02931751311,0.1314351708,0.1198214889,0.9350270629,0.5594667196,0,1,100,49.16029102,-0.01914692298,0.07250379771,0.0651968047,0.926297009,0.4168166518,0,1,100,38.47809992
ELU,base,1001,1,1,1,0,1,2.519369125,0.1083333343,0.01356324274,2.532932281,0,3285,True,4.482083797,3.936301708,-0.54578197,-5.63306427,0,5.087282658,0,-4.768371582e-07,-0.3880615532,0,0.02184645087,0.3568587601,0.1551772207,0.9236927629,0.5052166581,0,1.151416898,100,,-0.01401017513,0.1205482185,0.08529499918,0.9286679029,0.4938999712,0,1.320761323,100,
ELU,base,1002,1,1,1,0,1,2.683453321,0.09250000119,-0.02022495866,2.663228512,0.0625,2812,True,4.412600517,4.533824921,0.121224463,4.994835377,0,-4.873611927,0,9.536743164e-07,0.4937261045,0,0.4124055803,0.3578170836,0.1927165985,0.9960650802,0.5540750027,0,1.707937241,100,,0.06898248941,0.1514090449,0.09318937361,0.983328402,0.5511000156,0,1.457646608,100,
ELU,base,1003,1,1,1,0,1,2.517454386,0.09916666895,-0.005596356932,2.511858463,0,3529,True,4.78423214,4.014475822,-0.7697570324,1.21514082,0,-1.984897494,0,-3.576278687e-07,0.458286047,0,0.04397419095,0.3240436614,0.1523599178,0.9293811321,0.5068916678,0,1.369087696,100,,-0.2046164274,0.1336361319,0.08277881891,0.6697499752,0.3978582919,0,1.298719049,100,
ELU,base,1004,1,1,1,0,1,2.532835007,0.1141666695,-0.004854583181,2.527980089,0.0625,2895,True,4.410723686,3.031145096,-1.379578829,2.34689045,0,-3.726467848,0,-1.430511475e-06,0.1807915121,0,-0.01718356274,0.317740947,0.1495308131,0.8565094471,0.4888833463,0,1.265921354,100,,0.004777677357,0.1155292466,0.08773180097,0.961401999,0.50971663,0,1.334463596,100,
ELU,base,1005,1,1,1,0,1,2.551926374,0.1083333343,-0.006008080207,2.545918226,0.0625,3581,True,3.66276598,5.172310829,1.509544969,-0.7481282353,0,2.257671118,0,2.145767212e-06,-0.04275625199,0,0.3275690377,0.3553530872,0.1769343615,0.9982225895,0.5844416022,0,1.687801361,100,,0.1219347194,0.1452910751,0.1062882021,0.9942991138,0.5731166601,0,1.561252832,100,
