run_id,step,width,kappa,lr,c,seed,cos_Eg_u_mean,cos_e1W_e1Sig,cos_e1W_e1M2,cos_e1W_e1Sig_pca,cos_e1W_mu,cos_e1W_e1Sig_signed,top1_frac_alive,w_norm_mean,srank_alive,e1_stability,n_alive
B_w5_K10000_c2.0_lr0.001_s2,1000000,5,1,0.001,2.0,2,0.34615246239048014,,0.48202245215291706,,0.48202245215291706,,0.3290174383611464,1.0047349015670097,3.0393525795503544,,5
B_w5_K10000_c2.0_lr0.001_s3,0,5,1,0.001,2.0,3,0.16182082955503452,,0.5816314955056334,,0.5816314955056333,,0.2786892851666899,1.4118713447352014,3.588225501392633,,5
B_w5_K10000_c2.0_lr0.001_s3,10000,5,1,0.001,2.0,3,0.1712130383651901,,0.17572285956621397,,0.17572285956621397,,0.29067180846746926,1.330559570917139,3.4403061145570835,,5
B_w5_K10000_c2.0_lr0.001_s3,50000,5,1,0.001,2.0,3,0.13838644755855387,,0.25274872895714046,,0.25274872895714046,,0.3020463636558612,1.3043782447452448,3.3107500050533902,,5
B_w5_K10000_c2.0_lr0.001_s3,100000,5,1,0.001,2.0,3,0.07157449162219744,,0.47046245603707143,,0.4704624560370714,,0.3407133739945587,1.2253500539495858,2.935018336016273,,5
B_w5_K10000_c2.0_lr0.001_s3,300000,5,1,0.001,2.0,3,0.09338262828538647,,0.5759107132423812,,0.5759107132423813,,0.36790102731426877,1.0991618895753779,2.7181223365972795,,5
B_w5_K10000_c2.0_lr0.001_s3,1000000,5,1,0.001,2.0,3,0.16568367808673193,,0.20560670469539205,,0.20560670469539205,,0.32997064058386055,0.8223931114345346,3.030572654071793,,5
B_w5_K10000_c2.0_lr0.001_s4,0,5,1,0.001,2.0,4,0.08765069884785759,,0.00932669246382971,,0.009326692463829635,,0.30834898540463546,1.5125604725958155,3.2430786133047764,,5
B_w5_K10000_c2.0_lr0.001_s4,10000,5,1,0.001,2.0,4,0.34516322279843153,,0.06477617639574211,,0.06477617639574211,,0.3079370035966185,1.4784328001335887,3.247417453311158,,5
B_w5_K10000_c2.0_lr0.001_s4,50000,5,1,0.001,2.0,4,0.33083311681517624,,0.2633857329389559,,0.2633857329389559,,0.25583929220406737,1.4599328058550842,3.9087037467347328,,5
B_w5_K10000_c2.0_lr0.001_s4,100000,5,1,0.001,2.0,4,0.056279034566812325,,0.03228094359519856,,0.03228094359519858,,0.39206585057514853,1.3908942560296829,2.5505919440140743,,5
B_w5_K10000_c2.0_lr0.001_s4,300000,5,1,0.001,2.0,4,0.10971986259197297,,0.05816022309289747,,0.05816022309289745,,0.3231600549341839,1.1661089944401133,3.094441855456621,,5
B_w5_K10000_c2.0_lr0.001_s4,1000000,5,1,0.001,2.0,4,0.10693311309176187,,0.15543401748950741,,0.1554340174895074,,0.3781291028464676,1.0266581937153956,2.644599403939645,,5
B_w5_K10000_c2.0_lr0.003_s0,0,5,1,0.003,2.0,0,0.1625824381218041,,0.023442691778127932,,0.023442691778127942,,0.29411542145682695,1.2882930160355723,3.4000257281537687,,5
B_w5_K10000_c2.0_lr0.003_s0,10000,5,1,0.003,2.0,0,0.10803258414125858,,0.3185792448855786,,0.3185792448855786,,0.3812370772059894,1.2745654961170143,2.623039729841602,,5
B_w5_K10000_c2.0_lr0.003_s0,50000,5,1,0.003,2.0,0,0.2887202629467168,,0.010188043190266848,,0.01018804319026685,,0.31881889134528935,1.245078966886691,3.1365769944823434,,5
B_w5_K10000_c2.0_lr0.003_s0,100000,5,1,0.003,2.0,0,0.033864344153387696,,0.17207303096457124,,0.17207303096457122,,0.4508928114889171,1.2863741432525173,2.2178220067378045,,5
B_w5_K10000_c2.0_lr0.003_s0,300000,5,1,0.003,2.0,0,0.3431498905561671,,0.03454173758121308,,0.034541737581213094,,0.291276318993203,1.3807384511912013,3.4331661545864782,,5
B_w5_K10000_c2.0_lr0.003_s0,1000000,5,1,0.003,2.0,0,0.06950002256179902,,0.12235377420226454,,0.12235377420226454,,0.40159477591253484,1.2613903196132743,2.490072231959996,,5
B_w5_K10000_c2.0_lr0.003_s1,0,5,1,0.003,2.0,1,0.08258452569377817,,0.5738241296913335,,0.5738241296913336,,0.40974677684535754,1.4122947563227073,2.440531705213169,,5
B_w5_K10000_c2.0_lr0.003_s1,10000,5,1,0.003,2.0,1,0.12126366591892321,,0.6362237479218175,,0.6362237479218175,,0.41722496582552604,1.3244386136688284,2.3967884999915787,,5
B_w5_K10000_c2.0_lr0.003_s1,50000,5,1,0.003,2.0,1,0.07861732098270437,,0.23446430740676216,,0.2344643074067622,,0.3679750389085312,1.3312478962759584,2.7175756349293376,,5
B_w5_K10000_c2.0_lr0.003_s1,100000,5,1,0.003,2.0,1,0.04058523379649437,,0.49050772126435244,,0.49050772126435244,,0.37293160460591923,1.3874646603071228,2.681456834576171,,5
B_w5_K10000_c2.0_lr0.003_s1,300000,5,1,0.003,2.0,1,0.11395830490324241,,0.23714726333658648,,0.23714726333658645,,0.3359875869832724,1.3841072413392292,2.9763004311519023,,5
B_w5_K10000_c2.0_lr0.003_s1,1000000,5,1,0.003,2.0,1,0.12395664191122288,,0.011275493464597025,,0.011275493464596973,,0.34938364807034744,1.0937328559891986,2.8621831774984896,,5
B_w5_K10000_c2.0_lr0.003_s2,0,5,1,0.003,2.0,2,0.05006128209602976,,0.19090747442236297,,0.19090747442236297,,0.3969903093592788,1.447759500720948,2.518953174484152,,5
B_w5_K10000_c2.0_lr0.003_s2,10000,5,1,0.003,2.0,2,0.13538202929521984,,0.16982839073949124,,0.16982839073949121,,0.3257453102510952,1.4782269600195665,3.0698830298713022,,5
B_w5_K10000_c2.0_lr0.003_s2,50000,5,1,0.003,2.0,2,0.04947794162847879,,0.20065788751596889,,0.20065788751596889,,0.3462504489441249,1.4054397962806793,2.88808289794123,,5
B_w5_K10000_c2.0_lr0.003_s2,100000,5,1,0.003,2.0,2,0.06846688035581358,,0.5060942886974963,,0.5060942886974963,,0.355574944181251,1.3069373952407095,2.8123466413040035,,5
B_w5_K10000_c2.0_lr0.003_s2,300000,5,1,0.003,2.0,2,0.09217896178089989,,0.3390797367749856,,0.3390797367749856,,0.4164260333956094,1.31370476945277,2.4013868485738703,,5
B_w5_K10000_c2.0_lr0.003_s2,1000000,5,1,0.003,2.0,2,0.08119043147723969,,0.013609944970156709,,0.013609944970156707,,0.4250349482729936,1.1297114890990507,2.3527477071313996,,5
B_w5_K10000_c2.0_lr0.003_s3,0,5,1,0.003,2.0,3,0.09544810406068885,,0.13197220276863406,,0.13197220276863408,,0.3144128948508631,1.437196571069998,3.18053113080599,,5
B_w5_K10000_c2.0_lr0.003_s3,10000,5,1,0.003,2.0,3,0.15461311804476446,,0.20579939796583196,,0.20579939796583196,,0.4120830686072706,1.3925089411742726,2.4266951888601738,,5
B_w5_K10000_c2.0_lr0.003_s3,50000,5,1,0.003,2.0,3,0.12275659637688627,,0.1808826371829838,,0.18088263718298384,,0.3446181138719275,1.417175937382295,2.901762733144189,,5
B_w5_K10000_c2.0_lr0.003_s3,100000,5,1,0.003,2.0,3,0.0636330802526398,,0.20424158566076667,,0.20424158566076664,,0.490690823197985,1.344995575967101,2.037943146119359,,5
B_w5_K10000_c2.0_lr0.003_s3,300000,5,1,0.003,2.0,3,0.19286644397178143,,0.09003236168280163,,0.09003236168280156,,0.34176069150650673,1.341544056387852,2.9260240421211843,,5
B_w5_K10000_c2.0_lr0.003_s3,1000000,5,1,0.003,2.0,3,0.2751423586106263,,0.14714661494625175,,0.14714661494625172,,0.4072892290468878,1.118533373629199,2.4552576613433525,,5
B_w5_K10000_c2.0_lr0.003_s4,0,5,1,0.003,2.0,4,0.03452695287988598,,0.16915739083046305,,0.16915739083046297,,0.320977350828358,1.3301230997455182,3.1154846203922593,,5
B_w5_K10000_c2.0_lr0.003_s4,10000,5,1,0.003,2.0,4,0.04338741304430936,,0.15051623525724062,,0.1505162352572406,,0.3716797624794208,1.2995420482277074,2.6904881592937664,,5
B_w5_K10000_c2.0_lr0.003_s4,50000,5,1,0.003,2.0,4,0.09940078180686476,,0.44683948409085184,,0.4468394840908519,,0.37173251761922077,1.267209379751859,2.6901063334586643,,5
B_w5_K10000_c2.0_lr0.003_s4,100000,5,1,0.003,2.0,4,0.05012782227586312,,0.2531255962765117,,0.25312559627651166,,0.4281437936230442,1.297503219318394,2.3356638935199476,,5
B_w5_K10000_c2.0_lr0.003_s4,300000,5,1,0.003,2.0,4,0.05370424565632108,,0.16053504362918172,,0.1605350436291817,,0.3665822142311758,1.1531481520354805,2.72790103059767,,5
B_w5_K10000_c2.0_lr0.003_s4,1000000,5,1,0.003,2.0,4,0.09171691140997354,,0.06823366532395107,,0.06823366532395107,,0.4337951950989178,1.1686991694910551,2.305235307578664,,5
B_w5_K10000_c2.0_k4_lr0.001_s0,0,5,4,0.001,2.0,0,0.18202046600865013,0.24046669015155478,0.6478077295302669,0.3230244389326747,0.6478077295302669,-0.24046669015155478,0.33906359213711024,1.3645224685931066,2.949299255921353,,5
B_w5_K10000_c2.0_k4_lr0.001_s0,10000,5,4,0.001,2.0,0,0.39886401392910065,0.21250775736355207,0.6821796592961603,0.46987307197395717,0.6821796592961604,-0.21250775736355207,0.344130306484029,1.3175265092890582,2.9058760044036105,,5
B_w5_K10000_c2.0_k4_lr0.001_s0,50000,5,4,0.001,2.0,0,0.25136448773588393,0.08352158257232063,0.6080849801055362,0.266530154445092,0.6080849801055361,-0.08352158257232063,0.3252986639749183,1.2855150355504044,3.074098085066542,,5
B_w5_K10000_c2.0_k4_lr0.001_s0,100000,5,4,0.001,2.0,0,0.2075326499336326,0.13278497268513015,0.6813960904633679,0.054412609450146164,0.6813960904633679,0.13278497268513015,0.33031096322006015,1.2544152511105273,3.0274502252405666,,5
B_w5_K10000_c2.0_k4_lr0.001_s0,300000,5,4,0.001,2.0,0,0.04771572235920971,0.34555945994417303,0.034428092049325655,0.31920571060789094,0.034428092049325704,-0.34555945994417303,0.3189601102554805,1.1036254552696187,3.135188281691465,,5
B_w5_K10000_c2.0_k4_lr0.001_s0,1000000,5,4,0.001,2.0,0,0.4590463665415353,0.28413368398036715,0.09417100015650826,0.23767008539879148,0.09417100015650832,0.28413368398036715,0.3854804880450266,1.0478972605896733,2.594165025242975,,5
B_w5_K10000_c2.0_k4_lr0.001_s1,0,5,4,0.001,2.0,1,0.4376147008671363,0.20754225094849463,0.15520974240388705,0.22138138517247669,0.15520974240388705,0.20754225094849463,0.3423842960801186,1.4036660708682083,2.9206947031414012,,5
B_w5_K10000_c2.0_k4_lr0.001_s1,10000,5,4,0.001,2.0,1,0.7411946514937023,0.3628432141241297,0.07717586352057042,0.36615627492718444,0.07717586352057039,0.3628432141241297,0.3409397838097587,1.365046323652424,2.9330692617497265,,5
B_w5_K10000_c2.0_k4_lr0.001_s1,50000,5,4,0.001,2.0,1,0.42034394429859184,0.3159234162131081,0.14207166381184685,0.26058936236617175,0.14207166381184685,-0.3159234162131081,0.5197396141523223,1.3675620837455056,1.9240403709287526,,5
B_w5_K10000_c2.0_k4_lr0.001_s1,100000,5,4,0.001,2.0,1,0.36790701347901,0.3397028560031288,0.1925760939165558,0.2833709591527464,0.19257609391655578,0.3397028560031288,0.38142156644240005,1.3244259939141696,2.621770995613103,,5
B_w5_K10000_c2.0_k4_lr0.001_s1,300000,5,4,0.001,2.0,1,0.40058189945261863,0.28661691224850694,0.3319240094285025,0.20327520946879743,0.33192400942850236,-0.28661691224850694,0.4379261724459081,1.163100147928883,2.283489918893849,,5
B_w5_K10000_c2.0_k4_lr0.001_s1,1000000,5,4,0.001,2.0,1,0.44279619365403844,0.20040860493917947,0.28832488644981424,0.16965253640936787,0.28832488644981424,0.20040860493917947,0.4214912152523222,1.0425420722127692,2.3725286881752865,,5
B_w5_K10000_c2.0_k4_lr0.001_s2,0,5,4,0.001,2.0,2,0.45463892319570665,0.14636691113212186,0.0802653967875871,0.23082700980549486,0.08026539678758712,-0.14636691113212186,0.3166180373591302,1.4252952191845887,3.1583797573280084,,5
B_w5_K10000_c2.0_k4_lr0.001_s2,10000,5,4,0.001,2.0,2,0.7679677030547956,0.05363166969598168,0.1294703806796021,0.22719046401070697,0.1294703806796021,-0.05363166969598168,0.33900666962680004,1.3320120571555585,2.949794471893026,,5
B_w5_K10000_c2.0_k4_lr0.001_s2,50000,5,4,0.001,2.0,2,0.21463779140437986,0.30742140615575336,0.357041467489526,0.303826233668562,0.35704146748952587,-0.30742140615575336,0.37979076091527203,1.3147784025421863,2.6330287698154162,,5
B_w5_K10000_c2.0_k4_lr0.001_s2,100000,5,4,0.001,2.0,2,0.3962577078788495,0.4332513732417064,0.2072606039872663,0.3484320384623567,0.2072606039872663,0.4332513732417064,0.3212309185274806,1.3035816943619845,3.1130253730991715,,5
B_w5_K10000_c2.0_k4_lr0.001_s2,300000,5,4,0.001,2.0,2,0.37457802033896254,0.1681785244025889,0.43176714324114845,0.10941754935321606,0.4317671432411485,0.1681785244025889,0.37913304768294975,1.1116163554791378,2.637596501047439,,5
B_w5_K10000_c2.0_k4_lr0.001_s2,1000000,5,4,0.001,2.0,2,0.24564737954899227,0.0731158697750987,0.28545172572723143,0.05030838569879028,0.2854517257272313,-0.0731158697750987,0.4097389605992387,1.0703569856178539,2.440578261187346,,5
B_w5_K10000_c2.0_k4_lr0.001_s3,0,5,4,0.001,2.0,3,0.4457474212042317,0.11673393262756192,0.311062488800802,0.14558632889005554,0.311062488800802,0.11673393262756192,0.33204153516474333,1.4040234183265152,3.0116714148543093,,5
B_w5_K10000_c2.0_k4_lr0.001_s3,10000,5,4,0.001,2.0,3,0.40876244274771534,0.13698300055042822,0.3349985104346026,0.16444658669116752,0.33499851043460255,0.13698300055042822,0.34952710123980457,1.343763539790252,2.8610084781778284,,5
B_w5_K10000_c2.0_k4_lr0.001_s3,50000,5,4,0.001,2.0,3,0.7974171760273441,0.29935436338613036,0.08044757703799003,0.15820479756765662,0.08044757703799002,0.29935436338613036,0.36354146269715293,1.3189863533187889,2.7507178757022483,,5
B_w5_K10000_c2.0_k4_lr0.001_s3,100000,5,4,0.001,2.0,3,0.13051484436041907,0.04693089756658486,0.2686583654606234,0.39242888973116036,0.26865836546062344,-0.04693089756658486,0.3789495260266109,1.3011248435061287,2.6388738639820257,,5
B_w5_K10000_c2.0_k4_lr0.001_s3,300000,5,4,0.001,2.0,3,0.14094397856711297,0.036707030011297596,0.36195891415614734,0.17451425583980984,0.3619589141561473,-0.036707030011297596,0.39186499804077596,1.119328333201508,2.551899263776408,,5
B_w5_K10000_c2.0_k4_lr0.001_s3,1000000,5,4,0.001,2.0,3,0.7620212004941768,0.12855607942524602,0.05435451857699697,0.1460103001150428,0.054354518576996996,-0.12855607942524602,0.28221623520845335,0.9838516309204757,3.543382255316989,,5
B_w5_K10000_c2.0_k4_lr0.001_s4,0,5,4,0.001,2.0,4,0.22484103721358023,0.07374601426717962,0.010538397972996187,0.0733691276807465,0.010538397972996189,-0.07374601426717962,0.33214702259444284,1.4442781608265816,3.0107149303608733,,5
B_w5_K10000_c2.0_k4_lr0.001_s4,10000,5,4,0.001,2.0,4,0.3806506373772732,0.21594949178555953,0.007603857335051548,0.21917296819584323,0.007603857335051548,-0.21594949178555953,0.37688766696758047,1.403634019538478,2.6533104891596753,,5
B_w5_K10000_c2.0_k4_lr0.001_s4,50000,5,4,0.001,2.0,4,0.5815373158547315,0.22274083379416726,0.02907920016246886,0.237489011685175,0.029079200162468868,0.22274083379416726,0.2847697380198115,1.353969396415946,3.511609087937671,,5
B_w5_K10000_c2.0_k4_lr0.001_s4,100000,5,4,0.001,2.0,4,0.19335612462249227,0.059111921750227066,0.22868274593612276,0.06956169589132516,0.22868274593612276,0.059111921750227066,0.3587515992821435,1.2665296421930727,2.7874440197646106,,5
B_w5_K10000_c2.0_k4_lr0.001_s4,300000,5,4,0.001,2.0,4,0.48944373470806957,0.09015328822874655,0.24943682323601218,0.09325383141515334,0.24943682323601216,0.09015328822874655,0.3870801489400402,1.0338892337504073,2.583444288575241,,5
B_w5_K10000_c2.0_k4_lr0.001_s4,1000000,5,4,0.001,2.0,4,0.5171273417368163,0.03404912403635905,0.3290126105805622,0.00818269637880116,0.3290126105805622,-0.03404912403635905,0.37044499398170216,0.9089861873682695,2.6994561034597035,,5
B_w5_K10000_c2.0_k4_lr0.003_s0,0,5,4,0.003,2.0,0,0.294975336813326,0.017791547061348733,0.15292047428687844,0.038886400120143404,0.15292047428687852,0.017791547061348733,0.3929563273513756,1.5668668192771116,2.544812057717078,,5
B_w5_K10000_c2.0_k4_lr0.003_s0,10000,5,4,0.003,2.0,0,0.2736924928143899,0.06717921586838498,0.32468748002729325,0.07217695049723985,0.32468748002729314,-0.06717921586838498,0.4198181825113145,1.5535659473896102,2.3819835387264323,,5
B_w5_K10000_c2.0_k4_lr0.003_s0,50000,5,4,0.003,2.0,0,0.32090259706936974,0.3447240214407992,0.06083362102950342,0.5373063504089638,0.06083362102950342,-0.3447240214407992,0.41844169801643416,1.5063145909818645,2.3898191904400634,,5
B_w5_K10000_c2.0_k4_lr0.003_s0,100000,5,4,0.003,2.0,0,0.16961280899717898,0.11287138750411303,0.3859223924823057,0.039289616615851654,0.3859223924823057,0.11287138750411303,0.38403916702879165,1.3340891329413143,2.60390107534274,,5
B_w5_K10000_c2.0_k4_lr0.003_s0,300000,5,4,0.003,2.0,0,0.35286853258438994,0.03287764030697534,0.4874677063003031,0.004841724202326238,0.4874677063003031,-0.03287764030697534,0.2902106116881667,1.2652070956702328,3.4457733787987985,,5
B_w5_K10000_c2.0_k4_lr0.003_s0,1000000,5,4,0.003,2.0,0,0.29989218605068524,0.3367386451259281,0.11158263609266866,0.344003672858816,0.11158263609266864,-0.3367386451259281,0.39202869848756206,1.1540039328498046,2.5508336605406137,,5
B_w5_K10000_c2.0_k4_lr0.003_s1,0,5,4,0.003,2.0,1,0.2955461374171963,0.08433567962708585,0.17580487995250896,0.13443491909854666,0.175804879952509,-0.08433567962708585,0.35702293085707965,1.3958553781616023,2.800940537907108,,5
B_w5_K10000_c2.0_k4_lr0.003_s1,10000,5,4,0.003,2.0,1,0.32419546681476347,0.2834088073297332,0.223437580173241,0.28295720512369804,0.22343758017324103,-0.2834088073297332,0.3917352478569667,1.4061288777185157,2.5527445014729135,,5
B_w5_K10000_c2.0_k4_lr0.003_s1,50000,5,4,0.003,2.0,1,0.24497680325874477,0.27670944805856373,0.5190654656300002,0.22652235093448247,0.5190654656300001,0.27670944805856373,0.38976448748151554,1.405599393295112,2.565651905491839,,5
B_w5_K10000_c2.0_k4_lr0.003_s1,100000,5,4,0.003,2.0,1,0.1970144233840642,0.3373331548476932,0.30981130778549815,0.34946397495224146,0.3098113077854981,0.3373331548476932,0.3485674276012922,1.3615253466788233,2.8688853886366217,,5
B_w5_K10000_c2.0_k4_lr0.003_s1,300000,5,4,0.003,2.0,1,0.2675821250923492,0.05356484713460864,0.21200016480111974,0.12909918313066465,0.2120001648011198,-0.05356484713460864,0.42113141762255396,1.3514392134802826,2.3745556806124277,,5
B_w5_K10000_c2.0_k4_lr0.003_s1,1000000,5,4,0.003,2.0,1,0.18039911865186728,0.023506073014496913,0.36660992218677707,0.05667798755704087,0.366609922186777,0.023506073014496913,0.3667341884516846,1.3408444052477746,2.72677059158815,,5
B_w5_K10000_c2.0_k4_lr0.003_s2,0,5,4,0.003,2.0,2,0.41467243781283025,0.1776332130223386,0.12038600462076979,0.1557402577230698,0.1203860046207698,-0.1776332130223386,0.32226570725826825,1.3399399005520292,3.103029510982333,,5
B_w5_K10000_c2.0_k4_lr0.003_s2,10000,5,4,0.003,2.0,2,0.3027477356988337,0.2880877618503839,0.03702812844207008,0.27869632669123895,0.03702812844207012,-0.2880877618503839,0.3150161703842492,1.3293942950444755,3.1744402161331062,,5
B_w5_K10000_c2.0_k4_lr0.003_s2,50000,5,4,0.003,2.0,2,0.729987134723332,0.37346773387434445,0.1292542825415091,0.267192458200362,0.12925428254150903,0.37346773387434445,0.36136552133907696,1.3003508836982907,2.767281162559163,,5
B_w5_K10000_c2.0_k4_lr0.003_s2,100000,5,4,0.003,2.0,2,0.22685399883719212,0.2530359962053032,0.10680378761157096,0.20389936125367258,0.10680378761157101,-0.2530359962053032,0.39996113345752327,1.3521264908181565,2.5002429394960255,,5
B_w5_K10000_c2.0_k4_lr0.003_s2,300000,5,4,0.003,2.0,2,0.6522689235256308,0.14672886702706867,0.13705640704885133,0.13990554801106694,0.13705640704885147,-0.14672886702706867,0.3680121134210033,1.3662249164273237,2.717301859180946,,5
B_w5_K10000_c2.0_k4_lr0.003_s2,1000000,5,4,0.003,2.0,2,0.4385254673682706,0.2732696667622652,0.15717319942102517,0.2702120940335201,0.15717319942102514,0.2732696667622652,0.3916466928960115,1.4635477669340096,2.5533217007541973,,5
B_w5_K10000_c2.0_k4_lr0.003_s3,0,5,4,0.003,2.0,3,0.18839689151281613,0.02177848037019875,0.3358982871404269,0.42879528791725,0.33589828714042697,0.02177848037019875,0.30117713160568443,1.4426956268662348,3.320305212645586,,5
B_w5_K10000_c2.0_k4_lr0.003_s3,10000,5,4,0.003,2.0,3,0.2572659801363074,0.04871080089975362,0.20390842720149066,0.015859010799638102,0.2039084272014907,-0.04871080089975362,0.29219619063297586,1.308686755820173,3.4223581006779376,,5
B_w5_K10000_c2.0_k4_lr0.003_s3,50000,5,4,0.003,2.0,3,0.30358223508255516,0.18807077363773705,0.015482325452301424,0.19210215647311935,0.015482325452301453,0.18807077363773705,0.37616383632695993,1.307681232556801,2.658416103377903,,5
B_w5_K10000_c2.0_k4_lr0.003_s3,100000,5,4,0.003,2.0,3,0.10668197919021467,0.052523456510439964,0.22476676164390266,0.06330549519530171,0.2247667616439027,-0.052523456510439964,0.42384917031990493,1.3495463365529041,2.359329851336594,,5
B_w5_K10000_c2.0_k4_lr0.003_s3,300000,5,4,0.003,2.0,3,0.3707663571058796,0.4251398978417345,0.09906545956270131,0.39204673934244294,0.09906545956270138,-0.4251398978417345,0.3452506647660056,1.2465111966804094,2.8964462694887287,,5
B_w5_K10000_c2.0_k4_lr0.003_s3,1000000,5,4,0.003,2.0,3,0.26033429062189073,0.12079749058199624,0.229528163715084,0.11868273720916525,0.22952816371508403,0.12079749058199624,0.38257994816540375,1.2905927872322258,2.613832755206663,,5
B_w5_K10000_c2.0_k4_lr0.003_s4,0,5,4,0.003,2.0,4,0.6001391343846724,0.26960046753108013,0.026792810327084787,0.2654829551305508,0.026792810327084794,-0.26960046753108013,0.41928169199993387,1.451182862616855,2.3850313979370164,,5
B_w5_K10000_c2.0_k4_lr0.003_s4,10000,5,4,0.003,2.0,4,0.552323706427401,0.2884475402704639,0.05704498643349403,0.11839726424566158,0.05704498643349401,-0.2884475402704639,0.38439551716928616,1.3438991133736204,2.6014871540752207,,5
B_w5_K10000_c2.0_k4_lr0.003_s4,50000,5,4,0.003,2.0,4,0.158868292999812,0.11575984046132202,0.4690890803576718,0.31966012877095323,0.46908908035767166,-0.11575984046132202,0.44472008494561804,1.2851755676625491,2.2486054348597357,,5
B_w5_K10000_c2.0_k4_lr0.003_s4,100000,5,4,0.003,2.0,4,0.5205998672386671,0.17908289108624756,0.38483585274332094,0.18187634599946095,0.38483585274332094,-0.17908289108624756,0.356876704513922,1.2489569125945743,2.802088192789251,,5
B_w5_K10000_c2.0_k4_lr0.003_s4,300000,5,4,0.003,2.0,4,0.6539322604634284,0.6551821912381713,0.16309240807727415,0.647200920133575,0.16309240807727418,0.6551821912381713,0.4488237646016576,1.249562641846767,2.2280460146479215,,5
B_w5_K10000_c2.0_k4_lr0.003_s4,1000000,5,4,0.003,2.0,4,0.6881981838603652,0.10229992780454407,0.37372888995914777,0.2166096611533497,0.37372888995914777,-0.10229992780454407,0.34439334665891935,1.219832525088893,2.9036565592841774,,5
B_w5_K10000_c2.0_k16_lr0.001_s0,0,5,16,0.001,2.0,0,0.41698167831301947,0.22409865060331688,0.22409865060331688,0.22180521824499422,0.2511159200647016,-0.22409865060331688,0.36195283924518745,1.3889562999294534,2.7627908710023914,,5
