arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
R,std,0,0,0.0001,1,1,5,0.957431891,1,0.7540000081,1,0,0,0.7133462429,7.081284046,-4.948065281,0.5303999782,46.96672726,0,0,4.041226387,4.492506027,-7.625481606,0.8319999576,30.6009182,1.07827282,0.7141489983,0.6554495692
R,std,0,0,0.0001,2,0,1,0.9967628205,1,1,1,0,0,-3.162228584,5.146271229,-9.20371151,0.2639999986,43.57391754,0,0,-0.4623805285,2.119710684,-5.549698353,0.3900000155,21.33768843,1.068655968,0.7093011737,0.7639380693
R,std,0,0,0.0001,3,1,5,0.9507451923,1,0.6900000572,1,0,0,-1.38891387,7.009024143,-6.273907661,0.402399987,55.05201772,0,0,2.789722919,4.143063545,-7.952702999,0.7623999715,37.82696085,1.430392981,0.8254598379,1.038503885
R,std,0,0,0.0001,4,0,1,0.9951322115,1,1,1,0,0,-2.32474184,5.65276289,-7.570188522,0.302000016,45.52904324,0,0,-1.017183781,3.094405651,-7.930959225,0.3600000143,19.97954963,1.406084061,0.8207799792,1.264798045
R,std,0,0,0.0001,5,1,5,0.9504086538,1,0.7580000162,1,0,0,-2.394032478,7.647231102,-9.882808685,0.3576000035,54.66658662,0,0,0.9396521449,5.082366943,-11.55587673,0.5992000103,39.14549238,1.647342801,0.907514751,1.580170393
R,std,0,0,0.0001,6,0,1,0.9945472756,1,1,1,0,0,-5.236662388,6.374201298,-11.8619833,0.1800000072,43.58798917,0.04999999702,0.04999999702,-2.615860224,3.491972685,-10.13707066,0.1600000113,21.28855031,1.635059118,0.9166711569,1.784161568
R,std,0,0,0.0001,7,1,5,0.9555729167,1,0.7460000515,1,0,0,-0.7910392284,8.23747921,-4.728815079,0.4651999772,60.31619849,0,0,0.08700574934,6.189804554,-12.29248238,0.4863999784,38.89121021,1.803487182,0.9901045561,2.170550823
R,std,0,0,0.0001,8,0,1,0.9950120192,1,1,1,0,0,-7.223698616,6.831909657,-13.54320145,0.1300000101,37.35588621,0.1199999973,0.1199999973,-3.845286608,3.908425808,-14.30297375,0.07600000501,16.60521981,1.793544173,0.9973740578,2.349260807
R,std,0,0,0.0001,9,1,5,0.91171875,1,0.5560000539,1,0,0,-1.525974274,9.682095528,-7.514179707,0.4307999909,62.70270427,0.01999999955,0.01999999955,-3.544407368,6.301388264,-17.69040871,0.2895999849,42.52403513,2.106659174,1.075315118,2.774145365
R,std,0,0,0.0001,10,0,1,0.9931891026,1,1,1,0,0,-3.468776941,8.225171089,-7.800934792,0.3440000117,52.90777834,0.08999999613,0.08999999613,-6.524259567,5.759161472,-17.3319931,0.06200000271,23.15920419,2.067432404,1.077953577,2.982683182
R,std,0,0,0.0001,11,1,5,0.9229166667,1,0.6460000277,1,0,0,-1.822492123,11.24962997,-7.391293526,0.4183999896,58.12531515,0.02999999933,0.02999999933,-4.822592735,8.900910378,-25.03907585,0.2456,42.4709864,2.348248482,1.156589508,3.428112745
R,std,0,0,0.0001,12,0,1,0.9927924679,1,1,1,0,0,-0.6723356843,8.079949379,-5.978584766,0.4480000138,57.94159532,0.0700000003,0.0700000003,-7.897799015,6.691550255,-18.42516327,0.09400000423,25.98894366,2.284062862,1.161009908,3.605048895
R,std,0,0,0.0001,13,1,5,0.9204767628,1,0.726000011,1,0,0,-0.2940015197,10.67245579,-11.44478416,0.4791999757,53.70142165,0.04999999702,0.04999999702,-10.10750294,11.74578953,-30.30428123,0.1799999923,42.1114259,2.523217678,1.23630023,3.977890491
R,std,0,0,0.0001,14,0,1,0.9884415064,1,1,1,0,0,-8.191781044,11.00935459,-59.66133118,0.1900000125,40.23827696,0.1299999952,0.1299999952,-11.57248116,8.302601814,-31.30619431,0.02200000174,17.67733708,2.46604228,1.23878479,4.214800835
R,std,0,0,0.0001,15,1,5,0.8846634615,0.9995999932,0.5960000157,0.9995999932,0,0,-0.6899058223,13.64984035,-11.71179008,0.43719998,46.21855201,0.02999999933,0.02999999933,-13.23248386,13.88509083,-52.14113617,0.1576000005,40.47514089,2.785668612,1.29613483,4.580084801
R,std,0,0,0.0001,16,0,1,0.9926161859,1,0.9899999499,1,0,0,-0.4493923485,11.81723881,-11.96654892,0.476000011,43.70611594,0.07999999821,0.07999999821,-14.87877846,17.8073101,-49.62069702,0.08200000226,24.53480366,2.734448671,1.289976716,4.767584801
R,std,0,0,0.0001,17,1,5,0.9083333333,1,0.6020000577,1,0,0,-0.493178606,15.37389374,-6.343859196,0.4795999825,54.960166,0.03999999911,0.03999999911,-15.95133209,16.50523758,-49.96734238,0.113199994,41.55386613,2.995639563,1.346791387,5.101377487
R,std,0,0,0.0001,18,0,1,0.992588141,1,1,1,0,0,-6.629351616,12.2952013,-59.70522308,0.2620000243,47.61906308,0.1299999952,0.1299999952,-15.30875492,12.36553574,-51.97211456,0.02800000086,19.42244747,2.985872984,1.353380799,5.275568485
R,std,0,0,0.0001,19,1,5,0.8698637821,1,0.574000001,1,0,0,-0.3901635408,16.2838974,-7.52423048,0.4787999988,53.2319377,0.02999999933,0.02999999933,-21.3316803,19.05547905,-53.6864624,0.07400000095,40.99251698,3.265709162,1.417458534,5.570552349
R,std,0,0,0.0001,20,0,1,0.992568109,1,1,1,0,0,-2.824016809,15.73344135,-35.70404053,0.4440000355,45.55715189,0.1199999973,0.1199999973,-23.21631813,17.57389259,-65.87444305,0.03400000185,24.15881276,3.230952024,1.423998594,5.7063694
