run_id,ckpt,neuron,w_norm,snr_i,cos_intra,cos_inter,cos_spike,E_adelta,sign_v,cov_norm,cov_proj
B_w5_K10000_c2.0_lr0.003_s0,0,0,1.1103838682174683,0.22415834665298462,0.9055428504943848,0.9055009484291077,-0.09912516176700592,0.7721905708312988,1.0,0.6533847451210022,0.036584943532943726
B_w5_K10000_c2.0_lr0.003_s0,0,1,1.2791301012039185,0.14071770012378693,0.7745487689971924,0.7739343643188477,-0.15608873963356018,0.26133865118026733,1.0,0.4328899383544922,-0.10837305337190628
B_w5_K10000_c2.0_lr0.003_s0,0,2,1.3898664712905884,0.17965085804462433,0.8000478148460388,0.8003070950508118,-0.14121165871620178,0.5205416679382324,1.0,0.6032024621963501,-0.11121916770935059
B_w5_K10000_c2.0_lr0.003_s0,0,3,1.3052281141281128,0.22003254294395447,0.8655702471733093,0.8656740784645081,-0.28269216418266296,0.8583676218986511,1.0,0.7371637225151062,-0.02660456858575344
B_w5_K10000_c2.0_lr0.003_s0,0,4,1.3568564653396606,0.23782677948474884,0.9040205478668213,0.9036334753036499,-0.13379445672035217,1.1360580921173096,1.0,0.7237016558647156,0.045157261192798615
B_w5_K10000_c2.0_lr0.003_s1,0,0,1.3017494678497314,0.13417686522006989,0.8235244154930115,0.8236825466156006,0.11472967267036438,0.2305055409669876,1.0,0.3698972165584564,0.0767991840839386
B_w5_K10000_c2.0_lr0.003_s1,0,1,1.4810651540756226,0.19340020418167114,0.9318845868110657,0.931950569152832,0.022781314328312874,1.1728519201278687,1.0,0.5678926706314087,0.2801719307899475
B_w5_K10000_c2.0_lr0.003_s1,0,2,1.2099082469940186,0.17968560755252838,0.8834990859031677,0.8835247755050659,-0.0338616743683815,0.5932729840278625,1.0,0.5495939254760742,0.17657484114170074
B_w5_K10000_c2.0_lr0.003_s1,0,3,1.3525313138961792,0.09898430854082108,-0.8539871573448181,-0.8541147708892822,0.06267675757408142,-0.010541955009102821,-1.0,0.3172193467617035,0.15614955127239227
B_w5_K10000_c2.0_lr0.003_s1,0,4,1.716219425201416,0.038968462496995926,0.13068705797195435,0.1304289549589157,0.178873211145401,-0.09461469948291779,-1.0,0.12169608473777771,0.06655149161815643
B_w5_K10000_c2.0_lr0.003_s2,0,0,1.4219887256622314,0.0525062121450901,0.10013151168823242,0.10014340281486511,0.0495305210351944,-0.08483008295297623,-1.0,0.24981483817100525,-0.03143792226910591
