run_id,ckpt,neuron,w_norm,snr_i,cos_intra,cos_inter,cos_spike,E_adelta,sign_v,cov_norm,cov_proj
B_w100_K10000_c2.0_lr0.003_s0,0,0,1.4546635150909424,0.11394555866718292,0.724270761013031,0.7241445779800415,-0.005295097827911377,0.20185226202011108,1.0,0.40844452381134033,0.04455754905939102
B_w100_K10000_c2.0_lr0.003_s0,0,1,1.5500693321228027,0.1562810093164444,-0.8253772854804993,-0.825432300567627,-0.05373832583427429,0.439327597618103,-1.0,0.6465632319450378,0.1909797191619873
B_w100_K10000_c2.0_lr0.003_s0,0,2,1.295782208442688,0.1305195838212967,-0.7697396874427795,-0.7700183391571045,-0.14717936515808105,0.19145536422729492,-1.0,0.5285065174102783,0.1174921840429306
B_w100_K10000_c2.0_lr0.003_s0,0,3,1.3636856079101562,0.17053811252117157,0.81884765625,0.8191131949424744,0.0734323263168335,0.4423808157444,1.0,0.5279987454414368,0.002400241559371352
B_w100_K10000_c2.0_lr0.003_s0,0,4,1.488019347190857,0.1585192084312439,0.808672308921814,0.8089529275894165,0.02280285954475403,0.5399271845817566,1.0,0.5840877294540405,0.08996400237083435
B_w100_K10000_c2.0_lr0.003_s0,0,5,1.3940606117248535,0.1293155699968338,-0.7734053730964661,-0.7740299701690674,-0.039324551820755005,0.2204791009426117,-1.0,0.3797202408313751,0.006960706319659948
B_w100_K10000_c2.0_lr0.003_s0,0,6,1.4259968996047974,0.09037994593381882,-0.6252382397651672,-0.6258540153503418,-0.019654005765914917,0.09410414844751358,-1.0,0.31013917922973633,0.0023303546477109194
B_w100_K10000_c2.0_lr0.003_s0,0,7,1.4494707584381104,0.18474549055099487,-0.8525819778442383,-0.8528241515159607,-0.052818119525909424,0.9505686163902283,-1.0,0.7005987763404846,0.14339950680732727
B_w100_K10000_c2.0_lr0.003_s0,0,8,1.4618420600891113,0.1031407043337822,-0.6926309466362,-0.6927931308746338,-0.09652435779571533,0.1351546198129654,-1.0,0.3502994477748871,0.021742071956396103
B_w100_K10000_c2.0_lr0.003_s0,0,9,1.2915090322494507,0.13211622834205627,0.7641990184783936,0.7643948197364807,-0.00428462028503418,0.2596416175365448,1.0,0.5022973418235779,0.07819286733865738
B_w100_K10000_c2.0_lr0.003_s0,0,10,1.2702512741088867,0.07850208133459091,-0.5012948513031006,-0.5015211701393127,-0.06451761722564697,-0.002896817633882165,-1.0,0.3306695222854614,0.039617870002985
B_w100_K10000_c2.0_lr0.003_s0,0,11,1.3448599576950073,0.16104638576507568,0.8247076869010925,0.8250630497932434,0.03786161541938782,0.5079931616783142,1.0,0.597557544708252,0.1144685372710228
B_w100_K10000_c2.0_lr0.003_s0,0,12,1.1593469381332397,0.08605727553367615,-0.6087043881416321,-0.6085688471794128,-0.16890138387680054,0.06319689750671387,-1.0,0.28273019194602966,-0.004605666734278202
B_w100_K10000_c2.0_lr0.003_s0,0,13,1.1829591989517212,0.07474386692047119,-0.48732373118400574,-0.4876016080379486,-0.21277830004692078,0.014377893880009651,-1.0,0.2854294180870056,0.011855516582727432
B_w100_K10000_c2.0_lr0.003_s0,0,14,1.4173736572265625,0.14408504962921143,0.7745795249938965,0.7747701406478882,0.06708976626396179,0.35991039872169495,1.0,0.4932262599468231,0.019890373572707176
B_w100_K10000_c2.0_lr0.003_s0,0,15,1.366529107093811,0.0701308324933052,-0.42747414112091064,-0.4278719425201416,-0.14892718195915222,-0.02272668667137623,-1.0,0.29358619451522827,0.02482280135154724
B_w100_K10000_c2.0_lr0.003_s0,0,16,1.4489233493804932,0.07217730581760406,-0.47508785128593445,-0.4758087694644928,0.05178539454936981,0.02017882838845253,-1.0,0.2565995454788208,0.00940925907343626
