act,arm,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,wt_q10_l1,wt_med_l1,wt_q90_l1,wt_max_l1,wt_ratio0_med_l1,rowmean_abs_med_l1,b_med_l1,exceed_t1_frac_l1,exceed_2x0_frac_l1,bind_frac_l1,proj_rows_l1,proj_removed_l1,wt_q10_l2,wt_med_l2,wt_q90_l2,wt_max_l2,wt_ratio0_med_l2,rowmean_abs_med_l2,b_med_l2,exceed_t1_frac_l2,exceed_2x0_frac_l2,bind_frac_l2,proj_rows_l2,proj_removed_l2
LR,l2init,0.001,0.001,8,1,0.9525583333,1,1,0,0,-0.08596001565,0.7293524742,-0.5460293889,0.4952499866,58.29134966,0,0,0.7697485089,0.4117844701,0.310559392,0.9819999933,32.08246615,1.274262786,1.054860353,2.758111715,0.2285021453,0.5856022835,1.276229208,1.585116642,1.762889437,2.214457292,0.001035795687,0.009648839477,0,0.63,nan,nan,nan,0.8469128777,1.050640819,1.246426702,1.392355782,1.824498616,0.008154669567,0.04848438874,0,0.25,nan,nan,nan
LR,l2init,0.001,0.001,8,2,0.9601625,1,1,0,0,-0.2361896485,0.7360704541,-0.6851003766,0.4187499881,56.36086384,0,0,0.6998366714,0.3838107586,0.313007623,0.9819999933,32.23309882,1.303798318,1.07329154,2.890104055,0.2445597998,0.5895775787,1.307629201,1.569698661,1.907131427,2.255669528,0.001198244035,-0.003907260019,0.51,0.64,nan,nan,nan,0.8258513127,1.072350736,1.30070909,1.549972275,1.906128771,0.006894235459,0.0525741186,0.57,0.38,nan,nan,nan
LR,l2init,0.001,0.001,8,3,0.9568375,0.915833354,0.915833354,0,0,-0.3937835395,0.7519789934,-1.421915174,0.3467499614,59.54269248,0,0,0.4799365103,0.3799144924,0.02680608444,0.9227500558,38.24723966,1.285021901,1.087352514,2.920860767,0.2547398372,0.5959543769,1.284094595,1.588887297,1.803248231,2.208728709,0.001922226848,-0.00131013518,0.53,0.64,nan,nan,nan,0.8219193833,1.078534952,1.327900575,1.501712877,1.940438706,0.006867895006,0.04289257526,0.58,0.43,nan,nan,nan
LR,l2init,0.001,0.001,8,4,0.9592979167,1,1,0,0,-0.2667391598,0.75461936,-1.016771674,0.4022499919,54.79468481,0,0,0.7278300524,0.4024705589,0.3639223874,0.9812499881,31.91647138,1.318860292,1.059237838,2.852143526,0.2512575319,0.583497616,1.321359518,1.692169529,2.044187655,2.261443727,0.001290024862,0.003316825256,0.54,0.63,nan,nan,nan,0.8161893805,1.058748369,1.333233382,1.448447939,1.847150952,0.006603677998,0.04524733871,0.56,0.36,nan,nan,nan
LR,l2init,0.001,0.001,8,5,0.95686875,1,1,0,0,-0.4930836558,0.8540687561,-1.705353975,0.3527499735,59.49799056,0,0,0.6357734203,0.4253372848,-0.004103317857,0.9430000782,37.22111964,1.432858467,1.136487722,2.914063692,0.3022330311,0.6612260712,1.431709608,1.772416499,1.99696901,2.465221306,0.002461312322,-0.004149031709,0.61,0.75,nan,nan,nan,0.8449352322,1.136480622,1.389367419,1.696861643,1.951043315,0.005828816138,0.04108084738,0.66,0.43,nan,nan,nan
LR,l2init,0.001,0.001,8,6,0.9550583333,1,1,0,0,-0.3105071783,0.8152425289,-1.155936599,0.3827499449,57.22496407,0,0,0.7435606122,0.4160989523,-0.3804685473,0.9760000706,33.03619424,1.433546066,1.09157896,2.896558523,0.2743527824,0.5892097952,1.439046998,1.685382745,1.908836382,2.466856347,0.001344100655,0.001747927367,0.62,0.67,nan,nan,nan,0.8548617946,1.09515361,1.337557954,1.619659825,1.871522128,0.00666517923,0.04604504816,0.56,0.31,nan,nan,nan
LR,l2init,0.001,0.001,8,7,0.95685625,1,1,0,0,-0.2790190578,0.7823557258,-1.300574422,0.4052499533,57.3822867,0,0,0.7476323247,0.4075148702,-0.2457015961,0.9804999828,32.4015192,1.35562253,1.078749418,2.885432005,0.2669808471,0.5863582829,1.357010937,1.656482054,1.843077764,2.337986792,0.00158511872,-0.001092169783,0.58,0.67,nan,nan,nan,0.7883641325,1.077327845,1.355312827,1.615584268,1.911523717,0.006642969551,0.04211617447,0.53,0.37,nan,nan,nan
LR,l2init,0.001,0.001,8,8,0.9580958333,1,1,0,0,-0.2362792194,0.725887835,-0.7464337945,0.407499969,56.19162093,0,0,0.7279494405,0.3907833397,0.07431074232,0.9797500372,32.21318581,1.229875088,1.058980107,2.843579292,0.2500523066,0.589286863,1.251445484,1.645225758,1.848740838,2.158727767,0.001213106868,0.004936372396,0.5,0.6,nan,nan,nan,0.8016590816,1.056591018,1.363566184,1.73801968,1.857543863,0.007397315874,0.04802453518,0.49,0.32,nan,nan,nan
LR,l2init,0.001,0.001,8,9,0.95870625,1,1,0,0,-0.2520703375,0.7217125893,-0.7273069024,0.3999999464,53.31037136,0,0,0.7339624166,0.3819748461,0.3361914456,0.9834999442,30.73017719,1.29823041,1.049511909,2.928065062,0.2456130532,0.5843644505,1.298673001,1.598508346,1.758088745,2.247997578,0.001507676523,-0.001276468858,0.49,0.63,nan,nan,nan,0.8187990315,1.048690646,1.366540025,1.585927037,1.853687005,0.005860918327,0.043020688,0.5,0.36,nan,nan,nan
LR,l2init,0.001,0.001,8,10,0.9578854167,1,1,0,0,-0.2225317061,0.7422450185,-0.5480943322,0.404499948,54.36060394,0,0,0.7650159597,0.3897866011,-0.3353136778,0.9812499881,31.18020931,1.305865526,1.037380934,2.877867937,0.2454800511,0.5948556986,1.312437966,1.595551857,1.706576606,2.259229224,0.001193144593,0.006195820868,0.53,0.61,nan,nan,nan,0.7859787561,1.030056837,1.364799674,1.51244426,1.782851063,0.007675224524,0.04921558313,0.51,0.34,nan,nan,nan
LR,l2init,0.001,0.001,8,11,0.9576229167,1,1,0,0,-0.2647260427,0.7531821132,-0.7109589577,0.3932499886,55.43082689,0,0,0.7215745449,0.3959552944,-0.4358411133,0.9775000811,32.29491167,1.332433343,1.063110352,2.853117704,0.2519717634,0.5797191765,1.344110771,1.674065401,1.815722861,2.353778347,0.001168174648,-0.003266310901,0.58,0.62,nan,nan,nan,0.7994720658,1.066161995,1.335515263,1.547211295,1.833007215,0.00637485954,0.04750320502,0.52,0.38,nan,nan,nan
