act,arm,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,wt_q10_l1,wt_med_l1,wt_q90_l1,wt_max_l1,wt_ratio0_med_l1,rowmean_abs_med_l1,b_med_l1,exceed_t1_frac_l1,exceed_2x0_frac_l1,bind_frac_l1,proj_rows_l1,proj_removed_l1,wt_q10_l2,wt_med_l2,wt_q90_l2,wt_max_l2,wt_ratio0_med_l2,rowmean_abs_med_l2,b_med_l2,exceed_t1_frac_l2,exceed_2x0_frac_l2,bind_frac_l2,proj_rows_l2,proj_removed_l2,pen_wt_total,pen_rest_total
R,l2wt,0,0.001,9,1,0.9413375,1,1,0.5199999809,0.5199999809,-0.4043228626,0.6306818724,-2.695451975,0,40.01420425,0.3000000119,0.3000000119,0.3735589981,0.2070583254,-0.3004685044,0.9558333158,15.64357611,0.546225071,0.7142683268,8.202641487,0.1269233915,0.0005362168544,0.0148138269,1.548191487,1.740114258,0.02545448349,0.004287275874,0.003328619525,0,0.42,nan,nan,nan,0.0001803745208,0.6338617684,0.7605332521,0.8798732271,1.097249786,0.03023495371,0.003728114883,0,0,nan,nan,nan,0.1269233915,0.7028699346
R,l2wt,0,0.001,9,2,0.86136875,0.9983333349,0.9983333349,0.7400000095,0.7400000095,-0.7143620253,0.5973681211,-2.838267803,0,24.76718167,0.3000000119,0.3000000119,0.1660538614,0.2732234597,-0.3608327806,0.676666677,28.50787121,0.4839865565,0.9613410234,15.74310017,0.1552963711,0.0005604364583,0.0006172279889,2.231114499,2.66210388,0.00106959412,0.006797925335,-0.00944771897,0.57,0.26,nan,nan,nan,0.0001880100769,0.6771417229,0.9144816156,1.035997332,1.172038323,0.05122811737,-0.0341981966,0.71,0,nan,nan,nan,0.1552963711,2.714525457
R,l2wt,0,0.001,9,3,0.35095625,0.4816666543,0.4816666543,0.8799999952,0.8799999952,-1.738902569,0.5977112651,-3.01597476,0,11.57416559,0.3100000024,0.3100000024,-0.06240013614,0.2045468837,-0.7621167302,0.09833333641,18.06809871,0.484218061,1.263195515,20.6313591,0.09173229908,0.0005547501517,0.0006137496741,1.781186802,2.887397577,0.001067533789,0.01405939208,-0.00944771897,0.42,0.12,nan,nan,nan,0.0002055758441,0.4318247615,0.8369948953,1.322810396,0.7706997435,0.1000399024,-0.03814186156,0.45,0.01,nan,nan,nan,0.09173229908,4.925518389
R,l2wt,0,0.001,9,4,0.2062791667,0.2758333385,0.2758333385,0.9200000167,0.9200000167,-1.825405717,0.597624898,-3.154183626,0,7.651495728,0.3600000143,0.3600000143,-0.04675590619,0.1401757896,-1.064340711,0.03916666657,10.38291998,0.4841186702,1.522165298,21.73376465,0.04855662266,0.0005476664262,0.0006015869198,0.000678379786,2.771672106,0.001044253364,0.01743914881,-0.009629569948,0.39,0.07,nan,nan,nan,0.0001680249636,0.2078886739,0.5458503807,1.277620815,0.3472352566,0.1497663201,-0.03814186156,0.24,0.01,nan,nan,nan,0.04855662266,6.188706021
R,l2wt,0,0.001,9,5,0.1569166667,0.2391666621,0.2391666621,0.9300000072,0.9300000072,-1.810174346,0.5972931981,-3.395658016,0,6.456932873,0.400000006,0.400000006,-0.04383973032,0.09787935764,-1.10919416,0.02166666649,7.078786718,0.4838699698,1.810677409,22.80060196,0.02685967536,0.0005543065886,0.0006089483603,0.0006723340021,2.356390988,0.001053141393,0.01594286582,-0.009764319286,0.33,0.06,nan,nan,nan,0.0001755647494,0.138017302,0.3593521557,1.143946371,0.2352198543,0.1791364384,-0.03814186156,0.19,0,nan,nan,nan,0.02685967536,7.095032052
R,l2wt,0,0.001,9,6,0.1239229167,0.1416666657,0.1416666657,0.9800000191,0.9800000191,-1.825183511,0.5972669721,-3.394492149,0,1.814081362,0.4300000072,0.4300000072,-0.03938216716,0.03961750492,-1.412204027,0.0008333333535,2.550375541,0.4838438928,2.03254962,25.56683159,0.004761510357,0.0005471319683,0.0006077154997,0.0006609784569,1.773967468,0.001053153808,0.01743353832,-0.009814265184,0.35,0.02,nan,nan,nan,0.0001842956806,0.0002862767754,0.08537684962,0.1426773056,0.0005131893693,0.2053093731,-0.03814186156,0.13,0,nan,nan,nan,0.004761510357,7.687499371
R,l2wt,0,0.001,9,7,0.09628125,0.1058333367,0.1058333367,1,1,-1.825285792,0.5975649357,-3.872481585,0,0,0.6200000048,0.6200000048,-0.03931140527,0,-1.42532146,0,1.000001674,0.4840746224,1.693112969,25.37731552,4.07585264e-08,0.0005435413295,0.0006027936273,0.0006543987979,0.0006795044349,0.001048672403,0.01743918713,-0.009814265184,0.31,0,nan,nan,nan,0.0001505816552,0.0002073388438,0.0002556174364,0.0002961202071,0.0003606258198,0.1740677196,-0.03814186156,0.13,0,nan,nan,nan,4.07585264e-08,7.538459606
R,l2wt,0,0.001,9,8,0.0944,0.1024999991,0.1024999991,1,1,-1.824765444,0.5978079438,-3.872112274,0,0,0.6299999952,0.6299999952,-0.03931140527,0,-1.42532146,0,1.000001643,0.4842877984,1.69261241,25.19906998,4.153586247e-08,0.0005560411463,0.0006037360945,0.0006549555191,0.0007288977227,0.001045140421,0.0174464856,-0.009814265184,0.33,0,nan,nan,nan,0.0001661072027,0.0002120894696,0.0002501441483,0.0003344475747,0.0003634877487,0.1740549665,-0.03814186156,0.18,0,nan,nan,nan,4.153586247e-08,7.488285229
R,l2wt,0,0.001,9,9,0.1075666667,0.1083333343,0.1083333343,1,1,-1.824696302,0.5975786448,-3.871603251,0,0,0.6499999762,0.6499999762,-0.03931140527,0,-1.42532146,0,1.000001594,0.4841738641,1.693197131,25.09057999,4.024510821e-08,0.0005405038557,0.0006032444204,0.0006533240638,0.0006933194902,0.001049753616,0.01744509757,-0.009814265184,0.27,0,nan,nan,nan,0.0001613098126,0.0002077742611,0.0002539101459,0.0003035156609,0.0003546221058,0.1740651228,-0.03814186156,0.13,0,nan,nan,nan,4.024510821e-08,7.444077508
R,l2wt,0,0.001,9,10,0.0942875,0.1066666692,0.1066666692,1,1,-1.824105024,0.5979929566,-3.869980812,0,0,0.6600000262,0.6600000262,-0.03931140527,0,-1.42532146,0,1.000001454,0.4844385684,1.693077087,25.01529312,4.07277282e-08,0.0005488034918,0.0005987304226,0.0006578474907,0.0007022272998,0.001032758181,0.01744570138,-0.009814265184,0.29,0,nan,nan,nan,0.0001614096411,0.000211480871,0.0002512030312,0.0002919583322,0.0003696313288,0.174010729,-0.03814186156,0.19,0,nan,nan,nan,4.07277282e-08,7.396862387
