seed,unit,switch,t0,t1,p_hat,pre_max,x,r,w_norm,b,v,utility_raw,utility_nmse,eval_nmse,y_var,end_strict_dead,end_dead_0_05,utility_group,p_bin,margin_bin,utility_cell_group
0,82,200000,200001,210000,0.1875,2.180831518024206,-0.27789873212918037,3.234483197171935,3.246399429846332,-0.23834748566150665,1.1096912622451782,0.4175303366398296,0.15905917586279225,0.8068955616934144,2.6249999999999996,0,1,high,mid,high,mid
0,84,200000,200001,210000,0.0625,0.3483516927808523,-0.2537244390640316,1.5158815454963948,1.5369687540593973,0.013803085312247276,-0.5231680274009705,-0.007501302434639492,-0.0028576390227198073,0.8068955616934144,2.6249999999999996,0,0,mid,low,low,low
0,94,200000,200001,210000,0.3125,0.6643830835819244,-0.10547912076964294,1.7547084118105332,1.7578758361718785,-0.12741447985172272,0.7231443524360657,0.1339617869874022,0.05103306170948656,0.8068955616934144,2.6249999999999996,1,1,mid,mid,low,high
0,96,200000,200001,210000,0.59375,2.0079053193330765,0.1276907691776545,2.0827143701428437,2.0866250454100954,-0.18666449189186096,0.676527738571167,0.6362336120949659,0.24237470936951086,0.8068955616934144,2.6249999999999996,0,0,high,high,high,mid
0,97,200000,200001,210000,0.09375,1.1288326233625412,-0.6714607557309976,3.366270062891445,3.432584111541335,-0.07663216441869736,-1.0455011129379272,-0.0496117667212445,-0.018899720655712195,0.8068955616934144,2.6249999999999996,0,0,low,low,mid,mid
0,0,210000,210001,220000,0.9375,2.865560181438923,0.33216256987920456,2.1240005700302893,2.149816362929111,0.05801255255937576,0.6299812197685242,-0.6362379537564842,-0.8494232915862316,2.4257662199689585,0.7490234375000001,0,0,low,high,high,low
0,10,210000,210001,220000,0.90625,3.7234822027385235,0.4959617046936313,2.430101907642216,2.4801962208762736,-0.19721417129039764,-0.35032734274864197,0.9652789394502366,1.2887166023429493,2.4257662199689585,0.7490234375000001,0,0,high,high,high,high
0,20,210000,210001,220000,0.28125,1.9624928161501884,-0.2365359568950343,3.1021142643114645,3.1111191182191833,-0.2698920965194702,-0.3187626898288727,0.12672372816459948,0.1691852641988916,2.4257662199689585,0.7490234375000001,0,0,high,mid,high,mid
0,24,210000,210001,220000,0.40625,2.4889765083789825,0.04784774977759271,2.987180377993765,2.9875635587933105,-0.4369310438632965,1.3156176805496216,-0.4850090072065901,-0.6475218036239221,2.4257662199689585,0.7490234375000001,0,0,low,high,high,low
0,25,210000,210001,220000,0.34375,0.7779206363484263,0.0006610941312824146,1.4116704812187324,1.4116706360159859,-0.21049287915229797,0.599998414516449,0.0033097678262015992,0.004418777384655068,2.4257662199689585,0.7490234375000001,0,0,mid,high,mid,high
0,26,210000,210001,220000,0.09375,0.21422101743519306,-0.20576891759531618,1.5386697558884415,1.5523676964991717,-0.016872068867087364,0.3593295216560364,-0.021571673675701862,-0.028799731217625427,2.4257662199689585,0.7490234375000001,1,1,low,low,low,low
0,27,210000,210001,220000,0.09375,0.8248070888221264,-0.17310764420442395,2.532381873491292,2.538291592719259,-0.45521047711372375,1.1742706298828125,-0.24080733744225452,-0.3214950632866605,2.4257662199689585,0.7490234375000001,0,0,low,low,mid,low
0,37,210000,210001,220000,0.21875,1.9330632220953703,-0.43093448630789283,3.316999858019724,3.344875571615829,-0.02192665822803974,1.2631843090057373,0.1342044596256871,0.17917257712738408,2.4257662199689585,0.7490234375000001,0,0,high,mid,high,mid
0,41,210000,210001,220000,0.3125,1.1945244101807475,-0.09824314055201765,1.7071088038659823,1.7099333855160173,-0.02366410195827484,0.9185967445373535,0.11367866227234007,0.15176916579775257,2.4257662199689585,0.7490234375000001,0,0,high,mid,mid,high
0,42,210000,210001,220000,0.34375,3.318967953324318,-0.20434769717816553,3.9485346991593473,3.953818945248684,-0.11289609968662262,-1.0235017538070679,0.8503453604546578,1.1352720327321635,2.4257662199689585,0.7490234375000001,0,0,high,high,high,high
0,44,210000,210001,220000,0.28125,0.33828299678862095,-0.04367886719502766,1.4535011861079756,1.454157330365849,-0.014881918206810951,0.16399027407169342,-0.015575612612094855,-0.02079455973244476,2.4257662199689585,0.7490234375000001,1,1,mid,mid,low,low
0,48,210000,210001,220000,0.09375,1.691626414656639,-0.597177993641749,4.124339874323175,4.1673493920023175,-0.5400856137275696,1.3729056119918823,0.0953183362448683,0.12725681396968072,2.4257662199689585,0.7490234375000001,0,1,high,low,high,
0,66,210000,210001,220000,0.4375,1.660148423165083,-0.013296419566394435,2.0953573577609244,2.0953995445967166,-0.15256310999393463,-0.4810696244239807,0.20625745730306017,0.27536849579965267,2.4257662199689585,0.7490234375000001,0,0,high,high,high,high
0,69,210000,210001,220000,0.5,3.94520490989089,0.05792674339801285,3.525642889549623,3.52611872917412,0.02081712707877159,-0.08972597867250443,0.14443909667765042,0.19283655149662843,2.4257662199689585,0.7490234375000001,0,0,high,high,high,high
0,70,210000,210001,220000,0.09375,0.21459581330418587,-0.032432391527696613,1.2308837590779842,1.2313109633159915,-0.3031604290008545,0.3460386097431183,-0.012603606636748574,-0.01682671863889249,2.4257662199689585,0.7490234375000001,1,1,mid,low,low,low
0,73,210000,210001,220000,0.0625,0.2581154459621757,-0.17802631614556005,1.3596043513399343,1.3712101813445094,-0.07606413215398788,-0.39948341250419617,0.0052155142426086164,0.006963085507733015,2.4257662199689585,0.7490234375000001,0,0,mid,low,low,high
0,84,210000,210001,220000,0.21875,0.7694493178278208,-0.2118158592711892,1.7760600627883436,1.7886462212719785,0.01952432282269001,-0.9583784937858582,0.030341565944757815,0.040508166267838326,2.4257662199689585,0.7490234375000001,1,1,high,mid,mid,mid
0,90,210000,210001,220000,0.1875,0.5777778942137957,-0.132235322985653,1.5482394209546655,1.5538762773281398,-0.22588154673576355,-0.6747775673866272,0.039655510107008955,0.05294294960831442,2.4257662199689585,0.7490234375000001,1,1,high,mid,low,high
0,94,210000,210001,220000,0.0625,0.09531160816550255,-0.24639630180230082,1.759207799853231,1.7763792445889182,-0.19462373852729797,0.5900307297706604,-0.0036087481635073424,-0.0048179375742262295,2.4257662199689585,0.7490234375000001,0,0,mid,low,low,mid
0,96,210000,210001,220000,0.53125,2.1223758459091187,0.08008367227142685,2.256712351828865,2.258132864439434,-0.19183050096035004,0.7873043417930603,-0.29142002755774105,-0.3890666339232422,2.4257662199689585,0.7490234375000001,1,1,low,high,high,low
0,97,210000,210001,220000,0.3125,2.120621480047703,-0.3156733365209881,3.534611241091769,3.5486795123034973,-0.07044906169176102,-1.147417664527893,0.8142389586453049,1.0870673972005112,2.4257662199689585,0.7490234375000001,0,0,high,mid,high,high
0,0,220000,220001,230000,0.5,1.8779900185763836,0.03599938683618409,2.1956338061045586,2.1959289074015516,-0.04595862701535225,0.6425385475158691,-0.06328949668331363,-0.05956658511370696,1.203826632112469,1.0624999999999998,0,0,low,high,high,low
0,10,220000,220001,230000,0.96875,4.336517512798309,0.6902066055620653,2.2953750351389517,2.3969004381285117,-0.17364943027496338,-0.3493185043334961,0.8759074359927382,0.8243834691696361,1.203826632112469,1.0624999999999998,0,0,high,high,high,high
0,14,220000,220001,230000,0.3125,0.5819174824282527,-0.03864774920151821,1.3692735468814239,1.3698188547058252,-0.05635199695825577,0.3667677044868469,-0.027788399676300486,-0.026153787930635757,1.203826632112469,1.0624999999999998,0,0,low,mid,low,low
0,20,220000,220001,230000,0.15625,1.4485121592879295,-0.3879958465243046,3.134265384747328,3.1581893988400105,-0.265486478805542,-0.5928033590316772,0.023708132451631163,0.022313536425064628,1.203826632112469,1.0624999999999998,0,0,mid,mid,high,low
0,24,220000,220001,230000,0.4375,2.2324367836117744,0.07963541994060414,2.817227727532821,2.818353041918074,-0.44872334599494934,0.6119980216026306,-0.16617878674995962,-0.15640356399996203,1.203826632112469,1.0624999999999998,0,0,low,high,high,low
0,25,220000,220001,230000,0.46875,1.0213155895471573,0.05233886636058102,1.4487155587272023,1.4496606937591225,-0.2179756760597229,0.6293673515319824,0.15877728947866193,0.14943744892109362,1.203826632112469,1.0624999999999998,0,1,high,high,mid,high
0,27,220000,220001,230000,0.125,0.808474094606936,-0.1652716755529473,2.5012961959878357,2.5067503638781616,-0.436777263879776,0.9657209515571594,-0.10806201674606535,-0.10170542752570857,1.203826632112469,1.0624999999999998,1,1,low,low,mid,low
0,37,220000,220001,230000,0.28125,2.1447271555662155,-0.3014350581128847,3.205838096496211,3.2199784153323088,0.06972458958625793,0.6048110723495483,0.039250674550014034,0.036941811341189686,1.203826632112469,1.0624999999999998,0,0,mid,mid,high,mid
0,41,220000,220001,230000,0.53125,1.5090911984443665,0.013692320289067972,1.718037523945054,1.7180920852265604,0.04592631757259369,0.5522291660308838,0.15075003742061288,0.14188238816057686,1.203826632112469,1.0624999999999998,0,0,high,high,high,mid
0,42,220000,220001,230000,0.15625,2.0072056651115417,-0.5055554569465521,3.8193669531415764,3.852680916296911,-0.1709456741809845,-0.43279001116752625,0.07925872678326554,0.07459644873719111,1.203826632112469,1.0624999999999998,0,0,high,mid,high,mid
0,44,220000,220001,230000,0.15625,0.2319638431072235,-0.05903649256733148,1.4491127355916116,1.4503148030370705,-0.0430326834321022,0.1249813362956047,-0.0003215548821074777,-0.00030263988904233205,1.203826632112469,1.0624999999999998,0,0,mid,mid,low,mid
0,57,220000,220001,230000,0.125,0.25455148331820965,-0.41010485893570686,2.3182150207065195,2.3542104573618743,-0.26307258009910583,0.8070169687271118,-0.014795665686018436,-0.013925332410370295,1.203826632112469,1.0624999999999998,1,1,low,low,low,low
0,66,220000,220001,230000,0.25,1.1240676590241492,-0.1311586650895793,2.0382746823994435,2.0424902145025405,-0.2002328485250473,0.12995542585849762,-0.0022241768577041074,-0.002093342924897984,1.203826632112469,1.0624999999999998,0,0,mid,mid,mid,mid
0,67,220000,220001,230000,0.375,1.5733831375837326,-0.05005589704903428,2.0739402672542946,2.074544245121853,-0.09935065358877182,1.3207991123199463,0.3258244783223086,0.30665833253864344,1.203826632112469,1.0624999999999998,0,0,high,high,high,high
0,69,220000,220001,230000,0.40625,3.142960405908525,-0.16395694795110627,3.520627787421859,3.524443487750708,-0.02741367556154728,-0.45190736651420593,0.23814323659725462,0.2241348109150632,1.203826632112469,1.0624999999999998,0,0,high,high,high,mid
0,73,220000,220001,230000,0.125,0.3306508883833885,-0.15631103344459643,1.3802677237380823,1.389090396039662,-0.05456667020916939,-0.4294837415218353,-0.030801549522717048,-0.028989693668439582,1.203826632112469,1.0624999999999998,1,1,low,low,low,low
0,77,220000,220001,230000,0.21875,1.4654513746500015,-0.1950095620627325,2.3282425377209424,2.3363950958151647,-0.07913175225257874,-1.467530369758606,-0.11821294494993986,-0.11125924230582578,1.203826632112469,1.0624999999999998,1,1,low,mid,high,low
0,80,220000,220001,230000,0.0625,0.48287928849458694,-0.15641288493858124,1.5329687738807882,1.540927724544009,-0.1817912459373474,-0.6182852387428284,0.0030692455270086077,0.0028887016724786904,1.203826632112469,1.0624999999999998,0,0,mid,low,low,mid
0,82,220000,220001,230000,0.09375,1.1871236860752106,-0.48621904694176654,3.19729649830573,3.2340553272458163,-0.3826937973499298,0.9559898376464844,0.08822491625363654,0.0830352152975403,1.203826632112469,1.0624999999999998,0,0,high,low,mid,high
0,94,220000,220001,230000,0.15625,0.6558277979493141,-0.1431825776781472,1.923623191246749,1.928944642143181,-0.18471503257751465,0.9183675646781921,-0.012283856880243683,-0.011561277063758762,1.203826632112469,1.0624999999999998,1,1,low,mid,mid,mid
0,97,220000,220001,230000,0.4375,2.7714466974139214,-0.07070769161517887,3.4569114852746483,3.4576345374659425,-0.023175057023763657,-0.593306303024292,0.5372004791800122,0.5056004509929528,1.203826632112469,1.0624999999999998,0,0,high,high,high,high
0,0,230000,230001,240000,0.1875,1.6773411929607391,-0.3053762753982218,2.9319623324373687,2.9478225503594455,-0.17009784281253815,1.7443723678588867,0.14268322522278667,0.19878588112671236,2.3662948239317605,0.7177734374999999,0,0,high,mid,high,mid
0,5,230000,230001,240000,0.0625,0.15714416280388832,-0.5373484114400072,2.411166962365196,2.47031767910091,-0.06145123764872551,1.2724523544311523,-0.0571914179965837,-0.0796789279299343,2.3662948239317605,0.7177734374999999,1,1,low,low,low,low
0,10,230000,230001,240000,0.5625,2.266478883102536,0.1796116683275537,2.1616613215107865,2.1691104214205343,-0.34629812836647034,-0.22314788401126862,0.15729767182165424,0.21914668836105303,2.3662948239317605,0.7177734374999999,0,0,high,high,high,high
0,14,230000,230001,240000,0.125,0.39356598164886236,-0.1604065631151742,1.6451207229433538,1.6529223994332236,-0.10899770259857178,0.8577423691749573,-0.060914637770541485,-0.08486610758780203,2.3662948239317605,0.7177734374999999,1,1,low,low,low,low
0,18,230000,230001,240000,0.1875,0.2524369672755711,-0.1181453050506331,1.4388790071591766,1.4437212716964742,0.002778594382107258,-0.059218525886535645,0.00011564931067280247,0.0001611223049373466,2.3662948239317605,0.7177734374999999,0,0,mid,mid,low,mid
0,20,230000,230001,240000,0.28125,2.0011992156505585,-0.22159780122588202,3.208192006768027,3.2158360558023484,-0.2729041576385498,-0.7510076761245728,0.1723283707996312,0.24008741727730937,2.3662948239317605,0.7177734374999999,0,0,high,mid,high,mid
0,24,230000,230001,240000,0.28125,1.595421701669693,-0.07854466794239856,2.8752129040285452,2.876285540128873,-0.4413502514362335,0.7135783433914185,-0.23919253054257641,-0.3332423826878888,2.3662948239317605,0.7177734374999999,0,0,low,mid,high,low
0,25,230000,230001,240000,0.15625,0.6509328447282314,-0.1834337437594435,1.6767958809420238,1.686799444123024,-0.27275794744491577,0.8490656018257141,-0.15219778245987012,-0.21204153637946535,2.3662948239317605,0.7177734374999999,1,1,low,mid,mid,low
0,27,230000,230001,240000,0.09375,0.41761447489261627,-0.2440693495743741,2.473228465203921,2.4852422192809698,-0.5022950768470764,0.9310303330421448,-0.029603225650844302,-0.04124313342376132,2.3662948239317605,0.7177734374999999,1,1,low,low,low,low
0,37,230000,230001,240000,0.625,3.7052835253998637,0.13298107550354465,3.267627422930746,3.270332237178833,0.18139971792697906,0.6639546751976013,0.2937276909676692,0.40922061979713376,2.3662948239317605,0.7177734374999999,0,0,high,high,high,high
0,41,230000,230001,240000,0.3125,1.7978615518659353,-0.11076350900549553,2.228368096822149,2.2311192101413986,0.018860643729567528,1.0630098581314087,-0.6196551120504874,-0.8633018159723799,2.3662948239317605,0.7177734374999999,0,0,low,mid,high,low
0,42,230000,230001,240000,0.25,2.4227772653102875,-0.4795314639414736,3.9237115543025127,3.952905613125223,-0.08715292811393738,-0.9198004603385925,0.6299590305468111,0.8776572071835846,2.3662948239317605,0.7177734374999999,0,0,high,mid,high,high
0,44,230000,230001,240000,0.25,0.2912040203809738,-0.043361011789508186,1.4529808507286794,1.453627713662493,-0.04602937400341034,0.1451953947544098,-0.003318804384292286,-0.0046237492374357845,2.3662948239317605,0.7177734374999999,0,0,mid,mid,low,low
0,66,230000,230001,240000,0.0625,0.4025038108229637,-0.4570536019796859,2.268881335613897,2.314459010261298,-0.33848658204078674,1.0254712104797363,-0.02659673915947649,-0.037054504624903305,2.3662948239317605,0.7177734374999999,0,1,low,low,low,low
0,69,230000,230001,240000,0.25,2.5092869512736797,-0.3488145283004813,3.5255396411079367,3.542753355255904,-0.045818012207746506,-0.6358006000518799,0.13502311236604822,0.18811383273854884,2.3662948239317605,0.7177734374999999,0,0,high,mid,high,mid
0,73,230000,230001,240000,0.09375,0.2959246803075075,-0.16374147276804438,1.374571900957533,1.3842901360647826,-0.09063614904880524,-0.4056088924407959,0.03346912283404099,0.04662909085994283,2.3662948239317605,0.7177734374999999,0,0,high,low,low,high
0,80,230000,230001,240000,0.8125,2.4399643391370773,0.23560873075664976,1.9126499786011784,1.9271070065390368,-0.06588408350944519,-0.9758809804916382,2.4706199848942134,3.4420610401791496,2.3662948239317605,0.7177734374999999,0,0,high,high,high,high
0,93,230000,230001,240000,0.09375,0.4403754025697708,-0.17680373652132367,1.7903709528887195,1.7990796842262333,-0.16469351947307587,0.6090506911277771,0.00356508471708982,0.004966866326938743,2.3662948239317605,0.7177734374999999,0,0,mid,low,low,high
0,97,230000,230001,240000,0.5,3.938355468213558,0.06845088980842606,3.723193713745164,3.7238228951424466,-0.048119768500328064,-1.1285678148269653,2.616892189273426,3.6458470773006644,2.3662948239317605,0.7177734374999999,0,0,high,high,high,high
0,0,240000,240001,250000,0.3125,2.1056376304477453,-0.147850520325789,2.91734443822817,2.9210885552515258,-0.19604940712451935,1.6471893787384033,0.9644860214407814,0.8763386743170894,1.493943588247277,1.1005859375000004,1,1,high,mid,high,high
0,3,240000,240001,250000,0.0625,0.9187563247978687,-0.5318934431959155,3.072583734007769,3.118281808529167,-0.42512285709381104,-1.4748519659042358,-0.2073232775737558,-0.1883753648939892,1.493943588247277,1.1005859375000004,1,1,low,low,mid,low
0,10,240000,240001,250000,0.34375,1.665302966721356,-0.004381635134351157,2.1642560754680895,2.16426051087363,-0.37484854459762573,0.3035988211631775,0.12193584331028559,0.11079175115326743,1.493943588247277,1.1005859375000004,0,0,high,mid,high,mid
0,11,240000,240001,250000,0.0625,0.4009683132171631,-0.14197501700286547,1.7216355139873722,1.7274795942284027,-0.3025464713573456,0.776787281036377,-0.012447560296501077,-0.011309939435330166,1.493943588247277,1.1005859375000004,1,1,mid,low,low,mid
0,17,240000,240001,250000,0.0625,0.2623750865459442,-0.2483563133858182,1.6864920091205793,1.7046806607767224,0.0,0.12406359612941742,0.0006309261723344631,0.000573263886841606,1.493943588247277,1.1005859375000004,0,0,mid,low,low,high
0,18,240000,240001,250000,0.4375,0.6263276943936944,-0.013256461778583514,1.4488685452119183,1.4489291891198093,0.009788510389626026,0.13651591539382935,0.033162077697414874,0.030131293311581913,1.493943588247277,1.1005859375000004,0,0,mid,high,low,high
0,19,240000,240001,250000,0.09375,0.12886648997664452,-0.11830821120810438,1.4317996461687905,1.4366791776901113,0.006454970687627792,0.013947982341051102,-6.11391877185355e-05,-5.555148910716977e-05,1.493943588247277,1.1005859375000004,0,0,mid,low,low,mid
0,20,240000,240001,250000,0.1875,1.5086170434951782,-0.39843451260662344,3.189315069798953,3.2141065127470148,-0.26901528239250183,-0.6762494444847107,0.03275316441043135,0.02975975186892785,1.493943588247277,1.1005859375000004,0,0,mid,mid,mid,mid
0,24,240000,240001,250000,0.25,1.6232718545943499,-0.0931538884710752,2.947955834778639,2.9494272750387838,-0.553535521030426,0.9671270251274109,0.08823780028368593,0.08017347603415648,1.493943588247277,1.1005859375000004,0,1,high,mid,high,mid
0,27,240000,240001,250000,0.1875,0.9355057012289762,-0.05385704553681735,2.4752711553879676,2.475856997899846,-0.5455747842788696,0.9236845970153809,0.03172072750933698,0.028821672555067485,1.493943588247277,1.1005859375000004,0,0,mid,mid,mid,mid
0,30,240000,240001,250000,0.125,0.6140028946101665,-0.12185712142834572,1.528613629977043,1.5334630050295948,-0.22316494584083557,-0.8363863825798035,0.00643730784594914,0.005848982461625481,1.493943588247277,1.1005859375000004,0,0,mid,low,low,high
0,37,240000,240001,250000,0.65625,3.4489041082561016,0.13793888862632792,3.223354267610947,3.2263043674646026,0.13989664614200592,0.26086506247520447,0.3073514203907219,0.27926162775519,1.493943588247277,1.1005859375000004,0,0,high,high,high,mid
0,41,240000,240001,250000,0.0625,0.6548721427097917,-0.5167559827035823,2.27647807416454,2.334392676438957,-0.06430075317621231,1.2063764333724976,0.030132114683819905,0.027378247946966788,1.493943588247277,1.1005859375000004,1,1,mid,low,low,high
0,44,240000,240001,250000,0.96875,0.9152029044926167,0.16132309534778985,1.4585447080469307,1.467439200261564,-0.03543674573302269,0.22154276072978973,0.06356652655883742,0.05775698597715128,1.493943588247277,1.1005859375000004,0,0,mid,high,mid,mid
0,66,240000,240001,250000,0.0625,0.3594433516263962,-0.4933812163452808,2.265743153521763,2.3188395939290607,-0.3570454716682434,1.01897394657135,0.0034241611911198762,0.0031112165569713857,1.493943588247277,1.1005859375000004,0,0,mid,low,low,high
0,69,240000,240001,250000,0.0625,0.9041415834799409,-0.829744486825665,3.425767582414694,3.524820483675871,-0.17190662026405334,-0.5006747245788574,-0.047319268244429336,-0.04299461462492957,1.493943588247277,1.1005859375000004,1,1,low,low,mid,low
0,72,240000,240001,250000,0.0625,0.07215934619307518,-0.2838654691255717,1.6562856761720735,1.6804350167901951,-0.0449962355196476,0.14920927584171295,-0.00014605699630749631,-0.00013270839770973926,1.493943588247277,1.1005859375000004,0,0,mid,low,low,mid
0,73,240000,240001,250000,0.1875,0.7287863753736019,-0.15340103924642975,1.5869318698165686,1.594328899029744,-0.06265000253915787,-0.8514780402183533,-0.17370005065286967,-0.15782506820633405,1.493943588247277,1.1005859375000004,1,1,low,mid,mid,low
0,76,240000,240001,250000,0.15625,1.0445807836949825,-0.29800034798437514,2.6888238337974553,2.7052870118706545,-0.4240948259830475,1.2072649002075195,0.10894011251373857,0.09898374020769143,1.493943588247277,1.1005859375000004,0,0,high,mid,mid,high
0,80,240000,240001,250000,0.90625,3.4201928935945034,0.4282171340704899,2.259855526304604,2.300068893246679,0.003443930298089981,-1.1652376651763916,1.5494419380417475,1.407833668637754,1.493943588247277,1.1005859375000004,0,0,high,high,high,high
0,90,240000,240001,250000,0.21875,0.8649939224123955,-0.01785100192109189,1.5640744517140384,1.564176316395999,-0.2930545508861542,-0.6839558482170105,-0.15454676694090352,-0.14042226206520422,1.493943588247277,1.1005859375000004,1,1,low,mid,mid,low
0,93,240000,240001,250000,0.1875,0.8499663174152374,-0.11120720243646506,1.8900456102578478,1.8933144088419929,-0.14247624576091766,0.7805588245391846,-0.038323976547084256,-0.0348214303320446,1.493943588247277,1.1005859375000004,1,1,low,mid,mid,mid
0,97,240000,240001,250000,0.34375,3.1996098160743713,-0.12496013196132916,3.793069823032282,3.7951276285492614,-0.20071947574615479,-1.2023875713348389,1.1117405073578968,1.0101351193739891,1.493943588247277,1.1005859375000004,0,0,high,mid,high,high
0,6,250000,250001,260000,0.09375,0.5774242877960205,-0.30466616423855275,2.228504064715615,2.249233611274261,-0.3169543147087097,-1.0242815017700195,0.041903019291634695,0.030847370060843954,1.8776229554706516,1.3583984374999996,0,1,high,low,low,high
0,10,250000,250001,260000,0.375,1.7361358478665352,0.007567266419553714,2.2186147490552357,2.2186276542598335,-0.3859652578830719,0.5270118117332458,-0.1315225355877092,-0.09682176595385641,1.8776229554706516,1.3583984374999996,0,0,low,mid,high,low
0,11,250000,250001,260000,0.15625,0.5365406172350049,-0.06861159432511521,1.7149274568863198,1.716299429953414,-0.3422088921070099,0.7598326802253723,-0.12293761275947424,-0.09050188027728372,1.8776229554706516,1.3583984374999996,1,1,low,mid,low,low
0,12,250000,250001,260000,0.1875,0.42800039798021317,-0.10625240836853084,1.513022605712578,1.5167488189154434,-0.16836093366146088,-0.6221436858177185,0.04234006085165043,0.031169103028102125,1.8776229554706516,1.3583984374999996,1,1,high,mid,low,high
