metric,arm,verdict,dU,ci_lo,ci_hi,early_unfit,late_unfit,unfit_threshold,n_seed,bootstrap_B,boot_ok,bootstrap_seed,ci_method
G0,L2,LOP_ABSENT,0.006086791811455549,-0.0014912413179296704,91.94443126639774,8.596348172731813e-12,0.006086791820051897,0.05,10,10000,10000,20260829,studentized
