seed,env,checkpoint,layer,branch,task,step,ce,acc,online_ce,online_acc
0,PM,20,1,A,21,0,17.932722091674805,0.17083333432674408,,
0,PM,20,1,B20,21,0,17.932722091674805,0.17083333432674408,,
0,PM,20,1,C20,21,0,17.932722091674805,0.17083333432674408,,
0,PM,20,1,D20,21,0,17.932722091674805,0.17083333432674408,,
0,PM,20,1,C5,21,0,17.932722091674805,0.17083333432674408,,
0,PM,20,1,D5,21,0,17.932722091674805,0.17083333432674408,,
0,PM,20,1,C10,21,0,17.932722091674805,0.17083333432674408,,
0,PM,20,1,D10,21,0,17.932722091674805,0.17083333432674408,,
0,PM,20,1,RB20,21,0,17.932722091674805,0.17083333432674408,,
0,PM,20,1,RC20,21,0,17.932722091674805,0.17083333432674408,,
0,PM,20,1,RD20,21,0,17.932722091674805,0.17083333432674408,,
1,PM,20,1,A,21,0,18.90732192993164,0.13583333790302277,,
1,PM,20,1,B20,21,0,18.90732192993164,0.13583333790302277,,
1,PM,20,1,C20,21,0,18.90732192993164,0.13583333790302277,,
1,PM,20,1,D20,21,0,18.90732192993164,0.13583333790302277,,
1,PM,20,1,C5,21,0,18.90732192993164,0.13583333790302277,,
1,PM,20,1,D5,21,0,18.90732192993164,0.13583333790302277,,
1,PM,20,1,C10,21,0,18.90732192993164,0.13583333790302277,,
1,PM,20,1,D10,21,0,18.90732192993164,0.13583333790302277,,
1,PM,20,1,RB20,21,0,18.90732192993164,0.13583333790302277,,
1,PM,20,1,RC20,21,0,18.90732192993164,0.13583333790302277,,
1,PM,20,1,RD20,21,0,18.90732192993164,0.13583333790302277,,
2,PM,20,1,A,21,0,9.036478996276855,0.07833333313465118,,
2,PM,20,1,B20,21,0,9.036478996276855,0.07833333313465118,,
2,PM,20,1,C20,21,0,9.036478996276855,0.07833333313465118,,
2,PM,20,1,D20,21,0,9.036478996276855,0.07833333313465118,,
2,PM,20,1,C5,21,0,9.036478996276855,0.07833333313465118,,
2,PM,20,1,D5,21,0,9.036478996276855,0.07833333313465118,,
2,PM,20,1,C10,21,0,9.036478996276855,0.07833333313465118,,
2,PM,20,1,D10,21,0,9.036478996276855,0.07833333313465118,,
2,PM,20,1,RB20,21,0,9.036478996276855,0.07833333313465118,,
2,PM,20,1,RC20,21,0,9.036478996276855,0.07833333313465118,,
2,PM,20,1,RD20,21,0,9.036478996276855,0.07833333313465118,,
0,PM,20,1,A,21,75,0.5161394476890564,0.830833375453949,2.5303521156311035,0.5908333659172058
