arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2
KKA23,std,0,0,0.0001,1,1,5,0.7237980769,0.8435999751,0.7500000596,0.8435999751,0,0,0.2685664892,5.369067192,-3.524649858,0.7109958529,31.31871648,0,0,1.015324593,3.796091557,-7.0225811,0.7834433317,27.31372701,0.7079110146,0.6017713547,0.6315271854,0.117745474,0.03387142345,0.4731757343,0,1.200000048,0.166571483,0.06399699301,0.5451951623,0,1.200000048
KKA23,std,0,0,0.0001,2,0,1,0.9544471154,1,0.969999969,1,0,0,-1.351229787,4.366611481,-5.127477169,0.5277978182,28.03283805,0,0,-0.6413316727,2.679318666,-8.173246384,0.5920023322,22.81043295,0.6999379992,0.6029174924,0.6753603816,0.140151009,0.04039524123,0.6614949703,0,1.200000048,0.2237298936,0.0699294582,0.6080040336,0,1.200000048
KKA23,std,0,0,0.0001,3,1,5,0.65625,0.7991999984,0.6600000262,0.7991999984,0,0,-0.4613135159,5.938210011,-7.477128029,0.6398469806,32.95867003,0,0,-0.3771222532,4.069200993,-9.006415367,0.6375283003,30.37756398,0.8100017309,0.6115758419,0.752859652,0.1065006927,0.01997778378,0.4255750775,0,1.200000048,0.1552021503,0.05371422693,0.378649801,0,1.200000048
KKA23,std,0,0,0.0001,4,0,1,0.9564903846,1,1,1,0,0,-0.4875674546,4.880795002,-7.55724287,0.6080095768,31.42320331,0,0,-0.2980033457,3.684844255,-6.436448574,0.619813025,25.89575384,0.8036332726,0.6191359758,0.7970358133,0.1253882051,0.02974891104,0.6720980406,0,1.200000048,0.1664772928,0.04934208095,0.3930505812,0,1.200000048
KKA23,std,0,0,0.0001,5,1,5,0.7147836538,0.8355999589,0.7460000515,0.8355999589,0,0,-1.69687736,5.965605736,-10.03010178,0.5504217148,38.7417783,0,0,-1.077499628,3.838432312,-7.931721687,0.5505155921,40.30067418,0.8334112763,0.6208624244,0.8510017991,0.1040417552,0.03038326837,0.3263173401,0,1.200000048,0.1629203558,0.06512444466,0.4191910923,0,1.200000048
KKA23,std,0,0,0.0001,6,0,1,0.9598958333,1,0.9899999499,1,0,0,-2.029055357,5.579692841,-7.487919331,0.5685219765,28.939719,0,0,-2.345545053,3.580689192,-7.992571354,0.4551480412,25.61738727,0.8639810085,0.6222179532,0.8811507225,0.1046941504,0.02728351019,0.4639949203,0,1.200000048,0.1718529165,0.04303171486,0.3974823654,0,1.200000048
KKA23,std,0,0,0.0001,7,1,5,0.7084935897,0.8351999521,0.7180000544,0.8351999521,0,0,-0.1845803261,8.58616066,-2.952615261,0.6762187481,40.37122433,0,0,-2.097202778,4.557257652,-8.18537426,0.5055304766,38.62310926,0.9132823944,0.6343201995,0.9155067801,0.07213874906,0.01879714802,0.2593641281,0,1.200000048,0.1379372925,0.04963668063,0.2828674614,0,1.200000048
KKA23,std,0,0,0.0001,8,0,1,0.9676282051,0.9980000257,1,0.9980000257,0,0,-2.839614391,5.936918736,-13.3603611,0.471244812,33.0169061,0,0,-3.969960451,3.418119192,-13.77146912,0.5074436069,33.2423515,0.8990713954,0.6316794157,0.8929188848,0.09887298197,0.03108905628,0.3180706203,0,1.200000048,0.1783480644,0.08025982231,0.3751338124,0,1.200000048
KKA23,std,0,0,0.0001,9,1,5,0.5606169872,0.7075999975,0.584000051,0.7075999975,0,0,-0.3353871107,6.909859657,-5.740977764,0.6504838467,43.18893229,0,0,-2.326310396,4.326178074,-10.93137741,0.4739851356,42.93841805,0.9535505176,0.6418244243,0.8828181624,0.08828186244,0.019831568,0.2701368332,0,1.200000048,0.1478505433,0.05307427421,0.2737900615,0,1.200000048
KKA23,std,0,0,0.0001,10,0,1,0.9519230769,1,0.969999969,1,0,0,-1.547325969,7.081391335,-9.93061161,0.6093626618,37.94001814,0,0,-1.658014536,4.894495487,-8.909543037,0.5419406891,33.60260161,0.9763189554,0.6433216333,0.8923032284,0.08217814565,0.02172144502,0.3099461496,0,1.200000048,0.1235377938,0.04398098215,0.2356942594,0,1.200000048
