arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,m_l1,m_l2
CH,std,100,0,0.0001,1,1,5,0.6566105769,0.7863999605,0.7460000515,0.7863999605,0,0,-0.2550170422,4.106950283,-7.16806221,0.4483999908,21.10479736,0,0,-0.1042016074,5.091246128,-1.718364358,0.447999984,25.69953341,0.6938274503,0.6376407743,0.6405876279,4.037383556,3.34175396
CH,std,100,0,0.0001,2,0,1,0.9213541667,0.9740000367,0.8599999547,0.9740000367,0,0,-0.9128252268,1.171280265,-4.578598976,0.1560000032,12.32183275,0,0,-0.8596435785,2.030591488,-3.6323874,0.2380000055,10.34098574,0.6564754248,0.6456903815,0.7538066506,4.386886597,4.827005386
CH,std,100,0,0.0001,3,1,5,0.5497996795,0.587199986,0.5220000148,0.587199986,0,0,-0.2174373269,1.17902422,-9.984301567,0.4047999978,16.10128123,0,0,0.4374366999,14.08938599,-4.295636654,0.554799974,20.4741455,0.6684273481,0.7949042916,0.7847533226,5.801514149,8.092058182
CH,std,101,1,0.0001,1,1,5,0.5522435897,0.675999999,0.5700000525,0.675999999,0,0,-0.1459593028,7.922659397,-1.706974626,0.4639999866,17.25392374,0,0,0.26844576,8.242722511,-1.799327731,0.4907999933,15.56502347,0.7121396661,0.6518966556,0.7082003951,4.819618225,5.415289402
CH,std,101,1,0.0001,2,0,1,0.9599759615,1,0.9799999595,1,0,0,-0.4041691422,3.238160849,-2.344880819,0.4480000138,7.156699896,0,0,-0.4015989006,1.465468645,-3.34145999,0.3920000196,6.416360146,0.6993410587,0.6465274096,0.7992941141,7.188668251,7.308785915
CH,std,101,1,0.0001,3,1,5,0.5397035256,0.6171999574,0.4980000257,0.6171999574,0,0,-0.3944925666,10.23880291,-6.635531902,0.4083999991,20.51123261,0,0,-0.08492554724,6.747587681,-4.345621109,0.4923999906,20.65652378,0.8586740494,0.7016490698,0.8424642682,6.439042091,5.779091835
CH,std,102,2,0.0001,1,1,5,0.4989583333,0.6015999913,0.5279999971,0.6015999913,0,0,-0.09818434715,5.562196255,-2.427027941,0.4463999867,15.41000948,0,0,0.5010220408,12.94134426,-2.662854671,0.5503999591,15.18718111,0.665237844,0.6555984616,0.7352418303,4.833848476,6.042617798
CH,std,102,2,0.0001,2,0,1,0.9659855769,1,0.969999969,1,0,0,-0.2203300297,8.5187397,-1.830182433,0.4580000341,10.16223495,0,0,-0.6537048817,2.40042901,-3.028568029,0.4280000329,8.053636467,0.7005731463,0.6679114699,0.7842378616,6.41988945,6.352072716
CH,std,102,2,0.0001,3,1,5,0.6939102564,0.7663999796,0.6780000329,0.7663999796,0,0,-0.6434341073,7.239465237,-11.94247341,0.4355999827,18.80074644,0,0,0.04156447202,5.985773563,-3.995606184,0.510800004,21.57064245,0.7997527719,0.7224305272,0.8011865616,5.873016834,5.154488564
