step,mean,within,between,total,within_flow,between_flow,arm,iv,seed,task
0,-0.1994025993587198,0.1309700119597648,0.8045236345278627,0.9354936464876258,0.0,0.0,SNA,l2,1,101
1,-0.192193297402318,0.12993338630384013,0.7935974259987869,0.9235308123026286,-0.0010366256559246275,-0.010926208529077063,SNA,l2,1,101
2,-0.18517246356839942,0.12884052729964984,0.7802523271552159,0.9090928544548703,-0.0010928590041903588,-0.01334509884357052,SNA,l2,1,101
3,-0.17587959405437467,0.12825366297697477,0.7660232040978721,0.8942768670748439,-0.0005868643226749834,-0.014229123057343336,SNA,l2,1,101
4,-0.16200601848492555,0.1287986235610024,0.7591228720226075,0.8879214955836181,0.0005449605840276714,-0.006900332075264597,SNA,l2,1,101
5,-0.1505238134969135,0.13039114300672622,0.7516918577113225,0.8820830007180482,0.0015925194457237818,-0.007431014311284718,SNA,l2,1,101
6,-0.14544318761272984,0.1326654544855656,0.7449161812594433,0.8775816357450106,0.0022743114788393863,-0.0067756764518788395,SNA,l2,1,101
7,-0.15583141408201925,0.13557822967809927,0.7378375853734204,0.8734158150515166,0.0029127751925336655,-0.0070785958860239626,SNA,l2,1,101
8,-0.16705394399492018,0.14005400367844603,0.7362796316379044,0.876333635316343,0.004475774000346795,-0.0015579537355149653,SNA,l2,1,101
9,-0.17888947863134588,0.14616425981741613,0.7361461760516876,0.8823104358691145,0.006110256138970051,-0.00013345558621697447,SNA,l2,1,101
10,-0.19613201500481722,0.15334017624196586,0.7361394440567512,0.8894796202987169,0.007175916424549766,-6.731994936990705e-06,SNA,l2,1,101
11,-0.2171165521672261,0.1617267862958163,0.7375341968933228,0.8992609831891468,0.008386610053850347,0.001394752836571581,SNA,l2,1,101
12,-0.2334058469491332,0.17121910004400626,0.7428158749522389,0.9140349749962491,0.009492313748190035,0.005281678058916417,SNA,l2,1,101
13,-0.24682759455502304,0.18179765690175145,0.7489623617628198,0.9307600186645714,0.010578556857745216,0.006146486810580639,SNA,l2,1,101
14,-0.2658068845220826,0.19187559781316707,0.7537022877170176,0.9455778855301906,0.010077940911415588,0.004739925954197878,SNA,l2,1,101
15,-0.28776076455148236,0.20233697196445902,0.7591394382705522,0.9614764102350094,0.010461374151291964,0.005437150553534545,SNA,l2,1,101
16,-0.30616151638285644,0.21325565463321994,0.7674381497902598,0.9806938044234716,0.010918682668760895,0.008298711519708006,SNA,l2,1,101
17,-0.3206727401369351,0.22450658946860919,0.7815089166892997,1.0060155061579161,0.011250934835389281,0.01407076689903924,SNA,l2,1,101
18,-0.3284724374504659,0.23573474053489116,0.791401069772855,1.0271358103077386,0.011228151066281875,0.009892153083555014,SNA,l2,1,101
19,-0.3348611022000793,0.24735202060841502,0.8023033565696346,1.049655377178053,0.0116172800735239,0.010902286796780281,SNA,l2,1,101
20,-0.33965428022052335,0.258860656836962,0.8119964417397766,1.0708570985767354,0.01150863622854704,0.009693085170141818,SNA,l2,1,101
0,-0.14204239360115595,0.12584621613695335,0.6891248131241302,0.8149710292610866,0.0,0.0,SNA,l2,1,102
1,-0.14666449611995191,0.12501215295453208,0.6761648593284797,0.8011770122830106,-0.0008340631824212651,-0.012959953795651307,SNA,l2,1,102
2,-0.166427343116082,0.12460317770076966,0.6627810668933624,0.7873842445941324,-0.0004089752537624479,-0.013383792435116842,SNA,l2,1,102
3,-0.17369599165857547,0.12556153557484243,0.6588782457822652,0.7844397813571098,0.0009583578740727936,-0.003902821111097083,SNA,l2,1,102
4,-0.17859208411871758,0.1279868385357746,0.6662051631338667,0.7941920016696404,0.0024253029609321557,0.0073269173516013935,SNA,l2,1,102
5,-0.19148334080759588,0.13142107628794014,0.6805154184490152,0.8119364947369436,0.0034342377521655986,0.01431025531514874,SNA,l2,1,102
6,-0.19499869476543233,0.13590537915154952,0.6943016028240874,0.8302069819756386,0.004484302863609354,0.013786184375071842,SNA,l2,1,102
7,-0.20245703016630145,0.1409527369198944,0.7080388394339575,0.8489915763538555,0.00504735776834487,0.013737236609869925,SNA,l2,1,102
8,-0.21596958283898424,0.14703072789133442,0.7217723350407936,0.8688030629321207,0.006077990971440004,0.013733495606836765,SNA,l2,1,102
9,-0.23047810172275768,0.15302128730785788,0.731970422132946,0.8849917094407925,0.005990559416523504,0.0101980870921521,SNA,l2,1,102
10,-0.23687103561568804,0.15972395808377363,0.7439468956291033,0.9036708537128659,0.006702670775915729,0.011976473496156895,SNA,l2,1,102
11,-0.23619054800812628,0.16746954842615885,0.759765768859982,0.927235317286136,0.007745590342385233,0.015818873230879278,SNA,l2,1,102
12,-0.23586033157352992,0.1754494233276602,0.7811823926997683,0.9566318160274243,0.00797987490150131,0.021416623839786063,SNA,l2,1,102
13,-0.23868024645176558,0.1847596817877769,0.8024962195544245,0.9872559013422055,0.009310258460116676,0.021313826854656156,SNA,l2,1,102
14,-0.2419338034603729,0.19457572193907835,0.8196333637572661,1.0142090856963428,0.009816040151301504,0.017137144202841598,SNA,l2,1,102
15,-0.24687293360542145,0.20491223732141578,0.8293765943722059,1.0342888316936232,0.010336515382337364,0.009743230614939698,SNA,l2,1,102
16,-0.2532879980041754,0.21593017613696985,0.8395800550310006,1.0555102311679636,0.011017938815554115,0.010203460658795016,SNA,l2,1,102
17,-0.26114025364532734,0.22773197911789114,0.8423243954244336,1.0700563745423282,0.011801802980921306,0.002744340393432894,SNA,l2,1,102
18,-0.26666753021186573,0.24034339903283267,0.848844437611471,1.0891878366443044,0.012611419914941519,0.006520042187036406,SNA,l2,1,102
19,-0.2736863451342229,0.25265355223150954,0.8566340627401648,1.1092876149716673,0.01231015319867683,0.0077896251286944124,SNA,l2,1,102
20,-0.2750464635576033,0.26572590367193194,0.8662052829232287,1.1319311865951587,0.013072351440422425,0.009571220183064178,SNA,l2,1,102
0,-0.1487160266594708,0.12754278236338798,0.78086215307301,0.908404935436396,0.0,0.0,SNA,l2,1,103
1,-0.1520073068265518,0.12712110630790258,0.7702362537599926,0.8973573600678922,-0.0004216760554853565,-0.010625899313017426,SNA,l2,1,103
2,-0.1611151757480539,0.1268037842352828,0.7562476157433349,0.8830513999786237,-0.00031732207261980544,-0.013988638016657208,SNA,l2,1,103
3,-0.1760745243624187,0.12651301921729283,0.736098935275442,0.8626119544927253,-0.00029076501799000625,-0.020148680467893254,SNA,l2,1,103
4,-0.18790978911486453,0.12755331737401865,0.7231490030259365,0.8507023203999619,0.0010402981567258329,-0.012949932249505294,SNA,l2,1,103
5,-0.19813230395921763,0.1303041957979213,0.7190192704474805,0.8493234662454014,0.0027508784239026296,-0.004129732578456679,SNA,l2,1,103
6,-0.2145093068992873,0.134728705916648,0.7203237995157088,0.8550525054323501,0.004424510118726712,0.0013045290682284186,SNA,l2,1,103
7,-0.2297620980397008,0.14035641013579447,0.7250327519055676,0.8653891620413716,0.005627704219146434,0.004708952389859068,SNA,l2,1,103
8,-0.24402534831679978,0.1469518177550481,0.7312521223787276,0.8782039401337711,0.0065954076192536425,0.00621937047316006,SNA,l2,1,103
9,-0.2592766244655403,0.1541795640840446,0.7333599348078218,0.88753949889187,0.007227746328996528,0.0021078124290937676,SNA,l2,1,103
10,-0.26990107230113525,0.16153805587729914,0.7308960364643656,0.8924340923416634,0.007358491793254552,-0.0024638983434557304,SNA,l2,1,103
11,-0.27513562013808335,0.1696102085531889,0.731352251716657,0.9009624602698534,0.008072152675889717,0.00045621525229093103,SNA,l2,1,103
12,-0.2781155858398642,0.17872240955923435,0.7354075797901131,0.9141299893493458,0.009112201006045446,0.00405532807345607,SNA,l2,1,103
