step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,978,502,138,146,1600,530,LR,l2,1,101
2,989,494,168,200,1600,586,LR,l2,1,101
3,982,527,197,125,1600,662,LR,l2,1,101
4,983,524,208,184,1600,611,LR,l2,1,101
5,998,478,206,161,1600,655,LR,l2,1,101
6,996,475,228,171,1600,637,LR,l2,1,101
7,988,417,256,226,1600,692,LR,l2,1,101
8,1004,455,269,184,1600,636,LR,l2,1,101
9,1003,456,288,184,1600,608,LR,l2,1,101
10,1019,462,310,175,1600,603,LR,l2,1,101
11,1019,461,327,195,1600,709,LR,l2,1,101
12,1032,483,292,123,1600,647,LR,l2,1,101
13,1068,464,270,129,1600,615,LR,l2,1,101
14,1107,523,355,206,1600,708,LR,l2,1,101
15,1040,448,310,207,1600,617,LR,l2,1,101
16,1099,551,294,108,1600,546,LR,l2,1,101
17,1048,525,286,158,1600,643,LR,l2,1,101
18,1081,519,308,169,1600,673,LR,l2,1,101
19,1048,479,277,143,1600,640,LR,l2,1,101
20,1047,505,248,133,1600,551,LR,l2,1,101
1,897,458,144,145,1600,461,LR,l2,1,102
2,925,416,179,214,1600,548,LR,l2,1,102
3,956,496,268,192,1600,605,LR,l2,1,102
4,948,459,255,160,1600,602,LR,l2,1,102
5,985,436,275,248,1600,606,LR,l2,1,102
6,1019,497,280,127,1600,566,LR,l2,1,102
7,1009,429,244,154,1600,508,LR,l2,1,102
8,1019,453,289,157,1600,613,LR,l2,1,102
9,1035,482,318,178,1600,638,LR,l2,1,102
10,1019,444,277,156,1600,585,LR,l2,1,102
11,1028,479,277,131,1600,604,LR,l2,1,102
12,1019,463,250,124,1600,591,LR,l2,1,102
13,1016,478,298,112,1600,707,LR,l2,1,102
14,1004,448,247,124,1600,636,LR,l2,1,102
15,990,473,252,107,1600,641,LR,l2,1,102
16,1005,444,253,178,1600,611,LR,l2,1,102
17,960,465,231,98,1600,601,LR,l2,1,102
18,983,459,226,100,1600,638,LR,l2,1,102
19,974,447,234,181,1600,690,LR,l2,1,102
20,961,486,201,98,1600,611,LR,l2,1,102
1,814,410,163,171,1600,504,LR,l2,1,103
2,880,424,214,195,1600,620,LR,l2,1,103
3,887,406,217,230,1600,598,LR,l2,1,103
4,885,450,250,174,1600,561,LR,l2,1,103
5,948,432,271,174,1600,611,LR,l2,1,103
6,969,433,265,189,1600,590,LR,l2,1,103
7,995,427,255,138,1600,599,LR,l2,1,103
8,1010,468,305,164,1600,656,LR,l2,1,103
9,1021,461,318,139,1600,645,LR,l2,1,103
10,1056,521,297,89,1600,619,LR,l2,1,103
11,1058,503,286,145,1600,583,LR,l2,1,103
12,1060,514,319,206,1600,624,LR,l2,1,103
13,1044,472,302,167,1600,612,LR,l2,1,103
14,1066,494,292,161,1600,633,LR,l2,1,103
15,1089,510,302,186,1600,662,LR,l2,1,103
16,1050,488,275,109,1600,686,LR,l2,1,103
17,1054,533,273,146,1600,627,LR,l2,1,103
18,1043,492,267,146,1600,691,LR,l2,1,103
19,1044,479,243,171,1600,678,LR,l2,1,103
20,1049,472,247,195,1600,699,LR,l2,1,103
1,874,415,222,212,1600,516,LR,l2,1,104
2,907,449,225,169,1600,519,LR,l2,1,104
3,934,438,284,226,1600,660,LR,l2,1,104
4,1038,503,317,187,1600,626,LR,l2,1,104
5,1032,568,341,107,1600,674,LR,l2,1,104
6,1066,531,288,171,1600,635,LR,l2,1,104
7,1104,547,321,158,1600,690,LR,l2,1,104
8,1094,527,329,182,1600,653,LR,l2,1,104
9,1134,482,359,189,1600,701,LR,l2,1,104
10,1149,543,349,153,1600,643,LR,l2,1,104
11,1155,532,341,196,1600,603,LR,l2,1,104
12,1159,517,318,168,1600,592,LR,l2,1,104
13,1163,498,309,178,1600,575,LR,l2,1,104
14,1139,512,333,137,1600,634,LR,l2,1,104
15,1165,487,324,228,1600,604,LR,l2,1,104
16,1140,538,352,174,1600,660,LR,l2,1,104
17,1140,503,330,155,1600,618,LR,l2,1,104
18,1151,534,337,106,1600,629,LR,l2,1,104
19,1127,486,330,167,1600,635,LR,l2,1,104
20,1090,535,298,88,1600,628,LR,l2,1,104
1,879,471,247,241,1600,491,LR,l2,1,105
2,912,426,259,197,1600,565,LR,l2,1,105
3,919,392,253,237,1600,575,LR,l2,1,105
4,975,475,241,152,1600,523,LR,l2,1,105
5,1005,455,310,170,1600,663,LR,l2,1,105
6,1015,506,352,137,1600,653,LR,l2,1,105
