step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,1085,529,177,188,1600,538,SNA,l2,2,101
2,1056,585,221,156,1600,625,SNA,l2,2,101
3,1111,596,269,191,1600,668,SNA,l2,2,101
4,1129,584,253,162,1600,618,SNA,l2,2,101
5,1131,607,231,173,1599,571,SNA,l2,2,101
6,1109,487,198,159,1599,606,SNA,l2,2,101
7,1136,552,246,223,1599,588,SNA,l2,2,101
8,1128,544,260,248,1600,557,SNA,l2,2,101
9,1140,547,302,207,1599,629,SNA,l2,2,101
10,1116,558,264,164,1600,543,SNA,l2,2,101
11,1110,561,301,252,1599,613,SNA,l2,2,101
12,1144,539,260,146,1599,572,SNA,l2,2,101
13,1104,530,261,138,1598,575,SNA,l2,2,101
14,1085,506,220,142,1600,600,SNA,l2,2,101
15,1076,523,242,184,1599,642,SNA,l2,2,101
16,1044,459,207,165,1599,626,SNA,l2,2,101
17,1077,511,255,153,1600,660,SNA,l2,2,101
18,1048,510,236,191,1599,562,SNA,l2,2,101
19,1075,501,248,147,1599,575,SNA,l2,2,101
20,1099,504,250,176,1600,681,SNA,l2,2,101
1,960,521,204,199,1600,540,SNA,l2,2,102
2,1032,576,234,215,1600,553,SNA,l2,2,102
3,1045,567,254,194,1600,636,SNA,l2,2,102
4,1054,587,230,179,1600,530,SNA,l2,2,102
5,1067,521,244,172,1600,575,SNA,l2,2,102
6,1083,539,321,221,1599,628,SNA,l2,2,102
7,1050,470,297,215,1600,597,SNA,l2,2,102
8,1067,529,361,150,1599,655,SNA,l2,2,102
9,1106,498,349,182,1600,666,SNA,l2,2,102
10,1109,530,371,143,1600,704,SNA,l2,2,102
11,1085,567,331,131,1599,656,SNA,l2,2,102
12,1061,503,286,126,1599,597,SNA,l2,2,102
13,1054,524,238,85,1599,519,SNA,l2,2,102
14,1046,479,272,183,1599,613,SNA,l2,2,102
15,1057,519,322,274,1598,671,SNA,l2,2,102
16,1068,460,257,152,1600,571,SNA,l2,2,102
17,1063,449,275,168,1600,606,SNA,l2,2,102
18,1057,506,291,229,1598,701,SNA,l2,2,102
19,1090,495,281,143,1597,695,SNA,l2,2,102
20,1103,503,293,185,1599,659,SNA,l2,2,102
1,855,425,194,193,1600,553,SNA,l2,2,103
2,895,444,230,164,1599,658,SNA,l2,2,103
3,915,495,242,166,1600,635,SNA,l2,2,103
4,898,479,180,104,1600,553,SNA,l2,2,103
5,940,483,185,112,1600,535,SNA,l2,2,103
6,981,487,221,154,1600,604,SNA,l2,2,103
7,1008,480,253,158,1599,605,SNA,l2,2,103
8,1051,491,284,79,1598,656,SNA,l2,2,103
9,1015,509,293,196,1600,617,SNA,l2,2,103
10,993,497,331,148,1599,664,SNA,l2,2,103
11,995,496,317,171,1600,570,SNA,l2,2,103
12,1034,511,301,113,1600,631,SNA,l2,2,103
13,1026,494,302,148,1599,657,SNA,l2,2,103
14,1026,454,266,108,1599,652,SNA,l2,2,103
15,1023,514,283,222,1600,657,SNA,l2,2,103
16,1035,491,274,163,1599,649,SNA,l2,2,103
17,1038,509,254,106,1598,662,SNA,l2,2,103
18,1038,489,259,158,1599,637,SNA,l2,2,103
19,1034,464,230,135,1600,607,SNA,l2,2,103
20,1046,469,220,171,1600,628,SNA,l2,2,103
1,996,536,181,177,1600,545,SNA,l2,2,104
2,1023,565,229,193,1600,580,SNA,l2,2,104
3,1021,535,249,186,1599,648,SNA,l2,2,104
4,1026,552,219,196,1600,562,SNA,l2,2,104
5,1048,536,277,155,1600,639,SNA,l2,2,104
6,1078,553,329,154,1600,692,SNA,l2,2,104
7,1093,559,354,197,1600,646,SNA,l2,2,104
8,1094,547,316,134,1600,588,SNA,l2,2,104
9,1060,535,358,148,1600,658,SNA,l2,2,104
10,1120,534,341,156,1600,639,SNA,l2,2,104
11,1084,511,330,160,1600,633,SNA,l2,2,104
12,1112,520,284,143,1599,608,SNA,l2,2,104
13,1095,483,278,146,1598,601,SNA,l2,2,104
14,1119,517,313,182,1599,596,SNA,l2,2,104
15,1134,535,297,198,1599,606,SNA,l2,2,104
16,1090,492,299,175,1599,621,SNA,l2,2,104
17,1097,505,293,132,1597,596,SNA,l2,2,104
18,1145,492,286,201,1600,610,SNA,l2,2,104
19,1108,501,289,164,1599,617,SNA,l2,2,104
20,1137,533,347,200,1599,629,SNA,l2,2,104
1,970,539,187,197,1600,554,SNA,l2,2,105
2,995,520,139,120,1600,467,SNA,l2,2,105
3,986,498,190,147,1600,599,SNA,l2,2,105
