step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,1215,636,249,243,1600,581,SNA,none,1,101
2,1222,636,283,252,1599,686,SNA,none,1,101
3,1196,646,252,206,1599,586,SNA,none,1,101
4,1202,639,210,220,1600,620,SNA,none,1,101
5,1198,624,223,231,1599,637,SNA,none,1,101
6,1210,643,265,277,1600,641,SNA,none,1,101
7,1251,624,247,231,1598,639,SNA,none,1,101
8,1215,607,288,237,1600,736,SNA,none,1,101
9,1214,624,286,229,1600,670,SNA,none,1,101
10,1219,628,281,266,1600,687,SNA,none,1,101
11,1228,578,277,247,1598,688,SNA,none,1,101
12,1233,585,232,262,1600,650,SNA,none,1,101
13,1243,610,253,274,1600,657,SNA,none,1,101
14,1225,591,258,194,1600,683,SNA,none,1,101
15,1224,577,231,238,1600,628,SNA,none,1,101
16,1214,598,261,227,1600,625,SNA,none,1,101
17,1255,622,273,286,1599,646,SNA,none,1,101
18,1231,612,316,193,1599,768,SNA,none,1,101
19,1225,611,282,290,1600,698,SNA,none,1,101
20,1222,637,302,228,1599,709,SNA,none,1,101
1,1105,616,148,145,1600,496,SNA,none,1,102
2,1144,632,197,223,1599,519,SNA,none,1,102
3,1118,596,212,207,1599,684,SNA,none,1,102
4,1156,635,236,202,1600,679,SNA,none,1,102
5,1193,608,245,305,1600,711,SNA,none,1,102
6,1172,609,242,197,1600,664,SNA,none,1,102
7,1206,622,266,229,1599,648,SNA,none,1,102
8,1157,644,297,230,1599,669,SNA,none,1,102
9,1172,608,251,212,1598,683,SNA,none,1,102
10,1186,609,202,199,1598,588,SNA,none,1,102
11,1195,570,220,221,1597,692,SNA,none,1,102
12,1177,570,261,277,1599,736,SNA,none,1,102
13,1164,557,241,257,1599,700,SNA,none,1,102
14,1120,557,278,249,1599,696,SNA,none,1,102
15,1205,571,292,224,1599,655,SNA,none,1,102
16,1195,571,320,297,1598,708,SNA,none,1,102
17,1183,561,264,222,1598,645,SNA,none,1,102
18,1183,582,274,222,1598,689,SNA,none,1,102
19,1152,592,370,279,1600,824,SNA,none,1,102
20,1182,618,339,199,1600,720,SNA,none,1,102
1,1120,670,178,179,1600,493,SNA,none,1,103
2,1157,622,179,189,1600,610,SNA,none,1,103
3,1118,616,192,197,1600,606,SNA,none,1,103
4,1085,609,204,248,1600,627,SNA,none,1,103
5,1117,546,198,199,1600,671,SNA,none,1,103
6,1127,541,210,233,1599,648,SNA,none,1,103
7,1125,568,251,279,1600,655,SNA,none,1,103
8,1150,546,269,312,1599,663,SNA,none,1,103
9,1135,574,310,217,1600,677,SNA,none,1,103
10,1194,601,295,227,1600,641,SNA,none,1,103
11,1157,584,315,210,1600,692,SNA,none,1,103
12,1108,558,304,217,1599,733,SNA,none,1,103
13,1160,569,282,209,1598,683,SNA,none,1,103
14,1135,556,251,239,1600,664,SNA,none,1,103
15,1159,574,307,242,1600,713,SNA,none,1,103
16,1128,577,284,183,1600,678,SNA,none,1,103
17,1178,574,301,265,1599,667,SNA,none,1,103
18,1197,570,313,271,1600,690,SNA,none,1,103
19,1176,573,326,263,1598,707,SNA,none,1,103
20,1200,571,328,243,1598,691,SNA,none,1,103
1,1175,621,169,168,1599,489,SNA,none,1,104
2,1188,689,220,187,1600,519,SNA,none,1,104
3,1168,601,226,191,1599,611,SNA,none,1,104
4,1191,605,239,275,1599,678,SNA,none,1,104
5,1178,633,306,153,1600,809,SNA,none,1,104
6,1167,602,250,185,1600,661,SNA,none,1,104
7,1189,596,248,187,1599,715,SNA,none,1,104
8,1176,627,204,245,1600,583,SNA,none,1,104
9,1196,642,229,245,1600,688,SNA,none,1,104
10,1166,572,195,235,1599,601,SNA,none,1,104
11,1168,632,241,253,1598,652,SNA,none,1,104
12,1174,612,213,208,1600,615,SNA,none,1,104
13,1203,582,224,228,1598,668,SNA,none,1,104
14,1190,570,211,249,1600,644,SNA,none,1,104
15,1171,583,224,321,1598,633,SNA,none,1,104
16,1142,522,246,298,1599,721,SNA,none,1,104
17,1158,541,255,210,1599,647,SNA,none,1,104
18,1182,560,259,231,1599,621,SNA,none,1,104
19,1154,563,255,200,1600,640,SNA,none,1,104
20,1136,511,250,211,1598,630,SNA,none,1,104
1,1128,618,180,179,1600,470,SNA,none,1,105
2,1160,600,171,194,1600,514,SNA,none,1,105
3,1184,606,186,180,1599,550,SNA,none,1,105
4,1165,621,198,189,1600,526,SNA,none,1,105
5,1173,612,294,224,1600,756,SNA,none,1,105
6,1188,646,344,257,1599,824,SNA,none,1,105
7,1174,599,265,237,1599,705,SNA,none,1,105
8,1227,641,269,245,1600,706,SNA,none,1,105
9,1239,606,229,226,1600,660,SNA,none,1,105
10,1195,630,243,207,1598,600,SNA,none,1,105
11,1207,632,278,225,1600,680,SNA,none,1,105
12,1206,576,252,253,1599,647,SNA,none,1,105
13,1226,600,276,275,1599,631,SNA,none,1,105
14,1219,615,302,184,1597,687,SNA,none,1,105
15,1258,586,280,250,1600,644,SNA,none,1,105
