step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,1397,750,227,222,1600,466,LR,none,1,101
2,1384,713,286,315,1600,562,LR,none,1,101
3,1391,786,272,147,1600,603,LR,none,1,101
4,1360,704,241,247,1600,541,LR,none,1,101
5,1389,783,293,160,1600,647,LR,none,1,101
6,1367,719,262,263,1600,634,LR,none,1,101
7,1399,685,256,250,1600,641,LR,none,1,101
8,1376,737,270,232,1600,557,LR,none,1,101
9,1389,782,267,161,1600,579,LR,none,1,101
10,1387,763,253,179,1600,576,LR,none,1,101
11,1384,665,247,284,1600,615,LR,none,1,101
12,1403,713,269,239,1600,612,LR,none,1,101
13,1415,721,303,229,1600,633,LR,none,1,101
14,1411,701,316,258,1600,665,LR,none,1,101
15,1391,710,304,282,1600,622,LR,none,1,101
16,1406,737,317,284,1600,601,LR,none,1,101
17,1425,751,379,285,1600,684,LR,none,1,101
18,1399,727,368,230,1600,686,LR,none,1,101
19,1390,643,347,294,1600,676,LR,none,1,101
20,1385,694,314,245,1600,591,LR,none,1,101
1,1331,771,135,129,1600,512,LR,none,1,102
2,1389,697,241,273,1600,567,LR,none,1,102
3,1377,775,233,268,1600,583,LR,none,1,102
4,1416,708,242,262,1600,615,LR,none,1,102
5,1415,714,280,274,1600,616,LR,none,1,102
6,1371,744,260,150,1600,591,LR,none,1,102
7,1387,678,275,227,1600,642,LR,none,1,102
8,1367,742,309,254,1600,569,LR,none,1,102
9,1396,743,331,250,1600,601,LR,none,1,102
10,1369,844,294,184,1600,588,LR,none,1,102
11,1411,750,253,227,1600,624,LR,none,1,102
12,1397,748,237,230,1600,575,LR,none,1,102
13,1379,724,223,208,1600,616,LR,none,1,102
14,1380,713,290,324,1600,695,LR,none,1,102
15,1388,732,274,195,1600,662,LR,none,1,102
16,1388,671,265,265,1600,663,LR,none,1,102
17,1384,661,250,258,1600,639,LR,none,1,102
18,1370,755,266,294,1600,587,LR,none,1,102
19,1359,724,300,434,1600,671,LR,none,1,102
20,1334,773,297,256,1600,610,LR,none,1,102
1,1339,753,175,169,1600,455,LR,none,1,103
2,1399,729,200,195,1600,617,LR,none,1,103
3,1374,731,197,230,1600,579,LR,none,1,103
4,1375,744,244,189,1600,639,LR,none,1,103
5,1385,682,264,282,1600,726,LR,none,1,103
6,1387,693,242,283,1600,648,LR,none,1,103
7,1394,722,268,256,1600,660,LR,none,1,103
8,1393,713,287,259,1600,690,LR,none,1,103
9,1364,699,300,247,1600,696,LR,none,1,103
10,1402,747,295,211,1600,663,LR,none,1,103
11,1396,750,261,169,1600,615,LR,none,1,103
12,1368,763,227,157,1600,627,LR,none,1,103
13,1388,721,205,207,1600,650,LR,none,1,103
14,1367,725,188,256,1600,605,LR,none,1,103
15,1383,702,187,174,1600,638,LR,none,1,103
16,1374,725,189,194,1600,601,LR,none,1,103
17,1398,680,231,270,1600,619,LR,none,1,103
18,1404,677,253,271,1600,675,LR,none,1,103
19,1378,686,280,324,1600,673,LR,none,1,103
20,1387,645,254,241,1600,641,LR,none,1,103
1,1364,663,260,260,1600,524,LR,none,1,104
2,1359,725,295,264,1600,526,LR,none,1,104
3,1374,729,350,275,1600,657,LR,none,1,104
4,1364,712,332,229,1600,638,LR,none,1,104
5,1382,821,380,163,1600,723,LR,none,1,104
6,1387,798,298,209,1600,636,LR,none,1,104
7,1395,722,283,249,1600,631,LR,none,1,104
8,1410,727,284,221,1600,653,LR,none,1,104
9,1411,736,282,208,1600,661,LR,none,1,104
10,1399,760,276,190,1600,647,LR,none,1,104
11,1395,738,293,221,1600,710,LR,none,1,104
12,1401,792,277,163,1600,618,LR,none,1,104
13,1394,658,261,249,1600,686,LR,none,1,104
14,1412,690,277,258,1600,671,LR,none,1,104
15,1399,705,309,268,1600,654,LR,none,1,104
16,1379,746,302,199,1600,658,LR,none,1,104
17,1403,709,305,227,1600,681,LR,none,1,104
18,1401,688,275,273,1600,682,LR,none,1,104
19,1396,705,313,256,1600,670,LR,none,1,104
20,1389,732,268,192,1600,610,LR,none,1,104
1,1332,725,225,213,1600,487,LR,none,1,105
2,1351,736,228,205,1600,558,LR,none,1,105
3,1361,692,215,241,1600,540,LR,none,1,105
4,1330,743,269,208,1600,585,LR,none,1,105
5,1357,717,330,227,1600,723,LR,none,1,105
6,1366,738,320,248,1600,709,LR,none,1,105
7,1356,712,286,307,1600,627,LR,none,1,105
8,1391,761,331,223,1600,669,LR,none,1,105
9,1381,726,300,218,1600,670,LR,none,1,105
10,1365,734,268,241,1600,621,LR,none,1,105
11,1371,782,259,200,1600,583,LR,none,1,105
12,1346,790,232,224,1600,560,LR,none,1,105
13,1382,752,255,262,1600,569,LR,none,1,105
14,1382,768,275,200,1600,608,LR,none,1,105
15,1407,707,272,244,1600,655,LR,none,1,105
16,1374,724,256,240,1600,596,LR,none,1,105
17,1390,692,223,220,1600,595,LR,none,1,105
18,1357,669,269,389,1600,646,LR,none,1,105
19,1378,662,275,332,1600,639,LR,none,1,105
20,1385,642,259,234,1600,612,LR,none,1,105
1,1373,737,253,253,1600,578,LR,none,1,106
2,1348,691,230,229,1600,536,LR,none,1,106
3,1368,759,256,171,1600,648,LR,none,1,106
4,1344,720,224,185,1600,615,LR,none,1,106
5,1394,719,203,207,1600,603,LR,none,1,106
6,1362,705,229,212,1600,659,LR,none,1,106
7,1368,754,232,212,1600,603,LR,none,1,106
8,1355,723,258,246,1600,650,LR,none,1,106
9,1376,705,262,303,1600,629,LR,none,1,106
10,1363,657,253,231,1600,659,LR,none,1,106
11,1358,626,230,259,1600,586,LR,none,1,106
12,1387,731,351,316,1600,716,LR,none,1,106
13,1368,765,327,202,1600,640,LR,none,1,106
14,1384,801,306,203,1600,608,LR,none,1,106
15,1392,719,271,240,1600,631,LR,none,1,106
16,1375,643,250,313,1600,569,LR,none,1,106
17,1386,707,325,296,1600,639,LR,none,1,106
18,1377,674,323,283,1600,664,LR,none,1,106
19,1388,732,315,207,1600,613,LR,none,1,106
20,1372,689,336,291,1600,673,LR,none,1,106
1,1383,714,216,219,1600,527,LR,none,1,107
2,1378,742,225,228,1600,555,LR,none,1,107
3,1387,697,234,268,1600,600,LR,none,1,107
4,1361,678,242,204,1600,597,LR,none,1,107
5,1397,681,251,233,1600,612,LR,none,1,107
