step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,1106,597,164,165,1599,533,SNA,none,0,101
2,1098,612,198,174,1598,599,SNA,none,0,101
3,1064,593,180,174,1599,582,SNA,none,0,101
4,1093,553,215,222,1600,610,SNA,none,0,101
5,1110,605,227,182,1600,635,SNA,none,0,101
6,1137,607,233,155,1600,628,SNA,none,0,101
7,1127,564,204,195,1600,689,SNA,none,0,101
8,1118,551,189,171,1600,631,SNA,none,0,101
9,1132,527,229,285,1599,764,SNA,none,0,101
10,1135,567,214,201,1599,704,SNA,none,0,101
11,1123,524,258,230,1597,719,SNA,none,0,101
12,1086,518,244,259,1599,673,SNA,none,0,101
13,1079,528,286,284,1600,695,SNA,none,0,101
14,1116,533,292,278,1599,680,SNA,none,0,101
15,1088,537,324,222,1600,706,SNA,none,0,101
16,1101,552,331,294,1600,744,SNA,none,0,101
17,1106,535,316,220,1598,706,SNA,none,0,101
18,1108,523,294,220,1599,690,SNA,none,0,101
19,1159,561,355,260,1599,698,SNA,none,0,101
20,1110,548,300,177,1599,666,SNA,none,0,101
1,1053,596,203,195,1600,547,SNA,none,0,102
2,1047,558,183,193,1600,607,SNA,none,0,102
3,1083,578,200,216,1600,614,SNA,none,0,102
4,1037,573,239,227,1600,670,SNA,none,0,102
5,1075,551,227,244,1600,613,SNA,none,0,102
6,1103,565,272,218,1600,744,SNA,none,0,102
7,1122,542,230,245,1600,617,SNA,none,0,102
8,1065,564,250,202,1599,629,SNA,none,0,102
9,1104,557,275,151,1600,701,SNA,none,0,102
10,1056,552,262,166,1600,687,SNA,none,0,102
11,1089,550,229,210,1599,637,SNA,none,0,102
12,1101,529,251,234,1599,670,SNA,none,0,102
13,1099,524,237,213,1598,591,SNA,none,0,102
14,1064,545,262,250,1599,646,SNA,none,0,102
15,1083,547,273,244,1596,675,SNA,none,0,102
16,1081,534,256,275,1598,671,SNA,none,0,102
17,1108,548,272,236,1600,671,SNA,none,0,102
18,1062,501,251,194,1598,652,SNA,none,0,102
19,1126,548,299,286,1598,648,SNA,none,0,102
20,1028,511,293,245,1600,693,SNA,none,0,102
1,1093,556,189,183,1599,463,SNA,none,0,103
2,1104,562,218,206,1599,583,SNA,none,0,103
3,1067,547,245,230,1600,670,SNA,none,0,103
4,1069,570,243,256,1599,578,SNA,none,0,103
5,1161,594,303,225,1600,694,SNA,none,0,103
6,1151,564,301,277,1598,710,SNA,none,0,103
7,1106,575,286,244,1599,629,SNA,none,0,103
8,1125,589,297,201,1600,673,SNA,none,0,103
9,1137,596,265,172,1598,671,SNA,none,0,103
10,1096,553,240,150,1600,635,SNA,none,0,103
11,1134,626,285,217,1600,647,SNA,none,0,103
12,1154,599,291,278,1599,681,SNA,none,0,103
13,1085,520,289,273,1600,709,SNA,none,0,103
14,1110,524,320,207,1599,737,SNA,none,0,103
15,1118,541,318,270,1600,690,SNA,none,0,103
16,1196,583,329,214,1598,668,SNA,none,0,103
17,1148,554,315,255,1600,656,SNA,none,0,103
18,1135,551,310,244,1599,677,SNA,none,0,103
19,1189,570,320,259,1599,666,SNA,none,0,103
20,1191,592,365,217,1599,769,SNA,none,0,103
1,1059,581,177,175,1600,474,SNA,none,0,104
2,1098,580,202,210,1600,559,SNA,none,0,104
3,1117,560,239,193,1600,644,SNA,none,0,104
4,1124,586,261,212,1600,711,SNA,none,0,104
5,1075,591,271,211,1600,714,SNA,none,0,104
6,1116,540,217,190,1600,630,SNA,none,0,104
7,1112,565,233,218,1600,644,SNA,none,0,104
8,1096,528,263,196,1599,751,SNA,none,0,104
