step,mean,within,between,total,within_flow,between_flow,arm,iv,seed,task
0,-0.028889430016248864,0.1120719309580006,0.3288702937527377,0.4409422247107359,0.0,0.0,LR,l2,0,101
1,-0.02512465177444815,0.11124453274168761,0.3203149604428891,0.4315594931845761,-0.0008273982163129781,-0.008555333309848605,LR,l2,0,101
2,-0.032352302688269996,0.11078160166495503,0.31457509396433603,0.42535669562929435,-0.00046293107673260446,-0.005739866478553102,LR,l2,0,101
3,-0.045079925833057484,0.11138692615329955,0.31210181037467505,0.4234887365279769,0.000605324488344521,-0.002473283589660859,LR,l2,0,101
4,-0.0653595365958092,0.11367758642430903,0.3170705358986885,0.43074812232299914,0.0022906602710094886,0.004968725524013449,LR,l2,0,101
5,-0.08758991077751084,0.11679360537911293,0.319697024534251,0.43649062991335846,0.0031160189548039147,0.0026264886355624665,LR,l2,0,101
6,-0.109353844156208,0.12014366173184492,0.31887176009071355,0.4390154218225639,0.0033500563527319614,-0.0008252644435373891,LR,l2,0,101
7,-0.1374282104359685,0.1234892858449048,0.3170279981738324,0.440517284018735,0.0033456241130599223,-0.0018437619168810305,LR,l2,0,101
8,-0.16008022360676663,0.1285086405497636,0.32513290384057664,0.45364154439034154,0.005019354704858777,0.008104905666743918,LR,l2,0,101
9,-0.18255262428881497,0.1349366214688372,0.33598799328885465,0.4709246147576928,0.006427980919073626,0.010855089448278088,LR,l2,0,101
10,-0.20204241884886112,0.14253345924387578,0.35140171057023745,0.49393516981410995,0.007596837775038543,0.015413717281382727,LR,l2,0,101
11,-0.21781255790751536,0.1513063925985824,0.3652999215946246,0.516606314193201,0.008772933354706613,0.013898211024387251,LR,l2,0,101
12,-0.2293531476806084,0.16067291051988605,0.37712621258289303,0.5377991231027824,0.00936651792130364,0.011826290988268722,LR,l2,0,101
13,-0.23784024624897612,0.17103557534250322,0.387359781789236,0.5583953571317362,0.010362664822617189,0.010233569206342722,LR,l2,0,101
14,-0.2467715338053391,0.1821444179671279,0.397534998302095,0.5796794162692217,0.011108842624624679,0.010175216512859004,LR,l2,0,101
15,-0.2516067577773836,0.19330826471840581,0.4044991135603548,0.597807378278763,0.011163846751277923,0.006964115258259899,LR,l2,0,101
16,-0.25990244420120456,0.2044098194763807,0.40662999748746337,0.6110398169638408,0.011101554757974872,0.0021308839271084656,LR,l2,0,101
17,-0.2663838319789853,0.21572211968717508,0.4074770258230187,0.6231991455101926,0.011312300210794414,0.0008470283355553375,LR,l2,0,101
18,-0.2711435567953941,0.22748168920586145,0.40940150613837917,0.636883195344247,0.011759569518686315,0.001924480315360551,LR,l2,0,101
19,-0.2782640158124226,0.24007469158850753,0.4103021602441826,0.6503768518326905,0.012593002382646108,0.0009006541058034823,LR,l2,0,101
20,-0.28395688061702495,0.25324805113839743,0.41187854166791127,0.6651265928063127,0.013173359549889905,0.001576381423728626,LR,l2,0,101
0,-0.049563092945198645,0.11590258058334124,0.3028913321245437,0.4187939127078839,0.0,0.0,LR,l2,0,102
1,-0.05545043470104574,0.11542382174935625,0.29667026240508987,0.41209408415444904,-0.00047875883398498727,-0.0062210697194539704,LR,l2,0,102
2,-0.0568412868759145,0.11555890841845688,0.291528008470173,0.40708691688862897,0.0001350866691006191,-0.005142253934916857,LR,l2,0,102
3,-0.06646204956202545,0.11653175603565184,0.28808167838754223,0.4046134344231923,0.0009728476171949513,-0.003446330082630819,LR,l2,0,102
4,-0.07988049921561084,0.11835136157638289,0.2854615455746163,0.4038129071509989,0.001819605540731047,-0.0026201328129259846,LR,l2,0,102
5,-0.10120896261275608,0.12146649694799352,0.28571804743492135,0.40718454438291346,0.0031151353716106335,0.0002565018603052022,LR,l2,0,102
6,-0.13233921902437318,0.1252835841193702,0.28449601643881,0.40977960055817597,0.003817087171376701,-0.0012220309961113464,LR,l2,0,102
7,-0.16665326802561062,0.13078938518859995,0.2824387671719706,0.4132281523605712,0.005505801069229727,-0.002057249266839429,LR,l2,0,102
8,-0.19708470828213392,0.13784910883816637,0.2845572366049692,0.42240634544313727,0.007059723649566455,0.0021184694329984257,LR,l2,0,102
9,-0.2201375244990499,0.14636529661943368,0.29418609707466215,0.4405513936940951,0.00851618778126728,0.009628860469692958,LR,l2,0,102
10,-0.2369732990789049,0.1560804054580766,0.30841714079066695,0.46449754624874096,0.009715108838642931,0.014231043716005101,LR,l2,0,102
11,-0.249988323625324,0.16673776045960723,0.32458152333624635,0.491319283795854,0.010657355001530635,0.016164382545579278,LR,l2,0,102
12,-0.26062576870956866,0.17841551796682892,0.3435034156211973,0.521918933588021,0.011677757507221706,0.0189218922849511,LR,l2,0,102
13,-0.26556662238918255,0.19101054264052753,0.36593912715615134,0.556949669796676,0.012595024673698545,0.022435711534954005,LR,l2,0,102
14,-0.266315257937251,0.20389344169654589,0.3893465258603737,0.5932399675569189,0.01288289905601837,0.023407398704222333,LR,l2,0,102
15,-0.2629015955789651,0.21656920567461693,0.4105627840002803,0.6271319896748992,0.012675763978071065,0.02121625813990636,LR,l2,0,102
16,-0.2605167657444065,0.22838564556140498,0.42744729699375406,0.6558329425551619,0.011816439886788073,0.016884512993473714,LR,l2,0,102
17,-0.2563200142920543,0.23999542283372907,0.44361678685127237,0.6836122096849968,0.011609777272324085,0.016169489857518312,LR,l2,0,102
18,-0.2528213876376309,0.2514212084496268,0.45743460352195525,0.7088558119715772,0.011425785615897658,0.013817816670683178,LR,l2,0,102
19,-0.25109757391042337,0.262496469522292,0.4682989110698438,0.7307953805921399,0.01107526107266529,0.010864307547888464,LR,l2,0,102
20,-0.245684484130557,0.273498843587876,0.48229658823993965,0.7557954318278144,0.01100237406558402,0.013997677170095675,LR,l2,0,102
0,-0.0018613712005025101,0.11632049903814463,0.28432674032455096,0.4006472393626994,0.0,0.0,LR,l2,0,103
1,-0.008605123146778837,0.11525253521453596,0.2793590012740587,0.39461153648859226,-0.001067963823608689,-0.004967739050492209,LR,l2,0,103
2,-0.023891591131055323,0.11404771569199042,0.27190817935691286,0.38595589504890243,-0.0012048195225455441,-0.007450821917145894,LR,l2,0,103
