step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,1478,769,229,235,1600,599,LR,none,2,101
2,1433,719,217,303,1600,574,LR,none,2,101
3,1446,772,244,220,1600,606,LR,none,2,101
4,1437,743,233,200,1600,606,LR,none,2,101
5,1455,762,269,264,1600,650,LR,none,2,101
6,1452,715,266,267,1600,581,LR,none,2,101
7,1444,767,270,224,1600,644,LR,none,2,101
8,1455,801,284,239,1600,629,LR,none,2,101
9,1465,714,228,246,1600,604,LR,none,2,101
10,1471,759,290,232,1600,682,LR,none,2,101
11,1457,766,280,209,1600,697,LR,none,2,101
12,1479,771,221,206,1600,546,LR,none,2,101
13,1421,775,254,177,1600,643,LR,none,2,101
14,1460,742,276,292,1600,685,LR,none,2,101
15,1453,718,280,348,1600,664,LR,none,2,101
16,1440,769,336,304,1600,696,LR,none,2,101
17,1458,730,296,240,1600,620,LR,none,2,101
18,1475,718,289,239,1600,590,LR,none,2,101
19,1469,798,360,284,1600,628,LR,none,2,101
20,1483,736,307,257,1600,591,LR,none,2,101
1,1387,759,213,209,1600,513,LR,none,2,102
2,1402,679,268,214,1600,664,LR,none,2,102
3,1412,711,257,246,1600,618,LR,none,2,102
4,1393,743,282,143,1600,667,LR,none,2,102
5,1398,767,240,210,1600,566,LR,none,2,102
6,1417,716,260,238,1600,687,LR,none,2,102
7,1402,676,236,314,1600,647,LR,none,2,102
8,1412,762,288,215,1600,682,LR,none,2,102
9,1412,742,270,231,1600,663,LR,none,2,102
10,1423,724,234,235,1600,578,LR,none,2,102
11,1423,724,238,183,1600,621,LR,none,2,102
12,1420,754,255,173,1600,587,LR,none,2,102
13,1437,674,213,224,1600,511,LR,none,2,102
14,1425,711,262,316,1600,624,LR,none,2,102
15,1419,698,347,353,1600,714,LR,none,2,102
16,1411,757,287,195,1600,586,LR,none,2,102
17,1415,776,270,241,1600,598,LR,none,2,102
18,1436,709,296,276,1600,712,LR,none,2,102
19,1407,733,244,162,1600,601,LR,none,2,102
20,1436,705,270,224,1600,652,LR,none,2,102
1,1419,700,241,243,1600,498,LR,none,2,103
2,1417,720,278,203,1600,585,LR,none,2,103
3,1412,746,332,268,1600,626,LR,none,2,103
4,1396,766,296,231,1600,658,LR,none,2,103
5,1393,742,277,256,1600,689,LR,none,2,103
6,1407,757,334,272,1600,705,LR,none,2,103
7,1426,774,266,208,1600,590,LR,none,2,103
8,1428,727,273,305,1600,627,LR,none,2,103
9,1419,815,282,199,1600,599,LR,none,2,103
10,1408,728,292,283,1600,687,LR,none,2,103
11,1406,800,269,175,1600,574,LR,none,2,103
12,1440,710,268,242,1600,685,LR,none,2,103
13,1407,774,286,252,1600,606,LR,none,2,103
14,1412,702,259,278,1600,636,LR,none,2,103
15,1459,723,274,228,1600,621,LR,none,2,103
16,1410,724,286,238,1600,635,LR,none,2,103
17,1427,726,282,248,1600,597,LR,none,2,103
18,1426,730,296,279,1600,618,LR,none,2,103
19,1438,671,335,201,1600,702,LR,none,2,103
20,1417,671,344,334,1600,668,LR,none,2,103
1,1467,801,290,263,1600,555,LR,none,2,104
2,1448,749,297,245,1600,583,LR,none,2,104
3,1449,778,289,232,1600,569,LR,none,2,104
4,1462,777,261,204,1600,514,LR,none,2,104
5,1439,732,260,231,1600,577,LR,none,2,104
6,1451,782,331,190,1600,662,LR,none,2,104
7,1452,735,280,260,1600,598,LR,none,2,104
8,1442,795,281,161,1600,609,LR,none,2,104
9,1438,775,275,150,1600,636,LR,none,2,104
10,1471,789,278,210,1600,625,LR,none,2,104
11,1462,721,211,221,1600,586,LR,none,2,104
12,1459,818,239,176,1600,586,LR,none,2,104
13,1457,770,205,218,1600,604,LR,none,2,104
14,1425,790,213,176,1600,622,LR,none,2,104
15,1453,760,216,227,1600,642,LR,none,2,104
16,1436,828,238,185,1600,609,LR,none,2,104
17,1418,791,218,207,1600,631,LR,none,2,104
18,1442,732,199,257,1600,641,LR,none,2,104
19,1414,787,207,166,1600,627,LR,none,2,104
20,1454,698,189,299,1600,627,LR,none,2,104
1,1395,726,279,269,1600,606,LR,none,2,105
2,1400,755,219,219,1600,479,LR,none,2,105
3,1391,800,298,271,1600,618,LR,none,2,105
4,1379,720,285,299,1600,637,LR,none,2,105
5,1370,746,294,200,1600,678,LR,none,2,105
6,1403,776,274,156,1600,648,LR,none,2,105
7,1417,695,284,293,1600,699,LR,none,2,105
8,1422,722,279,229,1600,680,LR,none,2,105
9,1409,778,282,239,1600,640,LR,none,2,105
10,1404,738,263,208,1600,643,LR,none,2,105
11,1424,668,245,238,1600,659,LR,none,2,105
12,1403,739,285,265,1600,629,LR,none,2,105
13,1397,740,312,316,1600,702,LR,none,2,105
14,1404,755,286,256,1600,586,LR,none,2,105
15,1418,754,327,249,1600,641,LR,none,2,105
16,1395,739,306,273,1600,600,LR,none,2,105
17,1420,697,307,318,1600,652,LR,none,2,105
18,1359,674,300,287,1600,595,LR,none,2,105
