step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,1391,757,196,194,1600,486,LR,none,0,101
2,1346,729,234,224,1600,527,LR,none,0,101
3,1371,774,290,188,1600,652,LR,none,0,101
4,1365,700,237,250,1600,607,LR,none,0,101
5,1375,760,256,204,1600,628,LR,none,0,101
6,1407,813,261,172,1600,568,LR,none,0,101
7,1412,710,275,280,1600,699,LR,none,0,101
8,1388,778,263,213,1600,607,LR,none,0,101
9,1411,698,292,307,1600,733,LR,none,0,101
10,1389,741,255,247,1600,601,LR,none,0,101
11,1406,732,294,200,1600,682,LR,none,0,101
12,1381,721,300,204,1600,704,LR,none,0,101
13,1376,682,298,346,1600,710,LR,none,0,101
14,1406,729,306,245,1600,650,LR,none,0,101
15,1388,739,351,277,1600,734,LR,none,0,101
16,1392,713,323,244,1600,648,LR,none,0,101
17,1391,738,324,233,1600,620,LR,none,0,101
18,1396,687,318,319,1600,621,LR,none,0,101
19,1407,650,331,308,1600,601,LR,none,0,101
20,1380,713,399,278,1600,658,LR,none,0,101
1,1308,727,261,260,1600,537,LR,none,0,102
2,1334,704,280,300,1600,584,LR,none,0,102
3,1378,725,361,362,1600,679,LR,none,0,102
4,1373,729,375,255,1600,687,LR,none,0,102
5,1349,647,333,303,1600,603,LR,none,0,102
6,1393,756,473,272,1600,803,LR,none,0,102
7,1413,682,413,259,1600,671,LR,none,0,102
8,1373,759,409,192,1600,646,LR,none,0,102
9,1410,771,411,275,1600,672,LR,none,0,102
10,1400,710,332,191,1600,605,LR,none,0,102
11,1379,687,363,340,1600,609,LR,none,0,102
12,1407,734,386,239,1600,660,LR,none,0,102
13,1377,794,371,235,1600,636,LR,none,0,102
14,1392,738,309,176,1600,652,LR,none,0,102
15,1371,737,307,239,1600,641,LR,none,0,102
16,1402,745,318,206,1600,643,LR,none,0,102
17,1415,739,285,249,1600,580,LR,none,0,102
18,1376,721,287,187,1600,657,LR,none,0,102
19,1399,740,286,257,1600,593,LR,none,0,102
20,1375,789,309,225,1600,605,LR,none,0,102
1,1387,738,234,224,1600,517,LR,none,0,103
2,1394,715,224,210,1600,554,LR,none,0,103
3,1408,829,289,184,1600,626,LR,none,0,103
4,1400,743,210,177,1600,506,LR,none,0,103
5,1416,769,275,205,1600,609,LR,none,0,103
6,1392,722,298,283,1600,638,LR,none,0,103
7,1397,752,298,240,1600,606,LR,none,0,103
8,1395,767,288,206,1600,614,LR,none,0,103
9,1401,750,278,155,1600,644,LR,none,0,103
10,1392,771,235,173,1600,623,LR,none,0,103
11,1409,761,222,220,1600,620,LR,none,0,103
12,1426,744,218,227,1600,666,LR,none,0,103
13,1373,720,239,280,1600,668,LR,none,0,103
14,1378,679,244,269,1600,698,LR,none,0,103
15,1373,664,275,262,1600,689,LR,none,0,103
16,1405,712,269,251,1600,641,LR,none,0,103
17,1379,691,275,272,1600,671,LR,none,0,103
18,1386,688,260,233,1600,636,LR,none,0,103
19,1408,680,247,266,1600,598,LR,none,0,103
20,1402,692,316,311,1600,712,LR,none,0,103
1,1424,820,192,190,1600,499,LR,none,0,104
2,1431,765,168,192,1600,511,LR,none,0,104
3,1414,681,172,214,1600,572,LR,none,0,104
4,1434,791,238,193,1600,647,LR,none,0,104
5,1419,742,258,278,1600,654,LR,none,0,104
6,1425,750,281,190,1600,628,LR,none,0,104
7,1421,749,278,195,1600,628,LR,none,0,104
8,1427,721,270,166,1600,696,LR,none,0,104
9,1425,698,245,248,1600,661,LR,none,0,104
10,1423,739,268,217,1600,691,LR,none,0,104
11,1395,736,281,250,1600,699,LR,none,0,104
12,1421,740,243,233,1600,651,LR,none,0,104
13,1418,791,228,172,1600,638,LR,none,0,104
14,1413,734,205,194,1600,598,LR,none,0,104
15,1400,736,237,163,1600,658,LR,none,0,104
16,1409,724,250,236,1600,653,LR,none,0,104
17,1407,705,227,221,1600,625,LR,none,0,104
18,1417,677,243,218,1600,679,LR,none,0,104
19,1392,699,226,230,1600,637,LR,none,0,104
20,1398,682,230,249,1600,674,LR,none,0,104
1,1394,721,258,247,1600,563,LR,none,0,105
2,1402,715,267,236,1600,626,LR,none,0,105
3,1406,670,249,230,1600,672,LR,none,0,105
4,1379,797,220,146,1600,553,LR,none,0,105
5,1403,710,238,273,1600,615,LR,none,0,105
6,1395,718,249,266,1600,619,LR,none,0,105
7,1393,729,264,233,1600,619,LR,none,0,105
8,1416,723,295,300,1600,649,LR,none,0,105
9,1392,713,288,244,1600,637,LR,none,0,105
10,1406,728,294,244,1600,623,LR,none,0,105
11,1390,724,267,207,1600,642,LR,none,0,105
