step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,992,526,118,127,1600,489,LR,l2,0,101
2,983,501,198,223,1600,580,LR,l2,0,101
3,962,510,210,228,1600,591,LR,l2,0,101
4,1034,466,251,299,1600,623,LR,l2,0,101
5,1057,551,335,183,1600,653,LR,l2,0,101
6,1105,585,329,125,1600,600,LR,l2,0,101
7,1084,537,317,168,1600,662,LR,l2,0,101
8,1105,568,359,151,1600,689,LR,l2,0,101
9,1098,482,335,188,1600,718,LR,l2,0,101
10,1114,508,341,167,1600,658,LR,l2,0,101
11,1106,498,340,146,1600,632,LR,l2,0,101
12,1115,502,310,109,1600,591,LR,l2,0,101
13,1116,532,331,102,1600,609,LR,l2,0,101
14,1157,519,304,217,1600,571,LR,l2,0,101
15,1120,601,354,105,1600,608,LR,l2,0,101
16,1118,570,327,182,1600,573,LR,l2,0,101
17,1116,560,312,147,1600,595,LR,l2,0,101
18,1085,538,299,131,1600,627,LR,l2,0,101
19,1144,479,256,240,1600,595,LR,l2,0,101
20,1125,522,310,153,1600,634,LR,l2,0,101
1,998,523,214,192,1600,525,LR,l2,0,102
2,1000,516,204,179,1600,642,LR,l2,0,102
3,1004,484,235,198,1600,685,LR,l2,0,102
4,1017,500,230,157,1600,573,LR,l2,0,102
5,1022,427,241,212,1600,587,LR,l2,0,102
6,1066,514,380,226,1600,621,LR,l2,0,102
7,1118,465,271,180,1600,523,LR,l2,0,102
8,1135,576,341,196,1600,621,LR,l2,0,102
9,1157,575,369,164,1600,709,LR,l2,0,102
10,1173,562,325,135,1600,650,LR,l2,0,102
11,1169,540,352,173,1600,693,LR,l2,0,102
12,1175,518,333,198,1600,644,LR,l2,0,102
13,1168,572,364,132,1600,680,LR,l2,0,102
14,1147,562,345,82,1600,660,LR,l2,0,102
15,1119,605,365,77,1600,714,LR,l2,0,102
16,1129,594,345,125,1600,681,LR,l2,0,102
17,1097,581,285,162,1600,625,LR,l2,0,102
18,1092,517,255,163,1600,631,LR,l2,0,102
19,1098,522,249,179,1600,650,LR,l2,0,102
20,1083,531,212,84,1600,581,LR,l2,0,102
1,1023,515,236,226,1600,509,LR,l2,0,103
2,1005,461,217,228,1600,606,LR,l2,0,103
3,1015,540,225,169,1600,542,LR,l2,0,103
4,995,434,143,113,1600,442,LR,l2,0,103
5,1047,551,292,164,1600,663,LR,l2,0,103
6,1039,486,302,212,1600,718,LR,l2,0,103
7,1005,434,258,223,1600,548,LR,l2,0,103
8,1018,450,274,158,1600,606,LR,l2,0,103
9,1015,470,306,170,1600,649,LR,l2,0,103
10,1025,510,353,132,1600,642,LR,l2,0,103
11,1023,494,332,162,1600,635,LR,l2,0,103
12,1034,467,326,106,1600,656,LR,l2,0,103
13,987,463,322,153,1600,665,LR,l2,0,103
14,1032,484,348,208,1600,661,LR,l2,0,103
15,1041,462,360,198,1600,673,LR,l2,0,103
16,1053,498,359,165,1600,672,LR,l2,0,103
17,1086,456,371,265,1600,635,LR,l2,0,103
18,1081,530,408,140,1600,654,LR,l2,0,103
19,1120,505,361,156,1600,588,LR,l2,0,103
20,1117,556,415,196,1600,703,LR,l2,0,103
1,967,428,209,213,1600,503,LR,l2,0,104
2,1003,452,264,191,1600,602,LR,l2,0,104
3,1008,410,250,209,1600,597,LR,l2,0,104
4,1078,521,334,149,1600,693,LR,l2,0,104
5,1020,522,352,141,1600,735,LR,l2,0,104
6,1045,491,318,145,1600,594,LR,l2,0,104
7,1051,493,349,175,1600,659,LR,l2,0,104
8,1089,476,306,166,1600,576,LR,l2,0,104
9,1097,508,349,145,1600,629,LR,l2,0,104
10,1069,569,359,98,1600,685,LR,l2,0,104
11,1089,542,348,132,1600,672,LR,l2,0,104
12,1089,512,294,154,1600,630,LR,l2,0,104
13,1131,573,296,72,1600,652,LR,l2,0,104
14,1105,575,244,121,1600,607,LR,l2,0,104
15,1119,486,213,74,1600,653,LR,l2,0,104
16,1104,529,233,140,1600,754,LR,l2,0,104
17,1110,496,195,195,1600,614,LR,l2,0,104
18,1110,544,197,95,1600,622,LR,l2,0,104
19,1085,434,160,155,1600,618,LR,l2,0,104
20,1069,426,188,190,1600,648,LR,l2,0,104
1,942,414,174,194,1600,458,LR,l2,0,105
2,1002,439,270,276,1600,622,LR,l2,0,105
3,1045,457,308,267,1600,641,LR,l2,0,105
4,1051,577,336,126,1600,614,LR,l2,0,105
5,1073,535,334,204,1600,680,LR,l2,0,105
6,1120,530,334,184,1600,670,LR,l2,0,105
