step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,997,530,123,119,1600,492,SNA,l2,0,101
2,939,522,199,230,1600,562,SNA,l2,0,101
3,955,483,207,197,1600,571,SNA,l2,0,101
4,990,494,247,234,1600,618,SNA,l2,0,101
5,1008,487,269,173,1600,651,SNA,l2,0,101
6,1063,508,208,167,1600,534,SNA,l2,0,101
7,1003,495,301,169,1600,671,SNA,l2,0,101
8,1055,481,271,187,1598,630,SNA,l2,0,101
9,1070,529,353,154,1600,711,SNA,l2,0,101
10,1066,485,300,159,1600,613,SNA,l2,0,101
11,1098,511,347,196,1600,626,SNA,l2,0,101
12,1104,519,352,207,1599,644,SNA,l2,0,101
13,1110,513,341,173,1600,663,SNA,l2,0,101
14,1180,562,345,257,1597,657,SNA,l2,0,101
15,1153,566,360,123,1600,628,SNA,l2,0,101
16,1162,563,353,182,1599,634,SNA,l2,0,101
17,1147,529,328,185,1600,620,SNA,l2,0,101
18,1144,551,334,193,1599,643,SNA,l2,0,101
19,1183,530,320,201,1600,654,SNA,l2,0,101
20,1168,539,288,162,1599,592,SNA,l2,0,101
1,962,513,167,152,1600,510,SNA,l2,0,102
2,1009,514,185,131,1600,628,SNA,l2,0,102
3,1036,524,236,186,1600,620,SNA,l2,0,102
4,1053,600,201,97,1600,568,SNA,l2,0,102
5,1038,519,205,161,1599,596,SNA,l2,0,102
6,1097,531,308,246,1600,655,SNA,l2,0,102
7,1146,575,295,152,1599,609,SNA,l2,0,102
8,1150,535,263,145,1600,596,SNA,l2,0,102
9,1167,559,315,192,1599,669,SNA,l2,0,102
10,1177,557,314,169,1600,679,SNA,l2,0,102
11,1169,527,321,192,1598,641,SNA,l2,0,102
12,1170,492,322,206,1599,626,SNA,l2,0,102
13,1156,520,300,102,1600,578,SNA,l2,0,102
14,1128,501,285,125,1599,603,SNA,l2,0,102
15,1140,557,316,156,1600,638,SNA,l2,0,102
16,1157,587,320,201,1600,651,SNA,l2,0,102
17,1144,575,266,221,1600,582,SNA,l2,0,102
18,1121,492,260,198,1598,667,SNA,l2,0,102
19,1151,525,291,211,1599,647,SNA,l2,0,102
20,1080,476,247,103,1598,664,SNA,l2,0,102
1,1034,569,201,169,1599,519,SNA,l2,0,103
2,1052,511,253,251,1600,591,SNA,l2,0,103
3,1069,564,267,171,1600,590,SNA,l2,0,103
4,1065,508,204,176,1599,455,SNA,l2,0,103
5,1083,589,289,127,1600,683,SNA,l2,0,103
6,1057,527,310,229,1599,713,SNA,l2,0,103
7,1057,495,270,280,1599,536,SNA,l2,0,103
8,1048,487,286,126,1600,588,SNA,l2,0,103
9,1071,489,302,152,1600,599,SNA,l2,0,103
10,1045,491,263,106,1600,509,SNA,l2,0,103
11,1094,535,268,132,1600,538,SNA,l2,0,103
12,1029,493,287,158,1599,665,SNA,l2,0,103
13,1034,452,252,174,1600,615,SNA,l2,0,103
14,1069,529,336,187,1600,683,SNA,l2,0,103
15,1062,502,316,163,1600,679,SNA,l2,0,103
16,1057,523,340,161,1596,700,SNA,l2,0,103
17,1078,484,346,220,1599,687,SNA,l2,0,103
18,1100,515,328,139,1599,656,SNA,l2,0,103
19,1086,484,321,194,1599,656,SNA,l2,0,103
20,1110,503,336,196,1600,696,SNA,l2,0,103
1,949,411,186,182,1598,466,SNA,l2,0,104
2,977,455,205,153,1600,544,SNA,l2,0,104
3,1041,460,229,189,1599,570,SNA,l2,0,104
4,1105,561,314,132,1600,666,SNA,l2,0,104
5,1082,546,341,127,1600,709,SNA,l2,0,104
6,1101,545,322,119,1600,642,SNA,l2,0,104
7,1101,513,293,110,1599,616,SNA,l2,0,104
8,1155,493,294,188,1599,563,SNA,l2,0,104
9,1133,514,313,171,1600,612,SNA,l2,0,104
10,1083,545,333,163,1599,631,SNA,l2,0,104
11,1105,522,340,234,1599,664,SNA,l2,0,104
12,1079,508,337,215,1599,614,SNA,l2,0,104
13,1107,496,315,171,1599,614,SNA,l2,0,104
14,1093,509,281,154,1600,591,SNA,l2,0,104
15,1148,476,312,178,1599,693,SNA,l2,0,104
16,1147,587,307,146,1600,676,SNA,l2,0,104
17,1111,527,223,136,1600,611,SNA,l2,0,104
18,1107,517,217,85,1599,624,SNA,l2,0,104
19,1105,473,209,164,1599,738,SNA,l2,0,104
20,1105,449,224,185,1599,673,SNA,l2,0,104
1,907,503,135,145,1600,466,SNA,l2,0,105
2,986,520,198,215,1599,629,SNA,l2,0,105
3,1013,504,263,218,1600,678,SNA,l2,0,105
4,1058,552,302,183,1600,614,SNA,l2,0,105
5,1100,573,314,213,1600,657,SNA,l2,0,105
6,1149,536,330,247,1600,635,SNA,l2,0,105
7,1162,576,344,195,1600,619,SNA,l2,0,105
