step,mean,within,between,total,within_flow,between_flow,arm,iv,seed,task
0,-0.18435209669612562,0.13593505295739974,0.5676631785612394,0.7035982315186295,0.0,0.0,SNA,l2,0,101
1,-0.17707371561243132,0.13517452307069258,0.564025435399531,0.6991999584702258,-0.0007605298867071139,-0.003637743161708628,SNA,l2,0,101
2,-0.17901547212321514,0.13383238366098424,0.5543891650292267,0.6882215486902108,-0.001342139409708311,-0.00963627037030449,SNA,l2,0,101
3,-0.182754969084212,0.13360879780323334,0.5490802495423074,0.6826890473455426,-0.00022358585775094828,-0.005308915486919126,SNA,l2,0,101
4,-0.19316356152699882,0.13458393118540946,0.5491184478434643,0.6837023790288732,0.0009751333821761166,3.819830115677934e-05,SNA,l2,0,101
5,-0.19993142099354302,0.13696371811576305,0.5517643450130687,0.6887280631288368,0.002379786930353629,0.0026458971696045144,SNA,l2,0,101
6,-0.2007256760722919,0.13995347708632694,0.553208884215547,0.6931623613018629,0.002989758970563823,0.0014445392024777818,SNA,l2,0,101
7,-0.21971562152333177,0.14301906325456987,0.5478760884070143,0.6908951516615847,0.003065586168242963,-0.005332795808532277,SNA,l2,0,101
8,-0.23480272491855736,0.14758482652695012,0.5525317822288477,0.7001166087557944,0.004565763272380269,0.004655693821833069,SNA,l2,0,101
9,-0.2551071762323708,0.1531406578735965,0.5561598160964265,0.7093004739700237,0.005555831346646309,0.003628033867578832,SNA,l2,0,101
10,-0.27722238846558156,0.15992623028714173,0.5604758463566631,0.7204020766438058,0.006785572413545262,0.004316030260237126,SNA,l2,0,101
11,-0.2984398704366663,0.16821229906119087,0.5678856752192128,0.7360979742804108,0.008286068774049188,0.007409828862549319,SNA,l2,0,101
12,-0.31970557221839957,0.1770975831016105,0.5742065202649481,0.7513041033665613,0.008885284040419592,0.006320845045735279,SNA,l2,0,101
13,-0.3361479023185663,0.18688191311551539,0.5834331920424858,0.7703151051579998,0.009784330013904892,0.009226671777537753,SNA,l2,0,101
14,-0.3521970356612955,0.197057598159216,0.5913115301174201,0.7883691282766422,0.010175685043700594,0.007878338074934356,SNA,l2,0,101
15,-0.3616590193468569,0.2071888369932699,0.5991777893820218,0.8063666263752873,0.01013123883405391,0.007866259264601756,SNA,l2,0,101
16,-0.37104362237109273,0.21705128731492784,0.60243434495885,0.8194856322737778,0.009862450321657914,0.0032565555768280996,SNA,l2,0,101
17,-0.3788835190438624,0.22744944183008398,0.6073986917402853,0.8348481335703704,0.010398154515156128,0.004964346781435045,SNA,l2,0,101
18,-0.3858436857370973,0.23839464785659836,0.6165807125583447,0.8549753604149471,0.01094520602651438,0.009182020818059926,SNA,l2,0,101
19,-0.39144925842023426,0.2501119228225371,0.6297771714080376,0.8798890942305736,0.011717274965938775,0.01319645884969294,SNA,l2,0,101
20,-0.39441764811738395,0.26179513048702674,0.6429664010497719,0.9047615315367956,0.01168320766448962,0.013189229641733892,SNA,l2,0,101
0,-0.1774724585816928,0.13678845708463755,0.49828172678861954,0.6350701838732612,0.0,0.0,SNA,l2,0,102
1,-0.18805860422978374,0.13662659393193732,0.48987812486194815,0.6265047187938944,-0.00016186315270028158,-0.008403601926671356,SNA,l2,0,102
2,-0.19408088260881962,0.13694104759074893,0.480684521523502,0.6176255691142534,0.00031445365881159736,-0.009193603338445768,SNA,l2,0,102
3,-0.20702391658762104,0.13801395818953488,0.47227304092583805,0.6102869991153713,0.0010729105987860145,-0.008411480597663987,SNA,l2,0,102
4,-0.21416145840734618,0.1393140010523393,0.46124744860239353,0.6005614496547375,0.0013000428628043542,-0.01102559232344454,SNA,l2,0,102
5,-0.22756452417441064,0.1418034956879262,0.45356821302828165,0.5953717087162097,0.0024894946355868875,-0.007679235574111959,SNA,l2,0,102
6,-0.25052204154585217,0.14544103451192383,0.4494011917114477,0.5948422262233746,0.003637538823997657,-0.004167021316833925,SNA,l2,0,102
7,-0.2749254954489468,0.150609703945132,0.4501771669336322,0.6007868708787634,0.005168669433208195,0.0007759752221842592,SNA,l2,0,102
8,-0.29275412148684476,0.1573033100379983,0.4564901126886883,0.6137934227266827,0.00669360609286632,0.006312945755056312,SNA,l2,0,102
9,-0.3051754100908756,0.16542378322258752,0.4702597520930394,0.6356835353156299,0.0081204731845892,0.013769639404351023,SNA,l2,0,102
10,-0.31400934692300553,0.174507786479735,0.48637330523953404,0.6608810917192742,0.009084003257147482,0.01611355314649464,SNA,l2,0,102
11,-0.32425586680053653,0.1845185896912839,0.5023224876885483,0.6868410773798346,0.010010803211548902,0.015949182449013995,SNA,l2,0,102
12,-0.33850467489650016,0.1952065095447546,0.5181686571158789,0.7133751666606345,0.010687919853470694,0.015846169427330924,SNA,l2,0,102
13,-0.34541676604562854,0.20692184883172224,0.539244519168428,0.7461663680001517,0.011715339286967719,0.021075862052548848,SNA,l2,0,102
14,-0.35106808844639575,0.21875914871285942,0.5593958135105408,0.7781549622234055,0.011837299881137133,0.02015129434211283,SNA,l2,0,102
15,-0.35363890254006597,0.2306187256251523,0.5777002788530625,0.8083190044782185,0.011859576912292858,0.018304465342521812,SNA,l2,0,102
16,-0.3556804475749209,0.24190082180024494,0.5940280157549314,0.8359288375551804,0.011282096175092585,0.016327736901868842,SNA,l2,0,102
17,-0.3564275695947775,0.25343370398711396,0.6109593480876782,0.8643930520747896,0.011532882186869067,0.016931332332747212,SNA,l2,0,102
18,-0.35802696336528067,0.26494643127713013,0.6268572829563301,0.8918037142334554,0.01151272729001616,0.015897934868651712,SNA,l2,0,102
19,-0.36287946550303746,0.2759436775502059,0.6359136270269345,0.9118573045771377,0.010997246273075674,0.009056344070604376,SNA,l2,0,102
20,-0.3630562097355881,0.28679838270711305,0.6473870905309148,0.9341854732380263,0.010854705156907165,0.011473463503980359,SNA,l2,0,102
0,-0.16485534753057718,0.13809062655955961,0.571512640919606,0.7096032674791687,0.0,0.0,SNA,l2,0,103
1,-0.16872775360471082,0.1373434380626638,0.5683285856603956,0.7056720237230563,-0.0007471884968958339,-0.0031840552592106238,SNA,l2,0,103
2,-0.18142330211407573,0.13637656585830835,0.561948786127512,0.6983253519858194,-0.0009668722043554548,-0.006379799532883715,SNA,l2,0,103
3,-0.19086184710467116,0.13595898641959572,0.5585065792203535,0.6944655656399518,-0.00041757943871264435,-0.003442206907158352,SNA,l2,0,103
4,-0.20047091315080612,0.13649636091761125,0.5563082172130751,0.6928045781306876,0.0005373744980155287,-0.002198362007278556,SNA,l2,0,103
5,-0.1973642794857443,0.13796550245643452,0.5616225364365944,0.699588038893036,0.0014691415388233084,0.0053143192235192895,SNA,l2,0,103
6,-0.20206563454307971,0.13997740288257982,0.5668415849591152,0.7068189878416936,0.0020119004261452494,0.0052190485225211344,SNA,l2,0,103
7,-0.2147368728240464,0.14336583060504707,0.5726871802745795,0.716053010879624,0.0033884277224672304,0.005845595315463994,SNA,l2,0,103
8,-0.2226684114863018,0.14782323048031643,0.5764043853304439,0.7242276158107639,0.00445739987526943,0.0037172050558642753,SNA,l2,0,103
9,-0.23153128879536602,0.1536672646242262,0.5787126246287123,0.7323798892529298,0.005844034143909685,0.0023082392982682665,SNA,l2,0,103
10,-0.24363676874056658,0.16074414916644705,0.5789580832702741,0.739702232436724,0.007076884542220842,0.0002454586415621277,SNA,l2,0,103
11,-0.2520915492779011,0.16893386088269513,0.5845153284401617,0.753449189322856,0.008189711716248108,0.005557245169887741,SNA,l2,0,103
12,-0.2585007543975145,0.17891867200592862,0.5974487562550683,0.7763674282610014,0.009984811123233545,0.012933427814906556,SNA,l2,0,103
13,-0.2683639575672602,0.18942770393825392,0.6116682176620154,0.8010959216002804,0.010509031932325243,0.014219461406947442,SNA,l2,0,103
14,-0.27978600149698385,0.2006378405753073,0.6259736299516911,0.8266114705269962,0.011210136637053454,0.014305412289675327,SNA,l2,0,103
15,-0.2909586442052159,0.21224231084740908,0.6398667574561948,0.8521090683035999,0.011604470272101724,0.013893127504503666,SNA,l2,0,103
16,-0.29965856426478493,0.22435009636017575,0.6551427990492337,0.8794928954094154,0.012107785512766665,0.01527604159303863,SNA,l2,0,103
17,-0.3139589908731194,0.2365613845134632,0.6678110413089345,0.9043724258224115,0.012211288153287442,0.012668242259700823,SNA,l2,0,103
18,-0.3241918600095414,0.24872736431434514,0.6829854852456271,0.9317128495599835,0.01216597980088201,0.015174443936692879,SNA,l2,0,103
19,-0.33835555713250715,0.2604984820968848,0.6969524424401895,0.9574509245370696,0.011771117782539635,0.013966957194562264,SNA,l2,0,103
20,-0.35067161318888745,0.2720173297640334,0.7107534804919472,0.9827708102559849,0.011518847667148613,0.01380103805175801,SNA,l2,0,103
0,-0.11306112403834255,0.12375900215367505,0.552112036816035,0.6758710389697071,0.0,0.0,SNA,l2,0,104
1,-0.14281644192209628,0.12320798750655965,0.5327353300099403,0.655943317516504,-0.0005510146471153711,-0.019376706806094747,SNA,l2,0,104
2,-0.17336371734729258,0.12340964891948328,0.5135124064568574,0.6369220553763432,0.00020166141292359905,-0.01922292355308291,SNA,l2,0,104
3,-0.20371015582473484,0.12543481914361065,0.5032794818658841,0.6287143010094937,0.002025170224127386,-0.010232924590973289,SNA,l2,0,104
4,-0.22237239863992556,0.12823005002128693,0.4991134843845659,0.6273435344058556,0.0027952308776762512,-0.00416599748131815,SNA,l2,0,104
5,-0.23571308934092453,0.13211597799989577,0.5022271516486649,0.6343431296485611,0.0038859279786088528,0.003113667264099382,SNA,l2,0,104
6,-0.2478611480427206,0.1370426834153703,0.5086652414166678,0.6457079248320396,0.004926705415474542,0.00643808976800243,SNA,l2,0,104
7,-0.25660610529923517,0.1431791694874301,0.5175906237281586,0.6607697932155925,0.00613648607205981,0.008925382311490707,SNA,l2,0,104
8,-0.26528609218381266,0.15017716576268458,0.527512164143841,0.6776893299065214,0.006997996275254457,0.009921540415682287,SNA,l2,0,104
9,-0.2728782110722183,0.15827772104471946,0.5423083058691942,0.700586026913913,0.00810055528203491,0.014796141725353507,SNA,l2,0,104
10,-0.2767085362222397,0.1662032813454568,0.5565594458952078,0.7227627272406677,0.007925560300737315,0.01425114002601381,SNA,l2,0,104
11,-0.28407621102367236,0.17433907007140392,0.5683182261735449,0.7426572962449458,0.008135788725947127,0.011758780278336548,SNA,l2,0,104
12,-0.2950137440696087,0.18259993730124532,0.5797678778208217,0.7623678151220727,0.008260867229841378,0.011449651647277353,SNA,l2,0,104
13,-0.30187960841835126,0.1909537426574045,0.5921680973088772,0.7831218399662779,0.008353805356159196,0.012400219488055739,SNA,l2,0,104
14,-0.30978233780869596,0.1997841682382247,0.6050529812321549,0.8048371494703694,0.008830425580820256,0.012884883923277283,SNA,l2,0,104
15,-0.31444338065937316,0.20877947823574408,0.6185827010179549,0.8273621792537021,0.008995309997519307,0.01352971978579982,SNA,l2,0,104
16,-0.3168873681144903,0.21783807838834682,0.6288567829229568,0.8466948613113117,0.009058600152602791,0.010274081905002435,SNA,l2,0,104
