arm,iv,seed,step,pos,neg,l2,pre,actual,rounding
SNA,none,0,1,-0.009364585751097545,0.005416679466638101,0.0,0.00023321193020389865,-0.003714695194235673,-8.399801264527413e-10
SNA,none,0,5,-0.08323771810780556,0.05378701710109227,0.0,0.000928437634208999,-0.02852226124946966,2.123034635924916e-09
SNA,none,0,10,-0.1801838712996742,0.1267088512823024,0.0,0.0014536117781953077,-0.052021401393635085,6.845541374781707e-09
SNA,none,0,20,-0.3745830563419182,0.23735081704434827,0.0,0.0019282165013178923,-0.1353040092168643,1.3579387660184695e-08
SNA,none,1,1,-0.0074044470160894256,0.006132115918951168,0.0,-7.58589566521943e-05,-0.0013481900064567433,4.73337082239843e-11
SNA,none,1,5,-0.07320516956793358,0.060655490967140645,0.0,-0.0003072594656661815,-0.012856938321340156,-2.5488103926963704e-10
SNA,none,1,10,-0.1746918302491339,0.13646764897374605,0.0,-0.00048782615216633586,-0.03871200590272789,1.5248262805347284e-09
SNA,none,1,20,-0.3429155488262987,0.2591428516948848,0.0,-0.0006588621983278153,-0.08443155514592192,4.1838197341348935e-09
SNA,none,2,1,-0.009996213835216308,0.005148183706769118,0.0,-4.4134033979281975e-05,-0.0048921639315039995,2.3092247187059669e-10
SNA,none,2,5,-0.08806629772174948,0.05794764027136554,0.0,-0.00019240962573676556,-0.030311065779810714,1.296309988629624e-09
SNA,none,2,10,-0.18984794040942304,0.13717654058136872,0.0,-0.00031566401372147654,-0.05298706015469016,3.6870856471932705e-09
SNA,none,2,20,-0.3746404157738229,0.23851344667661997,0.0,-0.00042869500549017915,-0.1365556542540592,9.84863393372667e-09
SNA,l2,0,1,-0.009276750964545024,0.002141035136510096,1.4001888028496485e-05,7.284809724913278e-05,-0.007048865951970557,-1.0921325840061212e-10
SNA,l2,0,5,-0.06888830702109755,0.02228391754171131,0.000191084837257016,0.0002660651376295288,-0.04614723997122597,-4.66726258668462e-10
SNA,l2,0,10,-0.15475302450933057,0.04140969226401193,0.0006417120803389958,0.00039437946804733644,-0.11230723895926038,1.7376719503845059e-09
SNA,l2,0,20,-0.251562862814761,0.05106392078164198,0.0021637964003488213,0.0004982576537091838,-0.19783687033234673,1.7646714304620104e-08
SNA,l2,1,1,-0.006865897721225637,0.003250515667606486,1.3982739275642655e-05,5.0298803075993345e-05,-0.0035511006929204187,-1.8165290425238716e-10
SNA,l2,1,5,-0.06439325351362407,0.030582850218505646,0.00018714573276109992,0.00019303084528800825,-0.03343022739304359,-6.759742788468444e-10
SNA,l2,1,10,-0.13852442405684245,0.059365698821584226,0.0006168856090747317,0.00029113011108256905,-0.07825070835679568,1.1583052520379576e-09
SNA,l2,1,20,-0.22719474051954838,0.06510012157416452,0.0020214285193017848,0.0003722815350140907,-0.15970089573812593,1.3152941994667284e-08
SNA,l2,2,1,-0.011523018229550732,0.0033687133286607264,1.4791734560449948e-05,0.0003709389698579071,-0.007768574584862024,-3.883903745893443e-10
SNA,l2,2,5,-0.08757182244435009,0.03355168259198214,0.0002002585182184731,0.0014910485330970737,-0.05232883426832444,-1.4672720291880455e-09
SNA,l2,2,10,-0.164958385204102,0.06832611234864804,0.0006685053365316271,0.0023328782746626126,-0.09363088740896747,1.8352922538823152e-09
SNA,l2,2,20,-0.2596999529353857,0.08469692100377804,0.0021853760321268513,0.0030923340513218426,-0.16972530721083043,1.4637328573432925e-08
LR,none,0,1,-0.005141024464715597,0.0035748463918421334,0.0,0.00017554072299064656,-0.0013906359492248735,1.4006579438080518e-09
LR,none,0,5,-0.05604585170374634,0.03844654207072927,0.0,0.0007034829080410641,-0.016895826461639795,2.633362111197497e-10
LR,none,0,10,-0.12585670391263123,0.11455003379277992,0.0,0.0010993902146136719,-0.010207279230130437,6.751072220628424e-10
LR,none,0,20,-0.23470615504529255,0.24434585600544473,0.0,0.001466212935876553,0.011105917630966475,3.734937763477132e-09
LR,none,1,1,-0.004664843205538536,0.002530941786403014,0.0,1.9268409975647205e-06,-0.0021319746166883076,-3.855035083033893e-11
LR,none,1,5,-0.05409626446261215,0.03000376068142366,0.0,7.205459245020444e-06,-0.02408530011195214,-1.7900086710889173e-09
LR,none,1,10,-0.12102878976488464,0.0892758307295056,0.0,7.704112725374488e-06,-0.031745252226743896,2.6959097791833514e-09
LR,none,1,20,-0.22367784857961162,0.21524987541951515,0.0,6.842965658233964e-07,-0.00842728145768295,7.4058476959413785e-09
LR,none,2,1,-0.004360041856968801,0.004691546629403459,0.0,-0.00020427781956825996,0.00012722801665014774,1.063783750525285e-09
LR,none,2,5,-0.05205328875228921,0.0544684504533209,0.0,-0.0008433384823543535,0.0015718232120603426,-6.616991605548236e-12
LR,none,2,10,-0.12670498053947393,0.14607716366996717,0.0,-0.0013463237634320732,0.01802585965481961,2.8775843784814245e-10
LR,none,2,20,-0.23793247209619883,0.2875034237032502,0.0,-0.0018191044574621263,0.04775184568330336,-1.4662858981426092e-09
LR,l2,0,1,-0.010966838148133987,-5.85014697170138e-05,2.262219822845401e-05,-1.0892046074118431e-05,-0.011013610118941863,-6.53245195646734e-10
LR,l2,0,5,-0.08181466123334082,0.0007604890959844035,0.00031394272358679486,-5.487487680161715e-05,-0.08079510632665401,-2.0360827903962796e-09
LR,l2,0,10,-0.16564285164306033,0.0020269090998427455,0.0010693600037653846,-0.00010552870215191468,-0.16265210836913943,2.8724646502826423e-09
LR,l2,0,20,-0.24692516890277322,-0.008677060872406283,0.003616954918890497,-0.00017453690398475224,-0.25215978834360253,2.3416671195102245e-08
LR,l2,1,1,-0.009079864208848628,0.0007495326480552089,1.927974027566153e-05,-7.229793505065252e-05,-0.008383350058803363,-3.0323495451056167e-10
LR,l2,1,5,-0.08659562274314658,0.004889642489120806,0.0002694155481306948,-0.0002991958536084878,-0.08173576298328473,-2.4237811612888643e-09
LR,l2,1,10,-0.17223983736928494,0.005464876193378823,0.0009480807338523961,-0.00047415525481868143,-0.16630103288375908,2.813113348221461e-09
LR,l2,1,20,-0.215867357030029,-0.0006565709359123067,0.003305958641264187,-0.0006474923510137485,-0.21386543823870333,2.3436987523229284e-08
LR,l2,2,1,-0.01165829848042784,0.0002828543676785481,2.4927315730267096e-05,0.0001337256711931164,-0.011216791590147915,-4.6432200545867144e-10
LR,l2,2,5,-0.08778969471403417,0.004665639775773386,0.00034322027588735857,0.0005061363955435668,-0.08227469951489212,-1.2480622616722865e-09
LR,l2,2,10,-0.16674330882427627,0.007502275488061249,0.0011645666535932925,0.0007651745388609735,-0.1573112882676807,3.876080012001844e-09
LR,l2,2,20,-0.25405692660128615,0.000562133301898714,0.003911877864800019,0.0009763731862639594,-0.2486065191078245,2.3140498949609227e-08
