act,reg,lam,seed,task,tensor,ndim,numel,sq_norm,norm,norm0,norm_ratio,cos_w0,dist_w0,pen_l2,pen_l2init,pen_shell,pen_angular,reg_loss
SNA,l2,0.001,0,0,W1,2,78400,33.19778038,5.761751502,5.761751502,1,1,0,0.03319778038,0,0,1.474277606e-17,0.03319778038
SNA,l2,0.001,0,0,b1,1,100,0.0445198491,0.2109972727,0.2109972727,1,1,0,4.45198491e-05,0,0,0,4.45198491e-05
SNA,l2,0.001,0,0,W2,2,10000,33.40909083,5.78005976,5.78005976,1,1,0,0.03340909083,0,0,0,0.03340909083
SNA,l2,0.001,0,0,b2,1,100,0.3121393494,0.5586943256,0.5586943256,1,1,0,0.0003121393494,0,0,0,0.0003121393494
SNA,l2,0.001,0,0,W3,2,1000,3.260951522,1.805810489,1.805810489,1,1,0,0.003260951522,0,0,0,0.003260951522
SNA,l2,0.001,0,0,b3,1,10,0.04022925306,0.2005723138,0.2005723138,1,1,0,4.022925306e-05,0,0,0,4.022925306e-05
SNA,l2,0.001,0,1,W1,2,78400,163.6502579,12.79258605,5.761751502,2.220259941,0.1258998944,13.35246998,0.1636502579,0.1782884545,0.04943263447,0.12885582,0.1636502579
SNA,l2,0.001,0,1,b1,1,100,0.1395881014,0.3736149106,0.2109972727,1.770709667,0.201088464,0.3903890991,0.0001395881014,0.0001524036487,2.644449616e-05,0.0001259591525,0.0001395881014
SNA,l2,0.001,0,1,W2,2,10000,61.33908716,7.831927423,5.78005976,1.354990735,0.4153882988,7.559083615,0.06133908716,0.0571397451,0.004210160907,0.05292958419,0.06133908716
SNA,l2,0.001,0,1,b2,1,100,0.2355174211,0.4853013715,0.5586943256,0.8686348675,0.5042588477,0.5236527492,0.0002355174211,0.0002742122018,5.386525713e-06,0.000268825676,0.0002355174211
SNA,l2,0.001,0,1,W3,2,1000,34.43353266,5.868009259,1.805810489,3.249515547,0.8250801595,4.495390912,0.03443353266,0.02020853946,0.01650145884,0.003707080612,0.03443353266
SNA,l2,0.001,0,1,b3,1,10,0.022091984,0.1486337243,0.2005723138,0.7410480614,0.7516177971,0.1323142591,2.2091984e-05,1.750706316e-05,2.697617078e-06,1.480944608e-05,2.2091984e-05
