E0,E0_kap2_ratio,E0_pred_ratio,E4_D,E4_Dw,E4,E5_match1,E5_match2,E5_d1,E5_d2,E5,E6_D23,E6,E7_Dsn,E7,post_E1_dL,post_E1_monotone,post_E2_dslope,post_E2_dacc1,post_E3_N_ratio,post_rho_ratio,post_spearman_rho_L,post_spearman_N_L,post_spearman_kap2_L,post_spearman_S2_L
NOT_TESTABLE_NO_COHERENCE_CHANGE,0.8681730613085101,0.4472135954999579,0.17499923706054688,-0.03999769687652588,NOT_TESTABLE_NO_DAMAGE,1.7583938537552204,3.9202880818239243,0.47000348567962646,1.245000958442688,NOT_TESTABLE_STEP_NOT_MATCHED,0.28000473976135254,NOT_TESTABLE_NO_DAMAGE,0.10000169277191162,GENERALISES_TO_SNAKE,0.5000025033950806,False,-0.8067569338289499,-0.5800008773803711,0.911987363812381,0.5635829468357886,-1.0,0.42857142857142855,-1.0,0.42857142857142855
