arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
ELU,raw,0,0,0.001,1,none,0.8288833333,1,1,0,0,-47.1820488,13.23711681,-87.55570221,7.382976764e-05,26.11858439,0,0,-2.587153912,6.016906261,-9.650058746,0.3721496165,67.06773179,2.867176294,1.599883914,2.53615737
ELU,raw,0,0,0.001,2,none,0.6066083333,0.8833333254,0.8833333254,0,0,-57.49235916,18.64630127,-142.8254852,9.889373587e-07,21.97939084,0,0,-12.17645264,9.164113045,-54.12509918,0.08417138457,59.57130712,4.062757492,2.288686275,3.649752617
ELU,raw,0,0,0.001,3,none,0.4457625,0.6858333349,0.6858333349,0.01999999955,0,-64.30361176,19.82790565,-186.2880249,4.229733804e-06,20.9198701,0,0,-18.10239601,7.291855335,-83.33454895,0.02790314332,51.14495397,4.454487324,2.798995972,4.00949049
ELU,raw,0,0,0.001,4,none,0.3835,0.5875000358,0.5875000358,0.07999999821,0,-87.74514771,25.8853302,-215.6782837,1.09247587e-07,16.55190055,0,0,-24.08422661,7.410025597,-111.1508713,0.02016056143,38.45444499,6.951693058,3.195662022,4.340443134
ELU,raw,0,0,0.001,5,none,0.1691020833,0.2049999982,0.2049999982,0.2099999934,0,-107.6339188,30.53755188,-249.0246429,1.361244117e-09,6.528852565,0,0,-38.27933121,7.188405991,-197.1157379,0.002534231404,19.61647156,8.464647293,3.443770409,4.202675343
ELU,raw,0,0,0.001,6,none,0.2036208333,0.3008333445,0.3008333445,0.4899999797,0,-119.9191437,33.83916092,-267.8699646,8.376174754e-10,5.975103181,0.009999999776,0,-43.56851196,9.569220543,-242.0333862,0.00264800177,22.91506216,9.88187027,3.44017005,4.264958382
ELU,raw,0,0,0.001,7,none,0.1600583333,0.2166666687,0.2166666687,0.5199999809,0,-119.9381256,34.13759995,-360.1984558,7.905355814e-10,5.2691181,0.03999999911,0,-55.79163361,10.59574604,-316.971344,0.001756985788,18.13962531,10.02252865,3.756874561,4.309308529
ELU,raw,0,0,0.001,8,none,0.1343770833,0.1675000042,0.1675000042,0.6800000072,0,-123.9373474,34.76964569,-360.2850647,6.39467812e-10,3.41490216,0.2099999934,0,-54.60445404,9.129134178,-305.5523987,0.0008333333535,12.65229279,10.08295727,3.756999731,4.283542633
ELU,raw,0,0,0.001,9,none,0.1174895833,0.1491666734,0.1491666734,0.6699999571,0,-123.704483,34.77397919,-360.4753723,6.944966824e-10,2.278035627,0.1299999952,0,-62.04151154,11.24794006,-434.3507385,0.0008333454607,10.67206738,10.08229351,3.854904413,4.292016029
ELU,raw,0,0,0.001,10,none,0.1443479167,0.1658333391,0.1658333391,0.5,0,-124.8267212,34.51868439,-360.4016724,8.212268643e-10,4.093954599,0.1700000018,0,-67.11549377,11.4204483,-350.5687561,0.0008374231984,16.14374919,10.05907059,4.047749519,4.30049181
ELU,raw,0,0,0.001,11,none,0.11688125,0.1433333308,0.1433333308,0.5099999905,0,-124.8099899,34.55288696,-360.5111084,8.199130264e-10,3.165925145,0.1499999911,0,-69.9803772,12.75791931,-403.5248108,0.0008333486621,12.96362399,10.06078243,4.166695595,4.335313797
ELU,raw,0,0,0.001,12,none,0.1232958333,0.1266666651,0.1266666651,0.5,0,-124.5439911,34.54341125,-360.4775696,8.143699048e-10,2.87859621,0.0700000003,0,-74.24420929,16.65702248,-496.2764587,0.0008340559434,13.22568974,10.05095959,4.141580582,4.318852425
ELU,raw,0,0,0.001,13,none,0.1124270833,0.137500003,0.137500003,0.5099999905,0,-124.6078949,34.75252914,-360.4570618,8.259914419e-10,2.118714555,0.2999999821,0,-90.36780548,17.86733437,-586.8913574,1.59902595e-06,9.748050673,10.20451641,4.243238449,4.291437149
ELU,raw,0,0,0.001,14,none,0.1136395833,0.1483333409,0.1483333409,0.5099999905,0,-125.2765121,34.75252914,-360.4555664,8.259922191e-10,2.878244771,0.1299999952,0,-75.112854,14.23755741,-428.3915405,0.0008397438214,11.66939095,10.20451641,4.195068359,4.310894012
ELU,raw,0,0,0.001,15,none,0.1226895833,0.1508333385,0.1508333385,0.4199999869,0,-125.0610809,34.69604111,-360.4393921,8.882459213e-10,2.625323628,0.09999999404,0,-92.30619049,23.53825569,-603.9039917,0.001140541164,12.77871193,10.2025156,4.152727127,4.325908184
ELU,raw,0,0,0.001,16,none,0.117975,0.113333337,0.113333337,0.5600000024,0,-126.1515121,35.40483093,-360.7164612,7.796396306e-10,2.293203309,0.349999994,0,-93.66105652,19.73171043,-597.4998169,3.910146873e-08,10.55132945,10.20503044,4.309560776,4.336519241
ELU,raw,0,0,0.001,17,none,0.10533125,0.1200000048,0.1200000048,0.5099999905,0,-128.3021698,34.81015396,-367.8535461,8.187817091e-10,1.827440422,0.5999999642,0,-111.573204,21.82207489,-784.0299072,2.095088697e-13,6.992936654,10.20082092,4.26393795,4.325387001
ELU,raw,0,0,0.001,18,none,0.113675,0.1200000048,0.1200000048,0.5500000119,0,-126.1279602,35.33337784,-360.8073425,7.73438591e-10,1.735672506,0.4399999976,0,-98.60207367,22.30906868,-640.5490112,4.636788731e-09,8.114700101,10.21284866,4.284004211,4.349647522
ELU,raw,0,0,0.001,19,none,0.1101083333,0.1200000048,0.1200000048,0.5299999714,0,-128.9800873,34.80309677,-360.8434753,8.143637431e-10,1.47038642,0.7099999785,0,-118.5718765,22.81419754,-797.576355,7.237462006e-15,6.27769735,10.21001911,4.30948782,4.340956211
