arm,seed,layer,block,block_name,task_start,task_end,n_task,strict_dead_frac,strict_dead,alive,eff_rank,eff_rank_per_alive,dose,log10_unfit,unfit,eval_loss_exact,log10_mean_unfit
L2_Aall,2,2,4,B04,151,200,50,0.11220000000000001,11.220000000000001,88.780000000000001,23.074865264945959,0.26023294645810779,0.99560294609937183,-2.5720820676160923,0.0032975963366995444,0.0048533897307232758,-2.4818025080224246
L2_Aall,2,2,5,B05,201,250,50,0.19339999999999999,19.34,80.659999999999997,23.25545926259549,0.28852729799170967,1.0697370349669757,-2.5030350789893507,0.0037523700268082059,0.0048269649925848975,-2.425694341754264
L2_Aall,2,2,6,B06,251,300,50,0.24079999999999999,24.079999999999998,75.920000000000002,23.201262615312203,0.30603404369058029,1.0692681107319706,-2.4173767144987024,0.0047581418342667959,0.0048810805367710238,-2.3225626163295789
L2_Aall,2,2,7,B07,301,350,50,0.2422,24.219999999999999,75.780000000000001,23.389600338284705,0.30915669356590014,1.0232605964232269,-2.4818847004331914,0.0042255513365624456,0.0048515498152166122,-2.3741166176479651
L2_Aall,2,2,8,B08,351,400,50,0.26879999999999998,26.879999999999999,73.120000000000005,22.788368046427923,0.31195597193155367,0.98294872609924699,-2.3978261163540813,0.0047671912436725783,0.0059381572171323541,-2.3217374252901362
L2_Aall,2,2,9,B09,401,450,50,0.25359999999999999,25.359999999999999,74.640000000000001,22.954247745188717,0.30783974639462869,1.0669830386030628,-2.3581834247277387,0.0056310400228501258,0.0076099049273254185,-2.2494113858820088
L2_Aall,2,2,10,B10,451,500,50,0.33140000000000003,33.140000000000001,66.859999999999999,22.96735122124586,0.34903388592334084,1.0554896679617394,-2.3133103785806393,0.0058960829181431184,0.0073602160008020704,-2.2294364175101329
L2_Aall,3,1,1,B01,1,50,50,0.0088000000000000005,0.88,99.120000000000005,13.457188034112349,0.13566168818183849,0.29272471390836308,-2.5951949258609113,0.0030784830656160737,0.0062913579219585755,-2.5116632310702975
L2_Aall,3,1,2,B02,51,100,50,0.023599999999999999,2.3599999999999999,97.640000000000001,10.294814518606714,0.105443850771685,0.30306048954049375,-2.5797722917453529,0.0032229779514516637,0.0054500366798731405,-2.4917426655070978
L2_Aall,3,1,3,B03,101,150,50,0.022600000000000002,2.2599999999999998,97.739999999999995,8.8659159679344786,0.090705325504020495,0.28157162009702985,-2.4860452350254141,0.0039114018890137898,0.0058482190919671596,-2.4076675588333494
L2_Aall,3,1,4,B04,151,200,50,0.028399999999999998,2.8399999999999999,97.159999999999997,7.3578924273711275,0.075731729562505151,0.30817447765112527,-2.4866110420811913,0.0039246521596421466,0.0060174577812415562,-2.4061988285600595
L2_Aall,3,1,5,B05,201,250,50,0.020799999999999999,2.0800000000000001,97.920000000000002,6.2961380826516473,0.064298360276035832,0.29547899684841555,-2.4810360894088235,0.0038127055822110203,0.0082915788653873009,-2.4187667297270745
L2_Aall,3,1,6,B06,251,300,50,0.019799999999999998,1.98,98.019999999999996,5.1465016331995308,0.05250503409324405,0.26861457227591051,-2.2954588720457325,0.0070332460901876316,0.012169286099677325,-2.1528441865478123
L2_Aall,3,1,7,B07,301,350,50,0.02,2,98,3.8240820202112666,0.03902124510419655,0.30709930220004877,-2.2156459299960045,0.0076094788203759801,0.011392970982787078,-2.1186450874062879
L2_Aall,3,1,8,B08,351,400,50,0.02,2,98,3.1528183852704315,0.032171616176228844,0.31058689911869608,-2.0473227764558661,0.012900960198074326,0.020005854990134599,-1.8893779646460085
L2_Aall,3,1,9,B09,401,450,50,0.02,2,98,2.7312126604027545,0.027869516942885201,0.30719648876963107,-1.8984732708051992,0.019478895090463508,0.022364647238691727,-1.7104356814268069
L2_Aall,3,1,10,B10,451,500,50,0.022400000000000003,2.2400000000000002,97.760000000000005,2.6572520171960452,0.027181667155155159,0.28616460820592921,-1.9394967984495202,0.024623025349942027,0.030937729529962769,-1.6086585877952182
L2_Aall,3,2,1,B01,1,50,50,0.053800000000000001,5.3799999999999999,94.620000000000005,22.095488238834328,0.23414428971935472,1.0094837958802618,-2.5951949258609113,0.0030784830656160737,0.0062913579219585755,-2.5116632310702975
L2_Aall,3,2,2,B02,51,100,50,0.1522,15.220000000000001,84.780000000000001,22.85189151378367,0.26975523079795016,1.0050200329693564,-2.5797722917453529,0.0032229779514516637,0.0054500366798731405,-2.4917426655070978
L2_Aall,3,2,3,B03,101,150,50,0.20300000000000001,20.300000000000001,79.700000000000003,23.28117785324191,0.29311108076509557,0.94248976754666236,-2.4860452350254141,0.0039114018890137898,0.0058482190919671596,-2.4076675588333494
L2_Aall,3,2,4,B04,151,200,50,0.30659999999999998,30.66,69.340000000000003,23.186916420969087,0.33473256788761385,1.0428090587537102,-2.4866110420811913,0.0039246521596421466,0.0060174577812415562,-2.4061988285600595
L2_Aall,3,2,5,B05,201,250,50,0.34460000000000002,34.460000000000001,65.540000000000006,22.484692476162607,0.34393125629866184,0.96860372249865345,-2.4810360894088235,0.0038127055822110203,0.0082915788653873009,-2.4187667297270745
L2_Aall,3,2,6,B06,251,300,50,0.43439999999999995,43.439999999999998,56.560000000000002,21.404407201280172,0.38118440825644234,0.9250830118649247,-2.2954588720457325,0.0070332460901876316,0.012169286099677325,-2.1528441865478123
L2_Aall,3,2,7,B07,301,350,50,0.62979999999999992,62.979999999999997,37.020000000000003,18.678352215923034,0.50702628554084017,1.0649183950777921,-2.2156459299960045,0.0076094788203759801,0.011392970982787078,-2.1186450874062879
L2_Aall,3,2,8,B08,351,400,50,0.65079999999999993,65.079999999999998,34.920000000000002,18.534037280774438,0.53172058322602933,1.0948680011564289,-2.0473227764558661,0.012900960198074326,0.020005854990134599,-1.8893779646460085
L2_Aall,3,2,9,B09,401,450,50,0.7712,77.120000000000005,22.879999999999999,14.251355926991859,0.6244752343999902,1.0173006907362117,-1.8984732708051992,0.019478895090463508,0.022364647238691727,-1.7104356814268069
L2_Aall,3,2,10,B10,451,500,50,0.72680000000000011,72.680000000000007,27.32,15.591230349890299,0.57326492363302139,1.0067406197058009,-1.9394967984495202,0.024623025349942027,0.030937729529962769,-1.6086585877952182
L2_Aall,4,1,1,B01,1,50,50,0.0206,2.0600000000000001,97.939999999999998,15.457803181435629,0.15775901430263989,0.316860543424484,-2.6874082951210938,0.0024659544847535761,0.0053390719696167323,-2.6080149436376057
L2_Aall,4,1,2,B02,51,100,50,0.026200000000000001,2.6200000000000001,97.379999999999995,9.2492648248643725,0.094978594198756969,0.2961062585661321,-2.578429345887141,0.0033214539629607296,0.008561042059998478,-2.4786717627228616
L2_Aall,4,1,3,B03,101,150,50,0.013600000000000001,1.3600000000000001,98.640000000000001,6.0101757814196359,0.060941639611427671,0.30599571968658362,-2.5284562007184954,0.0039531562539317526,0.010444455790670824,-2.4030560192317361
L2_Aall,4,1,4,B04,151,200,50,0.028999999999999998,2.8999999999999999,97.099999999999994,5.201283732772831,0.053566181265354812,0.30454710095290088,-2.44356786447949,0.0045207810185946959,0.0097947464032153934,-2.3447865291787675
L2_Aall,4,1,5,B05,201,250,50,0.025000000000000001,2.5,97.5,4.6372893381940568,0.047562635162990155,0.31109566943858885,-2.383267746295024,0.0055696601090779764,0.0092077875553586291,-2.2541713070266045
L2_Aall,4,1,6,B06,251,300,50,0.0264,2.6400000000000001,97.359999999999999,4.0610914017369897,0.041706301648386505,0.29907111959674376,-2.3113158300866399,0.0056734344107279575,0.011187482951272079,-2.2461539615509363
L2_Aall,4,1,7,B07,301,350,50,0.024,2.3999999999999999,97.599999999999994,3.7058636875319984,0.037972732304417695,0.29375771156246877,-2.3717260142891572,0.0057450611501968342,0.01308428971591339,-2.2407053443383216
L2_Aall,4,1,8,B08,351,400,50,0.0047999999999999996,0.47999999999999998,99.519999999999996,3.5024220867612907,0.0351981415982607,0.29028524164343478,-2.3189980771775844,0.008114481442036128,0.017969102052826324,-2.0907392286483537
L2_Aall,4,1,9,B09,401,450,50,0,0,100,3.1709643453360599,0.031709643453360553,0.31775324968966867,-2.3412087772106576,0.0067268600129757137,0.015689004826750098,-2.1721876099602428
L2_Aall,4,1,10,B10,451,500,50,0,0,100,2.998478048983531,0.029984780489835265,0.31173476186099597,-2.1958556794555237,0.0095020771556219522,0.016800092383750392,-2.0221814474881858
L2_Aall,4,2,1,B01,1,50,50,0.041000000000000009,4.0999999999999996,95.900000000000006,22.226435612522,0.23205897459993988,1.0388729956787979,-2.6874082951210938,0.0024659544847535761,0.0053390719696167323,-2.6080149436376057
L2_Aall,4,2,2,B02,51,100,50,0.16940000000000002,16.940000000000001,83.060000000000002,22.147711096464196,0.26917209002366688,1.011744746503672,-2.578429345887141,0.0033214539629607296,0.008561042059998478,-2.4786717627228616
L2_Aall,4,2,3,B03,101,150,50,0.30159999999999998,30.16,69.840000000000003,22.518671936920956,0.3230995695878256,1.022611082199181,-2.5284562007184954,0.0039531562539317526,0.010444455790670824,-2.4030560192317361
L2_Aall,4,2,4,B04,151,200,50,0.3256,32.560000000000002,67.439999999999998,23.282678180243764,0.34731440062901486,1.0121091429768028,-2.44356786447949,0.0045207810185946959,0.0097947464032153934,-2.3447865291787675
L2_Aall,4,2,5,B05,201,250,50,0.3528,35.280000000000001,64.719999999999999,22.877891601919277,0.3555331169412812,1.0187591209938964,-2.383267746295024,0.0055696601090779764,0.0092077875553586291,-2.2541713070266045
L2_Aall,4,2,6,B06,251,300,50,0.45579999999999998,45.579999999999998,54.420000000000002,21.247808943817276,0.39124860313059928,0.9527246212141145,-2.3113158300866399,0.0056734344107279575,0.011187482951272079,-2.2461539615509363
L2_Aall,4,2,7,B07,301,350,50,0.48560000000000003,48.560000000000002,51.439999999999998,21.501532418605674,0.42021237963880492,0.98065276229144582,-2.3717260142891572,0.0057450611501968342,0.01308428971591339,-2.2407053443383216
L2_Aall,4,2,8,B08,351,400,50,0.47960000000000003,47.960000000000001,52.039999999999999,21.220070128362607,0.4087813923000484,0.97523004344716957,-2.3189980771775844,0.008114481442036128,0.017969102052826324,-2.0907392286483537
L2_Aall,4,2,9,B09,401,450,50,0.53539999999999999,53.539999999999999,46.460000000000001,21.01839194574006,0.45525193050306956,1.0631111451660697,-2.3412087772106576,0.0067268600129757137,0.015689004826750098,-2.1721876099602428
L2_Aall,4,2,10,B10,451,500,50,0.55759999999999998,55.759999999999998,44.240000000000002,19.163626536149692,0.43384381102523273,1.0478027216914896,-2.1958556794555237,0.0095020771556219522,0.016800092383750392,-2.0221814474881858
L2_Aall,5,1,1,B01,1,50,50,0.01,1,99,14.776908116255528,0.14919822851605061,0.29543205205402123,-2.7284818331870646,0.0022654889487670042,0.0040216928701413482,-2.644838052002215
L2_Aall,5,1,2,B02,51,100,50,0.032599999999999997,3.2599999999999998,96.739999999999995,12.663843705461653,0.13090709106833245,0.28963306857338361,-2.6913979504987857,0.002664062456333638,0.0042357601527241075,-2.574455597773845
L2_Aall,5,1,3,B03,101,150,50,0.023599999999999999,2.3599999999999999,97.640000000000001,10.841280256173093,0.11107598182608752,0.29788958666737836,-2.5517533178103604,0.0032623890186047498,0.005513477164407192,-2.4864642534245016
L2_Aall,5,1,4,B04,151,200,50,0.021400000000000002,2.1400000000000001,97.859999999999999,8.0904234610116674,0.082672707529982306,0.30906131362200784,-2.5526151892577018,0.0034076380435669939,0.007010003220571848,-2.4675465418483671
L2_Aall,5,1,5,B05,201,250,50,0.023,2.2999999999999998,97.700000000000003,6.75500894411201,0.069122742876861612,0.31947555628885294,-2.416098398588181,0.0047013496122426243,0.0066016822450043521,-2.3277774516362308
L2_Aall,5,1,6,B06,251,300,50,0.0246,2.46,97.540000000000006,5.4875168602913229,0.05627078631569378,0.29692471512411062,-2.4561013212735485,0.004195653559374052,0.0085830924320133336,-2.3772003792639209
L2_Aall,5,1,7,B07,301,350,50,0.02,2,98,4.7782353268526556,0.048757503335231121,0.31881692660193811,-2.3866280327119052,0.0053662651534556157,0.010062238055861275,-2.2703278721341467
L2_Aall,5,1,8,B08,351,400,50,0.02,2,98,4.0571961267859118,0.041399960477407217,0.28214842210587665,-2.3049808923643269,0.0091169902217735858,0.016674899442551065,-2.0401485109930952
L2_Aall,5,1,9,B09,401,450,50,0.02,2,98,3.6223516906490949,0.036962772353562136,0.28887758244363604,-2.3081611308694305,0.0060927563980422341,0.0078104832258714899,-2.2151861855881467
L2_Aall,5,1,10,B10,451,500,50,0.020799999999999999,2.0800000000000001,97.920000000000002,3.4439199224003381,0.035170476820935423,0.30125083567223204,-2.2267988990815453,0.0074807896818710881,0.010315214499369341,-2.1260525550263041
L2_Aall,5,2,1,B01,1,50,50,0.024,2.3999999999999999,97.599999999999994,22.489759471762049,0.2304913306813321,0.98465208394753334,-2.7284818331870646,0.0022654889487670042,0.0040216928701413482,-2.644838052002215
L2_Aall,5,2,2,B02,51,100,50,0.095000000000000001,9.5,90.5,23.013605071489689,0.25449519229721995,0.96076892618592225,-2.6913979504987857,0.002664062456333638,0.0042357601527241075,-2.574455597773845
L2_Aall,5,2,3,B03,101,150,50,0.18080000000000002,18.079999999999998,81.920000000000002,22.501501046216173,0.27532353157753231,1.0224410575370455,-2.5517533178103604,0.0032623890186047498,0.005513477164407192,-2.4864642534245016
L2_Aall,5,2,4,B04,151,200,50,0.25980000000000003,25.98,74.019999999999996,22.735325424653769,0.30783869693864457,1.0201705867898654,-2.5526151892577018,0.0034076380435669939,0.007010003220571848,-2.4675465418483671
L2_Aall,5,2,5,B05,201,250,50,0.30599999999999999,30.600000000000001,69.400000000000006,22.387371049636862,0.32498796380636202,1.0930421619734978,-2.416098398588181,0.0047013496122426243,0.0066016822450043521,-2.3277774516362308
L2_Aall,5,2,6,B06,251,300,50,0.38740000000000002,38.740000000000002,61.259999999999998,22.284514824752705,0.3653823664529513,0.99182867163999588,-2.4561013212735485,0.004195653559374052,0.0085830924320133336,-2.3772003792639209
L2_Aall,5,2,7,B07,301,350,50,0.44420000000000004,44.420000000000002,55.579999999999998,21.635452853854108,0.39156155298052053,1.0773356698599477,-2.3866280327119052,0.0053662651534556157,0.010062238055861275,-2.2703278721341467
L2_Aall,5,2,8,B08,351,400,50,0.53300000000000003,53.299999999999997,46.700000000000003,20.212812175788123,0.43583479403463576,0.9778018499986656,-2.3049808923643269,0.0091169902217735858,0.016674899442551065,-2.0401485109930952
L2_Aall,5,2,9,B09,401,450,50,0.4894,48.939999999999998,51.060000000000002,21.962304609560441,0.43145109505591717,0.99639566331681639,-2.3081611308694305,0.0060927563980422341,0.0078104832258714899,-2.2151861855881467
L2_Aall,5,2,10,B10,451,500,50,0.49980000000000002,49.979999999999997,50.020000000000003,21.106371378602102,0.42257638470195702,1.0235334041045259,-2.2267988990815453,0.0074807896818710881,0.010315214499369341,-2.1260525550263041
L2_Aall,6,1,1,B01,1,50,50,0.0054000000000000003,0.54000000000000004,99.459999999999994,15.139751565022086,0.15221074873922405,0.28722446486260572,-2.7079775981386693,0.0023175936661438438,0.0047339107499110543,-2.6349627047056305
L2_Aall,6,1,2,B02,51,100,50,0.011000000000000001,1.1000000000000001,98.900000000000006,13.044767540314787,0.13192193493792617,0.28570510751749945,-2.7142440409280706,0.0022605790682238441,0.0037066757940865543,-2.6457802980555809
L2_Aall,6,1,3,B03,101,150,50,0.0078000000000000005,0.78000000000000003,99.219999999999999,11.289349282958614,0.11380370379041539,0.3036074619424568,-2.5391058486263982,0.0034470191930599998,0.0050154062462087279,-2.4625562984264469
L2_Aall,6,1,4,B04,151,200,50,0.0011999999999999999,0.12,99.879999999999995,8.7656825681127515,0.087763693732829731,0.28586790714352195,-2.5781490329930206,0.0033649814214295783,0.0060457887315969287,-2.4730173292387829
L2_Aall,6,1,5,B05,201,250,50,0,0,100,6.4582276325192458,0.064582276325192409,0.30563070330150766,-2.4340998422198852,0.0044260324516290743,0.0099834074673050555,-2.3539854061539556
L2_Aall,6,1,6,B06,251,300,50,0,0,100,5.4163223882876288,0.054163223882876241,0.31789474013862395,-2.4117916117931117,0.0048365107430104401,0.0085802862100000914,-2.3154678432209428
L2_Aall,6,1,7,B07,301,350,50,0,0,100,4.6524726127511036,0.04652472612751099,0.31378829535184144,-2.206282393174237,0.0091831300678124912,0.013458030738179402,-2.0370092643889599
L2_Aall,6,1,8,B08,351,400,50,0,0,100,3.8826043290231933,0.038826043290231878,0.27332136232915827,-2.3267932406104079,0.005994359200683994,0.010292716733609722,-2.2222572363318336
L2_Aall,6,1,9,B09,401,450,50,0,0,100,3.6484248267221409,0.036484248267221374,0.30559428418867968,-2.3562455987356032,0.0058021484711115378,0.0075821101072581264,-2.2364111622345844
L2_Aall,6,1,10,B10,451,500,50,0,0,100,3.5652389731191447,0.035652389731191399,0.29492575716351938,-2.3898776805354855,0.0050833187392466898,0.009889067136103432,-2.2938526578841487
L2_Aall,6,2,1,B01,1,50,50,0.035000000000000003,3.5,96.5,21.865236779723048,0.2266495726067248,0.96408653276090428,-2.7079775981386693,0.0023175936661438438,0.0047339107499110543,-2.6349627047056305
L2_Aall,6,2,2,B02,51,100,50,0.078600000000000003,7.8600000000000003,92.140000000000001,22.536476100959295,0.24485346061298693,0.93206433258322718,-2.7142440409280706,0.0022605790682238441,0.0037066757940865543,-2.6457802980555809
L2_Aall,6,2,3,B03,101,150,50,0.13739999999999999,13.74,86.260000000000005,23.083214582379156,0.26796292252120157,1.0235303950575898,-2.5391058486263982,0.0034470191930599998,0.0050154062462087279,-2.4625562984264469
L2_Aall,6,2,4,B04,151,200,50,0.20760000000000001,20.760000000000002,79.239999999999995,23.104239722459511,0.29181558928050394,0.96361245218602054,-2.5781490329930206,0.0033649814214295783,0.0060457887315969287,-2.4730173292387829
L2_Aall,6,2,5,B05,201,250,50,0.31940000000000002,31.940000000000001,68.060000000000002,22.547129722738212,0.33192581086022727,1.0837338689245766,-2.4340998422198852,0.0044260324516290743,0.0099834074673050555,-2.3539854061539556
L2_Aall,6,2,6,B06,251,300,50,0.35520000000000002,35.520000000000003,64.480000000000004,22.728781451098008,0.35295507150075323,1.068381853590233,-2.4117916117931117,0.0048365107430104401,0.0085802862100000914,-2.3154678432209428
L2_Aall,6,2,7,B07,301,350,50,0.43880000000000002,43.880000000000003,56.119999999999997,21.89624633826941,0.39602394326501861,1.0577517467201722,-2.206282393174237,0.0091831300678124912,0.013458030738179402,-2.0370092643889599
L2_Aall,6,2,8,B08,351,400,50,0.54079999999999995,54.079999999999998,45.920000000000002,19.417012341260012,0.42485453330360301,0.91692640040291351,-2.3267932406104079,0.005994359200683994,0.010292716733609722,-2.2222572363318336
L2_Aall,6,2,9,B09,401,450,50,0.55059999999999998,55.060000000000002,44.939999999999998,21.15587010825827,0.47193763163300845,1.0673538536078258,-2.3562455987356032,0.0058021484711115378,0.0075821101072581264,-2.2364111622345844
L2_Aall,6,2,10,B10,451,500,50,0.49700000000000005,49.700000000000003,50.299999999999997,20.8967039453924,0.41604258480013206,0.95934609132281556,-2.3898776805354855,0.0050833187392466898,0.009889067136103432,-2.2938526578841487
L2_Aall,7,1,1,B01,1,50,50,0.0126,1.26,98.739999999999995,14.231598638192912,0.1440291801908091,0.29062629989691297,-2.7658263525236397,0.002048659882296416,0.0048262035302119918,-2.6885301370125028
L2_Aall,7,1,2,B02,51,100,50,0.0178,1.78,98.219999999999999,11.263936973810068,0.11470022744116568,0.30196968558162135,-2.5469644086029173,0.0037184464343454683,0.0057817473015832847,-2.4296384703108904
L2_Aall,7,1,3,B03,101,150,50,0.024,2.3999999999999999,97.599999999999994,8.2102256896727184,0.084017470114707477,0.31925668219833464,-2.5859577830879017,0.0029469536023280902,0.0085057054285373138,-2.5306267017515367
L2_Aall,7,1,4,B04,151,200,50,0.035400000000000001,3.54,96.459999999999994,6.3682357720777008,0.06601213628442619,0.29835491299142303,-2.5288603217569814,0.0035965395597004016,0.0069969170367039637,-2.4441151583674765
L2_Aall,7,1,5,B05,201,250,50,0.026200000000000001,2.6200000000000001,97.379999999999995,4.7929083553300877,0.049235936273720152,0.30096763008222327,-2.3140602416437783,0.0058215488438769138,0.015196122695118087,-2.2349614543775873
L2_Aall,7,1,6,B06,251,300,50,0.013000000000000001,1.3,98.700000000000003,3.5310156007842668,0.035782232493545285,0.31405801003917322,-2.2236353228689238,0.0074805045590606743,0.01319263628975738,-2.1260691080412033
L2_Aall,7,1,7,B07,301,350,50,0.014800000000000001,1.48,98.519999999999996,3.3439510363487712,0.033941901454549568,0.28058329933822046,-2.2308744983631681,0.0070505692901209642,0.0092260011583113442,-2.1517758149835897
L2_Aall,7,1,8,B08,351,400,50,0.018600000000000002,1.8600000000000001,98.140000000000001,3.0764474652533056,0.031347970556345549,0.28550717586018326,-2.1733240242318304,0.008221910355428132,0.015913940323605685,-2.085027262699811
L2_Aall,7,1,9,B09,401,450,50,0.014800000000000001,1.48,98.519999999999996,2.9846350195321678,0.030296951043790175,0.3062556952015324,-2.1640117923307161,0.0085917857793131151,0.01267157532085658,-2.0659165598593754
L2_Aall,7,1,10,B10,451,500,50,0.011200000000000002,1.1200000000000001,98.879999999999995,2.8988074594994235,0.02931695437251455,0.31766377266472134,-2.1517089204746109,0.01249110060050888,0.025508205279532254,-1.903399293918149
L2_Aall,7,2,1,B01,1,50,50,0.037200000000000004,3.7200000000000002,96.280000000000001,21.532095154251525,0.22392843166149665,0.9334160349958246,-2.7658263525236397,0.002048659882296416,0.0048262035302119918,-2.6885301370125028
L2_Aall,7,2,2,B02,51,100,50,0.1024,10.24,89.760000000000005,22.559684714010771,0.25146248869448051,1.0259527565851987,-2.5469644086029173,0.0037184464343454683,0.0057817473015832847,-2.4296384703108904
L2_Aall,7,2,3,B03,101,150,50,0.27639999999999998,27.640000000000001,72.359999999999999,22.411569314828409,0.3156140189900607,1.0132232294183676,-2.5859577830879017,0.0029469536023280902,0.0085057054285373138,-2.5306267017515367
L2_Aall,7,2,4,B04,151,200,50,0.35119999999999996,35.119999999999997,64.879999999999995,22.260946752276286,0.34380920044112523,0.98101836697797395,-2.5288603217569814,0.0035965395597004016,0.0069969170367039637,-2.4441151583674765
L2_Aall,7,2,5,B05,201,250,50,0.49020000000000002,49.020000000000003,50.979999999999997,20.174773142854473,0.39970083945913482,1.0668606580716848,-2.3140602416437783,0.0058215488438769138,0.015196122695118087,-2.2349614543775873
L2_Aall,7,2,6,B06,251,300,50,0.58079999999999998,58.079999999999998,41.920000000000002,19.036112110389325,0.45774896042239166,1.0120626914747097,-2.2236353228689238,0.0074805045590606743,0.01319263628975738,-2.1260691080412033
L2_Aall,7,2,7,B07,301,350,50,0.51859999999999995,51.859999999999999,48.140000000000001,20.180755489971808,0.42042916373404149,0.9344842035521268,-2.2308744983631681,0.0070505692901209642,0.0092260011583113442,-2.1517758149835897
L2_Aall,7,2,8,B08,351,400,50,0.54720000000000002,54.719999999999999,45.280000000000001,19.929338920337965,0.44092315827779527,1.001508492550055,-2.1733240242318304,0.008221910355428132,0.015913940323605685,-2.085027262699811
L2_Aall,7,2,9,B09,401,450,50,0.53980000000000006,53.979999999999997,46.020000000000003,20.561444975448694,0.44807020830277672,1.0145408562498175,-2.1640117923307161,0.0085917857793131151,0.01267157532085658,-2.0659165598593754
L2_Aall,7,2,10,B10,451,500,50,0.51560000000000006,51.560000000000002,48.439999999999998,19.916462243636133,0.41166403966160325,0.9707495512140949,-2.1517089204746109,0.01249110060050888,0.025508205279532254,-1.903399293918149
L2_Aall,8,1,1,B01,1,50,50,0.0041999999999999997,0.41999999999999998,99.579999999999998,14.707602183637878,0.14766358922699763,0.29728072052719112,-2.6246822049357665,0.0028790691781381238,0.0041606623234066217,-2.540747899789265
L2_Aall,8,1,2,B02,51,100,50,0.024199999999999999,2.4199999999999999,97.579999999999998,11.911865126266134,0.12190758907005601,0.29483347238978364,-2.5335251077931429,0.0037487735401661119,0.0059552204252213883,-2.4261107941014668
L2_Aall,8,1,3,B03,101,150,50,0.046600000000000003,4.6600000000000001,95.340000000000003,8.7942211628185358,0.092232748438365084,0.32364420454824006,-2.5361929139219668,0.0034381961627993119,0.0048233177491482102,-2.4636693487103494
L2_Aall,8,1,4,B04,151,200,50,0.027999999999999997,2.7999999999999998,97.200000000000003,6.892596362408332,0.070967414673093462,0.31809736671142669,-2.4184508211239151,0.0048999736282311903,0.010925192844100167,-2.3098062573479132
L2_Aall,8,1,5,B05,201,250,50,0.036400000000000002,3.6400000000000001,96.359999999999999,4.4888990536547873,0.04657779609489638,0.30777801993414455,-2.2841633921058087,0.0068579651790165261,0.012924627581576489,-2.1638047243245113
L2_Aall,8,1,6,B06,251,300,50,0.038199999999999998,3.8199999999999998,96.180000000000007,3.9178543298083297,0.040730834493465158,0.29981709452213834,-2.3559697080245368,0.0052764882761330003,0.010597279468929265,-2.2776550224853591
L2_Aall,8,1,7,B07,301,350,50,0.030800000000000001,3.0800000000000001,96.920000000000002,3.4046292495170007,0.0351299997268558,0.29986004805971933,-2.1743458090504424,0.014988207609118483,0.024217613962558903,-1.8242502999076968
L2_Aall,8,1,8,B08,351,400,50,0.0292,2.9199999999999999,97.079999999999998,3.1343711618632506,0.032286980978734545,0.31430618443840158,-2.1892448837293816,0.0102778805807944,0.017250833612069041,-1.988096432710714
L2_Aall,8,1,9,B09,401,450,50,0.026000000000000002,2.6000000000000001,97.400000000000006,2.8656594495262118,0.0294249657752855,0.30141161822085488,-2.1756525226523546,0.011139076592858543,0.018422274943673479,-1.9531508098129131
L2_Aall,8,1,10,B10,451,500,50,0.014800000000000001,1.48,98.519999999999996,2.7959112390620242,0.028382632212995734,0.31544486529754129,-2.1698642130344341,0.008906026617537843,0.013930251033205377,-2.0503160112222525
L2_Aall,8,2,1,B01,1,50,50,0.027000000000000003,2.7000000000000002,97.299999999999997,21.892958240956805,0.22507967042343527,0.98974920509595055,-2.6246822049357665,0.0028790691781381238,0.0041606623234066217,-2.540747899789265
L2_Aall,8,2,2,B02,51,100,50,0.069800000000000001,6.9800000000000004,93.019999999999996,22.240470225962831,0.23931984048073271,0.97068125064228739,-2.5335251077931429,0.0037487735401661119,0.0059552204252213883,-2.4261107941014668
L2_Aall,8,2,3,B03,101,150,50,0.16140000000000002,16.140000000000001,83.859999999999999,22.953289922114859,0.27413257018096338,1.0048304698712274,-2.5361929139219668,0.0034381961627993119,0.0048233177491482102,-2.4636693487103494
L2_Aall,8,2,4,B04,151,200,50,0.24960000000000002,24.960000000000001,75.040000000000006,22.602933349799972,0.30341767763437699,1.0460444693897037,-2.4184508211239151,0.0048999736282311903,0.010925192844100167,-2.3098062573479132
L2_Aall,8,2,5,B05,201,250,50,0.39880000000000004,39.880000000000003,60.119999999999997,21.126131982137871,0.35180167581912258,1.023811434534877,-2.2841633921058087,0.0068579651790165261,0.012924627581576489,-2.1638047243245113
L2_Aall,8,2,6,B06,251,300,50,0.45619999999999999,45.619999999999997,54.380000000000003,21.182699096528669,0.39118467098659176,1.0170509129460026,-2.3559697080245368,0.0052764882761330003,0.010597279468929265,-2.2776550224853591
L2_Aall,8,2,7,B07,301,350,50,0.50900000000000001,50.899999999999999,49.100000000000001,19.900920843381961,0.4063605992341619,1.0144881901055687,-2.1743458090504424,0.014988207609118483,0.024217613962558903,-1.8242502999076968
L2_Aall,8,2,8,B08,351,400,50,0.60240000000000005,60.240000000000002,39.759999999999998,18.882692837140834,0.48045469104754629,1.0833600219153237,-2.1892448837293816,0.0102778805807944,0.017250833612069041,-1.988096432710714
L2_Aall,8,2,9,B09,401,450,50,0.71939999999999993,71.939999999999998,28.059999999999999,15.19052842199714,0.54435729838131175,0.97636370128033023,-2.1756525226523546,0.011139076592858543,0.018422274943673479,-1.9531508098129131
L2_Aall,8,2,10,B10,451,500,50,0.67959999999999998,67.959999999999994,32.039999999999999,16.344180240422403,0.51285887487824888,1.0715457617462425,-2.1698642130344341,0.008906026617537843,0.013930251033205377,-2.0503160112222525
