scope,window,metric,arm,baseline,layer,seed,arm_level,baseline_level,gap
block,B06,strict_dead_frac,L2_A1,L2_none,2,6,0.88900000000000001,0.82099999999999995,0.06800000000000006
block,B06,strict_dead_frac,L2_A1,L2_none,2,7,0.91839999999999999,0.86719999999999997,0.051200000000000023
block,B06,strict_dead_frac,L2_A1,L2_none,2,8,0.84299999999999997,0.7792,0.063799999999999968
block,B06,strict_dead_frac,L2_A1,L2_none,2,9,0.89239999999999997,0.78959999999999997,0.1028
block,B06,strict_dead_frac,L2_Aall,L2_A1,1,0,0.018200000000000001,0.28539999999999999,-0.26719999999999999
block,B06,strict_dead_frac,L2_Aall,L2_A1,1,1,0.080199999999999994,0.2278,-0.14760000000000001
block,B06,strict_dead_frac,L2_Aall,L2_A1,1,2,0.030200000000000001,0.21719999999999998,-0.18699999999999997
block,B06,strict_dead_frac,L2_Aall,L2_A1,1,3,0.019799999999999998,0.24160000000000001,-0.2218
block,B06,strict_dead_frac,L2_Aall,L2_A1,1,4,0.0264,0.35839999999999994,-0.33199999999999996
block,B06,strict_dead_frac,L2_Aall,L2_A1,1,5,0.0246,0.22080000000000002,-0.19620000000000001
block,B06,strict_dead_frac,L2_Aall,L2_A1,1,6,0,0.24780000000000002,-0.24780000000000002
block,B06,strict_dead_frac,L2_Aall,L2_A1,1,7,0.013000000000000001,0.26839999999999997,-0.25539999999999996
block,B06,strict_dead_frac,L2_Aall,L2_A1,1,8,0.038199999999999998,0.32119999999999999,-0.28299999999999997
block,B06,strict_dead_frac,L2_Aall,L2_A1,1,9,0.01,0.28420000000000001,-0.2742
block,B06,strict_dead_frac,L2_Aall,L2_A1,2,0,0.41240000000000004,0.89260000000000006,-0.48020000000000002
block,B06,strict_dead_frac,L2_Aall,L2_A1,2,1,0.49560000000000004,0.87760000000000005,-0.38200000000000001
block,B06,strict_dead_frac,L2_Aall,L2_A1,2,2,0.24079999999999999,0.92320000000000002,-0.68240000000000001
block,B06,strict_dead_frac,L2_Aall,L2_A1,2,3,0.43439999999999995,0.90659999999999996,-0.47220000000000001
block,B06,strict_dead_frac,L2_Aall,L2_A1,2,4,0.45579999999999998,0.8862000000000001,-0.43040000000000012
block,B06,strict_dead_frac,L2_Aall,L2_A1,2,5,0.38740000000000002,0.86140000000000005,-0.47400000000000003
block,B06,strict_dead_frac,L2_Aall,L2_A1,2,6,0.35520000000000002,0.88900000000000001,-0.53380000000000005
block,B06,strict_dead_frac,L2_Aall,L2_A1,2,7,0.58079999999999998,0.91839999999999999,-0.33760000000000001
block,B06,strict_dead_frac,L2_Aall,L2_A1,2,8,0.45619999999999999,0.84299999999999997,-0.38679999999999998
block,B06,strict_dead_frac,L2_Aall,L2_A1,2,9,0.36060000000000003,0.89239999999999997,-0.53179999999999994
block,B06,strict_dead_frac,L2_Aall,L2_none,1,0,0.018200000000000001,0.79519999999999991,-0.77699999999999991
block,B06,strict_dead_frac,L2_Aall,L2_none,1,1,0.080199999999999994,0.79280000000000006,-0.71260000000000012
block,B06,strict_dead_frac,L2_Aall,L2_none,1,2,0.030200000000000001,0.8488,-0.81859999999999999
block,B06,strict_dead_frac,L2_Aall,L2_none,1,3,0.019799999999999998,0.7238,-0.70399999999999996
block,B06,strict_dead_frac,L2_Aall,L2_none,1,4,0.0264,0.72180000000000011,-0.69540000000000013
block,B06,strict_dead_frac,L2_Aall,L2_none,1,5,0.0246,0.72319999999999995,-0.6986
block,B06,strict_dead_frac,L2_Aall,L2_none,1,6,0,0.76439999999999997,-0.76439999999999997
block,B06,strict_dead_frac,L2_Aall,L2_none,1,7,0.013000000000000001,0.82779999999999998,-0.81479999999999997
block,B06,strict_dead_frac,L2_Aall,L2_none,1,8,0.038199999999999998,0.69220000000000004,-0.65400000000000003
block,B06,strict_dead_frac,L2_Aall,L2_none,1,9,0.01,0.7994,-0.78939999999999999
block,B06,strict_dead_frac,L2_Aall,L2_none,2,0,0.41240000000000004,0.8448,-0.43239999999999995
block,B06,strict_dead_frac,L2_Aall,L2_none,2,1,0.49560000000000004,0.85699999999999998,-0.36139999999999994
block,B06,strict_dead_frac,L2_Aall,L2_none,2,2,0.24079999999999999,0.88040000000000007,-0.63960000000000006
block,B06,strict_dead_frac,L2_Aall,L2_none,2,3,0.43439999999999995,0.78180000000000005,-0.3474000000000001
block,B06,strict_dead_frac,L2_Aall,L2_none,2,4,0.45579999999999998,0.86060000000000003,-0.40480000000000005
block,B06,strict_dead_frac,L2_Aall,L2_none,2,5,0.38740000000000002,0.79700000000000004,-0.40960000000000002
block,B06,strict_dead_frac,L2_Aall,L2_none,2,6,0.35520000000000002,0.82099999999999995,-0.46579999999999994
block,B06,strict_dead_frac,L2_Aall,L2_none,2,7,0.58079999999999998,0.86719999999999997,-0.28639999999999999
block,B06,strict_dead_frac,L2_Aall,L2_none,2,8,0.45619999999999999,0.7792,-0.32300000000000001
block,B06,strict_dead_frac,L2_Aall,L2_none,2,9,0.36060000000000003,0.78959999999999997,-0.42899999999999994
block,B07,log10_unfit,L2_A1,L2_none,,0,-2.5648675992165755,-2.3523689523478706,-0.2124986468687049
block,B07,log10_unfit,L2_A1,L2_none,,1,-2.5460690764021336,-3.8043385344618459,1.2582694580597122
block,B07,log10_unfit,L2_A1,L2_none,,2,-2.4026036836016091,-1.5630726103822163,-0.8395310732193928
block,B07,log10_unfit,L2_A1,L2_none,,3,-1.0308311917556556,-3.7625915025043195,2.7317603107486637
block,B07,log10_unfit,L2_A1,L2_none,,4,-2.4119521859500046,-4.1068705125714189,1.6949183266214143
block,B07,log10_unfit,L2_A1,L2_none,,5,-2.4811423499043905,-4.8572601015650561,2.3761177516606655
block,B07,log10_unfit,L2_A1,L2_none,,6,-1.6093697044793063,-1.5320110489957213,-0.077358655483585004
block,B07,log10_unfit,L2_A1,L2_none,,7,-2.2564201428818076,-0.48010784062935613,-1.7763123022524514
block,B07,log10_unfit,L2_A1,L2_none,,8,-2.4613556451184149,-4.5547793225655013,2.0934236774470865
block,B07,log10_unfit,L2_A1,L2_none,,9,-2.1358614074020585,-3.0193667723312778,0.88350536492921927
block,B07,log10_unfit,L2_Aall,L2_A1,,0,-2.2547428189958305,-2.5648675992165755,0.31012478022074497
block,B07,log10_unfit,L2_Aall,L2_A1,,1,-2.1626144335615001,-2.5460690764021336,0.38345464284063357
block,B07,log10_unfit,L2_Aall,L2_A1,,2,-2.4818847004331914,-2.4026036836016091,-0.079281016831582285
block,B07,log10_unfit,L2_Aall,L2_A1,,3,-2.2156459299960045,-1.0308311917556556,-1.1848147382403489
block,B07,log10_unfit,L2_Aall,L2_A1,,4,-2.3717260142891572,-2.4119521859500046,0.04022617166084741
block,B07,log10_unfit,L2_Aall,L2_A1,,5,-2.3866280327119052,-2.4811423499043905,0.094514317192485375
block,B07,log10_unfit,L2_Aall,L2_A1,,6,-2.206282393174237,-1.6093697044793063,-0.59691268869493075
block,B07,log10_unfit,L2_Aall,L2_A1,,7,-2.2308744983631681,-2.2564201428818076,0.025545644518639499
block,B07,log10_unfit,L2_Aall,L2_A1,,8,-2.1743458090504424,-2.4613556451184149,0.28700983606797248
block,B07,log10_unfit,L2_Aall,L2_A1,,9,-2.3273713549052748,-2.1358614074020585,-0.19150994750321626
block,B07,log10_unfit,L2_Aall,L2_none,,0,-2.2547428189958305,-2.3523689523478706,0.097626133352040068
block,B07,log10_unfit,L2_Aall,L2_none,,1,-2.1626144335615001,-3.8043385344618459,1.6417241009003458
block,B07,log10_unfit,L2_Aall,L2_none,,2,-2.4818847004331914,-1.5630726103822163,-0.91881209005097508
block,B07,log10_unfit,L2_Aall,L2_none,,3,-2.2156459299960045,-3.7625915025043195,1.546945572508315
block,B07,log10_unfit,L2_Aall,L2_none,,4,-2.3717260142891572,-4.1068705125714189,1.7351444982822617
block,B07,log10_unfit,L2_Aall,L2_none,,5,-2.3866280327119052,-4.8572601015650561,2.4706320688531509
block,B07,log10_unfit,L2_Aall,L2_none,,6,-2.206282393174237,-1.5320110489957213,-0.67427134417851575
block,B07,log10_unfit,L2_Aall,L2_none,,7,-2.2308744983631681,-0.48010784062935613,-1.7507666577338119
block,B07,log10_unfit,L2_Aall,L2_none,,8,-2.1743458090504424,-4.5547793225655013,2.3804335135150589
block,B07,log10_unfit,L2_Aall,L2_none,,9,-2.3273713549052748,-3.0193667723312778,0.69199541742600301
block,B07,strict_dead_frac,L2_A1,L2_none,1,0,0.3422,0.83340000000000003,-0.49120000000000003
block,B07,strict_dead_frac,L2_A1,L2_none,1,1,0.30840000000000001,0.73299999999999998,-0.42459999999999998
block,B07,strict_dead_frac,L2_A1,L2_none,1,2,0.23300000000000001,0.7278,-0.49480000000000002
block,B07,strict_dead_frac,L2_A1,L2_none,1,3,0.27760000000000001,0.76659999999999995,-0.48899999999999993
block,B07,strict_dead_frac,L2_A1,L2_none,1,4,0.40039999999999998,0.67700000000000005,-0.27660000000000007
block,B07,strict_dead_frac,L2_A1,L2_none,1,5,0.26860000000000001,0.75580000000000003,-0.48720000000000002
block,B07,strict_dead_frac,L2_A1,L2_none,1,6,0.252,0.73519999999999996,-0.48319999999999996
block,B07,strict_dead_frac,L2_A1,L2_none,1,7,0.30299999999999999,0.87959999999999994,-0.5766
block,B07,strict_dead_frac,L2_A1,L2_none,1,8,0.3538,0.74780000000000002,-0.39400000000000002
block,B07,strict_dead_frac,L2_A1,L2_none,1,9,0.33740000000000003,0.83779999999999999,-0.50039999999999996
block,B07,strict_dead_frac,L2_A1,L2_none,2,0,0.872,0.88939999999999997,-0.017399999999999971
block,B07,strict_dead_frac,L2_A1,L2_none,2,1,0.87540000000000007,0.83660000000000001,0.038800000000000057
block,B07,strict_dead_frac,L2_A1,L2_none,2,2,0.92980000000000007,0.90379999999999994,0.026000000000000134
block,B07,strict_dead_frac,L2_A1,L2_none,2,3,0.9486,0.81140000000000001,0.13719999999999999
block,B07,strict_dead_frac,L2_A1,L2_none,2,4,0.88900000000000001,0.8024,0.08660000000000001
block,B07,strict_dead_frac,L2_A1,L2_none,2,5,0.8590000000000001,0.78980000000000006,0.069200000000000039
block,B07,strict_dead_frac,L2_A1,L2_none,2,6,0.89560000000000006,0.85820000000000007,0.037399999999999989
block,B07,strict_dead_frac,L2_A1,L2_none,2,7,0.89300000000000002,0.92799999999999994,-0.03499999999999992
block,B07,strict_dead_frac,L2_A1,L2_none,2,8,0.9022,0.82279999999999998,0.079400000000000026
block,B07,strict_dead_frac,L2_A1,L2_none,2,9,0.90700000000000003,0.83260000000000001,0.074400000000000022
block,B07,strict_dead_frac,L2_Aall,L2_A1,1,0,0.0106,0.3422,-0.33160000000000001
block,B07,strict_dead_frac,L2_Aall,L2_A1,1,1,0.080000000000000002,0.30840000000000001,-0.22839999999999999
block,B07,strict_dead_frac,L2_Aall,L2_A1,1,2,0.030200000000000001,0.23300000000000001,-0.20280000000000001
block,B07,strict_dead_frac,L2_Aall,L2_A1,1,3,0.02,0.27760000000000001,-0.2576
block,B07,strict_dead_frac,L2_Aall,L2_A1,1,4,0.024,0.40039999999999998,-0.37639999999999996
block,B07,strict_dead_frac,L2_Aall,L2_A1,1,5,0.02,0.26860000000000001,-0.24860000000000002
block,B07,strict_dead_frac,L2_Aall,L2_A1,1,6,0,0.252,-0.252
block,B07,strict_dead_frac,L2_Aall,L2_A1,1,7,0.014800000000000001,0.30299999999999999,-0.28820000000000001
block,B07,strict_dead_frac,L2_Aall,L2_A1,1,8,0.030800000000000001,0.3538,-0.32300000000000001
block,B07,strict_dead_frac,L2_Aall,L2_A1,1,9,0.0106,0.33740000000000003,-0.32680000000000003
block,B07,strict_dead_frac,L2_Aall,L2_A1,2,0,0.55420000000000003,0.872,-0.31779999999999997
block,B07,strict_dead_frac,L2_Aall,L2_A1,2,1,0.60140000000000005,0.87540000000000007,-0.27400000000000002
block,B07,strict_dead_frac,L2_Aall,L2_A1,2,2,0.2422,0.92980000000000007,-0.6876000000000001
block,B07,strict_dead_frac,L2_Aall,L2_A1,2,3,0.62979999999999992,0.9486,-0.31880000000000008
block,B07,strict_dead_frac,L2_Aall,L2_A1,2,4,0.48560000000000003,0.88900000000000001,-0.40339999999999998
block,B07,strict_dead_frac,L2_Aall,L2_A1,2,5,0.44420000000000004,0.8590000000000001,-0.41480000000000006
block,B07,strict_dead_frac,L2_Aall,L2_A1,2,6,0.43880000000000002,0.89560000000000006,-0.45680000000000004
block,B07,strict_dead_frac,L2_Aall,L2_A1,2,7,0.51859999999999995,0.89300000000000002,-0.37440000000000007
block,B07,strict_dead_frac,L2_Aall,L2_A1,2,8,0.50900000000000001,0.9022,-0.39319999999999999
block,B07,strict_dead_frac,L2_Aall,L2_A1,2,9,0.41600000000000004,0.90700000000000003,-0.49099999999999999
block,B07,strict_dead_frac,L2_Aall,L2_none,1,0,0.0106,0.83340000000000003,-0.82279999999999998
block,B07,strict_dead_frac,L2_Aall,L2_none,1,1,0.080000000000000002,0.73299999999999998,-0.65300000000000002
block,B07,strict_dead_frac,L2_Aall,L2_none,1,2,0.030200000000000001,0.7278,-0.6976
block,B07,strict_dead_frac,L2_Aall,L2_none,1,3,0.02,0.76659999999999995,-0.74659999999999993
block,B07,strict_dead_frac,L2_Aall,L2_none,1,4,0.024,0.67700000000000005,-0.65300000000000002
block,B07,strict_dead_frac,L2_Aall,L2_none,1,5,0.02,0.75580000000000003,-0.73580000000000001
block,B07,strict_dead_frac,L2_Aall,L2_none,1,6,0,0.73519999999999996,-0.73519999999999996
block,B07,strict_dead_frac,L2_Aall,L2_none,1,7,0.014800000000000001,0.87959999999999994,-0.8647999999999999
block,B07,strict_dead_frac,L2_Aall,L2_none,1,8,0.030800000000000001,0.74780000000000002,-0.71699999999999997
block,B07,strict_dead_frac,L2_Aall,L2_none,1,9,0.0106,0.83779999999999999,-0.82719999999999994
block,B07,strict_dead_frac,L2_Aall,L2_none,2,0,0.55420000000000003,0.88939999999999997,-0.33519999999999994
block,B07,strict_dead_frac,L2_Aall,L2_none,2,1,0.60140000000000005,0.83660000000000001,-0.23519999999999996
block,B07,strict_dead_frac,L2_Aall,L2_none,2,2,0.2422,0.90379999999999994,-0.66159999999999997
block,B07,strict_dead_frac,L2_Aall,L2_none,2,3,0.62979999999999992,0.81140000000000001,-0.18160000000000009
block,B07,strict_dead_frac,L2_Aall,L2_none,2,4,0.48560000000000003,0.8024,-0.31679999999999997
block,B07,strict_dead_frac,L2_Aall,L2_none,2,5,0.44420000000000004,0.78980000000000006,-0.34560000000000002
block,B07,strict_dead_frac,L2_Aall,L2_none,2,6,0.43880000000000002,0.85820000000000007,-0.41940000000000005
block,B07,strict_dead_frac,L2_Aall,L2_none,2,7,0.51859999999999995,0.92799999999999994,-0.40939999999999999
block,B07,strict_dead_frac,L2_Aall,L2_none,2,8,0.50900000000000001,0.82279999999999998,-0.31379999999999997
block,B07,strict_dead_frac,L2_Aall,L2_none,2,9,0.41600000000000004,0.83260000000000001,-0.41659999999999997
block,B08,log10_unfit,L2_A1,L2_none,,0,-2.3575460554250443,-1.012848836078974,-1.3446972193460702
block,B08,log10_unfit,L2_A1,L2_none,,1,-2.5984841836656329,-1.0732756147858495,-1.5252085688797834
block,B08,log10_unfit,L2_A1,L2_none,,2,-2.4841668226354416,-0.5247294196238762,-1.9594374030115653
block,B08,log10_unfit,L2_A1,L2_none,,3,-1.4938495211304967,-1.5173561097473052,0.023506588616808433
block,B08,log10_unfit,L2_A1,L2_none,,4,-2.7115962777678355,-3.699363583826933,0.98776730605909746
block,B08,log10_unfit,L2_A1,L2_none,,5,-2.5713915259259199,-5.7234386516523044,3.1520471257263845
block,B08,log10_unfit,L2_A1,L2_none,,6,-2.0095324085576078,-2.02623788702223,0.016705478464622114
block,B08,log10_unfit,L2_A1,L2_none,,7,-2.4043528987298588,-1.0624123837194661,-1.3419405150103927
block,B08,log10_unfit,L2_A1,L2_none,,8,-2.4256451439962539,-5.1509366409748409,2.7252914969785871
block,B08,log10_unfit,L2_A1,L2_none,,9,-2.4601350109935156,-1.3516343421371575,-1.1085006688563581
block,B08,log10_unfit,L2_Aall,L2_A1,,0,-2.0004137533461059,-2.3575460554250443,0.35713230207893831
block,B08,log10_unfit,L2_Aall,L2_A1,,1,-1.9360778801743594,-2.5984841836656329,0.6624063034912735
block,B08,log10_unfit,L2_Aall,L2_A1,,2,-2.3978261163540813,-2.4841668226354416,0.086340706281360369
block,B08,log10_unfit,L2_Aall,L2_A1,,3,-2.0473227764558661,-1.4938495211304967,-0.5534732553253694
block,B08,log10_unfit,L2_Aall,L2_A1,,4,-2.3189980771775844,-2.7115962777678355,0.39259820059025108
block,B08,log10_unfit,L2_Aall,L2_A1,,5,-2.3049808923643269,-2.5713915259259199,0.266410633561593
block,B08,log10_unfit,L2_Aall,L2_A1,,6,-2.3267932406104079,-2.0095324085576078,-0.31726083205280009
block,B08,log10_unfit,L2_Aall,L2_A1,,7,-2.1733240242318304,-2.4043528987298588,0.23102887449802845
block,B08,log10_unfit,L2_Aall,L2_A1,,8,-2.1892448837293816,-2.4256451439962539,0.23640026026687222
block,B08,log10_unfit,L2_Aall,L2_A1,,9,-2.4499676644898289,-2.4601350109935156,0.010167346503686669
block,B08,log10_unfit,L2_Aall,L2_none,,0,-2.0004137533461059,-1.012848836078974,-0.98756491726713191
block,B08,log10_unfit,L2_Aall,L2_none,,1,-1.9360778801743594,-1.0732756147858495,-0.8628022653885099
block,B08,log10_unfit,L2_Aall,L2_none,,2,-2.3978261163540813,-0.5247294196238762,-1.873096696730205
block,B08,log10_unfit,L2_Aall,L2_none,,3,-2.0473227764558661,-1.5173561097473052,-0.52996666670856096
block,B08,log10_unfit,L2_Aall,L2_none,,4,-2.3189980771775844,-3.699363583826933,1.3803655066493485
block,B08,log10_unfit,L2_Aall,L2_none,,5,-2.3049808923643269,-5.7234386516523044,3.4184577592879775
block,B08,log10_unfit,L2_Aall,L2_none,,6,-2.3267932406104079,-2.02623788702223,-0.30055535358817798
block,B08,log10_unfit,L2_Aall,L2_none,,7,-2.1733240242318304,-1.0624123837194661,-1.1109116405123642
block,B08,log10_unfit,L2_Aall,L2_none,,8,-2.1892448837293816,-5.1509366409748409,2.9616917572454593
block,B08,log10_unfit,L2_Aall,L2_none,,9,-2.4499676644898289,-1.3516343421371575,-1.0983333223526714
block,B08,strict_dead_frac,L2_A1,L2_none,1,0,0.29960000000000003,0.78000000000000003,-0.48039999999999999
block,B08,strict_dead_frac,L2_A1,L2_none,1,1,0.40020000000000006,0.84900000000000009,-0.44880000000000003
block,B08,strict_dead_frac,L2_A1,L2_none,1,2,0.2732,0.60060000000000002,-0.32740000000000002
block,B08,strict_dead_frac,L2_A1,L2_none,1,3,0.27080000000000004,0.8034,-0.53259999999999996
block,B08,strict_dead_frac,L2_A1,L2_none,1,4,0.4304,0.82620000000000005,-0.39580000000000004
block,B08,strict_dead_frac,L2_A1,L2_none,1,5,0.2944,0.82799999999999996,-0.53359999999999996
block,B08,strict_dead_frac,L2_A1,L2_none,1,6,0.27179999999999999,0.71040000000000003,-0.43860000000000005
block,B08,strict_dead_frac,L2_A1,L2_none,1,7,0.36099999999999999,0.69700000000000006,-0.33600000000000008
block,B08,strict_dead_frac,L2_A1,L2_none,1,8,0.3614,0.72140000000000004,-0.36000000000000004
block,B08,strict_dead_frac,L2_A1,L2_none,1,9,0.32299999999999995,0.8044,-0.48140000000000005
block,B08,strict_dead_frac,L2_A1,L2_none,2,0,0.87760000000000005,0.91459999999999997,-0.036999999999999922
block,B08,strict_dead_frac,L2_A1,L2_none,2,1,0.82279999999999998,0.89439999999999997,-0.071599999999999997
block,B08,strict_dead_frac,L2_A1,L2_none,2,2,0.93040000000000012,0.9214,0.009000000000000119
block,B08,strict_dead_frac,L2_A1,L2_none,2,3,0.95519999999999994,0.8667999999999999,0.088400000000000034
block,B08,strict_dead_frac,L2_A1,L2_none,2,4,0.89780000000000004,0.77639999999999998,0.12140000000000006
block,B08,strict_dead_frac,L2_A1,L2_none,2,5,0.89980000000000004,0.80460000000000009,0.095199999999999951
block,B08,strict_dead_frac,L2_A1,L2_none,2,6,0.91039999999999988,0.82040000000000002,0.089999999999999858
block,B08,strict_dead_frac,L2_A1,L2_none,2,7,0.90659999999999996,0.91720000000000002,-0.010600000000000054
block,B08,strict_dead_frac,L2_A1,L2_none,2,8,0.88439999999999996,0.82900000000000007,0.055399999999999894
block,B08,strict_dead_frac,L2_A1,L2_none,2,9,0.9012,0.88500000000000001,0.016199999999999992
block,B08,strict_dead_frac,L2_Aall,L2_A1,1,0,0.01,0.29960000000000003,-0.28960000000000002
block,B08,strict_dead_frac,L2_Aall,L2_A1,1,1,0.071000000000000008,0.40020000000000006,-0.32920000000000005
block,B08,strict_dead_frac,L2_Aall,L2_A1,1,2,0.029999999999999999,0.2732,-0.2432
block,B08,strict_dead_frac,L2_Aall,L2_A1,1,3,0.02,0.27080000000000004,-0.25080000000000002
block,B08,strict_dead_frac,L2_Aall,L2_A1,1,4,0.0047999999999999996,0.4304,-0.42559999999999998
block,B08,strict_dead_frac,L2_Aall,L2_A1,1,5,0.02,0.2944,-0.27439999999999998
block,B08,strict_dead_frac,L2_Aall,L2_A1,1,6,0,0.27179999999999999,-0.27179999999999999
block,B08,strict_dead_frac,L2_Aall,L2_A1,1,7,0.018600000000000002,0.36099999999999999,-0.34239999999999998
block,B08,strict_dead_frac,L2_Aall,L2_A1,1,8,0.0292,0.3614,-0.3322
block,B08,strict_dead_frac,L2_Aall,L2_A1,1,9,0.01,0.32299999999999995,-0.31299999999999994
block,B08,strict_dead_frac,L2_Aall,L2_A1,2,0,0.66299999999999992,0.87760000000000005,-0.21460000000000012
block,B08,strict_dead_frac,L2_Aall,L2_A1,2,1,0.65579999999999994,0.82279999999999998,-0.16700000000000004
block,B08,strict_dead_frac,L2_Aall,L2_A1,2,2,0.26879999999999998,0.93040000000000012,-0.66160000000000019
block,B08,strict_dead_frac,L2_Aall,L2_A1,2,3,0.65079999999999993,0.95519999999999994,-0.3044
block,B08,strict_dead_frac,L2_Aall,L2_A1,2,4,0.47960000000000003,0.89780000000000004,-0.41820000000000002
block,B08,strict_dead_frac,L2_Aall,L2_A1,2,5,0.53300000000000003,0.89980000000000004,-0.36680000000000001
block,B08,strict_dead_frac,L2_Aall,L2_A1,2,6,0.54079999999999995,0.91039999999999988,-0.36959999999999993
block,B08,strict_dead_frac,L2_Aall,L2_A1,2,7,0.54720000000000002,0.90659999999999996,-0.35939999999999994
block,B08,strict_dead_frac,L2_Aall,L2_A1,2,8,0.60240000000000005,0.88439999999999996,-0.28199999999999992
block,B08,strict_dead_frac,L2_Aall,L2_A1,2,9,0.42840000000000006,0.9012,-0.47279999999999994
block,B08,strict_dead_frac,L2_Aall,L2_none,1,0,0.01,0.78000000000000003,-0.77000000000000002
block,B08,strict_dead_frac,L2_Aall,L2_none,1,1,0.071000000000000008,0.84900000000000009,-0.77800000000000002
block,B08,strict_dead_frac,L2_Aall,L2_none,1,2,0.029999999999999999,0.60060000000000002,-0.5706
block,B08,strict_dead_frac,L2_Aall,L2_none,1,3,0.02,0.8034,-0.78339999999999999
block,B08,strict_dead_frac,L2_Aall,L2_none,1,4,0.0047999999999999996,0.82620000000000005,-0.82140000000000002
block,B08,strict_dead_frac,L2_Aall,L2_none,1,5,0.02,0.82799999999999996,-0.80799999999999994
block,B08,strict_dead_frac,L2_Aall,L2_none,1,6,0,0.71040000000000003,-0.71040000000000003
block,B08,strict_dead_frac,L2_Aall,L2_none,1,7,0.018600000000000002,0.69700000000000006,-0.67840000000000011
block,B08,strict_dead_frac,L2_Aall,L2_none,1,8,0.0292,0.72140000000000004,-0.69220000000000004
block,B08,strict_dead_frac,L2_Aall,L2_none,1,9,0.01,0.8044,-0.7944
block,B08,strict_dead_frac,L2_Aall,L2_none,2,0,0.66299999999999992,0.91459999999999997,-0.25160000000000005
block,B08,strict_dead_frac,L2_Aall,L2_none,2,1,0.65579999999999994,0.89439999999999997,-0.23860000000000003
block,B08,strict_dead_frac,L2_Aall,L2_none,2,2,0.26879999999999998,0.9214,-0.65260000000000007
block,B08,strict_dead_frac,L2_Aall,L2_none,2,3,0.65079999999999993,0.8667999999999999,-0.21599999999999997
block,B08,strict_dead_frac,L2_Aall,L2_none,2,4,0.47960000000000003,0.77639999999999998,-0.29679999999999995
block,B08,strict_dead_frac,L2_Aall,L2_none,2,5,0.53300000000000003,0.80460000000000009,-0.27160000000000006
block,B08,strict_dead_frac,L2_Aall,L2_none,2,6,0.54079999999999995,0.82040000000000002,-0.27960000000000007
block,B08,strict_dead_frac,L2_Aall,L2_none,2,7,0.54720000000000002,0.91720000000000002,-0.37
block,B08,strict_dead_frac,L2_Aall,L2_none,2,8,0.60240000000000005,0.82900000000000007,-0.22660000000000002
block,B08,strict_dead_frac,L2_Aall,L2_none,2,9,0.42840000000000006,0.88500000000000001,-0.45659999999999995
block,B09,log10_unfit,L2_A1,L2_none,,0,-2.0945932046341493,-1.546442686773037,-0.54815051786111235
block,B09,log10_unfit,L2_A1,L2_none,,1,-2.458012038232344,-0.56893210344103617,-1.8890799347913079
block,B09,log10_unfit,L2_A1,L2_none,,2,-2.3777234808998644,-2.3962284417056776,0.018504960805813209
block,B09,log10_unfit,L2_A1,L2_none,,3,-1.7482774447146352,-3.1198649408462522,1.371587496131617
block,B09,log10_unfit,L2_A1,L2_none,,4,-2.0337670505078322,-1.9525488028825349,-0.081218247625297391
block,B09,log10_unfit,L2_A1,L2_none,,5,-2.3284421047004362,-2.4476918593277386,0.11924975462730236
block,B09,log10_unfit,L2_A1,L2_none,,6,-2.4777701838142816,-2.6718528158757828,0.19408263206150123
block,B09,log10_unfit,L2_A1,L2_none,,7,-2.3118471435898109,-1.0351880365692556,-1.2766591070205553
block,B09,log10_unfit,L2_A1,L2_none,,8,-2.0104801016564684,-1.4311639536423946,-0.57931614801407383
block,B09,log10_unfit,L2_A1,L2_none,,9,-1.9198534207739761,-2.3804481700211646,0.46059474924718846
block,B09,log10_unfit,L2_Aall,L2_A1,,0,-2.1446638930474635,-2.0945932046341493,-0.050070688413314191
block,B09,log10_unfit,L2_Aall,L2_A1,,1,-2.0591761569768057,-2.458012038232344,0.39883588125553837
block,B09,log10_unfit,L2_Aall,L2_A1,,2,-2.3581834247277387,-2.3777234808998644,0.01954005617212573
block,B09,log10_unfit,L2_Aall,L2_A1,,3,-1.8984732708051992,-1.7482774447146352,-0.15019582609056403
block,B09,log10_unfit,L2_Aall,L2_A1,,4,-2.3412087772106576,-2.0337670505078322,-0.30744172670282532
block,B09,log10_unfit,L2_Aall,L2_A1,,5,-2.3081611308694305,-2.3284421047004362,0.020280973831005689
block,B09,log10_unfit,L2_Aall,L2_A1,,6,-2.3562455987356032,-2.4777701838142816,0.12152458507867836
block,B09,log10_unfit,L2_Aall,L2_A1,,7,-2.1640117923307161,-2.3118471435898109,0.14783535125909486
block,B09,log10_unfit,L2_Aall,L2_A1,,8,-2.1756525226523546,-2.0104801016564684,-0.16517242099588625
block,B09,log10_unfit,L2_Aall,L2_A1,,9,-2.4304220179883194,-1.9198534207739761,-0.51056859721434322
block,B09,log10_unfit,L2_Aall,L2_none,,0,-2.1446638930474635,-1.546442686773037,-0.59822120627442654
block,B09,log10_unfit,L2_Aall,L2_none,,1,-2.0591761569768057,-0.56893210344103617,-1.4902440535357695
block,B09,log10_unfit,L2_Aall,L2_none,,2,-2.3581834247277387,-2.3962284417056776,0.038045016977938939
block,B09,log10_unfit,L2_Aall,L2_none,,3,-1.8984732708051992,-3.1198649408462522,1.221391670041053
block,B09,log10_unfit,L2_Aall,L2_none,,4,-2.3412087772106576,-1.9525488028825349,-0.38865997432812271
block,B09,log10_unfit,L2_Aall,L2_none,,5,-2.3081611308694305,-2.4476918593277386,0.13953072845830805
