task,arm,seed,online_acc,online_loss,train_acc,train_loss,val_acc,val_loss,samples,steps,online_global_acc,train_global_acc,val_global_acc,train_seconds,seconds,online_chunks
1,R,0,0.5311840176582336,1.1340608745155334,0.6492,0.8785602874755859,0.608,1.035314208984375,62500,500,0.5308480262756348,0.6492,0.608,47.435335389047395,49.46411083795829,"[0.41920000314712524, 0.5066399574279785, 0.5500800013542175, 0.575439989566803, 0.6045599579811096]"
2,R,0,0.7714880108833313,0.6053967886676788,0.8592,0.3862280194282532,0.76,0.7586981506347656,62500,500,0.771232008934021,0.8592,0.76,31.241890399018303,32.6588995049824,"[0.6396799683570862, 0.7679199576377869, 0.7994399666786194, 0.8184799551963806, 0.8319199681282043]"
3,R,0,0.7031999826431274,0.717547187871933,0.802,0.49019738464355467,0.74,0.7275415954589843,62500,500,0.7028639912605286,0.802,0.74,31.256965126027353,32.65857334603788,"[0.5722399950027466, 0.6865599751472473, 0.7222399711608887, 0.7587199807167053, 0.7762399911880493]"
4,R,0,0.6935200095176697,0.811469897233963,0.8092,0.5317038307189942,0.712,0.7745643615722656,62500,500,0.6930559873580933,0.8092,0.712,31.2547024069936,32.63760767399799,"[0.5729599595069885, 0.66975998878479, 0.7089599967002869, 0.7391200065612793, 0.7767999768257141]"
5,R,0,0.7119359970092773,0.7582480248374939,0.8308,0.4452310501098633,0.7,0.8313400573730468,62500,500,0.7115039825439453,0.8308,0.7,31.251814977033064,32.64550327998586,"[0.5831999778747559, 0.6864799857139587, 0.7351999878883362, 0.7638399600982666, 0.7909599542617798]"
6,R,0,0.7262399792671204,0.7368654032649994,0.8484,0.41696619033813476,0.68,0.8202914123535157,62500,500,0.7258399724960327,0.8484,0.68,31.232727892987896,32.62043575296411,"[0.6041600108146667, 0.6981599926948547, 0.7457599639892578, 0.7773599624633789, 0.8057599663734436]"
7,R,0,0.8560320138931274,0.37999549206542965,0.9576,0.12214366912841797,0.88,0.3178620147705078,62500,500,0.8556640148162842,0.9576,0.88,31.247610928025097,32.63802712602774,"[0.7395199537277222, 0.8420000076293945, 0.8763200044631958, 0.9060799479484558, 0.9162399768829346]"
8,R,0,0.7656800150871277,0.616672036813736,0.8772,0.3521792022705078,0.752,0.7641310729980468,62500,500,0.7652320265769958,0.8772,0.752,31.228375964972656,32.82285135501297,"[0.6408799886703491, 0.7432000041007996, 0.78711998462677, 0.8131200075149536, 0.8440799713134766]"
9,R,0,0.8473920226097107,0.42180826561546325,0.94,0.16284059619903565,0.812,0.6510184326171875,62500,500,0.8470240235328674,0.94,0.812,31.234834899019916,32.647639909002464,"[0.7299999594688416, 0.8339999914169312, 0.8726399540901184, 0.8898400068283081, 0.9104799628257751]"
10,R,0,0.7320320010185242,0.6848472735900879,0.852,0.3947643814086914,0.608,1.141997314453125,62500,500,0.7315679788589478,0.852,0.608,31.232622940966394,32.64070291898679,"[0.6086399555206299, 0.7073599696159363, 0.7515999674797058, 0.7767199873924255, 0.8158400058746338]"
11,R,0,0.834879994392395,0.45108446899318694,0.9284,0.20236989212036133,0.788,0.611615966796875,62500,500,0.834447979927063,0.9284,0.788,31.235194511013106,32.64221598301083,"[0.7031199932098389, 0.818560004234314, 0.8660799860954285, 0.8814399838447571, 0.9052000045776367]"
12,R,0,0.8505600094795227,0.41006126218700406,0.956,0.13684082775115966,0.848,0.4767507781982422,62500,500,0.8503040075302124,0.956,0.848,31.23824992898153,32.634105178993195,"[0.7268799543380737, 0.8359999656677246, 0.8785600066184998, 0.8961600065231323, 0.9151999950408936]"
13,R,0,0.8746399879455566,0.3384042668266296,0.9456,0.14778176746368407,0.848,0.4991923370361328,62500,500,0.8742240071296692,0.9456,0.848,31.22737059701467,32.61993239703588,"[0.7635200023651123, 0.8670399785041809, 0.8939200043678284, 0.9175199866294861, 0.9311999678611755]"
14,R,0,0.8574079871177673,0.4117443002796173,0.958,0.12206118335723877,0.816,0.6924877014160157,62500,500,0.8570240139961243,0.958,0.816,31.23359212797368,32.54977985803271,"[0.7280799746513367, 0.8452000021934509, 0.8851999640464783, 0.9054399728775024, 0.9231199622154236]"
15,R,0,0.8606079816818237,0.3860132828931808,0.9628,0.12106140365600586,0.804,0.5771299743652344,62500,500,0.8600800037384033,0.9628,0.804,31.247223943995778,32.57304833002854,"[0.7469599843025208, 0.8483200073242188, 0.8832799792289734, 0.9024800062179565, 0.921999990940094]"
16,R,0,0.9031360149383545,0.2801731593008041,0.978,0.07175712757110596,0.864,0.4285312805175781,62500,500,0.9028319716453552,0.978,0.864,31.22481094102841,32.55310034996364,"[0.7930399775505066, 0.8944799900054932, 0.9293599724769592, 0.9434399604797363, 0.9553599953651428]"
17,R,0,0.9414560198783875,0.18182356136798858,0.9868,0.04033008823394776,0.892,0.4092752990722656,62500,500,0.9410240054130554,0.9868,0.892,31.21214678499382,32.535112546000164,"[0.8652799725532532, 0.9435199499130249, 0.9595199823379517, 0.9644799828529358, 0.9744799733161926]"
18,R,0,0.8277279734611511,0.466255729306221,0.9384,0.1675283920288086,0.78,0.683804443359375,62500,500,0.8274080157279968,0.9384,0.78,31.211838600982446,32.73956939205527,"[0.6981599926948547, 0.8123199939727783, 0.8532800078392029, 0.8776800036430359, 0.8971999883651733]"
19,R,0,0.8247359991073608,0.4801593986701965,0.946,0.1468211959838867,0.768,0.7554547119140625,62500,500,0.8244159817695618,0.946,0.768,31.22053968399996,32.54016840597615,"[0.6753599643707275, 0.8036800026893616, 0.8574399948120117, 0.8799200057983398, 0.9072799682617188]"
20,R,0,0.8591200113296509,0.38865096590232845,0.9524,0.13784362750053405,0.78,0.8597255859375,62500,500,0.8585439920425415,0.9524,0.78,31.236031866981648,32.57200121501228,"[0.7255199551582336, 0.8408799767494202, 0.883359968662262, 0.9111199975013733, 0.934719979763031]"
21,R,0,0.8767359852790833,0.33557392487239834,0.9768,0.08232311079502105,0.828,0.5698095397949219,62500,500,0.8763999938964844,0.9768,0.828,31.21646468504332,32.549061145982705,"[0.7490400075912476, 0.8701599836349487, 0.9007200002670288, 0.9251999855041504, 0.9385599493980408]"
22,R,0,0.8758559823036194,0.34873733389043804,0.972,0.0878763964176178,0.852,0.499085205078125,62500,500,0.8755199909210205,0.972,0.852,31.199985473998822,32.53014926199103,"[0.7359199523925781, 0.8700000047683716, 0.906719982624054, 0.9257599711418152, 0.9408800005912781]"
23,R,0,0.9064000248908997,0.27485632156658174,0.9816,0.058409120178222654,0.876,0.39692578125,62500,500,0.906000018119812,0.9816,0.876,31.200616246962454,32.528367910010274,"[0.804639995098114, 0.9021599888801575, 0.9291999936103821, 0.9416799545288086, 0.954319953918457]"
24,R,0,0.8425920009613037,0.42456224652957913,0.9604,0.1356701789021492,0.772,0.6651078491210938,62500,500,0.8421919941902161,0.9604,0.772,31.19332401599968,32.52742144500371,"[0.7251999974250793, 0.8251999616622925, 0.8587200045585632, 0.8935199975967407, 0.910319983959198]"
25,R,0,0.8822720050811768,0.33489977941083904,0.9608,0.11287327890396118,0.844,0.53440087890625,62500,500,0.8818240165710449,0.9608,0.844,31.213010035047773,32.53922126995167,"[0.7505599856376648, 0.8755999803543091, 0.9059999585151672, 0.9339999556541443, 0.9451999664306641]"
26,R,0,0.829039990901947,0.45982306924819943,0.9528,0.13211841259002685,0.772,0.793804931640625,62500,500,0.8287519812583923,0.9528,0.772,31.2047038100427,32.52934929501498,"[0.6855999827384949, 0.7996799945831299, 0.8576799631118774, 0.8856799602508545, 0.9165599942207336]"
27,R,0,0.9104800224304199,0.2594700133459568,0.9844,0.04677532371878624,0.876,0.44527879333496095,62500,500,0.9100639820098877,0.9844,0.876,31.360942929051816,32.686169625027105,"[0.7971199750900269, 0.9058399796485901, 0.9345600008964539, 0.9518399834632874, 0.9630399942398071]"
28,R,0,0.8839520215988159,0.32552259769010544,0.9628,0.10443744778633118,0.872,0.4468533020019531,62500,500,0.8835359811782837,0.9628,0.872,31.195196091022808,32.50088135700207,"[0.7503199577331543, 0.8781599998474121, 0.9091199636459351, 0.9323999881744385, 0.9497599601745605]"
29,R,0,0.8551520109176636,0.3961807046637535,0.9572,0.12355079298019409,0.768,0.86770166015625,62500,500,0.8547999858856201,0.9572,0.768,31.196215177013073,32.52056359796552,"[0.7199999690055847, 0.8382399678230286, 0.8768799901008606, 0.9095999598503113, 0.9310399889945984]"
30,R,0,0.8386880159378052,0.4090750894141197,0.9592,0.12596822779178618,0.724,0.9672103576660156,62500,500,0.8383200168609619,0.9592,0.724,31.198879054980353,32.51972234196728,"[0.6875199675559998, 0.8132799863815308, 0.8634399771690369, 0.9035199880599976, 0.9256799817085266]"
31,R,0,0.8597279787063599,0.37210338201665877,0.9692,0.08700680894851684,0.756,0.8564335021972657,62500,500,0.8597919940948486,0.9692,0.756,31.207165558997076,32.5387412889977,"[0.7055999636650085, 0.835919976234436, 0.8899999856948853, 0.921999990940094, 0.9451199769973755]"
32,R,0,0.8789920210838318,0.30765203438329697,0.964,0.09757057093381882,0.8,0.7085019836425781,62500,500,0.8786879777908325,0.964,0.8,31.187423525960185,32.512075685022864,"[0.7648800015449524, 0.8676799535751343, 0.8987199664115906, 0.9225599765777588, 0.9411199688911438]"
33,R,0,0.9108160138130188,0.24827799020075797,0.9752,0.07663766732215882,0.856,0.5485780944824219,62500,500,0.9104480147361755,0.9752,0.856,31.209670561016537,32.546365953981876,"[0.7875199913978577, 0.9049599766731262, 0.9387199878692627, 0.9555999636650085, 0.9672799706459045]"
34,R,0,0.8127840161323547,0.5143891098814011,0.9012,0.2598975692749023,0.716,1.1765340576171874,62500,500,0.8122079968452454,0.9012,0.716,31.182747593033127,32.51268814498326,"[0.6363199949264526, 0.784559965133667, 0.8471999764442444, 0.8884799480438232, 0.9073599576950073]"
35,R,0,0.8552960157394409,0.3981991451334953,0.9652,0.10176840286254883,0.728,1.0944957275390625,62500,500,0.8547999858856201,0.9652,0.728,31.18581140099559,32.53403488197364,"[0.7059999704360962, 0.8344799876213074, 0.8855199813842773, 0.914639949798584, 0.9358399510383606]"
36,R,0,0.8788800239562988,0.33167467874145506,0.9616,0.1073537804365158,0.772,0.9363379516601562,62500,500,0.8784800171852112,0.9616,0.772,31.349965828994755,32.68388456804678,"[0.7186399698257446, 0.8732799887657166, 0.9111199975013733, 0.9352799654006958, 0.9560799598693848]"
37,R,0,0.8375359773635864,0.4379601026034355,0.9608,0.11147066211700439,0.752,0.9081868286132813,62500,500,0.8371999859809875,0.9608,0.752,31.18300844897749,32.519921394996345,"[0.6632800102233887, 0.8172000050544739, 0.8631999492645264, 0.9143199920654297, 0.9296799898147583]"
38,R,0,0.8897759914398193,0.30944578433704373,0.9852,0.049767002201080324,0.852,0.4804529113769531,62500,500,0.8893439769744873,0.9852,0.852,31.191566360008437,32.53738970699487,"[0.7582399845123291, 0.880079984664917, 0.9177599549293518, 0.9351999759674072, 0.9575999975204468]"
39,R,0,0.8761280179023743,0.3381962639956474,0.9776,0.06354085578918457,0.752,0.9325782165527344,62500,500,0.8757439851760864,0.9776,0.752,31.189369769010227,32.530006288026925,"[0.7215200066566467, 0.8610399961471558, 0.908079981803894, 0.9378399848937988, 0.9521600008010864]"
40,R,0,0.9150239825248718,0.24559960168528555,0.9836,0.04430577230453491,0.872,0.4774336395263672,62500,500,0.914463996887207,0.9836,0.872,31.18740210600663,32.54159764799988,"[0.7969599962234497, 0.9112799763679504, 0.9479199647903442, 0.9521600008010864, 0.9667999744415283]"
