t,branch,seed,cond,status,hit99,hit999,stop_step,bundle_steps,correct_at_stop,stop_observed,min_correct_after_hit,memo_acc,online_acc,tc,parent_ckpt,parent_sha256,reused,stop_snap,end_snap
20,C,0,std,alive,1700,1900,2400,2900,1199,1,1199,1,0.8092672414,602900,results/altlabels_cifar_0923/LR_abab/ckpts/t20.pt,a28ca4bbb11363524d3019ce3015c48dad3ae0c60db71777e4d3f98031bf1fef,0,snap/fork_t20_C_seed0_stop.npz,snap/fork_t20_C_seed0_end.npz
20,C,1,std,alive,1800,2100,2600,2900,1200,1,1200,1,0.7967887931,602900,results/altlabels_cifar_0923/LR_abab/ckpts/t20.pt,a28ca4bbb11363524d3019ce3015c48dad3ae0c60db71777e4d3f98031bf1fef,0,snap/fork_t20_C_seed1_stop.npz,snap/fork_t20_C_seed1_end.npz
20,C,2,std,alive,1900,2400,2900,2900,1200,1,1200,1,0.7870258621,602900,results/altlabels_cifar_0923/LR_abab/ckpts/t20.pt,a28ca4bbb11363524d3019ce3015c48dad3ae0c60db71777e4d3f98031bf1fef,0,snap/fork_t20_C_seed2_stop.npz,snap/fork_t20_C_seed2_end.npz
20,C,3,std,alive,1800,2300,2800,2900,1200,1,1200,1,0.7917887931,602900,results/altlabels_cifar_0923/LR_abab/ckpts/t20.pt,a28ca4bbb11363524d3019ce3015c48dad3ae0c60db71777e4d3f98031bf1fef,0,snap/fork_t20_C_seed3_stop.npz,snap/fork_t20_C_seed3_end.npz
20,C,4,std,alive,2000,2300,2800,2900,1200,1,1200,1,0.7936637931,602900,results/altlabels_cifar_0923/LR_abab/ckpts/t20.pt,a28ca4bbb11363524d3019ce3015c48dad3ae0c60db71777e4d3f98031bf1fef,0,snap/fork_t20_C_seed4_stop.npz,snap/fork_t20_C_seed4_end.npz
20,C,5,std,alive,2000,2200,2700,2900,1200,1,1200,1,0.7915732759,602900,results/altlabels_cifar_0923/LR_abab/ckpts/t20.pt,a28ca4bbb11363524d3019ce3015c48dad3ae0c60db71777e4d3f98031bf1fef,0,snap/fork_t20_C_seed5_stop.npz,snap/fork_t20_C_seed5_end.npz
20,C,6,std,alive,1800,1900,2400,2900,1200,1,1200,1,0.8008405172,602900,results/altlabels_cifar_0923/LR_abab/ckpts/t20.pt,a28ca4bbb11363524d3019ce3015c48dad3ae0c60db71777e4d3f98031bf1fef,0,snap/fork_t20_C_seed6_stop.npz,snap/fork_t20_C_seed6_end.npz
20,C,7,std,alive,1700,2200,2700,2900,1200,1,1198,1,0.7939655172,602900,results/altlabels_cifar_0923/LR_abab/ckpts/t20.pt,a28ca4bbb11363524d3019ce3015c48dad3ae0c60db71777e4d3f98031bf1fef,0,snap/fork_t20_C_seed7_stop.npz,snap/fork_t20_C_seed7_end.npz
20,C,8,std,alive,1800,2100,2600,2900,1200,1,1199,1,0.784137931,602900,results/altlabels_cifar_0923/LR_abab/ckpts/t20.pt,a28ca4bbb11363524d3019ce3015c48dad3ae0c60db71777e4d3f98031bf1fef,0,snap/fork_t20_C_seed8_stop.npz,snap/fork_t20_C_seed8_end.npz
20,C,9,std,alive,1800,2000,2500,2900,1200,1,1200,1,0.7885560345,602900,results/altlabels_cifar_0923/LR_abab/ckpts/t20.pt,a28ca4bbb11363524d3019ce3015c48dad3ae0c60db71777e4d3f98031bf1fef,0,snap/fork_t20_C_seed9_stop.npz,snap/fork_t20_C_seed9_end.npz
30,A,0,std,alive,300,300,800,900,1200,1,1200,1,0.9322916667,900900,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_A_seed0_stop.npz,snap/fork_t30_A_seed0_end.npz
30,A,1,std,alive,300,400,900,900,1200,1,1200,1,0.9281944444,900900,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_A_seed1_stop.npz,snap/fork_t30_A_seed1_end.npz
30,A,2,std,alive,300,400,900,900,1200,1,1200,1,0.93,900900,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_A_seed2_stop.npz,snap/fork_t30_A_seed2_end.npz
30,A,3,std,alive,300,400,900,900,1200,1,1200,1,0.9350694444,900900,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_A_seed3_stop.npz,snap/fork_t30_A_seed3_end.npz
30,A,4,std,alive,300,300,800,900,1200,1,1200,1,0.9275694444,900900,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_A_seed4_stop.npz,snap/fork_t30_A_seed4_end.npz
30,A,5,std,alive,300,400,900,900,1200,1,1200,1,0.9304166667,900900,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_A_seed5_stop.npz,snap/fork_t30_A_seed5_end.npz
30,A,6,std,alive,300,400,900,900,1200,1,1200,1,0.934375,900900,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_A_seed6_stop.npz,snap/fork_t30_A_seed6_end.npz
30,A,7,std,alive,300,300,800,900,1200,1,1200,1,0.928125,900900,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_A_seed7_stop.npz,snap/fork_t30_A_seed7_end.npz
30,A,8,std,alive,300,400,900,900,1200,1,1200,1,0.9295138889,900900,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_A_seed8_stop.npz,snap/fork_t30_A_seed8_end.npz
30,A,9,std,alive,300,400,900,900,1200,1,1200,1,0.9330555556,900900,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_A_seed9_stop.npz,snap/fork_t30_A_seed9_end.npz
30,B,0,std,alive,100,100,600,600,1200,1,1200,1,1,900600,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_B_seed0_stop.npz,snap/fork_t30_B_seed0_end.npz
30,B,1,std,alive,100,100,600,600,1200,1,1200,1,1,900600,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_B_seed1_stop.npz,snap/fork_t30_B_seed1_end.npz
30,B,2,std,alive,100,100,600,600,1200,1,1200,1,1,900600,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_B_seed2_stop.npz,snap/fork_t30_B_seed2_end.npz
30,B,3,std,alive,100,100,600,600,1200,1,1200,1,1,900600,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_B_seed3_stop.npz,snap/fork_t30_B_seed3_end.npz
30,B,4,std,alive,100,100,600,600,1200,1,1200,1,1,900600,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_B_seed4_stop.npz,snap/fork_t30_B_seed4_end.npz
30,B,5,std,alive,100,100,600,600,1200,1,1200,1,1,900600,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_B_seed5_stop.npz,snap/fork_t30_B_seed5_end.npz
30,B,6,std,alive,100,100,600,600,1200,1,1200,1,1,900600,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_B_seed6_stop.npz,snap/fork_t30_B_seed6_end.npz
30,B,7,std,alive,100,100,600,600,1200,1,1200,1,1,900600,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_B_seed7_stop.npz,snap/fork_t30_B_seed7_end.npz
30,B,8,std,alive,100,100,600,600,1200,1,1200,1,1,900600,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_B_seed8_stop.npz,snap/fork_t30_B_seed8_end.npz
30,B,9,std,alive,100,100,600,600,1200,1,1200,1,1,900600,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_B_seed9_stop.npz,snap/fork_t30_B_seed9_end.npz
30,C,0,std,alive,1800,2300,2800,4000,1200,1,1199,1,0.850296875,904000,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_C_seed0_stop.npz,snap/fork_t30_C_seed0_end.npz
30,C,1,std,alive,2200,2800,3300,4000,1200,1,1200,1,0.819125,904000,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_C_seed1_stop.npz,snap/fork_t30_C_seed1_end.npz
30,C,2,std,alive,1800,2000,2500,4000,1200,1,1200,1,0.85234375,904000,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_C_seed2_stop.npz,snap/fork_t30_C_seed2_end.npz
30,C,3,std,alive,2100,3500,4000,4000,1200,1,1200,1,0.8234375,904000,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_C_seed3_stop.npz,snap/fork_t30_C_seed3_end.npz
30,C,4,std,alive,1700,1900,2400,4000,1200,1,1200,1,0.854328125,904000,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_C_seed4_stop.npz,snap/fork_t30_C_seed4_end.npz
30,C,5,std,alive,1900,2200,2700,4000,1200,1,1200,1,0.848703125,904000,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_C_seed5_stop.npz,snap/fork_t30_C_seed5_end.npz
30,C,6,std,alive,2000,2300,2800,4000,1200,1,1200,1,0.843203125,904000,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_C_seed6_stop.npz,snap/fork_t30_C_seed6_end.npz
30,C,7,std,alive,1800,2400,2900,4000,1200,1,1200,1,0.847125,904000,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_C_seed7_stop.npz,snap/fork_t30_C_seed7_end.npz
30,C,8,std,alive,1800,2200,2700,4000,1200,1,1200,1,0.848265625,904000,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_C_seed8_stop.npz,snap/fork_t30_C_seed8_end.npz
30,C,9,std,alive,1900,2400,2900,4000,1200,1,1199,1,0.841296875,904000,results/altlabels_cifar_0923/LR_abab/ckpts/t30.pt,099c86ec308e6da8e6ec99dc04391cd59b18b95b176b8bac119f2daf3658364c,0,snap/fork_t30_C_seed9_stop.npz,snap/fork_t30_C_seed9_end.npz
40,A,0,std,alive,300,400,900,900,1200,1,1200,1,0.9290972222,1200900,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_A_seed0_stop.npz,snap/fork_t40_A_seed0_end.npz
40,A,1,std,alive,300,400,900,900,1200,1,1200,1,0.9363194444,1200900,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_A_seed1_stop.npz,snap/fork_t40_A_seed1_end.npz
40,A,2,std,alive,300,300,800,900,1200,1,1200,1,0.9361111111,1200900,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_A_seed2_stop.npz,snap/fork_t40_A_seed2_end.npz
40,A,3,std,alive,300,300,800,900,1200,1,1193,1,0.9375694444,1200900,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_A_seed3_stop.npz,snap/fork_t40_A_seed3_end.npz
40,A,4,std,alive,300,400,900,900,1200,1,1200,1,0.9372222222,1200900,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_A_seed4_stop.npz,snap/fork_t40_A_seed4_end.npz
40,A,5,std,alive,300,300,800,900,1200,1,1200,1,0.9353472222,1200900,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_A_seed5_stop.npz,snap/fork_t40_A_seed5_end.npz
40,A,6,std,alive,300,400,900,900,1200,1,1200,1,0.9339583333,1200900,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_A_seed6_stop.npz,snap/fork_t40_A_seed6_end.npz
40,A,7,std,alive,200,300,800,900,1200,1,1200,1,0.9405555556,1200900,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_A_seed7_stop.npz,snap/fork_t40_A_seed7_end.npz
40,A,8,std,alive,300,400,900,900,1200,1,1200,1,0.9402777778,1200900,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_A_seed8_stop.npz,snap/fork_t40_A_seed8_end.npz
40,A,9,std,alive,300,400,900,900,1200,1,1200,1,0.9431944444,1200900,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_A_seed9_stop.npz,snap/fork_t40_A_seed9_end.npz
40,B,0,std,alive,100,100,600,600,1200,1,1200,1,1,1200600,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_B_seed0_stop.npz,snap/fork_t40_B_seed0_end.npz
40,B,1,std,alive,100,100,600,600,1200,1,1200,1,1,1200600,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_B_seed1_stop.npz,snap/fork_t40_B_seed1_end.npz
40,B,2,std,alive,100,100,600,600,1200,1,1200,1,1,1200600,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_B_seed2_stop.npz,snap/fork_t40_B_seed2_end.npz
40,B,3,std,alive,100,100,600,600,1200,1,1200,1,1,1200600,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_B_seed3_stop.npz,snap/fork_t40_B_seed3_end.npz
40,B,4,std,alive,100,100,600,600,1200,1,1200,1,1,1200600,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_B_seed4_stop.npz,snap/fork_t40_B_seed4_end.npz
40,B,5,std,alive,100,100,600,600,1200,1,1200,1,1,1200600,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_B_seed5_stop.npz,snap/fork_t40_B_seed5_end.npz
40,B,6,std,alive,100,100,600,600,1200,1,1200,1,1,1200600,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_B_seed6_stop.npz,snap/fork_t40_B_seed6_end.npz
40,B,7,std,alive,100,100,600,600,1200,1,1200,1,1,1200600,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_B_seed7_stop.npz,snap/fork_t40_B_seed7_end.npz
40,B,8,std,alive,100,100,600,600,1200,1,1200,1,1,1200600,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_B_seed8_stop.npz,snap/fork_t40_B_seed8_end.npz
40,B,9,std,alive,100,100,600,600,1200,1,1200,1,1,1200600,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_B_seed9_stop.npz,snap/fork_t40_B_seed9_end.npz
40,C,0,std,alive,2000,2400,2900,3200,1199,1,1199,1,0.8134570313,1203200,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_C_seed0_stop.npz,snap/fork_t40_C_seed0_end.npz
40,C,1,std,alive,2100,2700,3200,3200,1200,1,1199,1,0.7863085937,1203200,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_C_seed1_stop.npz,snap/fork_t40_C_seed1_end.npz
40,C,2,std,alive,2000,2500,3000,3200,1200,1,1200,1,0.789375,1203200,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_C_seed2_stop.npz,snap/fork_t40_C_seed2_end.npz
40,C,3,std,alive,2000,2300,2800,3200,1200,1,1200,1,0.7979492188,1203200,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_C_seed3_stop.npz,snap/fork_t40_C_seed3_end.npz
40,C,4,std,alive,2000,2300,2800,3200,1200,1,1199,1,0.8034375,1203200,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_C_seed4_stop.npz,snap/fork_t40_C_seed4_end.npz
40,C,5,std,alive,2000,2700,3200,3200,1200,1,1199,1,0.7995507813,1203200,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_C_seed5_stop.npz,snap/fork_t40_C_seed5_end.npz
40,C,6,std,alive,2000,2300,2800,3200,1200,1,1200,1,0.7974023437,1203200,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_C_seed6_stop.npz,snap/fork_t40_C_seed6_end.npz
40,C,7,std,alive,2000,2300,2800,3200,1200,1,1199,1,0.8013671875,1203200,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_C_seed7_stop.npz,snap/fork_t40_C_seed7_end.npz
40,C,8,std,alive,2100,2300,2800,3200,1200,1,1197,1,0.7884375,1203200,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_C_seed8_stop.npz,snap/fork_t40_C_seed8_end.npz
40,C,9,std,alive,2100,2400,2900,3200,1200,1,1199,1,0.7914453125,1203200,results/altlabels_cifar_0923/LR_abab/ckpts/t40.pt,3b5f00d79be1d34d7a4461e9ba86d1ce8c47c287747611988ae59ac195b18beb,0,snap/fork_t40_C_seed9_stop.npz,snap/fork_t40_C_seed9_end.npz
48,A,0,std,alive,300,400,900,900,1200,1,1200,1,0.9377777778,1440900,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_A_seed0_stop.npz,snap/fork_t48_A_seed0_end.npz
48,A,1,std,alive,200,300,800,900,1200,1,1200,1,0.9444444444,1440900,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_A_seed1_stop.npz,snap/fork_t48_A_seed1_end.npz
48,A,2,std,alive,300,400,900,900,1200,1,1200,1,0.9400694444,1440900,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_A_seed2_stop.npz,snap/fork_t48_A_seed2_end.npz
48,A,3,std,alive,300,300,800,900,1200,1,1200,1,0.9401388889,1440900,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_A_seed3_stop.npz,snap/fork_t48_A_seed3_end.npz
48,A,4,std,alive,300,400,900,900,1200,1,1200,1,0.9384722222,1440900,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_A_seed4_stop.npz,snap/fork_t48_A_seed4_end.npz
48,A,5,std,alive,300,400,900,900,1200,1,1200,1,0.9409027778,1440900,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_A_seed5_stop.npz,snap/fork_t48_A_seed5_end.npz
48,A,6,std,alive,300,300,800,900,1200,1,1200,1,0.9406944444,1440900,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_A_seed6_stop.npz,snap/fork_t48_A_seed6_end.npz
48,A,7,std,alive,300,400,900,900,1200,1,1200,1,0.9410416667,1440900,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_A_seed7_stop.npz,snap/fork_t48_A_seed7_end.npz
48,A,8,std,alive,300,400,900,900,1200,1,1200,1,0.9402777778,1440900,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_A_seed8_stop.npz,snap/fork_t48_A_seed8_end.npz
48,A,9,std,alive,200,300,800,900,1200,1,1200,1,0.9486111111,1440900,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_A_seed9_stop.npz,snap/fork_t48_A_seed9_end.npz
48,B,0,std,alive,100,100,600,600,1200,1,1200,1,1,1440600,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_B_seed0_stop.npz,snap/fork_t48_B_seed0_end.npz
48,B,1,std,alive,100,100,600,600,1200,1,1200,1,1,1440600,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_B_seed1_stop.npz,snap/fork_t48_B_seed1_end.npz
48,B,2,std,alive,100,100,600,600,1200,1,1200,1,1,1440600,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_B_seed2_stop.npz,snap/fork_t48_B_seed2_end.npz
48,B,3,std,alive,100,100,600,600,1200,1,1200,1,1,1440600,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_B_seed3_stop.npz,snap/fork_t48_B_seed3_end.npz
48,B,4,std,alive,100,100,600,600,1200,1,1200,1,1,1440600,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_B_seed4_stop.npz,snap/fork_t48_B_seed4_end.npz
48,B,5,std,alive,100,100,600,600,1200,1,1200,1,1,1440600,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_B_seed5_stop.npz,snap/fork_t48_B_seed5_end.npz
48,B,6,std,alive,100,100,600,600,1200,1,1200,1,1,1440600,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_B_seed6_stop.npz,snap/fork_t48_B_seed6_end.npz
48,B,7,std,alive,100,100,600,600,1200,1,1200,1,1,1440600,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_B_seed7_stop.npz,snap/fork_t48_B_seed7_end.npz
48,B,8,std,alive,100,100,600,600,1200,1,1200,1,1,1440600,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_B_seed8_stop.npz,snap/fork_t48_B_seed8_end.npz
