act,arm,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,wt_q10_l1,wt_med_l1,wt_q90_l1,wt_max_l1,wt_ratio0_med_l1,rowmean_abs_med_l1,b_med_l1,exceed_t1_frac_l1,exceed_2x0_frac_l1,bind_frac_l1,proj_rows_l1,proj_removed_l1,wt_q10_l2,wt_med_l2,wt_q90_l2,wt_max_l2,wt_ratio0_med_l2,rowmean_abs_med_l2,b_med_l2,exceed_t1_frac_l2,exceed_2x0_frac_l2,bind_frac_l2,proj_rows_l2,proj_removed_l2
LR,ref,0.0,0.001,0,1,0.1222222222,0.2074999958,0.2074999958,0.0,0.0,-0.09617884457,0.3925814629,-1.09824872,0.4382499754,51.1346217,0.0,0.0,-0.003462061984,0.2214387655,-0.4363118112,0.5350000262,41.02973167,0.7403652072,0.6115555763,0.6037653685,0.0,0.6919359724,0.7389622914,0.8186415673,0.8625235722,1.290396099,0.001526272294,0.006474852795,0.0,0,,,,0.5664066394,0.6085648481,0.6602700235,0.6946956387,1.057756024,0.004197113721,0.003936922061,0.0,0,,,
LR,ref,0.0,0.001,0,2,0.1347222222,0.2058333308,0.2058333308,0.0,0.0,-0.3434915543,0.4680386186,-1.655597448,0.2822499573,46.13403752,0.0,0.0,-0.1320576668,0.2320310026,-0.6559243202,0.327249974,39.62512404,0.8572337627,0.6369541883,0.647726953,0.0,0.7540092132,0.8538061111,0.976392833,1.049474133,1.479910775,0.001973699031,0.0006951426185,0.98,0,,,,0.5846750565,0.6329064902,0.6788329988,0.7373439539,1.096354276,0.004708434132,-0.001062053692,0.89,0,,,
LR,ref,0.0,0.001,1,1,0.1266666667,0.1833333373,0.1833333373,0.0,0.0,0.005818231031,0.3489103615,-1.097972155,0.5702500343,42.18163147,0.0,0.0,-0.09383581579,0.2143864334,-0.6636266112,0.4007499814,30.07265337,0.7313315868,0.602545321,0.5979520082,0.0,0.653231846,0.725995697,0.7956875286,0.8260305179,1.259602731,0.001560291643,0.002159935189,0.0,0,,,,0.5500460161,0.5974731308,0.6424837328,0.6678745101,1.051876168,0.004020531985,-0.01823547576,0.0,0,,,
LR,ref,0.0,0.001,1,2,0.1266666667,0.214166671,0.214166671,0.0,0.0,-0.2782919705,0.4430684149,-1.405872345,0.2927499712,42.39556709,0.0,0.0,-0.1421286017,0.2255231738,-0.5529116392,0.3437499404,37.5962459,0.8193143606,0.6112397313,0.5941778421,0.0,0.7056405853,0.8175576227,0.9213426822,1.050966275,1.415821935,0.002331237393,-0.001355996879,0.98,0,,,,0.5642519528,0.6107803548,0.656860823,0.7072952052,1.073166822,0.003673942413,-0.02295628656,0.79,0,,,
LR,l2,0.001,0.001,0,1,0.1183333333,0.1658333391,0.1658333391,0.0,0.0,-0.03871253133,0.3022481799,-0.747977972,0.4877499342,39.52292981,0.0,0.0,0.002903823974,0.1490887702,-0.2990844846,0.5304999948,25.75590954,0.3797842562,0.3644355237,0.515278697,0.0314633737,0.2505767158,0.3795661139,0.4868743489,0.5941248603,0.6643309336,0.001286769431,0.004594666883,0.0,0,,,,0.1978398966,0.3641060236,0.451836046,0.5189392691,0.6308728868,0.003484736056,0.002743591322,0.0,0,,,
LR,l2,0.001,0.001,0,2,0.1294444444,0.1841666698,0.1841666698,0.0,0.0,-0.1913089007,0.288767308,-0.9467003345,0.2590000033,32.22015395,0.0,0.0,-0.02692132629,0.1119446531,-0.2505698204,0.4149999619,25.04752941,0.325727433,0.3056748807,0.488676101,0.02414966539,0.154202163,0.3191719576,0.5038052847,0.6108011725,0.5573517865,0.00105086483,0.0001855762166,0.29,0,,,,0.1366029455,0.3036726599,0.4007117371,0.4394333455,0.5208286682,0.002830634424,-0.0003602505385,0.03,0,,,
LR,l2,0.001,0.001,1,1,0.1219444444,0.1633333266,0.1633333266,0.0,0.0,-0.04774249718,0.2643063366,-1.003766894,0.4795000255,31.93248504,0.0,0.0,-0.05732209608,0.1104693115,-0.5082316995,0.3632499576,15.98729546,0.3646273613,0.3612632751,0.521481812,0.02980683874,0.1955114577,0.3626588093,0.4680218945,0.519962224,0.6259261412,0.0009998286068,0.001561682264,0.0,0,,,,0.2274343337,0.3617676521,0.4408598248,0.4894242232,0.6374851161,0.003816075049,-0.01539822435,0.0,0,,,
LR,l2,0.001,0.001,1,2,0.1155555556,0.148333326,0.148333326,0.0,0.0,-0.1534781158,0.2703106105,-0.9977484941,0.273999989,32.57975789,0.0,0.0,-0.04853891209,0.1065207794,-0.2346013635,0.3692499697,23.55885767,0.3014939129,0.2938813269,0.4846028686,0.02248362213,0.1430960327,0.2988377024,0.4633172191,0.5520841737,0.52237052,0.001218205337,4.227125828e-05,0.27,0,,,,0.173750958,0.292215266,0.3858698649,0.4429917294,0.5158597637,0.002091540008,-0.01666570781,0.05,0,,,
LR,l2init,0.001,0.001,0,1,0.1230555556,0.2116666734,0.2116666734,0.0,0.0,0.002899940824,0.3408183157,-0.7892149091,0.5604999661,47.50279105,0.0,0.0,-0.005726211239,0.2133844644,-0.423165828,0.5012500286,37.26900647,0.6678004861,0.6007856131,0.6010189056,0.01301856776,0.6016926855,0.6664948391,0.7211522298,0.7847517172,1.151383718,0.00148067358,0.004574992927,0.0,0,,,,0.5556921221,0.5957387663,0.6442787099,0.6832388205,1.041156302,0.004114234707,0.00140699168,0.0,0,,,
LR,l2init,0.001,0.001,0,2,0.1325,0.2008333355,0.2008333355,0.0,0.0,-0.1893939227,0.3865117133,-0.9481394291,0.3654999733,46.38753903,0.0,0.0,-0.01605238952,0.1909471005,-0.4337204099,0.4742499888,41.19927282,0.6945704818,0.61106354,0.6177834272,0.01800116844,0.609361201,0.6955123754,0.7794324419,0.8306982552,1.202377172,0.00146685136,0.002663434017,0.57,0,,,,0.5711227151,0.6089668064,0.6565767567,0.6927951276,1.066978269,0.004862104113,0.004668359412,0.71,0,,,
LR,l2init,0.001,0.001,1,1,0.1280555556,0.1675000042,0.1675000042,0.0,0.0,-0.07358042151,0.3162740171,-1.018187523,0.4577499926,40.12164138,0.0,0.0,-0.06776811182,0.1768307537,-0.5335275531,0.4007499516,27.4288092,0.6558896303,0.5933508277,0.5991591215,0.01172415326,0.6040480789,0.6519014059,0.710386261,0.7337966188,1.130900288,0.001471632707,0.00219626422,0.0,0,,,,0.5454706846,0.5913289688,0.6286872173,0.6669434227,1.035737377,0.004530850471,-0.02137403004,0.0,0,,,
LR,l2init,0.001,0.001,1,2,0.1277777778,0.1958333403,0.1958333403,0.0,0.0,-0.2886739075,0.3213244081,-0.8676767945,0.2492499799,38.97707198,0.0,0.0,-0.04751355574,0.1698382497,-0.552015543,0.4149999917,35.81110865,0.6484864354,0.5965813994,0.5992071033,0.01303023876,0.5932528931,0.6456476017,0.7441472905,0.8108760139,1.112113264,0.001672769482,-0.001895340625,0.43,0,,,,0.5472191109,0.5923550788,0.6343903935,0.6899568899,1.043560454,0.004245836089,-0.01971959043,0.57,0,,,
LR,capT1,0.0,0.001,0,1,0.1222222222,0.2074999958,0.2074999958,0.0,0.0,-0.09617884457,0.3925814629,-1.09824872,0.4382499754,51.1346217,0.0,0.0,-0.003462061984,0.2214387655,-0.4363118112,0.5350000262,41.02973167,0.7403652072,0.6115555763,0.6037653685,0.0,0.6919359724,0.7389622914,0.8186415673,0.8625235722,1.290396099,0.001526272294,0.006474852795,0.0,0,,,,0.5664066394,0.6085648481,0.6602700235,0.6946956387,1.057756024,0.004197113721,0.003936922061,0.0,0,,,
LR,capT1,0.0,0.001,0,2,0.135,0.2133333385,0.2133333385,0.0,0.0,-0.3138158619,0.4274909198,-1.428142071,0.3092499673,47.30406842,0.0,0.0,-0.145663932,0.1909786463,-0.4970763624,0.2567499876,40.79767493,0.7449655533,0.6102966666,0.6384482384,0.0,0.6919359523,0.738962316,0.8186415328,0.8625235585,1.290396166,0.001980603423,0.001756605052,0.0,0,0.94,15698.0,12.52108115,0.5633580731,0.6020098395,0.6602700485,0.6884300643,1.05159316,0.004993931452,0.0008356856706,0.0,0,0.43,6264.0,2.328695118
LR,capT1,0.0,0.001,1,1,0.1266666667,0.1833333373,0.1833333373,0.0,0.0,0.005818231031,0.3489103615,-1.097972155,0.5702500343,42.18163147,0.0,0.0,-0.09383581579,0.2143864334,-0.6636266112,0.4007499814,30.07265337,0.7313315868,0.602545321,0.5979520082,0.0,0.653231846,0.725995697,0.7956875286,0.8260305179,1.259602731,0.001560291643,0.002159935189,0.0,0,,,,0.5500460161,0.5974731308,0.6424837328,0.6678745101,1.051876168,0.004020531985,-0.01823547576,0.0,0,,,
LR,capT1,0.0,0.001,1,2,0.1202777778,0.2033333331,0.2033333331,0.0,0.0,-0.4119568169,0.4077719748,-1.191583991,0.2424999774,39.65597017,0.0,0.0,-0.1439686418,0.193269074,-0.5637164712,0.2964999974,32.59287453,0.7322110534,0.5994824767,0.5918001533,0.0,0.6532318631,0.7252981412,0.7952184158,0.8202865915,1.259602631,0.002550290853,-0.002330123476,0.0,0,0.84,15708.0,9.717745245,0.5478511044,0.5945962116,0.6407067331,0.6678744779,1.044863381,0.003664461647,-0.02562341746,0.0,0,0.4,5719.0,1.684933126
