act,reg,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,pen_l2_total,pen_l2init_total,pen_shell_total
R,l2,0.001,0.001,9,1,0.9485729167,1,1,0.2700000107,0.2700000107,-0.001279034768,0.7265854478,-0.4241891503,0.4383333325,48.44666947,0.1800000072,0.1800000072,0.6365018487,0.3873830736,-0.0006573862047,0.9616666436,14.94802505,1.206996441,0.9561274648,2.724172831,0.2742409674,0.2742409674,0.304948234,0.08292624618
R,l2,0.001,0.001,9,2,0.9559041667,1,1,0.3000000119,0.3000000119,-0.1618241221,0.7436993122,-0.9969014525,0.2683333457,41.80033077,0.1700000018,0.1700000018,0.5430827737,0.3496141136,-0.0002847383439,0.9599999785,14.00581391,1.186612129,0.9594473243,2.85331583,0.2938610132,0.2938610132,0.3349417381,0.09392339202
R,l2,0.001,0.001,9,3,0.9455020833,1,1,0.3400000036,0.3400000036,-0.0496853888,0.7610482574,-0.5613641143,0.285833329,46.46878743,0.05000000075,0.05000000075,0.3914370537,0.3102008402,-0.0001292795641,0.9208333492,17.58554393,1.07005477,0.8148187995,2.806855202,0.2848615238,0.2848615238,0.336323075,0.08885236798
R,l2,0.001,0.001,9,4,0.9366791667,0.8550000191,0.8550000191,0.3100000024,0.3100000024,-0.2911452055,0.8219931126,-2.096153736,0.1558333337,48.8262667,0.05000000075,0.05000000075,0.2140391469,0.3133428395,-0.2461501509,0.7825000286,21.61779386,1.257586598,0.9085980654,2.869244099,0.3153305084,0.3153305084,0.3712577305,0.1044840019
R,l2,0.001,0.001,9,5,0.9450104167,1,1,0.3199999928,0.3199999928,-0.1146697327,0.7311664224,-1.062832594,0.2300000042,49.21787184,0.05999999866,0.05999999866,0.3222631514,0.2763719559,-7.980558621e-06,0.9125000238,15.57561632,1.106848836,0.8171344995,2.900302887,0.2931632025,0.2931632025,0.350378441,0.09412159166
R,l2,0.001,0.001,9,6,0.9375229167,1,1,0.3199999928,0.3199999928,-0.1641106606,0.5480963588,-1.379633307,0.2391666621,46.03103329,0.0700000003,0.0700000003,0.3389058709,0.2808094025,-0.00546735432,0.885833323,16.81480408,0.669341743,0.8018277884,2.892772198,0.3021391066,0.3021391066,0.3613536825,0.09820778172
R,l2,0.001,0.001,9,7,0.9369916667,1,1,0.3300000131,0.3300000131,-0.2497061193,0.7097881436,-1.548553944,0.1808333397,45.10508304,0.0700000003,0.0700000003,0.313523829,0.2904164791,-9.327229054e-05,0.8758333325,16.56946947,1.021404982,0.784034133,2.903247356,0.3123701919,0.3123701919,0.3734601485,0.10332658
R,l2,0.001,0.001,9,8,0.93169375,1,1,0.3300000131,0.3300000131,-0.05260919034,0.6855838299,-0.74702245,0.2366666645,46.89110762,0.0700000003,0.0700000003,0.3454366922,0.2860240936,-1.616387635e-05,0.9133333564,14.66876707,1.151163459,0.7929906249,2.814245939,0.290357554,0.290357554,0.3527790122,0.09211038015
R,l2,0.001,0.001,9,9,0.935775,0.9616666436,0.9616666436,0.3600000143,0.3600000143,-0.2902335227,0.811414957,-2.437158108,0.1291666627,48.04615193,0.0700000003,0.0700000003,0.286360532,0.3135142326,-0.1933888644,0.8083333373,18.76074238,1.198936224,0.8773875237,2.874861956,0.327375434,0.327375434,0.3900383039,0.1106928015
R,l2,0.001,0.001,9,10,0.9354354167,1,1,0.3000000119,0.3000000119,-0.1807996631,0.7542404532,-1.414362788,0.2599999905,48.38890853,0.05000000075,0.05000000075,0.2714180648,0.2390658855,-0.002924157307,0.9024999738,13.00439838,1.113396645,0.7446724772,2.863350153,0.294218411,0.294218411,0.3573188779,0.09449725183
R,l2,0.001,0.001,9,11,0.9268020833,1,1,0.3400000036,0.3400000036,-0.1502752304,0.7308641076,-0.6940889359,0.2316666692,48.13234066,0.05000000075,0.05000000075,0.3726936281,0.2671032846,-3.917506547e-05,0.9200000167,12.6295864,1.080128908,0.8353296518,2.839915514,0.2889167558,0.2889167558,0.3533704132,0.09144312465
R,l2,0.001,0.001,9,12,0.9445875,1,1,0.3300000131,0.3300000131,-0.08255792409,0.7220052481,-0.7903601527,0.2283333391,44.57832126,0.0700000003,0.0700000003,0.3847832382,0.2986654639,-1.01534024e-05,0.9216666818,13.35059986,1.04179585,0.8927170634,2.857541084,0.292254024,0.292254024,0.3579041234,0.09338534849
R,l2,0.001,0.001,9,13,0.94209375,0.9991666675,0.9991666675,0.3100000024,0.3100000024,-0.3475637436,0.7955098748,-2.558065414,0.2291666716,51.27236871,0.1000000015,0.1000000015,0.3628892899,0.3289566636,-0.05336731672,0.8824999928,16.20486336,1.265798569,0.9012746215,2.90864563,0.333193761,0.333193761,0.3982576984,0.1140471589
R,l2,0.001,0.001,9,14,0.9418041667,1,1,0.25,0.25,-0.2472978234,0.7538080215,-2.237541199,0.2408333272,49.32014647,0.0700000003,0.0700000003,0.3306155503,0.2738274038,-1.192591185e-06,0.9066666961,13.51740647,1.12470305,0.8420462012,2.900931358,0.3005906845,0.3005906845,0.3653739893,0.09762439127
R,l2,0.001,0.001,9,15,0.9296104167,1,1,0.3899999857,0.3899999857,-0.2401432842,0.809347868,-2.752885342,0.1833333373,46.60427474,0.1199999973,0.1199999973,0.3216221035,0.3362157047,-0.06773474067,0.8475000262,16.0003057,1.235438466,0.954852581,2.888990641,0.3339041872,0.3339041872,0.3972622574,0.1144157366
