arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,steps,stop_step,tc,hit99,hit999,correct_at_hit_plus_500,hit_plus_500_observed,min_correct_after_hit
LR,std,0,0,0.001,1,none,0.850296875,1,1,0,0,-12.13135433,50.6877861,-21.19208145,0.4577501118,77.65231817,0,0,-67.33300018,58.67451859,-124.6866302,0.1892499626,85.13279038,16.93407059,2.219345808,0.9752538204,4000,2800,904000,1800,2300,1200,1,1199
LR,std,1,1,0.001,1,none,0.819125,1,1,0,0,-11.97017956,50.92535019,-27.21199226,0.4592500925,78.6389499,0,0,-75.88573456,62.32163239,-131.4020538,0.1727499664,83.41815583,17.16836739,2.272800446,1.020035028,4000,3300,904000,2200,2800,1200,1,1200
LR,std,2,2,0.001,1,none,0.85234375,1,1,0,0,-13.76309395,50.00556564,-33.0721283,0.4465001523,75.96594745,0,0,-66.94818115,60.51786423,-113.8705902,0.1982499808,85.50421259,17.04972267,2.210725784,1.037772179,4000,2500,904000,1800,2000,1200,1,1200
LR,std,3,3,0.001,1,none,0.8234375,1,1,0,0,-12.24081612,50.13489914,-26.80267525,0.4525001049,77.11433407,0,0,-74.46141815,63.79938126,-120.1409683,0.1809999645,86.15968113,17.36444092,2.307638168,1.114242435,4000,4000,904000,2100,3500,1200,1,1200
LR,std,4,4,0.001,1,none,0.854328125,1,1,0,0,-9.720536232,47.94276428,-21.08569145,0.4690001607,77.12808044,0,0,-65.94298553,59.96283722,-128.1693726,0.1914999634,85.69703577,16.87146759,2.230329037,1.091857314,4000,2400,904000,1700,1900,1200,1,1200
LR,std,5,5,0.001,1,none,0.848703125,1,1,0,0,-11.14965534,51.74498367,-28.00692749,0.4600001276,75.7107616,0,0,-68.87001801,62.34123611,-127.8374252,0.1944999695,85.07815679,17.12058258,2.216066599,1.077510595,4000,2700,904000,1900,2200,1200,1,1200
LR,std,6,6,0.001,1,none,0.843203125,1,1,0,0,-9.961616516,49.58794022,-22.09019279,0.4675001204,78.079073,0,0,-66.92388153,58.08291626,-136.6717682,0.1884999573,85.26484419,17.05734253,2.21775341,1.01014936,4000,2800,904000,2000,2300,1200,1,1200
LR,std,7,7,0.001,1,none,0.847125,1,1,0,0,-10.73534966,49.03620529,-23.64293289,0.4690000415,77.73643439,0,0,-70.62888336,59.80747223,-119.3133621,0.182499975,85.24153774,17.41169739,2.253252506,1.072297573,4000,2900,904000,1800,2400,1200,1,1200
LR,std,8,8,0.001,1,none,0.848265625,1,1,0,0,-11.53955841,50.93135834,-28.86239624,0.4622501135,78.84012404,0,0,-70.24635315,59.22901917,-133.1859741,0.1899999678,85.30755209,17.47001076,2.206931591,1.113318443,4000,2700,904000,1800,2200,1200,1,1200
LR,std,9,9,0.001,1,none,0.841296875,1,1,0,0,-10.92736053,51.91900253,-23.53681946,0.4667500854,76.81713495,0,0,-74.21324158,60.80227661,-140.4029236,0.1854999661,84.31954292,17.05375481,2.22667098,1.11210525,4000,2900,904000,1900,2400,1200,1,1199
