arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
LL,raw,0,0,0.001,1,none,0.8731104167,1,1,0,0,-7.200691223,8.365796089,-31.17555428,0.2567500174,63.50489001,0,0,-1.470890641,8.211839676,-10.09564304,0.4540001154,67.69947332,7.085917473,1.551760316,2.065433025
LL,raw,0,0,0.001,2,none,0.85579375,1,1,0,0,-16.09525681,12.02357674,-47.43417358,0.1809999645,69.09292733,0,0,-8.840353966,11.13640308,-15.92280102,0.2612500191,75.62248377,10.99108219,2.258922338,2.953709841
LL,raw,0,0,0.001,3,none,0.8199645833,0.9208333492,0.9208333492,0,0,-26.66537476,14.00028515,-51.67308044,0.1217499599,64.03028559,0,0,-14.97691441,11.40275478,-34.69835281,0.1592499614,71.4492603,13.90850163,2.884576559,3.764043093
LL,raw,0,0,0.001,4,none,0.770325,0.8491666913,0.8491666913,0,0,-31.80649185,13.97777653,-59.73548889,0.1104999557,57.09318821,0,0,-20.52653313,9.94852829,-35.03887558,0.1217499599,61.30586736,15.86113644,3.256621599,4.265822411
LL,raw,0,0,0.001,5,none,0.7439791667,0.9875000119,0.9875000119,0,0,-29.47319412,13.26864529,-57.61130524,0.1082499698,60.31180611,0,0,-17.24199104,9.106758118,-27.60937309,0.1307499558,67.23350815,17.28797913,3.412298918,4.482171059
LL,raw,0,0,0.001,6,none,0.7418458333,0.9991666675,0.9991666675,0,0,-26.78162766,13.25653362,-51.74819946,0.1104999557,62.30077347,0,0,-17.96624947,9.410761833,-32.88571548,0.1269999444,66.03069063,18.33166313,3.522156477,4.4137187
LL,raw,0,0,0.001,7,none,0.75868125,0.9558333755,0.9558333755,0,0,-31.89048195,13.65061092,-55.40149689,0.1074999645,61.22107867,0,0,-18.69918442,9.381879807,-33.33722687,0.1209999621,63.71076096,19.39451218,3.581161499,4.370610237
LL,raw,0,0,0.001,8,none,0.73499375,0.9858333468,0.9858333468,0,0,-32.19630432,13.76714325,-58.33222961,0.1089999676,60.91842132,0,0,-17.98555946,9.186940193,-32.32919312,0.1254999638,65.37556057,20.35740471,3.686486483,4.471370697
LL,raw,0,0,0.001,9,none,0.73656875,0.9958333373,0.9958333373,0,0,-30.60341835,13.88711071,-55.68027496,0.1097499654,64.95680608,0,0,-19.47216225,9.670080185,-34.01828384,0.1239999682,66.10274075,21.57355309,3.851885796,4.55361557
LL,raw,0,0,0.001,10,none,0.7253875,0.9933333397,0.9933333397,0,0,-30.78900719,13.84666157,-57.5001564,0.1082499698,63.54770495,0,0,-18.7284832,9.444619179,-37.18791199,0.124749966,65.79076056,22.4442749,3.922261477,4.591721535
LL,raw,0,0,0.001,11,none,0.7367625,1,1,0,0,-30.06328201,13.78407383,-53.20664978,0.1082499698,64.30220534,0,0,-18.89128685,9.702727318,-38.07651901,0.1292499602,66.83189514,23.34894562,3.972310066,4.515849113
LL,raw,0,0,0.001,12,none,0.7379895833,0.9958333373,0.9958333373,0,0,-31.05321693,14.2236166,-65.9737854,0.1082499698,63.60482019,0,0,-20.5114975,9.770620346,-39.1567688,0.1224999651,65.41233568,24.13152122,3.997442007,4.538872242
LL,raw,0,0,0.001,13,none,0.7436854167,1,1,0,0,-30.09572411,14.69861603,-49.88398743,0.111249961,66.71796689,0,0,-19.46012115,10.76741219,-33.72381592,0.1322499663,68.31678675,24.93386459,4.060828209,4.37907505
LL,raw,0,0,0.001,14,none,0.7249833333,0.8075000048,0.8075000048,0,0,-34.75029755,14.98373508,-61.29634857,0.1059999615,59.83818205,0,0,-22.51617241,9.943746567,-45.06010056,0.1157499701,62.0647654,25.67565536,4.124073505,4.364945412
LL,raw,0,0,0.001,15,none,0.73250625,0.9958333373,0.9958333373,0,0,-29.77868652,13.91867352,-50.68774033,0.1112499535,66.42766782,0,0,-19.54107094,10.31128693,-33.36553192,0.1284999698,70.17744046,26.39553452,4.177671909,4.424054146
LL,raw,0,0,0.001,16,none,0.7391708333,0.9933333397,0.9933333397,0,0,-31.48813629,14.50051689,-63.79636383,0.1097499654,65.18880582,0,0,-25.12857437,11.38411903,-39.35530853,0.117999956,65.83157544,27.19412994,4.251087666,4.34326458
LL,raw,0,0,0.001,17,none,0.7268020833,0.9933333397,0.9933333397,0,0,-29.10711098,14.54548359,-61.29462433,0.112749964,67.24382739,0,0,-20.82650375,11.13078022,-34.95633698,0.1292499602,69.34595113,27.81662941,4.291298866,4.324408531
LL,raw,0,0,0.001,18,none,0.73211875,0.9958333373,0.9958333373,0,0,-31.81161499,14.49262047,-64.80153656,0.1104999557,66.52363236,0,0,-21.32232094,10.660923,-35.59870529,0.1307499558,71.49396992,28.60457802,4.313477516,4.341399193
LL,raw,0,0,0.001,19,none,0.7298729167,0.9866666794,0.9866666794,0,0,-30.26741219,14.74244118,-50.32043076,0.111249961,67.65936089,0,0,-20.85643578,11.15206432,-40.1619873,0.1277499646,69.28268209,29.19893265,4.405631065,4.316810131
LL,raw,0,0,0.001,20,none,0.7394666667,0.9941666722,0.9941666722,0,0,-32.28781891,15.07091427,-54.08525848,0.1089999676,64.60884573,0,0,-22.89711952,11.39871216,-41.09389496,0.1157499701,63.26082249,29.9318676,4.405601978,4.164767742
LL,raw,0,0,0.001,21,none,0.7257479167,0.9941666722,0.9941666722,0,0,-32.26091766,14.73427868,-51.66003418,0.1089999676,67.21206806,0,0,-19.71624374,11.16323566,-36.49110794,0.1374999583,72.97890765,30.36593819,4.495204926,4.24066925
LL,raw,0,0,0.001,22,none,0.7192520833,0.9975000024,0.9975000024,0,0,-32.50374603,15.46890354,-57.57721329,0.1104999706,64.36430227,0,0,-22.45368958,11.57292652,-40.46018982,0.1239999682,69.57620211,31.10316467,4.559689045,4.31519413
LL,raw,0,0,0.001,23,none,0.7460520833,0.9983333349,0.9983333349,0,0,-32.42786407,15.48388767,-68.03025055,0.111249961,66.49306139,0,0,-21.55090523,11.83682442,-35.94839096,0.1322499663,71.81896722,31.7293644,4.627745628,4.319512844
LL,raw,0,0,0.001,24,none,0.73345,0.9975000024,0.9975000024,0,0,-32.86702728,15.64526367,-54.61107635,0.1082499698,66.7429779,0,0,-24.17103386,12.64310455,-41.49467468,0.1284999698,70.08821556,32.32718658,4.678102493,4.34709692
