arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3,alpha_med_c1,alpha_min_c1,alpha_max_c1,alpha_clip_frac_c1,two_alpha_W_med_c1,alpha_med_c2,alpha_min_c2,alpha_max_c2,alpha_clip_frac_c2,two_alpha_W_med_c2,alpha_med_f1,alpha_min_f1,alpha_max_f1,alpha_clip_frac_f1,two_alpha_W_med_f1,alpha_med_f2,alpha_min_f2,alpha_max_f2,alpha_clip_frac_f2,two_alpha_W_med_f2,pool
SNA_avg,6,0.001,1,none,0.9727791667,1,1,0,0,0.09627410024,0.2948627472,-0.1782845259,1.202502489,1.335868001,10.72225526,0,0,-0.427957058,1.163668752,-0.83991009,0.8113089204,1.169231534,14.2201734,0,0,-1.316524267,5.232112885,-5.759854317,0.8776224852,80.09802057,0,0,0.4404205382,6.627002239,-6.642464638,1.039086103,69.87167927,0.7378025651,1.498571515,2.519280195,1.038634777,1.153372049,1.997305632,1.146517277,3,0.25,1.200000048,0.5048243999,0.3359774053,0.8433467746,0,1.200000048,0.1186179146,0.07716864347,0.1752292514,0,1.200000048,0.09345304966,0.05111353099,0.138948068,0,1.200000048,avg
SNA_avg,6,0.001,2,none,0.9784916667,1,1,0,0,-0.1009587124,0.2658342123,-0.2855864763,0.7643299103,0.9101126194,11.57036826,0,0,-0.3076992333,0.9342395663,-0.6093835831,0.8417841792,1.231823564,14.69912745,0,0,-2.570006609,4.649602413,-10.12425995,0.6902890205,83.83476481,0,0,-0.9471156001,6.342801094,-10.87110806,0.932882607,73.87667375,0.7799624205,1.834461451,3.464111328,1.278311968,1.259235144,2.237768173,1.236419916,3,0.25,1.200000048,0.6144928336,0.4622074962,0.963950634,0,1.200000048,0.1334126443,0.09384085238,0.1784762889,0,1.200000048,0.09664531797,0.06660032272,0.1543654501,0,1.200000048,avg
SNA_avg,6,0.001,3,none,0.9802875,1,1,0,0,-0.06440833956,0.2611570954,-0.2118567675,0.8604308367,1.043407202,11.95307451,0,0,-0.26118958,1.074432254,-0.7797620893,0.8594750166,1.31044507,14.90515669,0,0,-3.047332525,5.248823166,-10.96865082,0.652669251,85.8091482,0,0,-2.622629166,7.875871181,-12.54136467,0.8011396527,77.41442673,0.802769959,2.118601084,4.068912983,1.452695608,1.382462621,1.951180339,1.173774242,3,0.3125,1.200000048,0.5390553474,0.4374195039,0.7781341076,0,1.200000048,0.1179380566,0.0824636668,0.1799192578,0,1.200000048,0.07883089781,0.05432971567,0.1087058559,0,1.200000048,avg
SNA_avg,6,0.001,4,none,0.9748729167,1,1,0,0,-0.05609286204,0.3182636499,-0.4403260946,0.7860158682,1.047292233,12.05496901,0,0,-0.3184520602,1.000567555,-0.4866930246,0.8432667255,1.329569817,14.63159616,0,0,-3.222030878,5.006995678,-11.88713837,0.6617625952,83.75013344,0,0,-4.35241127,8.862794876,-20.93356514,0.7349466085,77.79198486,0.8708419204,2.282274961,4.629687786,1.630343795,1.415433645,1.825082898,1.210476518,3,0.3125,1.200000048,0.5797162652,0.4380103648,0.8829262853,0,1.200000048,0.1240553483,0.08544804901,0.19696486,0,1.200000048,0.07027702779,0.04883867502,0.09944387525,0,1.200000048,avg
SNA_avg,6,0.001,5,none,0.9725458333,1,1,0,0,-0.02206311002,0.2485680431,-0.1122319847,0.9268155098,1.131597281,12.44426198,0,0,-0.4625620544,1.049408317,-0.8480352759,0.7517079711,1.223557115,14.68231195,0,0,-3.985075712,5.308684826,-13.06637096,0.6311554909,83.18155953,0,0,-9.495136261,10.20772934,-24.43521309,0.6039407253,77.27323203,0.8666062951,2.604456902,5.193954945,1.82228744,1.518480301,2.261813879,1.135856152,3,0.3125,1.200000048,0.5418125391,0.4241906703,0.8606234789,0,1.200000048,0.1169264838,0.08051250875,0.1437843293,0,1.200000048,0.06078092009,0.04414601997,0.08386714756,0,1.200000048,avg
SNA_avg,6,0.001,6,none,0.9729625,1,1,0,0,-0.05771261826,0.2128323019,-0.2978271544,0.8875533342,1.079556108,12.74951003,0,0,-0.4149249494,0.9111000299,-0.6161907315,0.6969203949,1.170121312,14.65622648,0,0,-3.477292538,4.872444153,-12.02461243,0.6608898044,82.91091555,0,0,-9.725533485,9.769505501,-26.40537834,0.6066234112,77.43271033,0.7967743874,2.688150167,5.706619263,1.977793097,1.613493204,2.767534733,1.436437607,3,0.3125,1.199999928,0.6368697882,0.5022857189,1.114066958,0,1.200000048,0.1268521249,0.1011369303,0.1596351415,0,1.200000048,0.06323394924,0.04149179161,0.08602391183,0,1.200000048,avg
SNA_avg,6,0.001,7,none,0.96254375,1,1,0,0,0.003817600198,0.2117208242,-0.1967907995,1.044850707,1.249728203,12.38632795,0,0,-0.5632932782,1.064084053,-1.166260362,0.6647977829,1.157256961,14.8796727,0,0,-5.115346909,5.16387558,-16.50129318,0.6263254881,81.64884277,0,0,-13.16790771,11.43810749,-29.30932045,0.564204514,75.8184917,0.8938012719,3.054184914,6.274922371,2.138786793,1.659485698,2.622156143,1.395694971,3,0.4375,1.199999928,0.56299299,0.4475013018,1.295297027,0,1.200000048,0.1199058667,0.09492973983,0.1572090536,0,1.200000048,0.05391002446,0.03961807862,0.0848056376,0,1.200000048,avg
SNA_avg,6,0.001,8,none,0.9585145833,1,1,0,0,0.00783116743,0.2087799013,-0.4136051536,1.013878703,1.23993516,12.57680335,0,0,-0.4125399888,0.9388555884,-0.895894289,0.7270424962,1.245871425,14.96459849,0,0,-4.373085976,4.682053566,-13.24002075,0.6792586446,81.59922319,0,0,-9.377626419,10.61615181,-27.41773796,0.6055924892,77.54755785,0.9049226046,3.151760817,6.56804657,2.224028826,1.682930708,2.546606302,2.320753098,3,0.4375,1.200000048,0.6363093853,0.491204828,1.029938817,0,1.200000048,0.1321829259,0.09649469703,0.1636770517,0,1.200000048,0.05853715166,0.03975182772,0.07847037166,0,1.200000048,avg
SNA_avg,6,0.001,9,none,0.9624520833,1,1,0,0,-0.04852997512,0.1945554614,-0.4223088324,0.8156804442,1.036760449,13.08125615,0,0,-0.5263677835,0.7975850105,-0.8984291553,0.615431726,1.051142216,15.14350988,0,0,-3.66530323,4.086079121,-13.42465115,0.6888597608,80.86151346,0,0,-9.443024635,9.683712959,-28.18423843,0.6217903495,77.27790305,0.8959178925,3.231477737,6.928322792,2.319896936,1.754770398,3,1.923951745,3,0.5625,1.167156935,0.7470560074,0.5685582161,1.093506575,0,1.200000048,0.1506256461,0.1206156462,0.1795102209,0,1.200000048,0.06310430914,0.04752650112,0.08168485761,0,1.200000048,avg
SNA_avg,6,0.001,10,none,0.9602125,1,1,0,0,-0.06653912365,0.1863434166,-0.2352177948,0.7951571941,1.07577455,13.1891231,0,0,-0.3620797694,0.6996231675,-0.724586904,0.6455160379,1.103677988,15.00109852,0,0,-3.738966465,3.854197025,-10.28001022,0.6655012965,81.49585391,0,0,-11.11324692,9.200306892,-28.37448311,0.5721023679,77.37168591,0.8701086044,3.409122229,7.349812031,2.428038836,1.843679905,3,1.987210631,3,0.5625,1.113748908,0.8415150642,0.6780501604,1.310404897,0,1.200000048,0.1611544341,0.1241218522,0.2145202607,0,1.200000048,0.06756242365,0.05405395105,0.09461782128,0,1.200000048,avg
