arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2
SNA,0,0.001,1,l2init:1e-3,0.9531375,0.9983333349,0.9983333349,0,0,-0.3311511576,0.8137919903,-1.000353456,0.7263335586,74.48676786,0,0,0.293381393,0.7062329054,-0.346152544,1.18298614,63.60146281,1.365599513,0.942802012,2.093821526,0.7693517804,0.4414716661,2.598140478,0,1.200000048,0.8856961131,0.5071420074,1.519114852,0,1.200000048
SNA,0,0.001,2,l2init:1e-3,0.9613916667,0.9083333611,0.9083333611,0,0,-0.857688427,1.090540171,-4.646417141,0.6431901455,67.30875292,0,0,-0.5757681727,1.166460276,-4.783322334,0.7399956584,63.10460567,1.339858294,1.043165803,2.23570919,0.5931848884,0.3251318336,1.779617906,0,1.200000048,0.529358685,0.2430696636,1.68187058,0,1.200000048
SNA,0,0.001,3,l2init:1e-3,0.9647875,1,1,0,0,-0.5401376486,1.083591104,-7.740257263,0.7701163292,65.55118896,0,0,-0.8830390573,1.576747179,-6.569363594,0.7657663822,67.18457371,1.441875458,1.123558521,2.26236558,0.5687716007,0.2734428644,1.652535796,0,1.200000048,0.3951826096,0.1757957041,1.607454419,0,1.200000048
SNA,0,0.001,4,l2init:1e-3,0.964425,0.978333354,0.978333354,0,0,-0.6314620972,1.151091695,-9.187400818,0.7070420384,64.9810379,0,0,-1.112881541,1.684940457,-6.758870125,0.6837002635,66.37000881,1.471480846,1.122547507,2.32919383,0.5468140841,0.2305156142,1.8744874,0,1.200000048,0.3752741814,0.1590112299,1.186858416,0,1.200000048
SNA,0,0.001,5,l2init:1e-3,0.9636270833,0.9966666698,0.9966666698,0,0,-0.55679667,1.197823524,-9.094669342,0.7534455657,64.83679321,0,0,-1.407395244,2.214810848,-7.710236073,0.680654645,68.22013407,1.530196428,1.199719071,2.396582365,0.5166029334,0.2325227261,1.733209491,0,1.200000048,0.2889836729,0.1571334898,0.6588953733,0,1.200000048
SNA,0,0.001,6,l2init:1e-3,0.9667875,1,1,0,0,-0.1111759245,1.062507033,-11.56602669,0.9774056077,59.8441623,0,0,-1.544036031,2.392347336,-6.292308331,0.665160656,67.10570346,1.360180616,1.149744391,2.385158777,0.5775434375,0.187710166,2.232425451,0,1.200000048,0.257840842,0.1414222866,0.555704236,0,1.200000048
SNA,0,0.001,7,l2init:1e-3,0.9670104167,1,1,0,0,-0.1319509298,1.157875896,-11.04166889,0.9700636864,60.26385423,0,0,-1.698454142,2.521485329,-5.144389629,0.6775465012,68.54981615,1.396312237,1.164728165,2.39104557,0.5248582363,0.1930312216,1.579490542,0,1.200000048,0.244367525,0.1572174728,0.5803704858,0,1.200000048
SNA,0,0.001,8,l2init:1e-3,0.9648770833,1,1,0,0,-0.271877408,1.112762809,-10.44241238,0.8962231874,60.81401002,0,0,-1.539379358,2.206063032,-7.154554844,0.6873252392,65.78093087,1.362636089,1.185463071,2.370422363,0.550507009,0.2067124546,1.627611756,0,1.200000048,0.277536869,0.1536917835,1.025448084,0,1.200000048
SNA,0,0.001,9,l2init:1e-3,0.9671395833,1,1,0,0,-0.2578993142,1.116044879,-10.28177643,0.9178116918,60.53785825,0,0,-1.640660405,2.192516088,-7.641385078,0.6502246261,65.55870049,1.309740305,1.149785638,2.354120255,0.5557630062,0.2090110183,2.112160683,0,1.200000048,0.2815317512,0.1664661467,1.014119864,0,1.200000048
SNA,0,0.001,10,l2init:1e-3,0.9663979167,1,1,0,0,-0.1588360369,1.140488863,-10.69384384,0.9379681349,60.44571974,0,0,-2.180862188,2.514044762,-6.142414093,0.6679005027,66.88155814,1.369789839,1.192720532,2.376637459,0.537507236,0.2060192376,1.935801864,0,1.200000048,0.2455141097,0.1554542631,0.7101919651,0,1.200000048
SNA,0,0.001,11,l2init:1e-3,0.96671875,1,1,0,0,-0.2812581658,1.174713969,-9.50190258,0.8778676391,60.92444903,0,0,-1.843988299,2.367509127,-6.535743237,0.6526700854,66.88156958,1.384062767,1.187481642,2.35879612,0.5205689669,0.2263908833,2.28881216,0,1.200000048,0.2625377178,0.1584166735,0.6656359434,0,1.200000048
SNA,0,0.001,12,l2init:1e-3,0.9651354167,0.9808333516,0.9808333516,0,0,-0.4604388177,1.206218958,-10.71586132,0.7754509449,63.68963058,0,0,-1.875484824,2.43736434,-7.217583179,0.6555295587,67.12876724,1.441218138,1.221036434,2.363314152,0.5177009106,0.1994921118,1.70965302,0,1.200000048,0.2587453425,0.1594388038,0.7462329268,0,1.200000048
SNA,0,0.001,13,l2init:1e-3,0.9680104167,1,1,0,0,-0.2650039792,1.12594223,-10.72308731,0.9190519452,60.60511308,0,0,-1.889250994,2.409613371,-5.417656422,0.6725569963,68.3843556,1.458746314,1.202208638,2.403403044,0.5296040773,0.1959271133,2.318037987,0,1.200000048,0.2550298572,0.1363672316,0.6615751982,0,1.200000048
SNA,0,0.001,14,l2init:1e-3,0.9671020833,1,1,0,0,-0.1013422161,1.081604958,-8.370366096,1.005008221,59.92572364,0,0,-1.458364844,2.428306103,-6.214923382,0.7039584517,65.78720338,1.326798797,1.159386039,2.340534687,0.5580906868,0.2508601844,2.906858444,0,1.200000048,0.2513903975,0.1769803315,0.7806860805,0,1.200000048
SNA,0,0.001,15,l2init:1e-3,0.9680333333,1,1,0,0,-0.01397579536,1.100351214,-11.63553715,1.033774137,59.84983209,0,0,-2.270795584,2.644962072,-6.170865536,0.6453536153,67.68410085,1.42289114,1.18798852,2.394754171,0.5530741215,0.1883848906,2.366751909,0,1.200000048,0.2375604361,0.1275129169,0.8995664716,0,1.200000048
SNA,0,0.001,16,l2init:1e-3,0.9662729167,1,1,0,0,-0.3171632886,1.125100493,-10.06272316,0.7994933128,61.12086905,0,0,-1.768824935,2.329650402,-8.011640549,0.6612544656,67.37722125,1.457130313,1.218084931,2.372979403,0.5368002653,0.2118910551,2.118685007,0,1.200000048,0.2675425708,0.1648937613,0.8235103488,0,1.200000048
SNA,0,0.001,17,l2init:1e-3,0.9657958333,1,1,0,0,-0.1667947918,1.186334372,-11.81868935,0.9289349318,59.11715135,0,0,-2.029996157,2.402793169,-8.655114174,0.6604445577,65.04261206,1.412749171,1.172215343,2.381870508,0.5131930113,0.1816612184,1.860705972,0,1.200000048,0.2530551553,0.1410252452,0.6009119153,0,1.200000048
SNA,0,0.001,18,l2init:1e-3,0.9682145833,1,1,0,0,-0.2682969272,1.093341231,-8.741826057,0.864054203,61.80677939,0,0,-0.9351596236,2.050900221,-5.60822773,0.7762051821,66.34851962,1.330714583,1.158688903,2.35934639,0.5605106354,0.2338783741,2.481203079,0,1.200000048,0.2986271381,0.1677884907,0.7408717275,0,1.200000048
