zbar_cur,sigma_cur,between_cur,pos_frac,zbar_inv,sigma_inv,between_inv,pos_frac_inv,var_off,var_wid,var_cross,rowmean,rowmean_sd,cnorm,bias,bias_sd,star,star_sd,eps_max,w2col,gate_mean,ce_probe,alpha_med,task,step,clamp,pressure,acc,arm,iv,seed
0.15253195820441498,0.324577701218016,0.050631817866178305,0.62916015625,0.06423368271626118,0.16316569990711172,0.021692544591592814,0.59921875,0.0029815162432044228,0.023618550816816995,2.297856615621886e-05,0.0005715040532331156,0.0013961006623084105,0.6044754470387403,0.004865631817956455,0.021790331567758184,0.06340925649542084,0.14462178455225663,0.08790939695146707,0.5941703387495907,1.1654576698562595,1.3940575122833252,0.6598593592643738,1,20,ref,0.0,,SNA,none,0
0.32672640907006595,0.6691632986308097,0.2387712071776787,0.63587890625,0.10201486794714536,0.24469927060407579,0.11487615870954854,0.5962255859375,0.014383042968690305,0.04553922330190227,-4.453323642584557e-05,0.0008721789478150429,0.003196483562868444,0.8394177793768542,0.010655382424301934,0.026204984431228647,0.09999948538141983,0.33129317867459535,0.15223977264240351,0.673688286754066,1.1314017734432127,0.3120563328266144,0.9682854413986206,1,300,ref,0.0,,SNA,none,0
0.18903331029976453,0.7900915766353622,0.26691035367105176,0.56322265625,0.024089484558670948,0.2878035638501557,0.16434318963915723,0.5115991210937499,0.019647462209580753,0.06274776971656044,0.0004356594387095039,0.00016925983402701978,0.0038688175098773514,0.9858227693155629,0.011125410197128077,0.0298946881874568,0.028464017229204296,0.3972142188811065,0.1671211124542833,0.7062299975133,1.0572390176530462,0.23182618618011475,0.8292193412780762,1,625,ref,0.0,0.920799970626831,SNA,none,0
-0.19087496202719198,0.5807511540707467,0.3954970539499799,0.3945703125,-0.05434305598286257,0.3115934794898775,0.20585863899799606,0.4466943359375001,0.02617842322269581,0.07045745144848664,0.0004546217894262783,-0.0005974413065213613,0.00442994070903612,1.0528551544199314,0.010263067811611109,0.030223273810315292,-0.05093751233813932,0.4488864071077024,0.1908237036013284,0.7071109769004589,0.854352519576205,0.7300712466239929,0.8895132541656494,2,20,ref,0.0,,SNA,none,0
-0.12480080402411882,0.9153808567239052,0.4919701401138043,0.42310546875,-0.07565283824639142,0.3681972662441955,0.2878512552396127,0.43866699218750005,0.0363745589550412,0.09930600425601328,-0.0001113363413554318,-0.0007445608069305851,0.0052162616591765335,1.2528698326419272,0.010486405685660428,0.03513018127013525,-0.06578477416669695,0.5304758299174458,0.1523267059971437,0.7285014445350564,0.9158952706307173,0.25338518619537354,0.72432541847229,2,300,ref,0.0,,SNA,none,0
-0.20792107947747532,1.0266215210679077,0.6300842031333181,0.4058203125,-0.13916545213826206,0.40431416483383226,0.39027612622575025,0.40681152343750004,0.05009331887659199,0.11331923490314937,5.739010553801834e-05,-0.0013546028122900866,0.006033239676501922,1.335094490323368,0.010348696228465997,0.036449746376241335,-0.12841385179042064,0.6138955720390779,0.18861768984654215,0.7502684966004974,0.8925285026128403,0.20172913372516632,0.6360157132148743,2,625,ref,0.0,0.9319000244140625,SNA,none,0
-0.5501264515605844,0.5852367497643255,0.5154505138239167,0.25666015625,-0.28523974813284575,0.41894321313863564,0.351042359413861,0.339814453125,0.05246749436044993,0.12205463685848052,0.0009912846159939143,-0.0027523018590198483,0.0056984130034931505,1.3699354081811919,0.007583207446150482,0.03856690744768477,-0.2743565725466624,0.5778453919752002,0.2013085339720555,0.7455588264663013,0.6628591344505549,1.050031304359436,0.6824444532394409,3,20,ref,0.0,,SNA,none,0
-0.3145777380359394,0.9564254466317145,0.6963421246478392,0.342578125,-0.21009714584666106,0.45748072562264613,0.4264404635820261,0.37010742187499995,0.058100957050136924,0.15188754729210246,-0.0006998900260165591,-0.002015034297113722,0.006347171722727321,1.507851138627671,0.009822801764239558,0.043329395151381886,-0.1965929024378184,0.645740420415637,0.28166653937758,0.7690321567828603,0.8158943618997,0.29216983914375305,0.7008535265922546,3,300,ref,0.0,,SNA,none,0
-0.24223446731555498,1.0702398444856231,0.7845198933757642,0.36966796875,-0.21285592016783517,0.47825433110308785,0.4934842708062922,0.37692626953125,0.06632618368357074,0.1636315994046699,-0.001230577869378529,-0.001986917078040811,0.00683207249426312,1.5643107169136663,0.010947872314136475,0.044637757049379015,-0.1925875654907432,0.6970531242680266,0.3078669542589365,0.7871494310454846,0.8453676085162443,0.2645967900753021,0.618598461151123,3,625,ref,0.0,0.9086999893188477,SNA,none,0
-0.7297801451476907,0.6495122101329197,0.7218906501157175,0.20623046875,-0.42342157707679384,0.49424529638728776,0.4701909696937334,0.27842041015625,0.07938851200167875,0.16657965620839776,-0.001689755209118517,-0.004043269944237583,0.006651853747661181,1.5812586918437321,0.006183928556274623,0.04640049174234603,-0.4079997972563657,0.6764997741657601,0.3139032271270392,0.779334582738964,0.6611013085581362,1.3391379117965698,0.6628553867340088,4,20,ref,0.0,,SNA,none,0
-0.46590677881355086,0.9684028815360025,0.8484958573887513,0.315234375,-0.3387227233427074,0.5098963570836389,0.48995709811185306,0.32156005859375003,0.07345226437476766,0.18781576448161705,-0.0012737338892189146,-0.003231952305074467,0.006754160993307602,1.6820961750626942,0.009119428587146103,0.049641354851219566,-0.3219546935530986,0.6873511304850489,0.30773365195052516,0.8025006257513099,0.8063344514044002,0.2710149884223938,0.7299551963806152,4,300,ref,0.0,,SNA,none,0
-0.46896152270962965,1.0651724329200125,0.9245050571012672,0.33029296875,-0.35606598906734094,0.531082611200013,0.5720034001304731,0.32661621093750004,0.08371648298306723,0.1975626646943598,0.0007695922415972334,-0.0033816327937873686,0.007243146944341218,1.722159943145437,0.009312657862319612,0.05103928434091705,-0.33709440601853813,0.7390322126073098,0.28924367044420984,0.813120217065078,0.8084453781391494,0.22791151702404022,0.6482119560241699,4,625,ref,0.0,0.9228000044822693,SNA,none,0
