zbar_cur,sigma_cur,between_cur,pos_frac,zbar_inv,sigma_inv,between_inv,pos_frac_inv,var_off,var_wid,var_cross,rowmean,rowmean_sd,cnorm,bias,bias_sd,star,star_sd,eps_max,w2col,gate_mean,ce_probe,task,step,clamp,pressure,acc,arm,iv,seed
0.07722887423081844,0.33015894485976915,0.02625821919122363,0.56736328125,0.03694381390813013,0.16232528391836518,0.020499901626891606,0.55561767578125,0.002524671841178664,0.02371791306599756,0.00010691289200164881,0.00032703854731492443,0.0013490968309508434,0.6055226811825729,0.0031587272904289422,0.021578972359187577,0.03665984046846352,0.13743862614760832,0.08933580658768372,0.5952574816329366,0.9110515522983041,1.6242477893829346,1,20,ref,0.0,,ELU1,none,0
0.380714139721602,0.8294077900989427,0.22992836394055174,0.63203125,0.16040445718597976,0.27672034682243407,0.14975795852591406,0.62557373046875,0.020551845653687305,0.0560216528013347,6.518905062186543e-07,0.0014907397299636317,0.003669384863555939,0.9307120740524151,0.007680766391858924,0.029189902808573538,0.16038888236943155,0.37745908031227365,0.1596890952954691,0.7641173850088248,0.8574833750963807,0.3435603380203247,1,300,ref,0.0,,ELU1,none,0
0.15915476807041787,0.9164969191447846,0.2401249118133587,0.55544921875,0.04488041497775933,0.3273822936042851,0.2324675289957889,0.52419189453125,0.028854437588553817,0.07840958379422588,-8.485521717734109e-05,0.0004471853125199048,0.0046716023361601175,1.099841168072158,0.00537193852593191,0.03455080103714097,0.05118062343260081,0.4759746807151945,0.19139852967381898,0.8053105228474898,0.79815397436465,0.262440025806427,1,625,ref,0.0,0.9104999899864197,ELU1,none,0
-0.21774174025522022,0.6358367639873557,0.305898963653005,0.4020703125,-0.051614501789199047,0.34514336487208774,0.24653016349759058,0.466064453125,0.03165109736291057,0.08643455220479906,0.001038292747517525,-0.00048166267138855445,0.004891468282702305,1.1637917733432963,0.0029187237250152976,0.03563268156135042,-0.04642174638257702,0.4908416952252999,0.17656632029922403,0.7976603228764408,0.725586710242369,0.7177505493164062,2,20,ref,0.0,,ELU1,none,0
-0.08579460181597036,0.9767423557794592,0.33991723264869045,0.45908203125,-0.0370554423158883,0.40452162977169714,0.38015568222230167,0.4805712890625,0.04672192515774654,0.11601517273130395,0.0009006510640995896,-0.00026507054315389985,0.005965850323552859,1.3532612180395354,0.003047343181387987,0.04397602662698779,-0.024105903245586507,0.6014726252422063,0.15174029521762183,0.8307422865230489,0.7225819723198401,0.29500967264175415,2,300,ref,0.0,,ELU1,none,0
-0.1495269310034063,1.116857727032559,0.4895804889509309,0.45287109375,-0.09164444892770267,0.4560876177470894,0.6042772097290489,0.46692138671875005,0.07339229865294299,0.13341784525948308,0.001205771149789118,-0.0007640771824858425,0.007445443049702481,1.4499280534640768,0.0026100014289841054,0.048634924504499195,-0.07566039323052594,0.7516859396544616,0.1760778874067792,0.8664934302118362,0.6976316735533175,0.22572629153728485,2,625,ref,0.0,0.9222000241279602,ELU1,none,0
-0.5078403509505067,0.698431064296195,0.808098369196307,0.3144921875,-0.2415037021617402,0.4781979794395421,0.6339704204246154,0.39896728515625,0.08153603886159494,0.14484695254146673,0.002290316136999159,-0.0021932257837752756,0.007577869244161162,1.4895280944003348,-0.001089028444257565,0.05172906921711407,-0.2257582786304911,0.7671517809186624,0.16861248320907696,0.855801594687418,0.6014654261943361,1.0260275602340698,3,20,ref,0.0,,ELU1,none,0
-0.3594442881692334,1.0896794002938148,0.7441473671109863,0.38087890625,-0.20803146950105295,0.5200149766278126,0.7047738947437335,0.41854003906250004,0.09157568616096025,0.1797239245468768,-0.0008840347906124943,-0.00187120904680425,0.008148369190036996,1.6345444581232436,-0.0002918163064896362,0.06069963734898749,-0.1919743765778508,0.8237441520560099,0.17458066046455278,0.8969563015524022,0.6263208630607164,0.30898958444595337,3,300,ref,0.0,,ELU1,none,0
-0.3366257407506762,1.2460089793337767,0.6775727644037086,0.39048828125,-0.23537235165127257,0.5519376374250589,0.8318129006649757,0.415126953125,0.10930074581481625,0.19766334093307183,-0.002328931141532216,-0.002093031113579667,0.008890761630279574,1.708700593448087,0.0013085858924023342,0.06447346054136979,-0.2130969415198102,0.8991937158071279,0.23675619053098718,0.9304275136500546,0.623056265636697,0.26162001490592957,3,625,ref,0.0,0.9107000231742859,ELU1,none,0
-0.7184573160850206,0.7690620990887158,1.8060056624781682,0.30658203125,-0.4349753142718029,0.5877444901461237,0.9995402876108552,0.34809326171875005,0.14432472846397293,0.20193571267631497,-0.0008168554431608041,-0.004047347768912941,0.009683919367074554,1.729501634660181,-0.0032359343639109285,0.06606317375562262,-0.41783738361340894,0.9818114110426459,0.22990355596493228,0.9192168059777605,0.54848553606406,1.4452216625213623,4,20,ref,0.0,,ELU1,none,0
-0.5340531317270044,1.1712526592868218,1.5438667749316857,0.369296875,-0.3566202065731251,0.6032231651897844,0.9916748297785953,0.38895507812499996,0.13575898505025039,0.22791492217398418,0.0002042797973474448,-0.0033688168537308184,0.00960585143093115,1.846404090751829,-0.0022507493145531043,0.07310439782983466,-0.3473449763391978,0.9745178044475399,0.21539335077297594,0.9605918510899346,0.5862961158957526,0.29586437344551086,4,300,ref,0.0,,ELU1,none,0
-0.6189828239023529,1.290186046047982,1.6752812363386262,0.358359375,-0.39984607361983704,0.631786651555849,1.1329537368872031,0.38201171875000006,0.15612853008876224,0.24103490012154008,0.0019909428738496106,-0.0038092454100188767,0.010230273848048886,1.8977948671668767,-0.0026348771061748266,0.0757320392044204,-0.39284564171388403,1.0381346472941277,0.21618032693579492,0.9808926472700705,0.562302561433778,0.22046437859535217,4,625,ref,0.0,0.923799991607666,ELU1,none,0
-0.8214658721016725,0.7696178072525032,1.426695270593127,0.2840625,-0.5399291627558697,0.6604728832161524,1.25572348879366,0.34526611328125,0.18580030651802784,0.24808378147575663,0.0023403414700729503,-0.00509736206461262,0.010762594956159204,1.9126517680176887,-0.005443583393935114,0.07653635509864098,-0.5276061995077037,1.09318994101069,0.22313220674633016,0.974916500123737,0.5337260087725582,1.2974344491958618,5,20,ref,0.0,,ELU1,none,0
-0.5826112190162843,1.1900430822971102,1.5828027457974239,0.3568359375,-0.47090787207406104,0.6869278833486708,1.36205104153941,0.370234375,0.18859426913450852,0.2802295520259561,0.003046095761420612,-0.004383234530149431,0.011168543521424788,2.0141665274043756,-0.0035985699109733105,0.08071548522877553,-0.4526075240114251,1.135145762489587,0.21641078389486212,1.0077272019964607,0.5752232145827275,0.2612004578113556,5,300,ref,0.0,,ELU1,none,0
-0.5959454552183249,1.306576118990246,1.4283875609369454,0.3580859375,-0.49407158695321174,0.7050173314499387,1.4179352461264785,0.365693359375,0.19735946274753033,0.2965572517756416,0.0031327231216211255,-0.004604482353033394,0.011377086460041961,2.0650126825020503,-0.0030327902454519062,0.08335325346592218,-0.47470588719904555,1.1563435712405836,0.24455722709161476,1.0354389379940472,0.569831519095515,0.18657661974430084,5,625,ref,0.0,0.9275000095367432,ELU1,none,0
