seed,unit,switch,t0,t1,epoch,p_hat,p_count,end_strict_dead,end_dead_0_05,eval_nmse,y_var,pre_max,x,r,w_norm,b,v,utility_raw,utility_nmse,margin5_bin,cell_id,utility_nmse_group,primary_cell_valid,S0,S1,delta_S
0,37,210000,210001,220000,200-390k,0.09375,3,1,1,1.4726484020848769,2.1835937500000004,0.19406007789075369,-0.16645799804496689,1.3258628090669278,1.3362711003310603,-0.0084999594837427001,0.132854014635086,0.0030454894430377,0.0013947143066504999,0,145,mid,True,0.012049487151671201,0,-0.012049487151671201
0,39,210000,210001,220000,200-390k,0.0625,2,1,1,1.4726484020848769,2.1835937500000004,0.82498785096686333,-0.55063038306835177,2.8277108555297605,2.8808232332510184,-0.13959251344203941,1.4273117780685425,0.064777596146693803,0.0296655896485753,4,144,high,True,0.0472293253915268,0,-0.0472293253915268
0,44,210000,210001,220000,200-390k,0.21875,7,0,0,1.4726484020848769,2.1835937500000004,0.43805518746376032,-0.13098490934770041,1.7117035109117908,1.716707883055407,-0.037413500249385799,0.20716133713722221,0.027195291675663001,0.012454373289749099,0,165,mid,True,0.038852077908813953,0.97789807873778045,0.9390460008289665
0,55,210000,210001,220000,200-390k,0.125,4,1,1,1.4726484020848769,2.1835937500000004,2.5193036198616028,-0.60712681984532435,5.1615079134958179,5.1970921597038711,-0.84254127740859985,1.3650497198104858,0.55702458338132976,0.2550953369331313,4,154,high,True,0.17238329350948334,0,-0.17238329350948334
0,56,210000,210001,220000,200-390k,0.21875,7,0,1,1.4726484020848769,2.1835937500000004,3.2592498362064362,-0.58284259911523306,6.1712714273461993,6.1987334613873344,-1.0058057308197019,-0.6814415454864502,0.081076946794876703,0.037130050768315603,4,169,mid,True,0.24274764489382505,0.026674710214138031,-0.21607293467968702
0,61,210000,210001,220000,200-390k,0.15625,5,0,0,1.4726484020848769,2.1835937500000004,1.6685872673988342,-0.52567958741119558,3.4202866066739137,3.4604478756966937,-0.21185381710529319,1.7662054300308228,0.56093133638374915,0.2568844760540962,4,159,high,True,0.10140802524983883,0.26096781459636986,0.15955978934653103
0,90,210000,210001,220000,200-390k,0.0625,2,0,0,1.4726484020848769,2.1835937500000004,0.0588462706655263,-0.29819598854919582,1.8189038420585848,1.8431852956885031,-0.1893967241048812,0.57765877246856678,0.0046327186507957004,0.0021216028168223001,0,140,high,True,0.0030061958241276443,0.051682032470125705,0.048675836645998061
0,2,220000,220001,230000,200-390k,0.125,4,0,0,1.2328202841209042,3.2724609375000009,0.1952846571803093,-0.1355258039388689,1.3205473092942417,1.3274834988117696,-0.1275540739297866,-0.25344473123550409,0.0072323558323368004,0.0022100663599859001,0,291,high,True,0.012861073948442936,0.60368635365739465,0.59082527970895171
0,14,220000,220001,230000,200-390k,0.125,4,1,1,1.2328202841209042,3.2724609375000009,0.37960384041070933,-0.14903194006612111,1.519282180644759,1.5265742247216694,-0.12982785701751701,0.54666811227798462,-0.030066229605690799,-0.0091876511835951007,1,292,low,True,0.029786111321300268,0,-0.029786111321300268
0,15,220000,220001,230000,200-390k,0.15625,5,0,0,1.2328202841209042,3.2724609375000009,0.38347427587723348,-0.1134609808588941,1.3761950435665338,1.3808642917081158,-0.00056537572527299998,0.013837790116667701,-0.0001773753061337,-5.4202421211873832e-05,0,296,mid,True,0.036745966475791647,0.37223167938645929,0.33548571291066764
0,20,220000,220001,230000,200-390k,0.1875,6,0,1,1.2328202841209042,3.2724609375000009,2.2926640138030048,-0.91917095562662743,4.6803429553208513,4.7697468931893123,-0.2193809300661087,-2.1863062381744385,0.67356994858519448,0.20582979031669321,4,305,mid,True,0.11818772228434682,0.035380237473873422,-0.082807484810473397
0,21,220000,220001,230000,200-390k,0.0625,2,1,1,1.2328202841209042,3.2724609375000009,0.44921313226222992,-0.73708900109533604,3.0257177870383538,3.1142042839762443,-0.47648406028747547,-1.4243161678314209,-0.084351593890380397,-0.025776195805356401,3,284,low,True,0.016941981390118599,0,-0.016941981390118599
0,33,220000,220001,230000,200-390k,0.0625,2,1,1,1.2328202841209042,3.2724609375000009,0.42812723200768232,-0.3606649540469839,2.297092049648056,2.3252335567925253,-0.39942920207977289,1.0251474380493164,-0.055951345995276597,-0.017097636018849002,3,284,mid,True,0.019468740269076079,0,-0.019468740269076079
0,39,220000,220001,230000,200-390k,0.0625,2,1,1,1.2328202841209042,3.2724609375000009,0.067762173712253501,-0.80115730573350497,2.7488765439140135,2.863245585382229,-0.23039701581001279,1.3748266696929932,0.012199282544881901,0.0037278619295610001,0,281,high,True,0.0027403610292822123,0,-0.0027403610292822123
0,44,220000,220001,230000,200-390k,0.6875,22,0,0,1.2328202841209042,3.2724609375000009,3.5484381467103958,0.2098735129125901,3.1434363431876693,3.1504347216051527,0.1082485765218734,0.53233152627944935,-0.047384243084863997,-0.0144796970811401,4,382,low,True,0.97390436194837093,1.1288118984084576,0.1549075364600867
0,52,220000,220001,230000,200-390k,0.0625,2,1,1,1.2328202841209042,3.2724609375000009,1.5267226062715054,-1.5550703748111856,5.5683511949267226,5.7814166863025243,-0.059016291052103001,1.2334543466567991,-0.34119987484717101,-0.10426400234064551,4,285,low,True,0.069595541572198272,0,-0.069595541572198272
0,56,220000,220001,230000,200-390k,0.09375,3,0,0,1.2328202841209042,3.2724609375000009,2.5595208406448364,-0.7062820906378201,6.1341310853174082,6.1746577689304409,-1.2327992916107178,-0.76077014207839955,0.14475784864149471,0.0442351647296002,4,290,high,True,0.1349763423204422,0.5345862964168191,0.3996099540963769
0,61,220000,220001,230000,200-390k,0.28125,9,0,0,1.2328202841209042,3.2724609375000009,2.8145069964230061,-0.37702630982323942,3.8755503801026312,3.8938463743466527,-0.1075304672122001,1.7430504560470581,0.86832929248392465,0.26534443315533829,4,320,high,True,0.2845674684504047,0.067158617079257965,-0.21740885137114674
0,64,220000,220001,230000,200-390k,0.0625,2,1,1,1.2328202841209042,3.2724609375000009,0.37540283054113383,-0.56753837634607185,3.1162544075825576,3.1675134319215208,-0.69134163856506337,-1.1591078042984009,-0.048572151896307598,-0.014842698759122299,2,283,low,True,0.014998047146946192,0,-0.014998047146946192
0,70,220000,220001,230000,200-390k,0.0625,2,1,1,1.2328202841209042,3.2724609375000009,0.099885180592536899,-0.90525217096472477,3.4874076827481022,3.6029840186610369,-0.45790603756904602,1.1208250522613523,-0.0101108806278358,-0.0030896871867812001,0,281,low,True,0.0050321829039603472,0,-0.0050321829039603472
0,74,220000,220001,230000,200-390k,0.0625,2,1,1,1.2328202841209042,3.2724609375000009,0.30321215093135828,-0.31026716473342858,2.0772174641789967,2.1002614377743414,-0.41349470615386957,0.77707082033157338,-0.048427152856415599,-0.0147983898910682,2,283,mid,True,0.011688301339745522,0,-0.011688301339745522
0,90,220000,220001,230000,200-390k,0.40625,13,1,1,1.2328202841209042,3.2724609375000009,1.3928245175629854,0.035982826734629297,2.0211214026282853,2.0214416855259367,-0.24004094302654261,0.77054327726364125,-0.52886015250111496,-0.1616093095079503,1,337,low,True,0.23010736919241026,0,-0.23010736919241026
0,93,220000,220001,230000,200-390k,0.09375,3,0,1,1.2328202841209042,3.2724609375000009,0.46038074139505619,-0.16970135811050749,1.5104885665931194,1.5199915331188811,-0.16603869199752799,0.66768252849578846,0.038205074229063898,0.0116747227724743,2,288,high,True,0.024269079644000158,0.0064329205197282135,-0.017836159124271944
0,2,230000,230001,240000,200-390k,0.5,16,0,0,3.7359497135879192,2.46484375,1.6257651727646587,0.039226130697570603,1.9106411533844292,1.9110437740501092,-0.084253087639808599,-0.65841472148895264,1.127857968591204,0.45757787632226338,1,484,high,True,0.33713155891746283,1.7832935980986804,1.4461620391812176
0,15,230000,230001,240000,200-390k,0.46875,15,0,0,3.7359497135879192,2.46484375,1.9400179758667944,-0.0094004472249528005,2.2797818436900066,2.2798012244988888,-0.0202392823994159,1.0838222503662107,-1.6738432718094589,-0.67908696922856004,0,478,low,True,0.38239390659146011,0.17766305472468957,-0.20473085186677054
0,31,230000,230001,240000,200-390k,0.75,24,0,0,3.7359497135879192,2.46484375,3.6916415393352504,0.51146723819933793,3.0365263431444336,3.0793004024228239,-0.38357067108154291,1.130279541015625,-3.8956141817814798,-1.5804710468083341,3,524,low,False,1.2569858804345131,0.43604212743230164,-0.82094375300221145
0,38,230000,230001,240000,200-390k,0.09375,3,0,0,3.7359497135879192,2.46484375,1.8023930937051773,-0.70783711503605595,4.4953003684335497,4.5506877264718328,-0.66612118482589722,-1.0933846235275269,0.51183650077999165,0.207654745165892,4,422,high,True,0.076875594910234213,0.33673633076250553,0.25986073585227132
0,44,230000,230001,240000,200-390k,0.53125,17,0,0,3.7359497135879192,2.46484375,3.5082044862210751,0.1242798386546678,3.1697845951817838,3.1722200204506272,0.0487156920135021,-0.84007138013839722,3.3451416524779778,1.3571414628119849,4,491,low,False,0.78837249695789069,0.7721544171217829,-0.01621807983610779
0,56,230000,230001,240000,200-390k,0.21875,7,1,1,3.7359497135879192,2.46484375,3.5229872167110443,-0.59753988900170762,6.6066730148688286,6.633640195574686,-1.0901339054107666,-1.5771242380142212,3.8686759178968169,1.5695420522687562,4,442,high,True,0.26664288807660341,0,-0.26664288807660341
0,61,230000,230001,240000,200-390k,0.0625,2,1,1,3.7359497135879192,2.46484375,0.93531861901283264,-0.95835984360966076,3.8974468014255663,4.0135452108810128,-0.2549708485603332,1.6887511014938354,-0.32186618775522863,-0.13058279566614661,4,417,low,True,0.037996238097548485,0,-0.037996238097548485
0,2,240000,240001,250000,200-390k,0.9375,30,0,0,1.501491948814351,2.9335937499999991,4.1906112357974052,0.65785322163455562,2.6120389015370562,2.6936068912070068,0.13412079215049741,-0.67257040739059437,2.4036511135225407,0.81935377504896234,0,677,low,False,1.9274042826145887,0.9318397669121623,-0.99556451570242643
0,4,240000,240001,250000,200-390k,0.0625,2,1,1,1.501491948814351,2.9335937499999991,0.2004932649433612,-0.2715316997433479,1.6402883238696724,1.662610973555958,-0.054637286812066997,0.69093751907348633,-0.0137232920658268,-0.0046779797188437004,0,551,low,True,0.010503996163606644,0,-0.010503996163606644
0,7,240000,240001,250000,200-390k,0.0625,2,1,1,1.501491948814351,2.9335937499999991,0.86437313258647908,-0.63966212671213918,3.5594282708075728,3.6164481541111697,-0.59464091062545765,-1.1613466739654541,-0.28721847366997738,-0.097906696750351796,4,555,low,True,0.053587759612128139,0,-0.053587759612128139
0,15,240000,240001,250000,200-390k,0.15625,5,0,1,1.501491948814351,2.9335937499999991,2.3656829800456758,-0.44451562612964718,3.6775922115654129,3.7043594070284289,-0.14142182469367981,1.7450008392333984,0.36493032915819529,0.12439702298867911,4,570,high,True,0.21328058786457404,0.032733495638240129,-0.18054709222633392
0,21,240000,240001,250000,200-390k,0.0625,2,1,1,1.501491948814351,2.9335937499999991,0.46587277948856348,-0.65657886684239675,3.0292971472497503,3.0996349808839625,-0.55653226375579834,-1.4102612733840942,-0.012060914993419601,-0.0041113105703267996,2,553,mid,True,0.020484716631472111,0,-0.020484716631472111
0,29,240000,240001,250000,200-390k,0.0625,2,1,1,1.501491948814351,2.9335937499999991,0.72484365105628956,-0.49149671315020937,2.9492583462136781,2.9899320747716827,-0.50817394256591786,1.6214412450790403,-0.12017071446517461,-0.0409636523343338,3,554,mid,True,0.037640893831849098,0,-0.037640893831849098
0,31,240000,240001,250000,200-390k,0.46875,15,0,0,1.501491948814351,2.9335937499999991,3.6359444782137871,0.17549201875132889,4.024681781053987,4.0285060366584169,-0.62705093622207642,1.0021499395370483,1.8958440703294317,0.64625310519884771,4,620,low,False,0.68107792758382857,0.13705751439556479,-0.54402041318826377
0,33,240000,240001,250000,200-390k,0.09375,3,1,1,1.501491948814351,2.9335937499999991,0.69932328443974245,-0.2192929711969609,2.3028089068251294,2.3132268087175407,-0.4427419900894165,0.99765706062316883,-0.097099011132174104,-0.033098997136932803,2,558,low,True,0.039586144295753911,0,-0.039586144295753911
0,36,240000,240001,250000,200-390k,0.15625,5,0,1,1.501491948814351,2.9335937499999991,0.44593801535665978,-0.097797256521163695,1.47639790245691,1.4796334241163347,-0.18278197944164271,0.44599476456642151,-0.0066008373593517003,-0.0022500857043862002,0,566,high,True,0.028098473383579403,0.030764315917622298,0.0026658425340428948
0,38,240000,240001,250000,200-390k,0.3125,10,0,1,1.501491948814351,2.9335937499999991,4.4413014352321625,-0.1959631719836113,5.4365140429551237,5.4400447152594396,-0.62426602840423584,-1.8024445772171021,1.1186563641687564,0.38132627060879049,4,595,high,True,0.53803175501525402,0.025503374636173248,-0.51252838037908077
0,42,240000,240001,250000,200-390k,0.65625,21,1,1,1.501491948814351,2.9335937499999991,0.1649790887604467,0.013665412490276901,1.0795933646458828,1.0796798490691335,0.00046316505176939999,-0.098837412893772097,-0.0018659250422177001,-0.00063605434195429999,0,643,high,True,0.05015083150465216,0,-0.05015083150465216
0,44,240000,240001,250000,200-390k,0.4375,14,0,0,1.501491948814351,2.9335937499999991,2.6903034746646881,-0.1467397370589576,3.2016416301831119,3.2050026019574003,0.067628160119056702,0.53975319862365723,0.35709292404674192,0.1217254175179307,4,615,low,True,0.42275208979845047,0.05723761988338083,-0.36551446991506964
0,58,240000,240001,250000,200-390k,0.09375,3,0,0,1.501491948814351,2.9335937499999991,0.1585361575707793,-0.1115911623438753,1.3533580809128851,1.3579509132091134,0.0085489666089414995,0.028270343318581501,-0.0004778330752416,-0.00016288317877740001,0,556,mid,True,0.0083587422559503466,0.041542631690390408,0.033183889434440061
0,66,240000,240001,250000,200-390k,0.0625,2,1,1,1.501491948814351,2.9335937499999991,0.21984716504812241,-0.2347416940623904,1.9437317757043544,1.9578551730948039,-0.31367874145507812,0.93619632720947255,0.0004364672460986,0.0001487824434104,0,551,mid,True,0.010974770877510309,0,-0.010974770877510309
0,70,240000,240001,250000,200-390k,0.0625,2,1,1,1.501491948814351,2.9335937499999991,0.53009862452745427,-0.74012334707413374,3.5247344211277896,3.6016017698195442,-0.46902823448181152,1.1202385425567627,-0.021674417143743699,-0.0073883499185064998,3,554,mid,True,0.031430841772817075,0,-0.031430841772817075
0,87,240000,240001,250000,200-390k,0.0625,2,1,1,1.501491948814351,2.9335937499999991,0.53619331121444702,-0.38731897952193678,2.5950625239247902,2.6238074424349089,-0.65573889017105103,-0.94241392612457275,-0.054244255520264698,-0.0184907182599038,3,554,mid,True,0.022353486157953739,0,-0.022353486157953739
0,2,250000,250001,260000,200-390k,0.625,20,1,1,3.386977094126562,1.921875,4.2171558663249016,0.28248290261421732,3.794151892383768,3.8046530949284558,-0.1381289660930633,-1.2305721044540403,-0.99850673779098942,-0.51954822128962042,4,771,low,False,1.1353683983907104,0,-1.1353683983907104
0,24,250000,250001,260000,200-390k,0.0625,2,1,1,3.386977094126562,1.921875,0.8124897051602602,-0.4595446460045402,2.4479900173932201,2.4907501695128511,-0.28040784597396851,1.5149420499801636,-0.093969531709060403,-0.048894715686015097,3,684,low,True,0.027735202689655125,0,-0.027735202689655125
0,26,250000,250001,260000,200-390k,0.125,4,0,1,3.386977094126562,1.921875,1.8637788891792295,-0.89439960562367882,4.7016605028552929,4.7859755681208069,-0.50212079286575306,2.295709609985352,0.48564330470153833,0.25269245122681661,4,695,high,True,0.072374526411294937,0.0011289799585938454,-0.071245546452701092
0,30,250000,250001,260000,200-390k,0.0625,2,1,1,3.386977094126562,1.921875,1.6309815645217896,-0.9541712531605786,5.419723511199642,5.5030760232989877,-1.0189341306686399,2.6814193725585938,0.7582720780329204,0.39454807312282031,4,685,high,True,0.057004585862159729,0,-0.057004585862159729
0,31,250000,250001,260000,200-390k,0.125,4,0,1,3.386977094126562,1.921875,1.2197840306907892,-0.41600030601306132,3.8882414671687329,3.9104319405423009,-0.77075445652008046,0.25155997276306152,0.034795182617538702,0.018104810467662401,4,695,mid,True,0.12470568297430873,0.012308688368648291,-0.11239699460566044
0,58,250000,250001,260000,200-390k,0.15625,5,1,1,3.386977094126562,1.921875,1.209329828619957,-0.44784686074926522,2.8105222880937482,2.8459800320021027,-0.21682439744472501,-1.957632303237915,-0.65422113967004925,-0.34040774747059471,2,698,low,True,0.058276170399039984,0,-0.058276170399039984
0,75,250000,250001,260000,200-390k,0.125,4,0,1,3.386977094126562,1.921875,0.24961201846599571,-0.18309426506557311,1.3615775840464577,1.3738329692061153,0,-0.049136668443679803,0.00069694804167119999,0.00036263963143869999,0,691,mid,True,0.018504399195080623,0.027036393992602825,0.0085319947975222021
0,81,250000,250001,260000,200-390k,0.09375,3,0,1,3.386977094126562,1.921875,1.9909850209951401,-1.0522270253799939,5.0234018116484336,5.1324212097423176,-0.35835367441177363,1.8369027376174929,-0.087256550161087895,-0.045401782197639198,4,690,mid,True,0.069060167763382196,0.013222918380051851,-0.055837249383330345
0,2,260000,260001,270000,200-390k,0.09375,3,0,0,1.8567070278913784,1.4755859374999998,0.66003519296646107,-0.73327620257143955,3.6300570281849289,3.7033779198364818,-0.55031055212020874,-0.73915374279022206,0.1177481997141515,0.079797588687816695,1,813,high,True,0.0323337372392416,0.088750316295772791,0.056416579056531191
0,7,260000,260001,270000,200-390k,0.0625,2,1,1,1.8567070278913784,1.4755859374999998,0.067298755049705505,-0.86196658680110372,3.4810854649897598,3.586215611382634,-0.70043301582336415,-1.0983442068099976,0.0090325674155426004,0.0061213428415060004,0,807,high,True,0.0029529253952205181,0,-0.0029529253952205181
0,13,260000,260001,270000,200-390k,0.0625,2,0,0,1.8567070278913784,1.4755859374999998,0.35499102622270579,-0.1833916185988807,2.0738345957856668,2.0819275723352666,-0.3897063136100769,-0.93820536136627197,0.033827368770755498,0.0229247025951381,2,809,high,True,0.021213826956227422,0.12620902480557561,0.10499519784934819
0,16,260000,260001,270000,200-390k,0.09375,3,1,1,1.8567070278913784,1.4755859374999998,0.74778695404529572,-0.21043278881333641,2.6359825687518543,2.6443687453476268,-0.56035196781158436,0.65681976079940785,-0.13943757032095119,-0.094496407682762407,2,814,low,True,0.036644487176090479,0,-0.036644487176090479
0,31,260000,260001,270000,200-390k,0.09375,3,0,0,1.8567070278913784,1.4755859374999998,0.88296116888523102,-0.60584971635309892,3.8808437020014304,3.927849502993884,-0.86119699478149414,0.52172976732254017,0.0127349133360437,0.0086304111555980997,2,814,mid,True,0.051363158505409956,0.36311016173567623,0.31174700323026627
0,39,260000,260001,270000,200-390k,0.0625,2,1,1,1.8567070278913784,1.4755859374999998,0.50767958164215077,-0.64518684470019205,2.7989089606936308,2.8723087290236213,-0.28419750928878779,1.3262503147125244,-0.120565492060259,-0.081706858947521596,3,810,low,True,0.023944321554154158,0,-0.023944321554154158
0,40,260000,260001,270000,200-390k,0.0625,2,1,1,1.8567070278913784,1.4755859374999998,0.18625786155462259,-0.083909105467737999,1.2602642145820695,1.2630544835978204,-0.1216660439968109,-0.24166078865528101,-0.00035022141375200001,-0.00023734396272799999,1,808,mid,True,0.0067306961864233017,0,-0.0067306961864233017
0,46,260000,260001,270000,200-390k,0.3125,10,0,0,1.8567070278913784,1.4755859374999998,2.2616334073245525,-0.15110755710399359,3.1728224299872534,3.1764186855709307,-0.30829992890357971,1.0322632789611816,-0.60115367215726712,-0.4073999737187568,3,850,low,True,0.2576913011725992,0.84128480544313788,0.58359350427053869
0,51,260000,260001,270000,200-390k,0.875,28,0,0,1.8567070278913784,1.4755859374999998,3.8408159725368014,0.55565669793948547,2.706271025055667,2.7627264119019928,0.058480340987443903,-0.57778608798980713,3.2476327723361718,2.2009106279763331,3,920,low,False,1.6051450944505632,2.0910084707429633,0.48586337629240006
0,54,260000,260001,270000,200-390k,0.09375,3,1,1,1.8567070278913784,1.4755859374999998,0.21017518267035479,-0.2730450206168375,1.6907288604376776,1.7126347137672226,-0.087192304432392106,0.40714147686958307,-0.0197684276984453,-0.0133970019610907,0,812,low,True,0.010915578692220151,0,-0.010915578692220151
0,87,260000,260001,270000,200-390k,0.0625,2,1,1,1.8567070278913784,1.4755859374999998,0.45183010399341578,-0.35866923183693822,2.5766800709158368,2.6015233625169198,-0.72034090757369995,-0.91523593664169323,0.0035586363081429998,0.0024116767568090002,3,810,mid,True,0.01909959688782692,0,-0.01909959688782692
0,2,270000,270001,280000,200-390k,0.125,4,0,0,2.7671747199692533,3.1875,1.2251834981143477,-0.57968946546316136,3.6938977701486913,3.7391069271523167,-0.51677876710891724,-0.74259549379348755,-0.037907044278390097,-0.0118924060481224,3,940,low,True,0.10479925246909261,0.29308856558054686,0.18828931311145425
0,7,270000,270001,280000,200-390k,0.0625,2,1,1,2.7671747199692533,3.1875,0.27718339860439301,-0.83789996877312656,3.4848429485471586,3.584160534031485,-0.71128731966018666,-1.0980511903762815,-0.22746058140240011,-0.071360182400752897,1,928,low,True,0.015731517574749887,0,-0.015731517574749887
0,11,270000,270001,280000,200-390k,0.0625,2,0,0,2.7671747199692533,3.1875,0.44684148579835892,-0.26472017467021941,2.0743703945476351,2.091193272907395,-0.51077711582183827,-1.2392617464065552,0.18091960374593921,0.056759091371275001,2,929,high,True,0.017082162667065859,0.81513820914551616,0.7980560464784503
0,12,270000,270001,280000,200-390k,0.0625,2,1,1,2.7671747199692533,3.1875,0.82852687686681736,-0.33914528191089632,3.0070993714617629,3.026163602994417,-0.70856493711471547,1.3513647317886353,0.40443795610363648,0.12688249603251339,4,931,high,True,0.028766143601387739,0,-0.028766143601387739
0,13,270000,270001,280000,200-390k,0.625,20,1,1,2.7671747199692533,3.1875,2.129180215299129,0.2537501111626625,2.4682406860998718,2.4812499276440949,-0.28347176313400257,-1.3151975870132446,-2.5793726753344388,-0.80921495696766721,0,1014,low,True,0.58044635923579335,0,-0.58044635923579335
0,18,270000,270001,280000,200-390k,0.125,4,1,1,2.7671747199692533,3.1875,0.87185385078191746,-0.23426153957843771,2.2840008676362467,2.295983108014688,-0.48842188715934748,-0.94829386472702015,-0.25914573120677598,-0.081300621555066996,2,939,low,True,0.045801867730915546,0,-0.045801867730915546
0,31,270000,270001,280000,200-390k,0.1875,6,0,1,2.7671747199692533,3.1875,2.2984440736472607,-0.54883855134248727,4.3492331400260644,4.3837258880706393,-0.73119372129440297,1.4476721286773682,3.1597744317138043,0.99130178249844836,4,951,high,True,0.15584987797774374,0.048116974532604218,-0.10773290344513953
0,38,270000,270001,280000,200-390k,0.3125,10,1,1,2.7671747199692533,3.1875,4.1187710836529732,-0.14737605750560759,5.4650566486654126,5.4670434309092446,-0.85886943340301514,-1.5087771415710447,-4.3015317278140124,-1.3495001499024355,4,971,low,True,0.49785728612914681,0,-0.49785728612914681
0,39,270000,270001,280000,200-390k,0.0625,2,1,1,2.7671747199692533,3.1875,0.60373164713382721,-0.6073160320520401,2.7953924237066192,2.8606033568643872,-0.3456358015537262,1.3071085214614868,0.0053692381849428997,0.0016844668815507,3,930,mid,True,0.031867522280663252,0,-0.031867522280663252
0,44,270000,270001,280000,200-390k,0.15625,5,1,1,2.7671747199692533,3.1875,1.6432065442204475,-0.60631850659847253,3.7598310948101057,3.8084054396748201,-0.37483242154121388,1.8070721626281736,-0.38973184010126971,-0.1222688125807905,3,945,low,True,0.095806996570900083,0,-0.095806996570900083
0,46,270000,270001,280000,200-390k,0.34375,11,0,1,2.7671747199692533,3.1875,2.8327086046338081,-0.1969127029180526,3.9222222244655289,3.9271620530176521,-0.2035621106624603,1.3249951601028442,2.1244736687044927,0.66650154312297805,4,976,high,True,0.43579597095958889,0.032704730518162251,-0.40309124044142663
