analysis,estimate,ci_lo,ci_hi,equivalence_margin,verdict
M2_dynamics,0.15569526388754551,0.14623739108584669,0.18008398881458634,0.050000000000000003,HIGH_LESS_PUSHED
M2_baseline,0.042294548151013973,0.031337145641054644,0.058090196403650901,0.050000000000000003,INCONCLUSIVE_BASELINE
M2_combined,,,,0.050000000000000003,DYNAMIC_DIFFERENCE_HIGH_LESS_PUSHED
