cell_id,n_low,n_high,weight,PS_S0,A_S0,mean_low_S0,mean_high_S0,D_S0,PS_S1,A_S1,mean_low_S1,mean_high_S1,D_S1,PS_delta_S,A_delta_S,mean_low_delta_S,mean_high_delta_S,D_delta_S
1073,2,2,2,0.5,0,0.1303636864759028,0.12508758407784626,-0.0052761023980565369,0.75,0.25,0,0.012083642614015844,0.012083642614015844,0.75,0.25,-0.1303636864759028,-0.11300394146383042,0.017359745012072381
1074,2,2,2,0,-0.5,0.31526455713901669,0.20342065533623099,-0.11184390180278569,0.5,0,0.066546037734951824,0.068082509096711874,0.0015364713617600501,1,0.5,-0.24871851940406486,-0.13533814623951912,0.11338037316454574
1075,1,1,1,0,-0.5,0.058851127047091722,0.051380847347900271,-0.0074702796991914511,0,-0.5,0.17787588108330965,0.026535679353401065,-0.15134020172990859,0,-0.5,0.11902475403621793,-0.024845167994499207,-0.14386992203071713
1079,1,1,1,0,-0.5,0.18803640073747374,0.14452935566805536,-0.043507045069418382,0,-0.5,0.090742531232535839,0.02361863199621439,-0.067123899236321449,0,-0.5,-0.097293869504937902,-0.12091072367184097,-0.023616854166903067
1080,2,1,1,0,-0.5,0.094474656216334552,0.04344587866216898,-0.051028777554165572,0.5,0,0.065114864613860846,0.027503731194883585,-0.037611133418977261,0.5,0,-0.029359791602473706,-0.015942147467285395,0.013417644135188311
1081,2,1,1,0.5,0,0.100179513101466,0.096307108644396067,-0.0038724044570699334,0.5,0,0.040815796732204035,0.068724255252163857,0.027908458519959822,0.5,0,-0.059363716369261965,-0.027582853392232209,0.031780862977029756
1082,1,1,1,1,0.5,0.11962499120272696,0.13166292104870081,0.012037929845973849,1,0.5,0.029676553676836193,0.63658344396390021,0.60690689028706402,1,0.5,-0.089948437525890768,0.5049205229151994,0.59486896044109017
1083,2,1,1,1,0.5,0.1967055881395936,0.24273867812007666,0.046033089980483055,1,0.5,0.043092812411487103,0.20589440502226353,0.16280159261077642,1,0.5,-0.1536127757281065,-0.036844273097813129,0.11676850263029337
1084,2,1,1,0,-0.5,0.25550315016880631,0.21137226209975779,-0.044130888069048524,1,0.5,0.030252095079049468,0.086237328359857202,0.055985233280807734,1,0.5,-0.22525105508975685,-0.12513493373990059,0.10011612134985626
1085,2,1,1,0,-0.5,0.14189905882813036,0.10577775165438652,-0.036121307173743844,1,0.5,0.027208844665437937,0.2029440930346027,0.17573524836916476,1,0.5,-0.11469021416269243,0.097166341380216181,0.21185655554290861
1086,1,1,1,0,-0.5,0.16895127343013883,0.1329282226797659,-0.036023050750372931,1,0.5,0.13455493026413023,0.77801942452788353,0.64346449426375329,1,0.5,-0.034396343166008592,0.64509120184811763,0.67948754501412623
1087,1,1,1,1,0.5,0.2071075439453125,0.21713497041491792,0.010027426469605416,0,-0.5,0.40317380661144853,0.030060377437621355,-0.37311342917382717,0,-0.5,0.19606626266613603,-0.18707459297729656,-0.38314085564343259
1088,1,1,1,0,-0.5,0.35546716844692128,0.28457000700291246,-0.070897161444008816,1,0.5,0.062360844225622714,0.88773698435397819,0.82537614012835547,1,0.5,-0.29310632422129856,0.60316697735106573,0.89627330157236429
1089,2,1,1,0,-0.5,0.26058478176128119,0.23374070413410664,-0.026844077627174556,0.5,0,0.33136016098433174,0.453653025906533,0.12229286492220126,0.5,0,0.07077537922305055,0.21991232177242637,0.14913694254937582
1090,1,1,1,0,-0.5,0.1563936275197193,0.11319612622901332,-0.043197501290705986,0,-0.5,0.12039465084671974,0.012443621642887592,-0.10795102920383215,0,-0.5,-0.035998976672999561,-0.10075250458612572,-0.064753527913126163
1091,1,1,1,0,-0.5,0.19730652740690857,0.17582248500548303,-0.02148404240142554,1,0.5,0.053081014193594456,1.0226506495237118,0.96956963533011731,1,0.5,-0.14422551321331412,0.84682816451822873,0.99105367773154285
1092,1,1,1,0,-0.5,0.18592338263988495,0.1602492380188778,-0.025674144621007144,1,0.5,0,0.073967721778899431,0.073967721778899431,1,0.5,-0.18592338263988495,-0.086281516239978373,0.099641866399906576
1093,1,1,1,1,0.5,0.15555085241794586,0.26023653405718505,0.10468568163923919,1,0.5,0.042582602123729885,0.086914346553385258,0.044331744429655373,0,-0.5,-0.11296825029421598,-0.1733221875037998,-0.060353937209583819
1094,1,1,1,0,-0.5,0.35965780448168516,0.25026558176614344,-0.10939222271554172,1,0.5,0.05323962215334177,0.40635339840082452,0.35311377624748275,1,0.5,-0.30641818232834339,0.15608781663468108,0.46250599896302447
1095,1,1,1,1,0.5,0.12025939769227989,0.14713241532444954,0.026873017632169649,0,-0.5,0.66029134896234609,0.063915223814547062,-0.59637612514779903,0,-0.5,0.5400319512700662,-0.083217191509902477,-0.62324914277996868
1096,1,1,1,0,-0.5,0.2855362044647336,0.14640333756506152,-0.13913286689967208,1,0.5,0.016200411948375404,0.12254579860018566,0.10634538665181026,1,0.5,-0.2693357925163582,-0.023857538964875857,0.24547825355148234
1098,1,1,1,0,-0.5,0.30711878469446674,0.26763960020616651,-0.039479184488300234,1,0.5,0.060623526798735838,0.067704624729231,0.0070810979304951616,1,0.5,-0.2464952578957309,-0.19993497547693551,0.046560282418795396
1099,1,1,1,1,0.5,0.31543271022383124,0.42884146905271336,0.11340875882888213,1,0.5,0.052282411605119705,0.25660390229313634,0.20432149068801664,1,0.5,-0.26315029861871153,-0.17223756675957702,0.09091273185913451
1100,1,1,1,0,-0.5,0.085527081973850727,0.066524912137538195,-0.019002169836312532,0,-0.5,0.18859957708627917,0,-0.18859957708627917,0,-0.5,0.10307249511242844,-0.066524912137538195,-0.16959740724996664
1101,1,1,1,0,-0.5,0.25759103253949434,0.15470314817503095,-0.10288788436446339,1,0.5,0,0.29888312914408743,0.29888312914408743,1,0.5,-0.25759103253949434,0.14417998096905649,0.40177101350855082
1102,1,1,1,1,0.5,0.26192658953368664,0.30479153920896351,0.042864949675276875,0,-0.5,0.029610803350806236,0,-0.029610803350806236,0,-0.5,-0.2323157861828804,-0.30479153920896351,-0.072475753026083112
1103,1,1,1,0,-0.5,0.39220864791423082,0.35794489047839306,-0.034263757435837761,0,-0.5,0.16089446563273668,0.051084190694382414,-0.10981027493835427,0,-0.5,-0.23131418228149414,-0.30686069978401065,-0.075546517502516508
1104,1,1,1,1,0.5,0.41678808454889804,0.72707577887922525,0.31028769433032721,1,0.5,0.068783680908381939,0.32758342521265149,0.25879974430426955,0,-0.5,-0.3480044036405161,-0.39949235366657376,-0.051487950026057661
1105,1,1,1,1,0.5,0.18020922678988427,0.25269773520994931,0.072488508420065045,1,0.5,0.064252015436068177,0.11446186853572726,0.050209853099659085,0,-0.5,-0.11595721135381609,-0.13823586667422205,-0.02227865532040596
1110,1,1,1,1,0.5,0.10705316811800003,0.15428031278133858,0.047227144663338549,1,0.5,0.069737377052661031,0.09878568077692762,0.029048303724266589,0,-0.5,-0.037315791065338999,-0.05549463200441096,-0.018178840939071961
1112,1,1,1,0,-0.5,0.40222746273502707,0.38759085489436984,-0.014636607840657234,1,0.5,0.015203043280052952,0.82660036906599998,0.81139732578594703,1,0.5,-0.38702441945497412,0.43900951417163014,0.82603393362660427
1114,1,1,1,1,0.5,0.61611714120954275,0.75646865501767024,0.14035151380812749,0,-0.5,1.1293472507968545,0.70500713580986485,-0.42434011498698965,0,-0.5,0.51323010958731174,-0.051461519207805395,-0.56469162879511714
1118,2,1,1,1,0.5,0.14243904978502542,0.17542599979788065,0.032986950012855232,0,-0.5,0.20259296550648287,0.10346029158245074,-0.099132673924032133,0,-0.5,0.060153915721457452,-0.071965708215429913,-0.13211962393688736
1119,1,1,1,0,-0.5,0.41512958612293005,0.22249652846949175,-0.1926330576534383,1,0.5,0,0.014914224855601788,0.014914224855601788,1,0.5,-0.41512958612293005,-0.20758230361388996,0.20754728250904009
1120,1,1,1,1,0.5,0.36280693858861923,0.47882558079436421,0.11601864220574498,1,0.5,0.10883359180297703,0.66349070542491972,0.5546571136219427,1,0.5,-0.25397334678564221,0.18466512463055551,0.43863847141619772
1121,1,1,1,1,0.5,0.49774927273392677,0.54742083884775639,0.049671566113829613,0,-0.5,0.84810401819413528,0.31129559478722513,-0.53680842340691015,0,-0.5,0.35035474546020851,-0.23612524406053126,-0.58647998952073976
1122,1,1,1,1,0.5,0.63108022324740887,0.80270291632041335,0.17162269307300448,0,-0.5,0.39107820449135033,0.28655453957617283,-0.10452366491517751,0,-0.5,-0.24000201875605853,-0.51614837674424052,-0.27614635798818199
1128,1,1,1,0,-0.5,0.28451409749686718,0.2049356265924871,-0.079578470904380083,0,-0.5,0.42135211452841759,0.049983451142907143,-0.37136866338551044,0,-0.5,0.13683801703155041,-0.15495217544957995,-0.29179019248113036
1129,1,1,1,0,-0.5,0.50264907767996192,0.41534813470207155,-0.087300942977890372,1,0.5,0.057680995058035478,0.34141116915270686,0.28373017409467138,1,0.5,-0.44496808262192644,-0.073936965549364686,0.37103111707256176
1131,1,1,1,1,0.5,0.56784606818109751,0.6604268429800868,0.092580774798989296,0,-0.5,1.374807654239703,0.57834605779498816,-0.79646159644471481,0,-0.5,0.80696158605860546,-0.082080785185098648,-0.88904237124370411
1132,1,1,1,1,0.5,0.69811579713132232,0.88270772394025698,0.18459192680893466,0,-0.5,0.9671464612474665,0.25452279485762119,-0.71262366638984531,0,-0.5,0.26903066411614418,-0.62818492908263579,-0.89721559319877997
1137,1,1,1,1,0.5,0.15988514851778746,0.29148534848354757,0.13160019996576011,1,0.5,0.22102056187577546,0.40958554134704173,0.18856497947126627,1,0.5,0.061135413357988,0.11810019286349416,0.056964779505506158
1141,1,1,1,0,-0.5,0.795768091105856,0.71506195026449859,-0.08070614084135741,1,0.5,0.16426726430654526,0.28822869434952736,0.1239614300429821,1,0.5,-0.63150082679931074,-0.42683325591497123,0.20466757088433951
1169,6,5,5,0.23333333333333334,-0.26666666666666666,0.0061246526214138912,0.0043278105906210838,-0.0017968420307928074,0.8666666666666667,0.3666666666666667,0.022017105521323781,0.086849840253125879,0.064832734731802094,0.8666666666666667,0.3666666666666667,0.015892452899909888,0.082522029662504798,0.066629576762594914
1170,5,5,5,0.88,0.38,0.0088094241451472047,0.01247080541215837,0.0036613812670111649,0.54000000000000004,0.040000000000000036,0.033411754097323866,0.038900260058289858,0.005488505960965992,0.44,-0.059999999999999998,0.02460232995217666,0.02642945464613149,0.0018271246939548305
1171,6,5,5,0.83333333333333337,0.33333333333333337,0.015004351579894623,0.018796388362534344,0.0037920367826397208,0.90000000000000002,0.40000000000000002,0,0.035949643817730248,0.035949643817730248,0.80000000000000004,0.30000000000000004,-0.015004351579894623,0.017153255455195904,0.032157607035090525
1172,5,5,5,0.56000000000000005,0.060000000000000053,0.022104255892918444,0.023332731745904313,0.0012284758529858691,0.95999999999999996,0.45999999999999996,0.0018993036355823278,0.053877442277735096,0.051978138642152769,0.83999999999999997,0.33999999999999997,-0.020204952257336116,0.030544710531830787,0.050749662789166899
1173,6,5,5,0.59999999999999998,0.099999999999999978,0.046665620694208577,0.052979155816137789,0.0063135351219292118,0.66666666666666663,0.16666666666666663,0.0065085318686518194,0.092247919645160437,0.085739387776508622,0.6333333333333333,0.1333333333333333,-0.040157088825556762,0.039268763829022647,0.07942585265457941
1174,2,2,2,0.25,-0.25,0.016749833594076335,0.012040037981932983,-0.0047097956121433526,0.5,0,0.044443383114412427,0.052976345177739859,0.0085329620633274317,0.75,0.25,0.027693549520336092,0.040936307195806876,0.013242757675470784
1175,2,2,2,0.75,0.25,0.025322082219645381,0.029987297777552158,0.0046652155579067767,1,0.5,0,0.094994796323589981,0.094994796323589981,0.75,0.25,-0.025322082219645381,0.065007498546037823,0.090329580765683204
1176,2,2,2,0.5,0,0.034107134400983341,0.038650810485705733,0.0045436760847223923,0.25,-0.25,0.12076200940646231,0.01584385521709919,-0.10491815418936312,0.25,-0.25,0.086654875005478971,-0.022806955268606544,-0.10946183027408551
1177,2,2,2,0.5,0,0.04984809344750829,0.04779839763068594,-0.00204969581682235,0.75,0.25,0.055622466956265271,0.08972699374135118,0.034104526785085909,0.75,0.25,0.0057743735087569803,0.041928596110665239,0.036154222601908259
1178,2,2,2,0.5,0,0.070836844708537683,0.078862406779080629,0.0080255620705429465,0.5,0,0.080993468582164496,0.16391390701755881,0.082920438435394317,0.5,0,0.010156623873626813,0.085051500238478184,0.07489487636485137
1179,3,3,3,0.22222222222222221,-0.27777777777777779,0.01501993098645471,0.012766210051874319,-0.0022537209345803912,0.77777777777777779,0.27777777777777779,0.02391070855082944,0.34506822377443314,0.3211575152236037,0.88888888888888884,0.38888888888888884,0.00889077756437473,0.3323020137225588,0.32341123615818407
1180,3,2,2,0.83333333333333337,0.33333333333333337,0.025181951486350346,0.04237975541036576,0.017197803924015414,0.66666666666666663,0.16666666666666663,0.015913335296014946,0.048915144987404346,0.033001809691389397,0.66666666666666663,0.16666666666666663,-0.0092686161903354023,0.0065353895770385861,0.015804005767373987
1181,3,2,2,0.33333333333333331,-0.16666666666666669,0.071314913298313812,0.050172835239209235,-0.021142078059104577,0.66666666666666663,0.16666666666666663,0.029822066581497591,0.041745350696146488,0.011923284114648897,0.66666666666666663,0.16666666666666663,-0.041492846716816224,-0.0084274845430627465,0.033065362173753478
1182,3,2,2,0.16666666666666666,-0.33333333333333337,0.082969873134667679,0.071379892062395811,-0.011589981072271868,1,0.5,0.06406617583706975,0.24903285263553698,0.18496667679846723,1,0.5,-0.018903697297597926,0.17765296057314117,0.19655665787073909
1183,3,2,2,0.83333333333333337,0.33333333333333337,0.079740478657186031,0.10377999721094966,0.024039518553763628,0.66666666666666663,0.16666666666666663,0.043131261831149459,0.17362970963586122,0.13049844780471176,0.66666666666666663,0.16666666666666663,-0.036609216826036572,0.069849712424911559,0.10645892925094813
1184,2,2,2,1,0.5,0.012206677463836968,0.028370118016027845,0.016163440552190877,0.25,-0.25,0.0016797221032902598,0,-0.0016797221032902598,0,-0.5,-0.010526955360546708,-0.028370118016027845,-0.017843162655481137
1185,2,1,1,1,0.5,0.051921737322118133,0.056953538849484175,0.0050318015273660421,1,0.5,0.010079897110699676,0.032887202221900225,0.022807305111200549,1,0.5,-0.041841840211418457,-0.024066336627583951,0.017775503583834507
1186,2,2,2,0.25,-0.25,0.090893892920576036,0.082058324158424512,-0.0088355687621515244,0.625,0.125,0.011014719857485034,0.017612937837839127,0.006598217980354093,0.75,0.25,-0.079879173063091002,-0.064445386320585385,0.015433786742505617
1187,2,1,1,0.5,0,0.082781317534681875,0.10383535968139768,0.021054042146715801,0.5,0,0.091004101122962311,0.059784602373838425,-0.031219498749123886,0.5,0,0.0082227835882804357,-0.044050757307559252,-0.052273540895839687
1188,2,2,2,0.5,0,0.10091688169632107,0.10745521247736178,0.0065383307810407132,1,0.5,0.0075562160927802324,0.30073847659514286,0.29318226050236262,1,0.5,-0.093360665603540838,0.19328326411778107,0.28664392972132191
1189,3,2,2,1,0.5,0.031085709886004526,0.039898319977510255,0.0088126100915057286,0.16666666666666666,-0.33333333333333337,0.05237052368465811,0,-0.05237052368465811,0,-0.5,0.021284813798653584,-0.039898319977510255,-0.061183133776163842
1190,2,2,2,0.5,0,0.048092381213791668,0.059577510168310255,0.011485128954518586,0.75,0.25,0,0.0061225031968206167,0.0061225031968206167,0.5,0,-0.048092381213791668,-0.053455006971489638,-0.0053626257576979697
1191,3,2,2,1,0.5,0.077587921468269386,0.10291276918724179,0.025324847718972407,0.58333333333333337,0.08333333333333337,0.01409760769456625,0.16812908669817261,0.15403147900360636,0.5,0,-0.063490313773703136,0.065216317510930821,0.12870663128463394
1192,2,2,2,0.25,-0.25,0.11877379566431046,0.11346913859597407,-0.0053046570683363825,1,0.5,0.011573003197554499,0.15205377887468785,0.14048077567713335,1,0.5,-0.10720079246675596,0.038584640278713778,0.14578543274546973
1193,3,2,2,0.16666666666666666,-0.33333333333333337,0.20774545768896738,0.17237675454816781,-0.035368703140799568,0.33333333333333331,-0.16666666666666669,0.29106668002593022,0.055879450985230505,-0.23518722904069972,0.33333333333333331,-0.16666666666666669,0.083321222336962819,-0.1164973035629373,-0.19981852589990012
1194,1,1,1,0,-0.5,0.074965728330425918,0.038097759243100882,-0.036867969087325037,0,-0.5,0.68477095884736627,0.1637479045893997,-0.52102305425796658,0,-0.5,0.60980523051694036,0.12565014534629881,-0.48415508517064154
1195,1,1,1,0,-0.5,0.070078307238873094,0.069709869159851223,-0.00036843807902187109,0,-0.5,0.12327167793409899,0.049541743821464479,-0.07372993411263451,0,-0.5,0.053193370695225894,-0.020168125338386744,-0.073361496033612639
1196,1,1,1,0,-0.5,0.11864759033778682,0.11650967184687033,-0.0021379184909164906,1,0.5,0.33149579010205343,0.50808477844111621,0.17658898833906278,1,0.5,0.21284819976426661,0.39157510659424588,0.17872690682997927
1197,1,1,1,0,-0.5,0.14107676071580499,0.13233065232634544,-0.0087461083894595504,0,-0.5,0.021657279809005558,0.014085228554904461,-0.0075720512541010976,1,0.5,-0.11941948090679944,-0.11824542377144098,0.0011740571353584528
1198,1,1,1,0,-0.5,0.17031380644766614,0.16293803043663502,-0.007375776011031121,1,0.5,0.026308243745006621,0.28928302857093513,0.26297478482592851,1,0.5,-0.14400556270265952,0.12634499813430011,0.27035056083695963
1199,1,1,1,0,-0.5,0.078952553914859891,0.056078411755152047,-0.022874142159707844,1,0.5,0,0.077295243441767525,0.077295243441767525,1,0.5,-0.078952553914859891,0.021216831686615478,0.10016938560147537
1200,1,1,1,1,0.5,0.086348162032663822,0.11632810160517693,0.029979939572513103,0,-0.5,0.18050883812247775,0,-0.18050883812247775,0,-0.5,0.094160676089813933,-0.11632810160517693,-0.21048877769499086
1201,1,1,1,1,0.5,0.12647906504571438,0.1482439124956727,0.021764847449958324,1,0.5,0.055529718985781074,0.17012209456879646,0.11459237558301538,1,0.5,-0.070949346059933305,0.021878182073123753,0.092827528133057058
1202,1,1,1,0,-0.5,0.20251049380749464,0.18187828734517097,-0.020632206462323666,1,0.5,0.012732801027595997,0.4759392305277288,0.4632064295001328,1,0.5,-0.18977769277989864,0.29406094318255782,0.48383863596245646
1203,1,1,1,0,-0.5,0.30426067858934402,0.23880366794764996,-0.065457010641694069,1,0.5,0.09085175022482872,0.3595341332256794,0.26868238300085068,1,0.5,-0.2134089283645153,0.12073046527802944,0.33413939364254475
1204,1,1,1,0,-0.5,0.057801306305918843,0.034442236734321341,-0.023359069571597502,1,0.5,0.068544276233296841,0.53565102070569992,0.46710674447240308,1,0.5,0.010742969927377999,0.50120878397137858,0.49046581404400058
1205,1,1,1,0,-0.5,0.17224659130442888,0.1334790485789199,-0.038767542725508974,1,0.5,0,0.065078709274530411,0.065078709274530411,1,0.5,-0.17224659130442888,-0.06840033930438949,0.10384625200003939
1206,1,1,1,1,0.5,0.17783849616535008,0.20274313632398844,0.024904640158638358,0,-0.5,0.12409609369933605,0.068875612458214164,-0.055220481241121888,0,-0.5,-0.053742402466014028,-0.13386752386577427,-0.080125121399760246
1207,1,1,1,1,0.5,0.24151018279371783,0.30098142911447212,0.05947124632075429,1,0.5,0.19974707195069641,0.32501046871766448,0.12526339676696807,1,0.5,-0.041763110843021423,0.024029039603192359,0.065792150446213782
1208,1,1,1,1,0.5,0.28634150698781013,0.32504205449367873,0.038700547505868599,0,-0.5,0.61013221368193626,0.22883562301285565,-0.38129659066908062,0,-0.5,0.32379070669412613,-0.096206431480823085,-0.41999713817494921
1209,1,1,1,0,-0.5,0.13155978359282017,0.051060265803243965,-0.080499517789576203,0,-0.5,0.0053179441019892693,0,-0.0053179441019892693,1,0.5,-0.1262418394908309,-0.051060265803243965,0.075181573687586933
1210,1,1,1,1,0.5,0.14570045471191406,0.161157559719868,0.015457105007953942,1,0.5,0.11419605044648051,1.0013184305280447,0.88712238008156419,1,0.5,-0.03150440426543355,0.8401608708081767,0.87166527507361025
1211,1,1,1,1,0.5,0.14317142684012651,0.16538788378238678,0.022216456942260265,1,0.5,0,0.17414392810314894,0.17414392810314894,1,0.5,-0.14317142684012651,0.0087560443207621574,0.15192747116088867
1212,1,1,1,0,-0.5,0.23099254933185875,0.22287913295440376,-0.0081134163774549961,1,0.5,0.020731195152620785,0.054983103997074068,0.034251908844453283,1,0.5,-0.21026135417923797,-0.16789602895732969,0.042365325221908279
1213,1,1,1,1,0.5,0.23188066179864109,0.48063979658763856,0.24875913478899747,1,0.5,0,0.69645715598016977,0.69645715598016977,1,0.5,-0.23188066179864109,0.21581735939253122,0.4476980211911723
1218,1,1,1,0,-0.5,0.160811752313748,0.059038879116997123,-0.10177287319675088,1,0.5,0,0.27368692448362708,0.27368692448362708,1,0.5,-0.160811752313748,0.21464804536662996,0.37545979768037796
1219,1,1,1,1,0.5,0.1673132514115423,0.24265479389578104,0.075341542484238744,0,-0.5,0.069478330231504515,0.028632660862058401,-0.040845669369446114,0,-0.5,-0.097834921180037782,-0.21402213303372264,-0.11618721185368486
1220,1,1,1,1,0.5,0.36534745681274217,0.42491087503731251,0.059563418224570341,0,-0.5,0.86485389620065689,0.42267842998262495,-0.44217546621803194,0,-0.5,0.49950643938791472,-0.0022324450546875596,-0.50173888444260228
1221,1,1,1,1,0.5,0.46608455316163599,0.66187138063833117,0.19578682747669518,0,-0.5,0.86594358633738011,0.34422589093446732,-0.5217176954029128,0,-0.5,0.39985903317574412,-0.31764548970386386,-0.71750452287960798
1222,1,1,1,1,0.5,0.62210183031857014,0.62373830564320087,0.0016364753246307373,1,0.5,0.17943436648056377,1.0139444675296545,0.83451010104909074,1,0.5,-0.44266746383800637,0.39020616188645363,0.83287362572446
1223,1,1,1,0,-0.5,0.13443640060722828,0.10174561449093744,-0.032690786116290838,0,-0.5,0.26755171257536858,0.067163977771997452,-0.20038773480337113,0,-0.5,0.1331153119681403,-0.03458163671893999,-0.16769694868708029
1227,1,1,1,1,0.5,0.38230486819520593,0.52292052458506078,0.14061565638985485,1,0.5,0,0.060008511645719409,0.060008511645719409,0,-0.5,-0.38230486819520593,-0.46291201293934137,-0.080607144744135439
1228,1,1,1,0,-0.5,0.21798845991725102,0.096093368047149852,-0.12189509187010117,1,0.5,0.064229102339595556,0.37326329806819558,0.30903419572860003,1,0.5,-0.15375935757765546,0.27716993002104573,0.43092928759870119
1229,1,1,1,0,-0.5,0.23204598657321185,0.22534374287351966,-0.0067022436996921897,1,0.5,0.046084619825705886,0.21792175993323326,0.17183714010752738,1,0.5,-0.18596136674750596,-0.0074219829402863979,0.17853938380721956
1231,1,1,1,1,0.5,0.3764306134544313,0.51768997067119926,0.14125935721676797,1,0.5,0.094617655617184937,0.1805960921337828,0.085978436516597867,0,-0.5,-0.28181295783724636,-0.33709387853741646,-0.0552809207001701
1232,1,1,1,0,-0.5,0.64541344717144966,0.51581962523050606,-0.1295938219409436,0,-0.5,0.20082785526756197,0.036260158871300519,-0.16456769639626145,0,-0.5,-0.44458559190388769,-0.47955946635920554,-0.034973874455317855
1237,1,1,1,1,0.5,0.22478109132498503,0.31758063286542892,0.092799541540443897,1,0.5,0.018127120565623045,0.026842053630389273,0.0087149330647662282,0,-0.5,-0.20665397075936198,-0.29073857923503965,-0.084084608475677669
1238,1,1,1,0,-0.5,0.56511289533227682,0.48911033198237419,-0.07600256334990263,0,-0.5,0.8566847313195467,0.20689144521020353,-0.64979328610934317,0,-0.5,0.29157183598726988,-0.28221888677217066,-0.57379072275944054
1239,1,1,1,0,-0.5,0.66922258026897907,0.40171040967106819,-0.26751217059791088,0,-0.5,0.168065516569186,0.0045495582744479179,-0.16351595829473808,1,0.5,-0.50115706369979307,-0.39716085139662027,0.1039962123031728
1240,1,1,1,1,0.5,0.51793562062084675,0.61765242181718349,0.099716801196336746,1,0.5,0.078661429230123758,0.84064016118645668,0.76197873195633292,1,0.5,-0.43927419139072299,0.22298773936927319,0.66226193075999618
1241,1,1,1,1,0.5,0.89615343604236841,0.92811596766114235,0.031962531618773937,0,-0.5,2.6401984714902937,0.39473364036530256,-2.2454648311249912,0,-0.5,1.7440450354479253,-0.53338232729583979,-2.2774273627437651
1249,1,1,1,1,0.5,0.22062173514132155,0.25531836634036154,0.034696631199039984,1,0.5,0.12282120389863849,0.1259355879155919,0.0031143840169534087,0,-0.5,-0.097800531242683064,-0.12938277842476964,-0.031582247182086576
1254,1,1,1,0,-0.5,0.43803535774350166,0.30047742172610015,-0.13755793601740152,1,0.5,0.26290604751557112,0.28771663969382644,0.02481059217825532,1,0.5,-0.17512931022793055,-0.01276078203227371,0.16236852819565684
1291,6,6,6,0.5,0,0.006690575366822789,0.0066968916168358801,6.3162500130910931e-06,0.75,0.25,0.0088049365343370791,0.34567485235553858,0.33686991582120152,0.77777777777777779,0.27777777777777779,0.0021143611675142893,0.33897796073870268,0.33686359957118839
1292,6,5,5,0.40000000000000002,-0.099999999999999978,0.012352980673313141,0.01200196121353656,-0.00035101945977658068,0.56666666666666665,0.066666666666666652,0.0058807018406999605,0.012390515045262873,0.0065098132045629123,0.56666666666666665,0.066666666666666652,-0.0064722788326131804,0.00038855383172631264,0.006860832664339493
1293,6,6,6,0.58333333333333337,0.08333333333333337,0.016043427240219899,0.018122933424213745,0.0020795061839938463,0.5,0,0.0032672218221705407,0.009766336290340405,0.0064991144681698643,0.47222222222222221,-0.02777777777777779,-0.012776205418049358,-0.0083565971338733416,0.0044196082841760163
1294,6,5,5,0.66666666666666663,0.16666666666666663,0.024898742558434606,0.025742106989491732,0.00084336443105712672,0.8833333333333333,0.3833333333333333,0.0014274083126413946,0.03294927474344149,0.031521866430800093,0.80000000000000004,0.30000000000000004,-0.023471334245793212,0.0072071677539497616,0.030678501999742973
1295,6,6,6,0.47222222222222221,-0.02777777777777779,0.042014353442937136,0.043467768957877219,0.0014534155149400832,0.55555555555555558,0.05555555555555558,0.010581180220469832,0.011324772417234877,0.00074359219676504475,0.52777777777777779,0.02777777777777779,-0.031433173222467303,-0.032142996540642343,-0.00070982331817504019
1296,3,2,2,0.33333333333333331,-0.16666666666666669,0.018746669370254192,0.017191413426189683,-0.001555255944064509,1,0.5,0,0.093658826866885647,0.093658826866885647,1,0.5,-0.018746669370254192,0.076467413440695964,0.09521408281095016
1297,2,2,2,0,-0.5,0.033483033039374277,0.025305962073616683,-0.0081770709657575935,1,0.5,0,0.025030869001056999,0.025030869001056999,1,0.5,-0.033483033039374277,-0.00027509307255968451,0.033207939966814592
1298,2,2,2,0,-0.5,0.044609857795876451,0.038653290539514273,-0.0059565672563621774,0.375,-0.125,0.010870837897527963,0.0055244074901565909,-0.005346430407371372,0.5,0,-0.033739019898348488,-0.033128883049357682,0.00061013684899080545
1299,2,2,2,0.25,-0.25,0.050694014469627291,0.040587560622952878,-0.010106453846674412,1,0.5,0.0044059585779905319,0.023938033962622285,0.019532075384631753,1,0.5,-0.046288055891636759,-0.016649526660330594,0.029638529231306165
1300,2,2,2,0.5,0,0.065268148842733353,0.066262072854442522,0.00099392401170916855,1,0.5,0.0061312656907830387,0.10505461611319333,0.098923350422410294,1,0.5,-0.059136883151950315,0.038792543258750811,0.097929426410701126
1301,3,2,2,0.5,0,0.014015558592897529,0.014566247060429305,0.00055068846753177601,0.83333333333333337,0.33333333333333337,0.0096735918583969269,0.03569627512479201,0.026022683266395084,0.83333333333333337,0.33333333333333337,-0.0043419667345006019,0.021130028064362705,0.025471994798863307
1302,2,2,2,0.75,0.25,0.025577260064892471,0.031854264321736991,0.0062770042568445206,0.625,0.125,0.0047442121431231499,0.013488881289958954,0.008744669146835804,0.75,0.25,-0.020833047921769321,-0.018365383031778038,0.0024676648899912834
1303,3,2,2,0.5,0,0.05604259530082345,0.064453599159605801,0.008411003858782351,1,0.5,0.0024200903717428446,0.12852369557367638,0.12610360520193353,1,0.5,-0.053622504929080606,0.064070096414070576,0.11769260134315118
