replicate,weight,A_S0,A_S1,A_delta_S,D_S0,D_S1,D_delta_S
27,3217,0.042955676589496929,0.17513183721607714,0.15766670900335814,0.0057946154444707045,0.067754790327017964,0.061960174882547327
28,2018,0.037925958800587155,0.21886782141985311,0.19069699433921436,0.0053935451903971707,0.094180775056806276,0.088787229866409093
29,3659,0.052549920396326541,0.17344513045182636,0.14845900736171302,0.0059875470124156147,0.072200154846400591,0.066212607833984957
30,2845,0.038525026038207066,0.19136202793496299,0.16544364149812307,0.0055746370261734891,0.082325842028949534,0.076751205002776032
31,3195,0.044169149403891182,0.19194050168228571,0.16611574827537265,0.0048160578749722634,0.083293559217919547,0.078477501342947231
32,2956,0.053953332226336317,0.18033929027670567,0.15590449150158214,0.006101220585835271,0.081507221973923918,0.075406001388088714
33,2716,0.054990802643600872,0.18860175170926272,0.16081547625177961,0.00679822860583453,0.084696419149298027,0.077898190543463489
34,3172,0.053063964373863473,0.1783060234392202,0.15422991083457682,0.0067845473473839586,0.077019208346817955,0.070234660999433957
35,2556,0.037571783111689197,0.19765327373895439,0.18175107039543656,0.0045070582081832219,0.079206809020803598,0.074699750812620355
36,2852,0.042705341837529796,0.17480416137937174,0.1539074247787432,0.0047173244242749842,0.084378136254409292,0.079660811830134237
37,3221,0.038900368836724007,0.17391779371754537,0.15558075544104724,0.0057370225663437233,0.076209952894471217,0.070472930328127542
38,3095,0.042593396551393305,0.19382137607501099,0.17362272712030385,0.005100050467202231,0.088857729655715922,0.083757679188513706
39,2931,0.042324559136227527,0.17591587636367581,0.1605548835333892,0.0055360889588730935,0.0775639444418455,0.072027855482972414
40,2765,0.051981257641293806,0.1689463284354786,0.15138143652610203,0.0049264089537422338,0.081565442462947196,0.07663903350920491
41,3206,0.039131635848728759,0.19378025757080664,0.17682045029206594,0.0050116584363627849,0.078458124141973465,0.073446465705610656
42,3235,0.046144351097983261,0.17383239292049182,0.15389915768586568,0.0047812340740663057,0.083577650579748947,0.078796416505682615
43,2914,0.037632984913355517,0.17896047319949171,0.15729794018229148,0.0046997093780074221,0.077235588313808251,0.072535878935800852
44,3182,0.041038471271029407,0.16974545898964499,0.15978883973070021,0.0045506942610781149,0.07573317356928902,0.071182479308210866
45,2710,0.031913507771441342,0.18778993812665401,0.17257453288818597,0.0044454069861263896,0.077036785240317138,0.072591378254190667
46,3032,0.043826314406789343,0.18910265608402146,0.15983944229326819,0.0045785296778829785,0.085740285801818528,0.081161756123935544
47,2196,0.038421012174427484,0.19934094063192426,0.17725975893667151,0.0051698213327645874,0.089662015268928197,0.084492193936163709
48,2666,0.045984431505811857,0.17834241954178193,0.15439180516074744,0.0050325558626352958,0.079619776253167587,0.074587220390532324
49,3135,0.045027913783894646,0.17774404932299673,0.15562469694048647,0.0053972089868641214,0.068715885150467934,0.063318676163603801
50,3072,0.053771562096757451,0.16855330587020037,0.14645655180323153,0.0066972663571748144,0.07184076019642581,0.065143493839250957
51,3262,0.044533669886214371,0.17193959388931807,0.14699717902507611,0.0055297440810277232,0.081092297586276618,0.075562553505248931
52,3046,0.042865658894445574,0.17752588919261347,0.15819833892305993,0.0059027117285674986,0.070297414857437526,0.064394703128870065
53,3131,0.050480667527936791,0.17638995466366922,0.14768858222227754,0.005791928981128157,0.072769795670763304,0.06697786668963511
54,2880,0.06119326853701855,0.18387290154868283,0.15971870721870723,0.0070589479070175863,0.075370377503733599,0.0683114295967161
55,2530,0.038170180719587839,0.19773125534983244,0.16605992602040032,0.0041105410960023585,0.092629626569302487,0.088519085473300091
56,3097,0.04972357084647918,0.17937172234191179,0.15436480549635589,0.0059925060698205398,0.078763252391033739,0.072770746321213206
57,2876,0.034648893063357604,0.17313620884987357,0.15639772451316272,0.004455902262467018,0.077716980291614557,0.073261078029147511
58,2832,0.042539989044226331,0.18296789427615698,0.16270835988791504,0.0057978243126467887,0.076655196571284737,0.070857372258637932
59,3140,0.050971185573096371,0.18391668663961652,0.15657308279123561,0.0049640051641287085,0.083287626053791711,0.078323620889662868
60,2455,0.032885538313236894,0.18681955745092196,0.16246030163545436,0.0034584356111381012,0.09073454696753562,0.087276111356397609
61,2929,0.049288352480568211,0.18539297279481642,0.15794798691691828,0.0048732533839994322,0.08550537823539324,0.080632124851393788
62,3172,0.03541509807272733,0.181657344949432,0.16273192269409165,0.0050537977422923982,0.081879006158233694,0.076825208415941204
63,2853,0.04989604876565968,0.18230633914124977,0.15987454536350434,0.005194097041558347,0.080597851295406933,0.075403754253848557
64,2106,0.06337450567172373,0.1996582868388215,0.17301576132437541,0.007099066868423847,0.081549332818634107,0.074450265950210343
65,2877,0.042947323213225176,0.1876088178225821,0.17474735900179073,0.004472129334488365,0.074149491287834865,0.069677361953346492
66,2699,0.03727784915261758,0.1845274250470619,0.16993421752591809,0.0053593415674544941,0.078285081185751851,0.072925739618297361
67,2614,0.048479754964070212,0.20216868696210699,0.17194502237539724,0.0069801084920073971,0.091198981103243315,0.084218872611235937
68,3070,0.04447576581941403,0.16519307285186763,0.14417126575921366,0.0059918636855339595,0.073931884591046201,0.067940020905512252
69,3541,0.039700409101708169,0.18298966283645751,0.15939042561818623,0.0054974332316138266,0.077097024550321178,0.071599591318707356
70,3263,0.040288824636051122,0.17200025601803112,0.15368658906047813,0.0051953001124966959,0.077441963722442012,0.072246663609945277
71,2925,0.042948014948014944,0.17098896212998768,0.15065264080648691,0.0061359940352707287,0.074605184006847625,0.068469189971576846
72,2731,0.049523525622024354,0.18538038307353591,0.16403070159020361,0.0050201055714880795,0.077898380244976168,0.072878274673488092
73,2723,0.0583399707160265,0.17574023581184781,0.14669030830433696,0.0057677565249292153,0.071957917455253387,0.066190160930324135
74,2913,0.046862629303412034,0.20043235886438771,0.17829558110196617,0.0057850133399999573,0.073846131636506052,0.068061118296506129
75,2557,0.052465477641465107,0.19083670262297561,0.16456565530675821,0.0051234720527587596,0.074271339883009019,0.069147867830250301
76,2961,0.036886868244517715,0.19052073625275254,0.17187981724455895,0.004716645840503241,0.079253998318121424,0.074537352477618168
77,3131,0.044478797401186411,0.194892873725515,0.17420407230372098,0.0060386490298748232,0.084860715521361541,0.078822066491486709
78,2843,0.033251146204012906,0.18919022022258047,0.1726266308046118,0.0050569567498861094,0.076593447966060144,0.071536491216174045
79,2376,0.038516477910417284,0.18271480320091424,0.16571092230814455,0.0039265450340368636,0.080939017876935235,0.077012472842898375
80,3026,0.050914128648761818,0.18290571008267648,0.15981603675754377,0.0045138901444708255,0.072024582400059212,0.067510692255588381
81,3218,0.041952397095343041,0.17608019397562583,0.15551474973476218,0.0051992549711234954,0.078726479008184913,0.073527224037061481
82,2245,0.044297332214926897,0.19005503652496974,0.17162164116507109,0.0036456876453900989,0.070005551833335719,0.066359864187945622
83,2556,0.032138706581194845,0.17938185912070889,0.15969160165169563,0.0033845194758197507,0.076839906236127339,0.073455386760307592
84,3292,0.043478946630526247,0.18327211552454567,0.15932092495731626,0.0046356865235295851,0.079014708378143464,0.074379021854613897
85,3142,0.055307304973122938,0.18727282336448478,0.15642910293610482,0.0066792567291299272,0.08138396393055651,0.074704707201426648
86,2606,0.048315123948278242,0.19621562404083509,0.16845894363162206,0.0061384832046495388,0.085327376108497929,0.079188892903848368
87,3326,0.044559220761866594,0.17132028666529581,0.15208874025019542,0.0052350433903975762,0.080896018124653093,0.075660974734255593
88,2788,0.043235913815182082,0.19381323831198305,0.16792467456025562,0.0047130887455160341,0.085176238166271678,0.080463149420755678
89,2588,0.039066747367711346,0.18241529323217079,0.16682077441300172,0.0050765441504885388,0.076615256261048703,0.071538712110560121
90,2857,0.037341531023715131,0.18804379078705297,0.16082305572155067,0.0038302201700399852,0.084848461260078237,0.081018241090038329
91,2828,0.034723481236294283,0.17000174830485174,0.15662094663155479,0.0051776395577668617,0.073302989514785283,0.068125349957018438
92,3251,0.044619892735857064,0.18008943746024658,0.15932016478002328,0.0058453321059609622,0.083318342326364564,0.077473010220403649
93,2778,0.04455143188944484,0.18604152976453192,0.16884443450318182,0.0047424914455073087,0.076610777127178634,0.071868285681671362
94,3105,0.038193982614272461,0.19141966013946682,0.16750050539905598,0.0051840931842055127,0.086997216370038377,0.081813123185832823
95,2562,0.038807940476558736,0.18346717576811256,0.15431594275271099,0.0055470785822772503,0.088422419072626227,0.082875340490348962
96,2968,0.040597856770363504,0.18039285091593049,0.16360707277149328,0.0041587390778901178,0.081036191972839261,0.076877452894949211
97,3045,0.040453047226446263,0.19506027861939185,0.1736231803226877,0.0062385262963379831,0.087233585715724718,0.080995059419386728
98,2796,0.043065664068882972,0.17268018303426028,0.15639470408783709,0.0052304897375408761,0.073076655847419486,0.067846166109878592
99,2903,0.04205769734533079,0.17699966480107712,0.15073232447500443,0.0050378386377811883,0.080557758819144398,0.075519920181363262
100,3033,0.045670708380896298,0.18554689760179371,0.16046785851434722,0.0060134459719504473,0.088354806218217702,0.082341360246267231
101,2326,0.05823536833854976,0.18335798743150417,0.16011522155116312,0.0051442999748102149,0.08634549854753612,0.081201198572725938
102,3346,0.048205779078462879,0.17446040543769173,0.15205384042801859,0.0052836754456378598,0.071984549165708928,0.066700873720071108
103,3619,0.038366174674547171,0.17890441740262142,0.15792942052267842,0.0054497860420927588,0.079393067879408863,0.073943281837316063
104,2933,0.03564109631702541,0.17052687316282622,0.15808938239470122,0.0058668363061130492,0.07310441288643188,0.067237576580318842
105,2711,0.037619898851916578,0.2055307048990192,0.18073043088719962,0.0052489663345331086,0.092029004062786093,0.086780037728253004
106,2394,0.048988448314889431,0.18670816501330287,0.16705338892055691,0.0050989342458273605,0.059615998122864854,0.054517063877037523
107,2924,0.039705598588977521,0.18809065896104207,0.16435371229317869,0.0040931614301379414,0.080271851227777233,0.07617868979763931
108,2798,0.041858041688277552,0.17349896400557585,0.15540154686866633,0.0051854842338252931,0.079671575952646914,0.074486091718821631
109,2889,0.046638902999235295,0.1907749739395638,0.16734282697418718,0.0040624835538128137,0.082258610066748505,0.078196126512935671
110,2859,0.046042998430196783,0.1742963742176753,0.15212505422369008,0.0051004390513403643,0.076502649575551931,0.071402210524211571
111,2402,0.038990377510360857,0.18164276629097614,0.15302350993441749,0.0064076818485458726,0.077363241895364379,0.070955560046818536
112,2913,0.044793952852655208,0.17997669169141872,0.15879956523622854,0.0060989925869319216,0.077733998043766392,0.071635005456834447
113,2803,0.039092747146618027,0.18093600467396406,0.17048271920730007,0.0050017965790193977,0.07544417590414941,0.07044237932513002
114,2965,0.044277929303224418,0.17074971777332643,0.15031389259045252,0.0056700602363464574,0.073623541277089061,0.067953481040742572
115,3113,0.032407689394518824,0.18971836511990711,0.1727026756660551,0.0042878234481383698,0.08477830118160655,0.080490477733468221
116,2645,0.031234434542563076,0.19958899008993525,0.18124385906049423,0.0038796479035291976,0.08673211130461686,0.082852463401087623
117,3441,0.046772524191879043,0.18844780377038436,0.16705949367239684,0.0058800555368466022,0.083523568603303761,0.077643513066457198
118,2709,0.03912416426910599,0.19642404060520141,0.17688954056291678,0.005788024944127391,0.077063503966377969,0.071275479022250662
119,2399,0.033047003711864094,0.20145687356504374,0.17594037198038864,0.0046661216543070492,0.090061796454109652,0.085395674799802535
120,3225,0.0439677505956576,0.17498982068749511,0.16077225186527516,0.0048508267914253592,0.080431182905318865,0.075580356113893493
121,3037,0.036605707613280893,0.18783154704293992,0.16768401174064657,0.0050397679444715102,0.078046063898048287,0.0730062959535768
122,3200,0.04458892496392499,0.19366740507756144,0.1699031723484849,0.0045312524968288744,0.078290104463409949,0.073758851966581052
123,2950,0.041880009820687791,0.18950068951763854,0.16410780650611165,0.0052157700861079157,0.095885184721930708,0.090669414635822787
124,2956,0.035878100999887197,0.1958962806476339,0.16893408238130841,0.004712921657417931,0.081463588898826531,0.076750667241408554
125,2567,0.049290352767173945,0.18002319121816593,0.15291126978894803,0.0058109468711420205,0.082537686298894852,0.076726739427752849
126,2764,0.043769493290115584,0.17104352573780937,0.15240425678197028,0.0049536867441027097,0.072627543532699859,0.067673856788597081
127,2821,0.049986751599654815,0.17646559789416927,0.15619878073795121,0.0052887720663831409,0.074688691761823328,0.069399919695440168
128,2887,0.036317813733816505,0.19445232056939718,0.17811521503935782,0.0061315104843493312,0.081783759272656992,0.075652248788307647
129,2371,0.041356569762305742,0.19303591576893969,0.1683059185062559,0.0039300230715701347,0.083231253752918732,0.079301230681348575
130,3280,0.051152899437960399,0.18563859835963481,0.15694359840701289,0.006813705858732492,0.07790308118661872,0.071089375327886228
131,3032,0.031795434483429204,0.1912412592904017,0.17538731973098712,0.0054951618930288802,0.080916916966525004,0.075421755073496105
132,3345,0.043483586667443182,0.1793306112588624,0.16217507123336733,0.0036246393789523472,0.077645263399444067,0.074020624020491727
133,2455,0.043824507099241822,0.19078045630838,0.17284131704219602,0.004539611501094578,0.077978953000130871,0.073439341499036262
134,2293,0.039453642495509061,0.20017092831091959,0.1738977732545112,0.0054986436681321148,0.08340493168325519,0.077906288015123115
135,2859,0.054796415158429861,0.17266640951058587,0.15181253397412892,0.0053796947053501454,0.072484577344024123,0.067104882638673938
136,2899,0.043434802903585236,0.18245088388672379,0.16309351317112625,0.005181455197899568,0.070140451309597063,0.064958996111697531
137,2942,0.042748252766947513,0.18577033567686177,0.16508471417546874,0.0058426329572805781,0.082864874604888228,0.077022241647607598
138,2787,0.052933059621149331,0.18834940050510246,0.16351874150740756,0.0060582168537128035,0.079038302410342418,0.07298008555662959
139,3131,0.053806060329535256,0.1890076910916898,0.16285764521152582,0.0059179970595965876,0.080910314504907682,0.074992317445311082
140,3226,0.043973539548555061,0.18126475327730751,0.16034529550493593,0.0068788836915132535,0.085215416667248453,0.078336532975735174
141,2758,0.029758866143927771,0.19182688836423428,0.18213301986869795,0.0040388479279172221,0.077758975064958671,0.073720127137041458
142,2501,0.058266293882047591,0.19036464446300511,0.16661580677974117,0.0041213310177198679,0.075163656088872682,0.071042325071152823
143,3396,0.043444328868357127,0.18760428936003137,0.163401801542261,0.0052016868518042752,0.08327956285009569,0.078077875998291385
144,3214,0.037265939222224216,0.18508585421699919,0.15713894977662873,0.0053339422760890409,0.085046150177618976,0.0797122079015299
145,2954,0.041086590570341405,0.1814484991236853,0.16459376495767827,0.004791743504299258,0.068798884307601227,0.064007140803301985
146,3119,0.03316500036602632,0.18446567503957692,0.17071900971387996,0.0040296253393591079,0.073145914783571603,0.069116289444212511
147,2565,0.04059339404368642,0.18425156444162297,0.17521529802231559,0.0049334245895430485,0.076889843896411444,0.071956419306868427
148,2402,0.05539104499958198,0.18336025600468212,0.15720530897650453,0.006562670807934521,0.078846902882954234,0.072284232075019675
149,2570,0.036971898457078128,0.17642301891414958,0.16168598993387273,0.0052230538983174717,0.080835078680131969,0.07561202478181453
150,2937,0.028991515993558883,0.18158514914132889,0.16213117265211233,0.0043831923825951276,0.088080010072967813,0.083696817690372655
151,2487,0.037257026581513933,0.18608950525416129,0.16577683028225856,0.0047197376605095437,0.0661934167376515,0.06147367907714197
152,2996,0.042826466850165154,0.17357750866178773,0.15626935277302442,0.0052505424213849889,0.081418011635529211,0.076167469214144204
153,2715,0.037751189878261711,0.18432108253931453,0.16166452843248424,0.004647858226186981,0.079146362930569161,0.07449850470438224
154,2411,0.044457478094972906,0.1806995201903952,0.15613379546394898,0.0055006214207808492,0.070543984438784554,0.065043363018003758
155,3093,0.042818712702320849,0.17817628854243783,0.16009346385195078,0.0056015202419247663,0.084977526211869894,0.079376005969945151
156,3833,0.0386951208631355,0.17938469804827745,0.15610263870112545,0.0049945328780911938,0.084698184135823459,0.079703651257732294
157,2564,0.059245789745009707,0.19035300914201067,0.16400564031219247,0.0066421117980412867,0.075533424113033099,0.068891312314991862
158,1966,0.03674410674664999,0.21064027246631511,0.19052324836912832,0.004564246938121466,0.083253964945904674,0.078689718007783238
159,2978,0.047318179730872816,0.18428387288780174,0.16196695532659269,0.0037221911368461613,0.080362945915452108,0.076640754778605907
160,2422,0.041643375891930783,0.18985494159936772,0.16405044457790122,0.0071690086080691681,0.078084831497547219,0.07091582288947805
161,2406,0.043066364917985864,0.17127439182457888,0.15068177123975132,0.0047001397636440038,0.07173814486458556,0.067038005100941503
162,2512,0.050077465881606012,0.18809044591289809,0.16163015151868651,0.0054967571455237655,0.071065845838863481,0.065569088693339647
163,2980,0.045970268545771929,0.18667160253989112,0.16560935894828516,0.0054987375010874294,0.083257101981634357,0.077758364480546835
164,2719,0.052697481301747569,0.17427121527893868,0.15603223959237203,0.0058007277816335872,0.067319645711448717,0.061518917929815092
165,2745,0.033516693789917826,0.18960900210900214,0.1685030927380653,0.0056485658881118396,0.083248330470439072,0.077599764582327299
166,2867,0.039629358743415249,0.19052386206205527,0.16903680263464005,0.0046989748527490483,0.080184344368509741,0.075485369515760695
167,3165,0.05209596354146117,0.18128315339215817,0.15512969565102275,0.006051960039218018,0.077227717382197913,0.071175757342979859
168,2570,0.041116540182688066,0.17675756150464325,0.16487058985113462,0.0033157173085330725,0.073517974676608061,0.070202257368074963
169,2448,0.049572971509246021,0.18471296371112544,0.16450937973609547,0.0056691257029658632,0.079215047651810408,0.073545921948844545
170,2328,0.049617632510673741,0.18713048477868077,0.16572086037292233,0.0064894445397944891,0.071168549947790108,0.064679105407995638
171,3035,0.037795436304497269,0.17746804586590417,0.15997423407637579,0.0052159204116084979,0.079726343739549468,0.074510423327941
172,2501,0.03978936785814035,0.18453091401911889,0.17128945624547384,0.0043269633512241926,0.082576307484235389,0.078249344133011184
173,2654,0.053812159539363733,0.18213382897350502,0.15784870011509053,0.0066705242468228215,0.078004223961564464,0.0713336997147416
174,3040,0.051071413966150801,0.1917359723609724,0.15859384037015606,0.0065872684943236682,0.088425549013505897,0.081838280519182308
175,2971,0.037158889952562106,0.18610346747758399,0.16608980607634261,0.0046937066144180856,0.088256051605935873,0.08356234499151774
176,2835,0.035182038224366281,0.17311439638159218,0.15261005406508052,0.0051270494830025024,0.081549630030411727,0.076422580547409219
177,2650,0.042497236516104438,0.1925865392469166,0.1656620109450298,0.0034249020282082197,0.087513942902375047,0.084089040874166757
178,2533,0.027649520720977479,0.18483988978955418,0.17356003046389934,0.00315474703819431,0.078698794608666273,0.075544047570471951
179,2898,0.0430456342982223,0.1910102142891999,0.17147672126968189,0.0059645664939740675,0.081903280992138131,0.075938714498164042
180,2591,0.048893601788237075,0.17688105721201053,0.14873540413872338,0.0055984048065415692,0.074201542962075318,0.068603138155533719
181,2844,0.060421578251684975,0.17799204053004627,0.15446837337349875,0.0061238364790915448,0.067726679635888257,0.061602843156796767
182,2674,0.039377697221751079,0.19284309194088561,0.17429286723415371,0.0045942599460698109,0.08314029702153887,0.078546037075468936
183,2929,0.048753878798262575,0.17099896092299646,0.15581896575409715,0.0052219446088435685,0.063689091610581047,0.058467147001737475
184,2493,0.050667874043325331,0.20077934834252537,0.17243321816125667,0.0041437094604209034,0.076404077592277547,0.072260368131856684
185,3374,0.045674417132626988,0.17405796469222676,0.157942912484999,0.0054717038916125473,0.070513960313208168,0.065042256421595585
186,3605,0.038528253223121457,0.1748067759024764,0.15738753002275896,0.0054843618270079657,0.077879162384116379,0.072394800557108355
187,3049,0.041570152270381848,0.17635742050304207,0.16119616508268533,0.005150580207242233,0.071990354495161502,0.066839774287919207
188,2666,0.047360939052611975,0.16717329567573383,0.14703536960663738,0.0044961229605683488,0.074495580950531118,0.069999457989962835
189,2790,0.047435530419401392,0.188629639973726,0.16131037719747407,0.0058328545153786999,0.082992365370318413,0.077159510854939731
190,2770,0.047217807262933606,0.16912047188671744,0.14957430756167231,0.0064581644729623426,0.067108917686672168,0.060650753213709822
191,2551,0.033056498795424709,0.19070155692558674,0.17460764332579312,0.0041455872596024256,0.075873990743815817,0.071728403484213471
192,3474,0.040094899982637447,0.17259106194771137,0.15363562427465718,0.0049453393885929208,0.082587086580207872,0.077641747191614999
193,2146,0.058498457704446796,0.19616466270277527,0.15757930517458643,0.0059768241808032521,0.073864142358831861,0.067887318178028705
194,2735,0.052882876822547761,0.18604931529977239,0.1614845635777995,0.0061073188624868333,0.065272993324709899,0.059165674462223122
195,2384,0.052093246052977597,0.20856956359263398,0.18126753466518566,0.0054660973654029619,0.093752753620964815,0.088286656255561785
196,3084,0.047765336335375226,0.18196761130856462,0.16544238475172326,0.0063285859607243207,0.073506200761898427,0.067177614801174082
197,2843,0.033211982020690367,0.17832870508879908,0.15668812194813267,0.0044081535181079547,0.069538760120000986,0.065130606601893015
198,2984,0.046808054917974462,0.16737214648994128,0.14557260024753327,0.0056538097264385795,0.067185082426933718,0.061531272700495167
199,2522,0.037200353615896818,0.18449966303852106,0.16174360378365135,0.006288572050065451,0.075643398366641787,0.069354826316576274
200,2524,0.048326226951425043,0.1801120355696425,0.16029937992101234,0.0050302090874713313,0.069679657944018536,0.064649448856547137
201,2629,0.057437356819251072,0.18598714691335452,0.15865980623493001,0.0060573254547562402,0.074894070327628737,0.068836744872872599
202,3179,0.045695053260325358,0.17777443014152683,0.15675458807733111,0.0061563272035845716,0.077231434920647088,0.071075107717062533
203,2082,0.046290253134633551,0.20000170938571515,0.17426890139426165,0.0074217599004151938,0.087861759028740466,0.080439999128325196
204,2464,0.05545387884572138,0.20424074764070693,0.17760556486713147,0.00583430500418952,0.094823445400705267,0.088989140396515717
205,2874,0.047085225785489834,0.17496950265816158,0.1596376626202857,0.0069571208971567801,0.07555975187759166,0.068602630980434856
206,2574,0.041207211268400067,0.19777906253722108,0.18110487403902331,0.0053053467043964507,0.074164318605281027,0.068858971900884566
207,3462,0.048375405004521109,0.1818834673254083,0.15924112234770815,0.0048973686723532981,0.077957038517610211,0.073059669845256969
208,2756,0.039182472686111795,0.1950611375779992,0.17910297522373847,0.0048308003475480794,0.079032619537280885,0.074201819189732773
209,2992,0.040841373236092507,0.18642169624789956,0.16862980027251429,0.0048314175598384275,0.084888857073427804,0.080057439513589332
210,2456,0.044500780616415811,0.18115256418391595,0.15724382498608883,0.0043216002529127186,0.087155028515086386,0.082833428262173603
211,3074,0.048972613448865901,0.18948615316946479,0.16619663951316518,0.0053313116803903535,0.08771857059006806,0.082387258909677671
212,3063,0.042210492014605638,0.17127697319910837,0.14998029231623752,0.0056755877673506303,0.075075818888825141,0.069400231121474448
213,2825,0.056455971756856738,0.17938027557496586,0.15157606896544948,0.0061510185693939229,0.06927980029213783,0.063128781722743929
214,3579,0.039207748260556279,0.17877063756150086,0.15613073012486264,0.0052777045401978971,0.086403033855637634,0.081125329315439754
215,3107,0.037187540671608899,0.18683386759505194,0.15790061063636868,0.0054789078263689792,0.080344883673690096,0.074865975847321173
216,3173,0.038624322590600522,0.18560646815453008,0.16621540381389113,0.004287223761732871,0.083076009079863122,0.078788785318130342
217,2703,0.03962269900116739,0.19649849780260434,0.17782075284849985,0.0059261782606644031,0.081813916818686577,0.075887738558022111
218,2333,0.044046112005820544,0.18531797594699426,0.1659158767602831,0.0058264409151660077,0.072029309573699116,0.066202868658533087
219,2918,0.049734716201474266,0.18356438512367224,0.15617932920023392,0.0051050197914823542,0.086849042583874089,0.081744022792391749
220,2984,0.045297555066321833,0.18627586527636808,0.16555023022851431,0.0051882650021533999,0.075846926748467117,0.070658661746313745
221,2579,0.034200421094566107,0.1924211397796122,0.17370682395885978,0.0034344465114283943,0.090120734845437547,0.086686288334009112
222,3318,0.044703884622510327,0.18380114544219428,0.15779461062010783,0.0055102791420465948,0.082937997142678854,0.077427718000632265
223,2346,0.025413186794260963,0.20370727122645285,0.18438606008938491,0.0036580918919504948,0.080109316772402989,0.076451224880452445
224,2684,0.03663176428638424,0.17239989684102955,0.15334952346874853,0.0042851514707321165,0.072867373083208259,0.068582221612476152
225,2664,0.043583813375480056,0.18835734512817853,0.1635621885621886,0.0055541257431375047,0.084012624606654332,0.078458498863516843
226,2716,0.039218845505664339,0.18457807533654369,0.16772473558187839,0.0047830326634639266,0.078691437225808833,0.073908404562344959
227,2699,0.026138799860548657,0.18077172868299216,0.16998508880687463,0.0032826525420577373,0.083135948172812363,0.07985329563075462
228,2904,0.041274634456452609,0.16888011982278503,0.15092625846758076,0.0040129675788750461,0.078402983578891569,0.074390016000016504
229,2356,0.056135143832387394,0.19569765568982209,0.15984400682043748,0.0047089721754307685,0.077945009183778988,0.073236037008348187
230,2730,0.048936807046050752,0.17054626811575752,0.14333399141737857,0.0049460629257293762,0.072607144108301963,0.06766108118257258
231,2087,0.040982340610994206,0.18516562365388425,0.15613208864286968,0.0047614138442716898,0.082489343985922961,0.077727930141651205
