replicate,weight,A_S0,A_S1,A_delta_S,D_S0,D_S1,D_delta_S
2896,2743,0.039009148788587383,0.17272044802121361,0.15006253114164159,0.0055433708594724903,0.080163702912803406,0.074620332053330907
2897,2685,0.047350451121400815,0.19684782783944796,0.17205799373397138,0.0067708630809185412,0.080173011844969166,0.073402148764050615
2898,2529,0.041057713210738103,0.18728460535993152,0.16566977462588378,0.0047047871175167665,0.077721706340071042,0.07301691922255428
2899,3467,0.040290612665865047,0.18200388489182837,0.16433899081721415,0.00525909122785948,0.075116010082044035,0.069856918854184477
2900,2819,0.041008562798204501,0.17670756877035707,0.16445802729059208,0.0045280220058910086,0.075205837937615594,0.070677815931724591
2901,3407,0.042343954678853421,0.18243825769508185,0.15851083577088859,0.005602503293458197,0.069996676040168973,0.064394172746710776
2902,3056,0.054512613985781541,0.18669470981316538,0.15443152778722161,0.0065227375277923756,0.082222385847956783,0.075699648320164389
2903,3207,0.039940339776635407,0.18711008571859825,0.16755080747129394,0.0040718776431435981,0.085536369166763437,0.081464491523619897
2904,2952,0.029815222980873374,0.19046825323502156,0.17833735633532391,0.004520855866803019,0.07836658007553339,0.073845724208730465
2905,2604,0.038257312537266462,0.19012848497295506,0.17576456601514201,0.0053572668049451499,0.077832832891604004,0.07247556608665881
2906,2897,0.05002141263791246,0.18011594942471712,0.15539970710837123,0.0059114945138097437,0.081767288787597314,0.075855794273787525
2907,2736,0.04420693900183064,0.18747793714092728,0.15646764393539409,0.0063510862710506591,0.088215473534450542,0.081864387263400021
2908,2888,0.040065412234733574,0.18785730899217745,0.16561586881877738,0.0042891470204151913,0.08288614320796113,0.078596996187545828
2909,2928,0.032779409418753701,0.17890994716045944,0.16088445555658673,0.0049516924464162709,0.079600782562264549,0.074649090115848249
2910,2907,0.03849296940112213,0.18578853923281177,0.16554183785865922,0.0038081658773085089,0.07608197619781619,0.07227381032050767
2911,3036,0.04989883305100698,0.18219021453952278,0.15724651940066967,0.0065312903022290824,0.073721967308314068,0.067190677006084942
2912,2581,0.036790998617809927,0.18613645868101505,0.16463293476079224,0.004253974849680907,0.078621233382915962,0.074367258533235045
2913,2618,0.033594980692001314,0.19217239926273535,0.17598301028400334,0.0053040408068469429,0.084005132962404666,0.07870109215555765
2914,2913,0.052505854179386621,0.18113614796158561,0.15216446024890923,0.0070790423393997555,0.077609860835279251,0.07053081849587943
2915,2770,0.051579082770418512,0.18093517593517591,0.15713413742294605,0.0062141434104191363,0.080313235412787898,0.074099092002368694
2916,2782,0.045565533595727743,0.20570535583116456,0.17910078179668404,0.0056794640759333746,0.090834606216722902,0.085155142140789536
2917,2519,0.034127936193415018,0.18391004812466413,0.16010003528918593,0.0048204766485492184,0.084409466566091482,0.079588989917542222
2918,3250,0.044389155289155262,0.18170386835386834,0.15900831390831388,0.0057007623932542337,0.076934771748452535,0.071234009355198191
2919,2904,0.054859632829674154,0.17643182737449273,0.15458494577812756,0.0054966005600041203,0.074642649163857919,0.069146048603853746
2920,2840,0.027108983543842707,0.17705030884608344,0.15912428143061932,0.0028630382940269703,0.071047167501229816,0.068184129207202931
2921,2744,0.04636905550717503,0.18540719181207513,0.15519398705440984,0.0063980897203966521,0.078825139572598554,0.072427049852201941
2922,2851,0.036768699167857355,0.19205059185329268,0.16963352521051558,0.0059080090612865007,0.086785886214157879,0.080877877152871425
2923,3071,0.045676188748477911,0.16905579089314027,0.14400517623409195,0.0054538129488739895,0.070239235745705175,0.064785422796831194
2924,3391,0.046134867949966754,0.17663194754392045,0.15209194619398103,0.0062992922145561504,0.075087172711641267,0.068787880497085063
2925,2935,0.046416911689484058,0.17830809215391843,0.15559323602764821,0.0050816346626564694,0.068077326278252914,0.0629956916155964
2926,3490,0.046502786452643191,0.18360359952050501,0.15636124938417209,0.0052757536866482498,0.082615799793543623,0.077340046106895419
2927,2827,0.035368542160194097,0.18572368410978243,0.16935527134501299,0.0042175009696846693,0.078176344395647551,0.0739588434259629
2928,2758,0.040921373163940233,0.20129210890632204,0.17936675362346136,0.0038509836892056193,0.094783390657598388,0.09093240696839279
2929,2264,0.037710172914515484,0.18250404591998418,0.15925507428378452,0.0054461904556975891,0.077396657083520073,0.071950466627822438
2930,2624,0.040357037736992007,0.16932750409312899,0.1537555739061075,0.0048265760638061643,0.081261715530123305,0.076435139466317067
2931,3199,0.036797154861393698,0.19736241277738603,0.17904826235554583,0.0049185458346737059,0.088188197524312728,0.083269651689638999
2932,3346,0.042233035112592812,0.18496056933370139,0.16266398060331125,0.005875783739975114,0.081649768979335458,0.075773985239360353
2933,2877,0.037402665113822557,0.18650806816865204,0.1730543555621761,0.0045302058621141403,0.079382343837189576,0.074852137975075436
2934,2676,0.047826126192652176,0.19175432093527578,0.16412101336923279,0.0061050156797167977,0.073729972567637303,0.067624956887920501
2935,2705,0.052076697178360762,0.1814541537739319,0.15767657173387303,0.0064390304696044813,0.072166777635675333,0.065727747166070868
2936,3135,0.046324935918237366,0.16972582839807715,0.14977312073005858,0.0056980288254657027,0.071112688168157176,0.065414659342691459
2937,2946,0.046427372318411,0.17284958620243759,0.14903199406763568,0.0050178753445790552,0.076852398718338238,0.071834523373759285
2938,3061,0.048284549672984824,0.18606546091028292,0.16580633512191828,0.0059249467997926561,0.081310338772618604,0.075385391972825913
2939,2481,0.04262100701036612,0.20572327768518822,0.1765992292896767,0.0041791795287305323,0.087989251632005133,0.083810072103274583
2940,2923,0.045111492263390972,0.17229333178700273,0.15628080153396595,0.0044514343088303647,0.07046802119785614,0.066016586889025813
2941,2678,0.048640727374857348,0.18489006326011562,0.16053189715437655,0.0052775516326032928,0.073624558775463242,0.06834700714285992
2942,3055,0.043808224872054671,0.18501099963865911,0.15879733741435867,0.006247050901751215,0.071523573444817315,0.065276522543066109
2943,3011,0.051538622453600885,0.1931900791374388,0.17121637449601587,0.0065395845354467427,0.080925474469037195,0.074385889933590438
2944,3067,0.051054651250282142,0.1740120270809869,0.15630163228793817,0.0044156453441044014,0.072876752160550298,0.068461106816445891
2945,3107,0.042785968099775661,0.18260367015597145,0.15788501363815163,0.0050659468144754203,0.082979578997530459,0.07791363218305504
2946,3002,0.040363569918866388,0.18361227934845528,0.16506892415453367,0.0050016064775913445,0.070541025288672649,0.065539418811081274
2947,2799,0.033164592542941955,0.18224990988924517,0.17107209907317084,0.0036150474969833513,0.085811091074074128,0.082196043577090788
2948,3001,0.050732545251039082,0.18438697719770694,0.15592915729536852,0.0053894888899802384,0.079284811316142831,0.073895322426162591
2949,3360,0.046300580206830172,0.17817691154744741,0.16228077973613689,0.0064781812747596364,0.074120826936808229,0.067642645662048681
2950,3183,0.039247484110820588,0.18535569659509332,0.16858813769746847,0.0056637963302443532,0.074103167813361251,0.068439371483116879
2951,2702,0.035483843403902621,0.18299796366968821,0.16952341699751025,0.0041776521049586342,0.07241757447584854,0.068239922370889869
2952,2792,0.03636614301012582,0.19230679182326749,0.17206635790983929,0.0042496605419823858,0.083713129118553123,0.079463468576570787
2953,2564,0.047513711154506803,0.18922509227208911,0.16723004742700537,0.0050215656093489866,0.08262691357555485,0.077605347966205773
2954,2308,0.056699522795709938,0.19421842359450681,0.16731639004169338,0.0069031732083286992,0.080179293970292886,0.073276120761964214
2955,3178,0.043861942721288211,0.17516138981290025,0.15166596741486613,0.0050778792258135081,0.077758228460188289,0.07268034923437483
2956,3230,0.041649611997909217,0.1882539319555574,0.16586150648457154,0.0054802950609914606,0.078442180953026547,0.072961885892035103
2957,3629,0.042190465454450037,0.17418168119807689,0.15404937061040674,0.0055009569074296613,0.077033278466859881,0.071532321559430193
2958,3248,0.036815874669938707,0.17968240622951229,0.16261225091274367,0.0054991060552438461,0.079667943079945361,0.074168837024701464
2959,2614,0.051309242381354092,0.19602541150934427,0.17297928735380921,0.0062533796787361973,0.081757121674459088,0.075503741995722892
2960,3194,0.042524606472634056,0.19139264774048742,0.16835671546848771,0.0060441420673925644,0.078892645482419227,0.072848503415026661
2961,2846,0.037570049806522045,0.18086844686897394,0.1595776529631063,0.0050394456897407515,0.074046940164025965,0.069007494474285239
2962,2656,0.047772488764582142,0.20034433803729751,0.16883596866654099,0.0064351340429309109,0.078317388291575016,0.071882254248644126
2963,2902,0.044817841728187542,0.1862388073913086,0.16372008773243216,0.0067248449043025458,0.08008962706471133,0.073364782160408662
2964,2309,0.04525271898593683,0.16356979722072845,0.14120569532003055,0.0048162507607090246,0.055827399107806604,0.051011148347097558
2965,3086,0.038139468186454556,0.17848255025021076,0.15673995884219474,0.0052218143493900195,0.071650391771968094,0.066428577422578142
2966,2835,0.042434829524776611,0.19235690871934266,0.17420965767526619,0.0035872217454393056,0.074939249066217628,0.071352027320778333
2967,2208,0.024029852494526414,0.18856026597195075,0.17443717841136316,0.0042461072432644588,0.080948384618923355,0.076702277375658878
2968,2726,0.050512504125857005,0.17125420332500293,0.15028219111124455,0.0045986091891740159,0.064986392656912181,0.060387783467738175
2969,3346,0.04107304580257358,0.19243122886278893,0.16994411496055259,0.0048219185646415866,0.09072706359015506,0.085905145025513496
2970,3210,0.042819044921848667,0.16907057333459199,0.15696324616885363,0.0053287656974244915,0.077676350252001938,0.072347584554577446
2971,3284,0.044130644359024369,0.18136791945028855,0.15390867083924326,0.0054111150491003342,0.079604948460679947,0.074193833411579618
2972,2668,0.049372964824613993,0.18818854652344152,0.17067675889827319,0.0060124419954708684,0.074415285581978366,0.068402843586507472
2973,3438,0.039458083284435806,0.18727905876684225,0.16512729723899019,0.0045277131276772837,0.089216684054680931,0.084688970927003754
2974,2725,0.049085746058223113,0.17014621311410297,0.14841392959741595,0.0064005022914070111,0.066906888875141415,0.060506386583734452
2975,3434,0.045875322826400278,0.17799307766911135,0.15429063914794847,0.0050547127240478358,0.080078022449258157,0.075023309725210291
2976,2079,0.053630920946938249,0.18247563923970844,0.14811518180926556,0.0045688766381742664,0.084559306908134485,0.079990430269960208
2977,3059,0.048592040337708829,0.19151170194811912,0.1667013074826085,0.0060151528175340198,0.078280339506372851,0.072265186688838884
2978,3121,0.04474608306713402,0.19025595475050783,0.16378550692072005,0.0060986922478707154,0.082437292499598511,0.076338600251727742
2979,2846,0.049887041006155555,0.18341930381635232,0.15751098768491612,0.0063827531563676295,0.073960050124667942,0.06757729696830031
2980,2739,0.053131608004038898,0.18506715513271149,0.1586210387769566,0.0059276552266039556,0.072773815897433106,0.066846160670829061
2981,2397,0.059368406078498574,0.17525568632628791,0.15288323043261071,0.005367697011952003,0.073621840867601318,0.068254143855649263
2982,3244,0.04261950715403242,0.17722176910293436,0.15538569869642629,0.0043413616169257754,0.081146448869617221,0.076805087252691404
2983,2684,0.044374956679353122,0.17471760262837013,0.15703760864900948,0.004670796464035099,0.07508395985620249,0.070413163392167438
2984,3116,0.040989761914023794,0.18823455908661299,0.16776970622445586,0.0060605964455841413,0.081867173194508605,0.075806576748924479
2985,3078,0.037244861124003437,0.19121443362427759,0.17037146035684053,0.0049843008381994331,0.082246242100451894,0.077261941262252457
2986,2513,0.031928272019796096,0.16998523042593883,0.15313246906959604,0.0039218886018250873,0.076962273304022,0.073040384702196939
2987,3732,0.037864926249170615,0.17766667207985531,0.15861029526624376,0.0054250937703636103,0.085087626677761194,0.079662532907397568
2988,3117,0.04353179659965032,0.17610156615209557,0.15266882130452872,0.0060484797724308561,0.079031947974502165,0.072983468202071314
2989,2995,0.052631261337438312,0.18525652422146582,0.1586732697834535,0.0062642459523921468,0.07950273700676154,0.073238491054369387
2990,3029,0.044098736724190679,0.17737107130058599,0.15706106464607633,0.0049733459144112608,0.082960564281435625,0.077987218367024408
2991,3147,0.028032046776088726,0.1768586114570386,0.16020914526634258,0.0041501903456720836,0.079335459548317916,0.075185269202645857
2992,2299,0.046835603621162555,0.18831594194795584,0.16050586236536643,0.0041032237100570692,0.075914969119371498,0.071811745409314426
2993,2786,0.038425346887299518,0.16722351240926245,0.15083930984864219,0.0040311205974369576,0.07566961804713572,0.071638497449698829
2994,2220,0.039945741195741201,0.18940238440238441,0.17892822017822013,0.0055715567076493108,0.07628960274116324,0.070718046033513962
2995,2542,0.055537546420709287,0.1904180262215274,0.16572438729205061,0.0081101523145267074,0.080135978640484357,0.072025826325957568
2996,3376,0.047298524112801332,0.17048865308269925,0.14414836414243995,0.0051421767981058358,0.082519582996839203,0.077377406198733317
2997,2773,0.03871648245972082,0.19412634236381074,0.17191733517914548,0.0050990550650586624,0.083448302061071886,0.078349246996013269
2998,3131,0.041470210473723727,0.18432323647111265,0.16626531316726145,0.0042177764328668052,0.077572199518350829,0.073354423085484066
2999,3423,0.035747030422753463,0.17164334067270087,0.15663401259369711,0.004175613371426635,0.079050497832744065,0.074874884461317362
3000,2395,0.045136693508301004,0.17258743865737602,0.15508680602626329,0.0061193902535868882,0.066754460356798578,0.060635070103211702
3001,3010,0.044453756837477786,0.17109578820957563,0.1493040154751118,0.0054695315428072971,0.068930859820627174,0.063461328277819889
3002,2802,0.034805425758316549,0.1866488263303038,0.17138802786554391,0.0039947877699634373,0.081915881148468664,0.07792109337850528
3003,2581,0.047582260823252696,0.18194804194901057,0.15555037325668863,0.0058176444328152397,0.070672112537243911,0.064854468104428659
3004,2769,0.055771112840451942,0.18799563864569285,0.15632929527837444,0.0066636366419529202,0.079427702468166189,0.072764065826213267
3005,2660,0.047219157200360219,0.18659980579153518,0.16169212262257374,0.006095647624472315,0.075391851597795975,0.069296203973323631
3006,2168,0.039965007573402385,0.17779684568199328,0.15804695957486553,0.0055616319108583376,0.072373656164604755,0.066812024253746383
3007,2990,0.049759598446889444,0.18699769387060361,0.16150839127427769,0.0065479377187818745,0.084592024496904783,0.078044086778122829
3008,3327,0.046539446426732259,0.18022553624447218,0.15553019851937797,0.0054745871896025909,0.079582218189900605,0.074107631000298005
3009,2882,0.049213335819859053,0.20034055263496628,0.16467181808090903,0.0057629484664096535,0.088431731459685206,0.082668782993275555
3010,3454,0.035076632818381519,0.17980049690385547,0.15819711717221846,0.0055293084743603229,0.084081029500161664,0.078551721025801297
3011,3331,0.03992989814815092,0.18573092406775993,0.16381952131726976,0.005521135302024951,0.091248830942822767,0.085727695640797796
3012,2718,0.048262252195182966,0.1968764032814157,0.16914384983304603,0.0047147098961063264,0.075837518490072545,0.071122808593966275
3013,2726,0.02793111696025162,0.18321217299067052,0.1663299621866251,0.0048500426101053297,0.076818636767281928,0.071968594157176685
3014,3373,0.034841625910407403,0.17721341765590218,0.15962190541941512,0.0050948906918772035,0.068322022822510098,0.063227132130632926
3015,2773,0.04729427522431489,0.17752634931682887,0.16014825219657527,0.005116991510997807,0.081107321632482174,0.075990330121484373
3016,2447,0.039097938341910582,0.19969545563640373,0.17101685604954905,0.0047902876363981606,0.085986814266488798,0.081196526630090679
3017,2994,0.045753926916251582,0.16908417465782194,0.14301810135978474,0.0062008236243033046,0.075511865109860229,0.069311041485556904
3018,2398,0.060764383887820107,0.18482186079141877,0.15562967405127537,0.0036833104945498342,0.076052001582998713,0.0723686910884489
3019,2124,0.057780213482897101,0.18730343305731723,0.16616379409458507,0.0052834310066444236,0.077666198943519602,0.072382767936875217
3020,2516,0.037912062544415516,0.18307775293069409,0.16363256841198012,0.005477329595444864,0.084922641228337953,0.079445311632892993
3021,2912,0.03512029027138916,0.19021731997779395,0.16941876804514172,0.0041242173449070659,0.077918774347066136,0.073794557002159075
3022,3014,0.050466007118296421,0.19102507203038063,0.16845063345561023,0.0073333565999444111,0.086288113053811066,0.078954756453866626
3023,2677,0.055949565521847905,0.18115418802755376,0.15574828815396619,0.0069981664542176497,0.079105134572497168,0.072106968118279574
3024,2975,0.041476792115447539,0.17419140243509992,0.15566268372150727,0.0048943748140421774,0.068756992173096346,0.063862617359054116
3025,2633,0.035781119753774529,0.17953511020354926,0.16509366904353623,0.0048208051673634495,0.08548705482528339,0.080666249657919992
3026,2563,0.041823831650206998,0.18094080400459642,0.16115184507693289,0.0051287905846452795,0.072792337805031804,0.067663547220386561
3027,3163,0.04744885739194938,0.18497621305872958,0.16314052863215053,0.0056909255801276537,0.081539773446741209,0.075848847866613556
3028,3194,0.048258461603796599,0.17608297089746686,0.15005756262800726,0.0052146579860279547,0.076500992125914144,0.071286334139886123
3029,2258,0.050000996690544947,0.20467129133537462,0.18267389533997161,0.0045496148091191419,0.081062124572284108,0.076512509763164982
3030,3557,0.03751899632557492,0.17312364992643314,0.15291211849406952,0.0047698102878358335,0.073236462920698631,0.068466652632862793
3031,3309,0.037005769825352773,0.18826393167961622,0.17197418863330013,0.0053818242812666865,0.081681344944823001,0.076299520663556206
3032,2676,0.046432467424619879,0.19439275172178763,0.17227304542326963,0.0052906276063569386,0.082875257165176214,0.077584629558819257
3033,2656,0.024541566616114795,0.18304341815731123,0.1657035192050253,0.0041839671965976351,0.083854916788026534,0.079670949591428966
3034,2640,0.048238408266817356,0.18138344031809939,0.16010187098255277,0.0049168760980418235,0.080368109105687022,0.075451233007645294
3035,2778,0.042770036938503446,0.18125930395098869,0.16147213817300216,0.0058661378571667165,0.084598225680540415,0.078732087823373695
3036,3716,0.046624421207306019,0.17733906223545626,0.15750975268601744,0.0055029646335903277,0.084422776216796322,0.07891981158320592
3037,2597,0.037203525093398034,0.17704034403110269,0.16019155832401893,0.0056935612502146864,0.072805695582102176,0.067112134331887466
3038,2451,0.046429351508910865,0.18958871662360041,0.16358013897793586,0.0063587570531106873,0.080503350542155225,0.07414459348904448
3039,2636,0.038278707256324887,0.17542107666823153,0.15958655764232391,0.0042258531556846448,0.067798448198156308,0.063572595042471716
3040,3252,0.044958751785320064,0.18000647022787239,0.15131909569178945,0.0044345458980579013,0.076251582493460909,0.071817036595403061
3041,2739,0.055490971646502865,0.16590934115578154,0.13718460558548184,0.0061243439783345913,0.065048084376073373,0.058923740397738768
3042,3124,0.03408611679258286,0.17329318542106631,0.15453413779278055,0.0048321513443198337,0.07915751723688505,0.074325365892565179
3043,2924,0.038522357905052852,0.18628480360269012,0.15808654789502943,0.0045074447732334991,0.085971345448749514,0.081463900675516066
3044,2592,0.049994773379509257,0.19685839564141586,0.17053621476109229,0.0064021389993282269,0.074745588283426881,0.068343449284098648
3045,3558,0.036515297518670199,0.18232080400082087,0.1634023929976712,0.0052591239725752427,0.090020621867849968,0.084761497895274734
3046,3509,0.047129603242455902,0.17771337422591341,0.15359823040073831,0.0058871043118244887,0.084590457487015949,0.078703353175191434
3047,3167,0.049920798949848556,0.17862286425990243,0.1566766724486964,0.0059628537151761611,0.070716904222482196,0.064754050507305996
3048,3212,0.046698854279800743,0.16672265658100036,0.14546534135575243,0.0057853315339153402,0.07092734467840224,0.065142013144486949
3049,3409,0.049939966653079003,0.17270905001911169,0.15231955391826332,0.0058259243143084262,0.074880888453109806,0.069054964138801425
3050,2607,0.048265365670428967,0.18464238261418936,0.15868821116231946,0.0059692011869273325,0.07983538873494167,0.07386618754801437
3051,2991,0.041988404626318358,0.19327974627623579,0.17248002749507266,0.0062823333994934281,0.075846410651074336,0.069564077251580883
3052,2984,0.039786152185615965,0.18682988239791182,0.17018656053508605,0.0054588945354682745,0.086458887243320126,0.080999992707851895
3053,3109,0.043565059542865929,0.18060182062674823,0.160887656891195,0.0043392558736684277,0.078850805678113478,0.074511549804445021
3054,2774,0.045674340879820328,0.18640562853792847,0.15165535818023204,0.0056278200210140902,0.089647617636528648,0.084019797615514535
3055,3249,0.049849171040306749,0.17762734854147591,0.15231921732383416,0.0054492907584052005,0.082990008732004669,0.07754071797359946
3056,3035,0.036639363748095226,0.18148637469065806,0.16840492474759364,0.0042669817579165849,0.074599827428171811,0.070332845670255162
3057,3359,0.046813948183403398,0.18394278557273488,0.16567428635008266,0.0050078873673800178,0.082735764885967525,0.07772787751858759
3058,3061,0.047282021220276672,0.16987055650074276,0.15389348754262186,0.0053837553113207752,0.066351455874261153,0.060967700562940486
3059,2422,0.037424936693892817,0.19756891677673,0.18000987660785103,0.004420925676781891,0.071762574759793876,0.06734164908301192
3060,2714,0.040788384423240717,0.19541932776549573,0.17144452207090377,0.0051933961003321335,0.074801183219783546,0.069607787119451356
3061,2731,0.045985431631715069,0.18378649148971374,0.16687207580653204,0.0052852636947539463,0.073961942452316645,0.068676678757562698
3062,3292,0.040771606886430709,0.19188388944995866,0.17076793363245379,0.0047911075579327488,0.085609168984399603,0.080818061426466858
3063,3084,0.048558546223915866,0.17109273670557723,0.15481211485588925,0.0054420368777289415,0.076429929777094688,0.070987892899365759
3064,3218,0.047106844884967913,0.19072719111563119,0.16757182721290856,0.0066019208174015152,0.081410061815030826,0.074808140997629252
3065,3049,0.059024140649263659,0.17771727607329441,0.14650871977044494,0.0056101384991433401,0.078101976200139617,0.072491837700996237
3066,2984,0.038984927791898313,0.19067116975964143,0.16104772591870453,0.0062422991187023906,0.083499911765497856,0.077257612646795523
3067,2567,0.036465341782833026,0.18446036336083085,0.16742880544984171,0.0054388572844378449,0.069189828080897089,0.063750970796459264
3068,2874,0.0367402797465428,0.17346085784238183,0.15464082909281229,0.0049869199822445221,0.075549338098603563,0.070562418116359077
3069,2433,0.029732450725052442,0.20414467556975013,0.18479824428906899,0.0049677280843302097,0.089354017766175964,0.084386289681845764
3070,2979,0.034888739621871556,0.17383438612038821,0.15731134517640066,0.0039620801769643501,0.079631309199193409,0.075669229022229029
3071,2591,0.049678320307421045,0.16832390935536437,0.15421997167462229,0.0043347666969660381,0.07297218732346826,0.068637420626502244
3072,2403,0.04192285843347017,0.18261612445445149,0.1604501165362589,0.0054087362710610754,0.083617124769230153,0.07820838849816901
3073,2873,0.041071228149195414,0.1817092458147104,0.16151493438301653,0.0055468231539843758,0.088814322003221466,0.083267498849237134
3074,3259,0.041379073689598415,0.18934595926387887,0.16583727291766565,0.005284635686199717,0.092671342118323063,0.087386706432123415
3075,2899,0.044183695649718406,0.17950596220689358,0.1618247644808527,0.0052202190389942235,0.080022689775798239,0.074802470736803961
3076,3238,0.047394140414523368,0.18640821166685898,0.16556789754751466,0.0049176633860670733,0.084690642744812278,0.079772979358745263
3077,3621,0.04746855065827725,0.17962002057900975,0.15283117799687812,0.0059556357338399792,0.084086856884660693,0.078131221150820759
3078,2746,0.045218113399103921,0.18076850468055861,0.15755435892908579,0.0051277903667595838,0.077747446678859827,0.072619656312100281
3079,2717,0.049123436167970574,0.20400001687267053,0.1722686741549459,0.0054603018852016722,0.086103752506193856,0.08064345062099218
3080,3007,0.040760307571082434,0.18132808190590041,0.15824845257834955,0.0056900515824721233,0.075454515494357319,0.069764463911885205
3081,3231,0.036142228760613154,0.1930209822503231,0.16525074103997039,0.0049967754175379488,0.089272931035078426,0.08427615561754058
3082,2610,0.040503025071990599,0.16726619485240179,0.14579926990846534,0.0045046277561815269,0.070590495809961212,0.066085868053779626
3083,3283,0.041750827099593435,0.18842026504987205,0.16893532821799656,0.0056138774232811625,0.082830987782757395,0.07721711035947619
3084,2495,0.037928067256724582,0.1992245196353413,0.18894923268670757,0.0044754905288913269,0.079702818688022675,0.075227328159131357
3085,2632,0.042735362197748206,0.17633025324894624,0.1558726786975268,0.0051731147141057367,0.077875361405528379,0.072702246691422598
3086,3243,0.049103419108044444,0.17215827051627217,0.15208303020513933,0.0059739501761508999,0.071025201354676631,0.065051251178525796
3087,2936,0.04265505630457947,0.17758988901274331,0.15772854813215853,0.0052893002635832458,0.068522675333606148,0.063233375070022899
3088,2788,0.037613594957569135,0.19242179040869858,0.16787612495108908,0.0047181327918992344,0.08779554998710018,0.083077417195200967
3089,2533,0.034653082726165067,0.20007080748790185,0.16991784064280066,0.0046071315237550614,0.09001792326137617,0.085410791737621047
3090,3213,0.044166780067807124,0.16717917245461592,0.14736340102820042,0.0049428211491199144,0.078275929873619365,0.073333108724499385
3091,3020,0.042253566889328464,0.17778385200156713,0.15057174154028471,0.0056055999473426238,0.084570577523552848,0.078964977576210224
3092,2971,0.042187870284470734,0.17696429566170388,0.15830005758481019,0.0053946340641711447,0.075980463268368464,0.070585829204197315
3093,2683,0.050257161249027273,0.19186546101846147,0.16400537183736416,0.0049936823709895058,0.082886807866464102,0.077893125495474572
3094,3097,0.053712566628291505,0.1920033292954669,0.1648039229811914,0.0068488717963588828,0.084484719581230952,0.077635847784872078
3095,2687,0.05329594112623514,0.19803782414500687,0.17922994230679384,0.0063671133396603144,0.084339706765684558,0.07797259342602425
3096,3288,0.04331209983582246,0.18475321861498867,0.1636254037257687,0.004912986636354243,0.081761343201072464,0.076848356564718154
3097,3411,0.046350715150187453,0.17646546546062811,0.15395361178122829,0.0058983161825859748,0.076456969228336738,0.070558653045750763
3098,3748,0.046053460354420886,0.17105630458418622,0.14616421687526282,0.0060015809474275829,0.071777045520178023,0.065775464572750519
3099,2578,0.057389280187961321,0.18621883245622572,0.16164671678635992,0.006394302028491638,0.072989691349717792,0.066595389321226273
3100,2871,0.0466596728090981,0.18423007775149891,0.16520050927051974,0.0051300495206680029,0.085680372447581213,0.080550322926913304
3101,3111,0.040821321076865931,0.18451121051169275,0.16680548192120043,0.0054365569152880714,0.080478104172701986,0.075041547257413882
3102,2599,0.037340470439739405,0.18589250944002766,0.16373566901654632,0.0064492502837799528,0.076535833371390694,0.070086583087610704
3103,2792,0.042632719477275351,0.18492893458419959,0.16570374567330148,0.0048602397564605337,0.079752483970188026,0.074892244213727463
3104,3211,0.037678626436022877,0.17459201150418854,0.16088605501560965,0.0048922822987647364,0.07113809217419452,0.066245809875429842
3105,3137,0.045865607668285444,0.17570410719518151,0.15587530894352691,0.0049282693532927179,0.072064753610860385,0.067136484257567727
3106,3024,0.047155726768822029,0.18431850749559073,0.16450853764841863,0.0058814476011151626,0.079859392262084397,0.0739779446609692
3107,3216,0.036010879667596092,0.18569035951265433,0.16397685026416375,0.0053360195736472911,0.082720559501198096,0.077384539927550677
3108,3393,0.045784313600405552,0.18594770491322221,0.16689118671877287,0.0055079213646457466,0.078483553572240142,0.072975632207594329
3109,2989,0.033988097048485141,0.17064264914298372,0.15302274302776139,0.0027829168162759456,0.079290289995885097,0.076507373179609192
3110,3091,0.037583719167349067,0.19276221908865077,0.17212496425534277,0.0045928742184895609,0.082245123492233743,0.07765224927374427
3111,2958,0.049867511911122459,0.1772044000999376,0.15454115882614869,0.0063478309740316423,0.080081287338587603,0.073733456364555972
3112,2814,0.056442736959794515,0.18999404902923028,0.16202958969483486,0.0066671757314705144,0.085309784363938587,0.078642608632468039
3113,3060,0.054287683086702634,0.17896100359335659,0.16017797017797031,0.0064805989552999656,0.075368384210934183,0.068887785255634215
3114,3524,0.047371732977578566,0.17689517806572302,0.15313042046867248,0.0057223298127316771,0.077663400755912118,0.071941070943180432
3115,2984,0.03826175872087402,0.19057648487943396,0.1680745602327372,0.0046232532417736262,0.08330874017717757,0.078685486935403989
3116,3045,0.043211359886236728,0.16674987710701994,0.1428782210309304,0.0051200650694016043,0.069435166642499088,0.064315101573097458
3117,3022,0.040968104254007626,0.18760592668600617,0.1653421859411271,0.0056846526532616992,0.07655833745644651,0.070873684803184761
3118,3201,0.046931672236264557,0.19006601021596325,0.16734189306822861,0.0055208352421744957,0.078365776535129911,0.072844941292955462
3119,2946,0.044233669513710265,0.18255349773934296,0.16449175777078015,0.0035287786683129998,0.082312533685213879,0.078783755016900825
3120,3126,0.039435816547140921,0.18333021567186639,0.16088743754290785,0.0053055109920841521,0.072007239132895584,0.066701728140811448
3121,2522,0.040310823637548468,0.18474899516731386,0.16675791276306737,0.0054454331302669608,0.074884946253695142,0.069439513123428248
3122,3133,0.058940667446891491,0.18323561523768989,0.15715514315099377,0.0057879917772175734,0.073680427535619222,0.06789243575840162
3123,3043,0.043070362910497442,0.17029970500955019,0.15468179531168841,0.0057602989413256559,0.074866458261276539,0.069106159319950899
3124,3132,0.046277026329708336,0.19650865178882421,0.17257049836072827,0.0057017872784591844,0.083405874508070119,0.07770408722961103
