arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3,alpha_med_c1,alpha_min_c1,alpha_max_c1,alpha_clip_frac_c1,alpha_W_med_c1,alpha_med_c2,alpha_min_c2,alpha_max_c2,alpha_clip_frac_c2,alpha_W_med_c2,alpha_med_f1,alpha_min_f1,alpha_max_f1,alpha_clip_frac_f1,alpha_W_med_f1,alpha_med_f2,alpha_min_f2,alpha_max_f2,alpha_clip_frac_f2,alpha_W_med_f2
SWA1,0,0.001,1,none,0.95831875,1,1,0,0,5.542809486,2.886497974,-4.106423855,0.9672033787,1.00532949,3.171377354,0,0,-16.65884209,30.60952759,-2888.574219,0.3177619874,0.4360480309,6.739971582,0,0,-128.2482452,144.4402008,-556.0197754,0.1950930804,83.20418391,0,0,-37.05863571,55.64971161,-117.5413055,0.2818131149,74.32386895,2.812314987,4.246890545,3.708016157,1.166337967,0.9555482268,0.3250965178,0.1498430967,0.9704138637,0,1,0.03165832162,0.001000000047,0.05139272287,0.0625,1,0.007090738509,0.004114568233,0.01106038969,0,1,0.01856026985,0.01191791333,0.02543077432,0,1
SWA1,0,0.001,2,none,0.8552625,1,1,0,0,13.41107464,9.301327705,-28.19249153,0.9805360436,1.015737534,3.110334179,0,0,-1204.778198,601.288147,-5875.954102,0.03852966428,0.05938176438,10.41638954,0,0,-3260.295166,1454.6427,-8248.030273,-0.0271664504,19.09359038,0,0,-4261.836914,619.9944458,-9817.116211,-0.007137754001,36.16193088,7.477233887,9.890745163,6.4477458,2.214419127,1.221619844,0.1028569117,0.05807964876,0.2154438794,0,1,0.001378143905,0.001000000047,0.00864034798,0.3125,1,0.001000000047,0.001000000047,0.001291530672,0.969999969,1.403415084,0.001670693862,0.001000000047,0.002656537108,0.02999999933,1
SWA1,0,0.001,3,none,0.6433583333,1,1,0,0,11.47694397,8.504481316,-26.63327789,0.9511998892,0.9969486594,3.630844123,0,0,-1082.64502,597.0612183,-5234.530762,0.08975344896,0.1447041631,10.31823623,0,0,-7011.848633,2076.777344,-22587.74805,-0.01235635486,6.704306132,0,0,-6421.813477,823.1073608,-10951.15137,-0.003380038077,23.446789,7.779261589,11.66594315,8.49646759,4.285308838,1.666662335,0.1160707921,0.07363313437,0.2007510364,0,1,0.001378360437,0.001000000047,0.008092807606,0.125,1,0.001000000047,0.001000000047,0.001000000047,1,2.011861801,0.001246291562,0.001000000047,0.003804132342,0.3199999928,1
SWA1,0,0.001,4,none,0.5710208333,0.831666708,0.831666708,0,0,11.75471401,8.334581375,-29.97835922,0.9410695434,0.9867765307,4.130501285,0,0,-675.6350098,587.5641479,-5563.550781,0.1370652616,0.2121564597,8.703013477,0,0,-9116.931641,2655.426025,-38226.125,-0.004729595967,3.679867508,0,0,-13094.60547,1672.001099,-20914.64062,-8.878930385e-05,15.66827687,8.386440277,13.57425785,10.22266102,5.296964169,1.908094168,0.1154224575,0.07108347118,0.1606191248,0,1,0.001538381795,0.001000000047,0.005627466831,0.25,1,0.001000000047,0.001000000047,0.001000000047,1,2.608791113,0.001000000047,0.001000000047,0.003087294754,0.75,1.649882197
SWA1,0,0.001,5,none,0.61145,0.9450000525,0.9450000525,0,0,10.64297104,8.527716637,-34.5945282,0.9144765735,0.968657732,4.523297989,0,0,-662.2357178,650.1386108,-5707.562988,0.1835977435,0.2746987045,8.189664621,0,0,-10966.73535,2952.735107,-34495.26562,-0.002108198358,3.804169134,0,0,-15777.63867,2373.750244,-23113.66797,-1.810425238e-05,14.10905838,9.47177887,15.76022434,11.52979851,5.809013844,2.106098175,0.1114080921,0.06189975142,0.150675863,0,1,0.001521420898,0.001000000047,0.004790485371,0.25,1,0.001000000047,0.001000000047,0.001000000047,1,2.866303682,0.001000000047,0.001000000047,0.002591380849,0.8299999833,2.285419703
SWA1,0,0.001,6,none,0.4900145833,0.8991667032,0.8991667032,0,0,10.42246723,8.386000633,-33.9131012,0.9081274867,0.9633152485,4.744835111,0,0,-801.4747314,614.9468384,-5905.157715,0.1186591461,0.1702966541,7.296529056,0.02999999933,0,-12611.02539,3368.085938,-43088.29297,-0.001075815991,2.807934486,0,0,-16360.9873,2487.801025,-29567.58008,-1.380441427e-05,9.203590901,9.56747818,16.30917931,13.044487,6.106658936,2.590665579,0.1072535366,0.06252273917,0.1439760178,0,1,0.001405643066,0.001000000047,0.004604215268,0.25,1,0.001000000047,0.001000000047,0.001000000047,1,3.283547401,0.001000000047,0.001000000047,0.001736970269,0.9399999976,2.408029079
SWA1,0,0.001,7,none,0.193825,0.25,0.25,0,0,10.83102226,8.554267883,-39.26259995,0.8948247433,0.9594663978,4.844309582,0,0,-1018.428589,718.6552124,-5735.165527,0.09917397797,0.1651667356,4.583421842,0.1299999952,0,-22084.34961,4759.414062,-68099.04688,-1.273586258e-05,1.292385677,0.8599999547,0,-82282.92188,8744.013672,-145081.2188,-1.019395698e-21,1.705738026,9.83854866,16.21205711,14.00827694,6.103136063,2.639601946,0.1056799069,0.05457588658,0.1867628098,0,1,0.001336763031,0.001000000047,0.004585997202,0.125,1,0.001000000047,0.001000000047,0.001000000047,1,4.636191368,0.001000000047,0.001000000047,0.001281431993,0.9799999595,8.490089417
SWA1,0,0.001,8,none,0.1166395833,0.1150000021,0.1150000021,0,0,13.32100773,9.46423912,-44.39138031,0.9382082224,0.9866957664,4.278375983,0,0,-1181.539185,921.6361694,-7345.411621,0.05164968595,0.07896110415,3.28494324,0.2899999917,0,-40071.80859,8102.612793,-104915.8125,-3.613038047e-08,1.173625852,1,0.7599999905,-286229.375,40560.10938,-509784.875,0,1.33040798,10.32062817,15.52747154,14.06647968,6.103136063,3.077911139,0.09819499403,0.04867892712,0.1450175047,0,1,0.001063042087,0.001000000047,0.003124886192,0.3125,1,0.001000000047,0.001000000047,0.001000000047,1,7.864869118,0.001000000047,0.001000000047,0.001000000047,1,38.99542618
SWA1,0,0.001,9,none,0.1173604167,0.1174999997,0.1174999997,0,0,15.09271812,10.24302578,-46.73287582,0.9551680684,1.001502037,4.054678753,0,0,-1509.469849,1044.189331,-8342.652344,0.02869738266,0.04986425489,2.963128724,0.4199999869,0,-52087.57422,11070.60547,-125650.1797,-2.280596823e-10,1.220661568,1,0.8100000024,-385858.8438,56897.99219,-670129.1875,0,1.005119265,10.54803848,15.54799938,14.01257706,6.103136063,3.191280842,0.09213908762,0.04622402042,0.1434570253,0,1,0.001000000047,0.001000000047,0.002686772728,0.5625,1.036400199,0.001000000047,0.001000000047,0.001000000047,1,10.68117142,0.001000000047,0.001000000047,0.001000000047,1,55.03261566
SWA1,0,0.001,10,none,0.1212791667,0.1216666698,0.1216666698,0,0,12.99096584,9.784128189,-47.29971313,0.92253685,0.9794902802,4.297575461,0,0,-1133.854614,874.9085083,-7822.567871,0.04751750454,0.09403645992,3.183534396,0.3799999952,0,-47998.68359,9543.081055,-116368.3203,-9.919615129e-11,1.324690577,1,0.8100000024,-421536.125,61689.92188,-728516.375,0,1.000121787,10.56817627,15.38371468,13.98408318,6.103136063,3.219617367,0.09728294611,0.0458490178,0.1478014588,0,1,0.001064552809,0.001000000047,0.002583716996,0.375,1,0.001000000047,0.001000000047,0.001000000047,1,9.253746986,0.001000000047,0.001000000047,0.001000000047,1,59.68418503
SWA1,0,0.001,11,none,0.11648125,0.1166666672,0.1166666672,0,0,12.30086994,9.584086418,-49.12416077,0.9273521304,0.9782236218,4.379347737,0,0,-972.1793213,850.6381226,-7803.82666,0.06598711759,0.1074670181,3.272408928,0.4299999774,0,-49167.07031,9373.649414,-113099.2812,-3.53352729e-11,1.321435351,1,0.8399999738,-419608.25,60473.55469,-720617.375,0,1.377144644,10.50284863,15.23186111,13.99166107,6.103136063,3.262177706,0.09842889756,0.04413511604,0.1524974108,0,1,0.001128827222,0.001000000047,0.002745682374,0.25,1,0.001000000047,0.001000000047,0.001000000047,1,9.085950851,0.001000000047,0.001000000047,0.001000000047,1,58.72022629
SWA1,0,0.001,12,none,0.1117291667,0.113333337,0.113333337,0,0,12.19315815,9.570266724,-49.23692703,0.9209499359,0.9731366038,4.394863974,0,0,-928.7070923,831.2741089,-7741.617676,0.0780762732,0.1243836656,3.276192349,0.4299999774,0,-48852.71484,9315.166992,-111833.2344,-4.440383825e-11,1.271967312,1,0.8399999738,-425337.9375,62942.10156,-738003.9375,0,1.637528658,10.49800491,15.23083973,13.99166107,6.103136063,3.256025791,0.09893608093,0.04412342608,0.1522211581,0,1,0.001142601366,0.001000000047,0.002791773994,0.25,1,0.001000000047,0.001000000047,0.001000000047,1,9.014517784,0.001000000047,0.001000000047,0.001000000047,1,60.94673157
