act,reg,lam,seed,task,tensor,ndim,numel,sq_norm,norm,norm0,norm_ratio,cos_w0,dist_w0,pen_l2,pen_l2init,pen_shell,pen_angular,reg_loss
SNA,none,0,1,0,W1,2,78400,33.31122314,5.771587575,5.771587575,1,1,0,0.03331122314,0,0,-1.479315476e-17,0
SNA,none,0,1,0,b1,1,100,0.04445929744,0.2108537347,0.2108537347,1,1,0,4.445929744e-05,0,0,-1.974389427e-20,0
SNA,none,0,1,0,W2,2,10000,32.59850817,5.709510326,5.709510326,1,1,0,0.03259850817,0,0,0,0
SNA,none,0,1,0,b2,1,100,0.3430667701,0.5857190198,0.5857190198,1,1,0,0.0003430667701,0,0,-1.523522509e-19,0
SNA,none,0,1,0,W3,2,1000,3.237631366,1.799341926,1.799341926,1,1,0,0.003237631366,0,0,7.188985775e-19,0
SNA,none,0,1,0,b3,1,10,0.02634508479,0.1623116902,0.1623116902,1,1,0,2.634508479e-05,0,0,-1.169956789e-20,0
SNA,none,0,1,1,W1,2,78400,52.93013904,7.275310237,5.771587575,1.260538828,0.7972614901,4.391719306,0.05293013904,0.01928719847,0.002261181843,0.01702601662,0
SNA,none,0,1,1,b1,1,100,0.0517037961,0.2273846875,0.2108537347,1.078400095,0.9398810321,0.07770501581,5.17037961e-05,6.038069483e-06,2.732723997e-07,5.764797083e-06,0
SNA,none,0,1,1,W2,2,10000,34.34855075,5.860763666,5.709510326,1.026491473,0.9727195354,1.359632426,0.03434855075,0.001848600334,2.287757285e-05,0.001825722761,0
SNA,none,0,1,1,b2,1,100,0.3411037089,0.5840408452,0.5857190198,0.9971348471,0.9909028748,0.0789099178,0.0003411037089,6.226775127e-06,2.816269731e-09,6.223958857e-06,0
SNA,none,0,1,1,W3,2,1000,3.200740097,1.789061233,1.799341926,0.9942864153,0.9729367734,0.4175475276,0.003200740097,0.0001743459378,1.056926369e-07,0.0001742402451,0
SNA,none,0,1,1,b3,1,10,0.02338017778,0.1529057807,0.1623116902,0.9420503262,0.9873784913,0.02673877952,2.338017778e-05,7.149623304e-07,8.847113366e-08,6.264911967e-07,0
SNA,none,0,1,2,W1,2,78400,70.70574582,8.408670871,5.771587575,1.456907785,0.6933250361,6.059779445,0.07070574582,0.03672092693,0.00695420831,0.02976671862,0
SNA,none,0,1,2,b1,1,100,0.05294212494,0.2300915577,0.2108537347,1.091237763,0.9452696508,0.07537010237,5.294212494e-05,5.680652331e-06,3.700938353e-07,5.310558496e-06,0
SNA,none,0,1,2,W2,2,10000,35.73831999,5.97815356,5.709510326,1.047051887,0.9419856267,2.008108711,0.03573831999,0.004032500595,7.216918695e-05,0.003960331408,0
SNA,none,0,1,2,b2,1,100,0.3255225453,0.570545831,0.5857190198,0.9740947652,0.981458413,0.1123506292,0.0003255225453,1.262266388e-05,2.302256558e-07,1.239243822e-05,0
SNA,none,0,1,2,W3,2,1000,3.257124301,1.804750482,1.799341926,1.003005852,0.9436373753,0.6050529563,0.003257124301,0.0003660890799,2.925247821e-08,0.0003660598275,0
SNA,none,0,1,2,b3,1,10,0.02247508034,0.1499169114,0.1623116902,0.9236359452,0.9740117663,0.03766148982,2.247508034e-05,1.418387815e-06,1.536305417e-07,1.264757274e-06,0
