arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2
SNA,0,0.001,1,l2:1e-3,0.9512833333,1,1,0,0,-0.283220768,0.7513458729,-1.068653941,0.7316250801,68.63381332,0,0,0.3389162421,0.4440931976,-0.05004522949,1.37312758,41.00190471,1.293226123,0.7250652909,1.98214829,0.8187133074,0.4985069335,3,0.09999999404,1.200000048,1.362108231,0.7991164923,3,0.1299999952,1.200000048
SNA,0,0.001,2,l2:1e-3,0.9568479167,0.9950000048,0.9950000048,0,0,-0.7373484969,0.9370165467,-2.160306454,0.6057475209,71.21280327,0,0,-0.0007325088372,0.4058848023,-2.105448961,1.017201304,39.39046306,1.323231936,0.4924870133,1.998754621,0.6771005392,0.3877708018,3,0.009999999776,1.200000048,1.563701034,0.4781065583,3,0.25,1.200000048
SNA,0,0.001,3,l2:1e-3,0.95765,1,1,0,0,-0.4650589228,0.8746628165,-2.710453033,0.708180666,66.303486,0,0,0.03783808276,0.2686602175,-2.430705786,1.158340573,33.68286127,1.121304631,0.3891437352,1.986185074,0.7009861469,0.3331987858,3,0.05999999866,1.200000048,1.911786795,0.3929196,3,0.4299999774,1.200000048
SNA,0,0.001,4,l2:1e-3,0.9595083333,0.9975000024,0.9975000024,0,0,-0.753259182,1.052261353,-5.025671482,0.6688838005,68.23614011,0,0,-0.1506278068,0.6888960004,-4.741548061,0.6728436351,46.21922434,1.373037338,0.6578989625,2.094541311,0.5850106478,0.3499871492,2.138389349,0,1.200000048,0.9160972834,0.2042131722,3,0.1700000018,1.200000048
SNA,0,0.001,5,l2:1e-3,0.9597979167,0.9983333349,0.9983333349,0,0,-0.574177742,1.217079997,-6.351937294,0.7982714772,59.89584113,0,0,-0.4963549972,1.534966946,-6.483237743,0.7569444776,53.69484342,1.32810843,0.9339246154,2.175252914,0.504142046,0.306111753,3,0.01999999955,1.200000048,0.3977741897,0.124019593,3,0.07999999821,1.200000048
SNA,0,0.001,6,l2:1e-3,0.9635291667,1,1,0,0,-0.2526665926,1.194895744,-6.28810215,0.8863497376,61.08710046,0,0,-0.6163454056,1.655796528,-5.680431366,0.6835065484,53.42328102,1.369032264,0.8802312613,2.178482056,0.5136162639,0.3163889945,2.978304625,0,1.200000048,0.3697464466,0.1474692374,3,0.09999999404,1.200000048
SNA,0,0.001,7,l2:1e-3,0.9638145833,0.9591667056,0.9591667056,0,0,-0.6000378728,1.092076063,-6.246446609,0.7269272208,62.46592973,0,0,-0.3181093037,1.129377007,-6.322300911,0.798383832,52.08190193,1.264598012,0.8129708767,2.154602528,0.5631135106,0.3006893098,3,0.03999999911,1.200000048,0.5332570076,0.1506971866,3,0.1599999964,1.200000048
SNA,0,0.001,8,l2:1e-3,0.9639729167,1,1,0,0,-0.4888134897,1.010159969,-4.466296673,0.723465085,63.21328111,0,0,0.06470276415,0.7125050426,-3.639539957,1.186448574,50.43039277,1.22695148,0.7565280199,2.066479683,0.6115255952,0.3848766387,3,0.08999999613,1.200000048,0.8498612046,0.2819743752,3,0.2099999934,1.200000048
SNA,0,0.001,9,l2:1e-3,0.96121875,0.9950000048,0.9950000048,0,0,-0.5985593796,1.155986667,-9.716887474,0.6971452832,61.65565367,0,0,-0.2858133912,1.069567561,-6.270879745,0.6813681126,49.77921299,1.359647036,0.8052784204,2.128675938,0.5436061621,0.2156673372,2.892507076,0,1.200000048,0.5697361827,0.1751778871,3,0.1199999973,1.200000048
SNA,0,0.001,10,l2:1e-3,0.9616979167,1,1,0,0,-0.5427811742,1.181448579,-6.564264774,0.7784562111,62.25150027,0,0,-0.3186714649,1.430119634,-5.77739048,0.8916475773,54.01384423,1.307274342,0.904094398,2.176813841,0.5167899728,0.2590465546,3,0.009999999776,1.200000048,0.424885273,0.1771320999,3,0.0700000003,1.200000048
