act,reg,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,pen_l2_total,pen_l2init_total,pen_shell_total
R,none,0,0.001,2,1,0.9685,1,1,0.1099999994,0.1099999994,-0.732060194,1.703355432,-6.508297443,0.3075000048,70.89664824,0.01999999955,0.01999999955,0.5720167756,1.519778728,-2.081080198,0.6558333039,54.1836841,4.147950649,2.038440466,3.15963459,0,2.074083693,1.927891745,1.416970852
R,none,0,0.001,2,2,0.9108916667,0.9933333397,0.9933333397,0.2599999905,0.2599999905,-4.334254742,2.858560562,-9.609373093,0.03249999881,61.0881591,0,0,-0.2446538508,2.122608185,-1.907153964,0.4474999905,68.75533909,5.396920681,3.156219006,7.93129158,0,4.709691117,4.522812588,3.67661042
R,none,0,0.001,2,3,0.3567354167,0.4591666758,0.4591666758,0.4300000072,0.4300000072,-8.219573021,3.703887939,-14.17344761,0.001666666707,45.71669806,0,0,-1.099557996,1.174636602,-2.03322506,0.08166666329,51.81595145,6.170455933,3.547916412,12.03729248,0,6.665621228,6.470101599,5.454262151
R,none,0,0.001,2,4,0.1820625,0.1924999952,0.1924999952,0.6700000167,0.6700000167,-10.37394142,4.174469948,-15.20969772,0,26.53395507,0,0,-1.218400121,0.549336791,-2.642506123,0.01416666713,28.93077733,6.200033665,3.69370389,13.50252914,0,7.184635905,6.994534056,5.937803207
R,none,0,0.001,2,5,0.1492791667,0.1566666663,0.1566666663,0.8399999738,0.8399999738,-11.21804333,4.209290981,-18.93582344,0,13.62103096,0.03999999911,0.03999999911,-1.232176423,0.4534327388,-2.703323603,0.007499999832,15.76680166,6.200033665,3.667234659,14.61309242,0,7.685251762,7.497241805,6.413145196
R,none,0,0.001,2,6,0.11295625,0.1116666645,0.1116666645,0.8999999762,0.8999999762,-11.49534798,4.226033688,-19.76739693,0,8.6949351,0.07999999821,0.07999999821,-1.266503334,0.3127584159,-2.73098278,0.003333333414,9.531545008,6.200033665,3.658630371,16.18690681,0,8.000547602,7.815093691,6.714585012
R,none,0,0.001,2,7,0.1087625,0.1158333346,0.1158333346,0.9499999881,0.9499999881,-11.56152821,4.226033688,-20.04452324,0,4.518619096,0.200000003,0.200000003,-1.368812442,0.2596557438,-2.504128933,0.001666666707,5.687236919,6.200033665,3.635651588,16.37560272,0,8.166478004,7.981836257,6.873746725
R,none,0,0.001,2,8,0.1075666667,0.1166666672,0.1166666672,0.9599999785,0.9599999785,-11.65457153,4.253584385,-24.07263756,0,3.42956779,0.349999994,0.349999994,-1.44743526,0.1837064028,-2.551125288,0.0008333333535,4.620855022,6.200033665,3.666215897,16.52190781,0,8.257530064,8.073589567,6.960928463
R,none,0,0.001,2,9,0.1193416667,0.1216666698,0.1216666698,0.9900000095,0.9900000095,-11.71866989,4.253584385,-27.29232788,0,1,0.5099999905,0.5099999905,-1.427137494,0.07984554768,-2.582410574,0,1.896033749,6.200033665,3.634868622,16.50390816,0,8.257617821,8.074787924,6.961113371
R,none,0,0.001,2,10,0.115775,0.1183333322,0.1183333322,0.9900000095,0.9900000095,-11.71866989,4.253584385,-27.29232788,0,1,0.6000000238,0.6000000238,-1.471008658,0.04808662087,-2.58079505,0,1.845533966,6.200033665,3.634868622,16.47327232,0,8.289654203,8.108324306,6.991891307
R,none,0,0.001,2,11,0.09929583333,0.1099999994,0.1099999994,1,1,-11.71866989,4.253584385,-27.29232788,0,0,0.8100000024,0.8100000024,-1.463522434,0,-2.577902317,0,1.000005809,6.200033665,3.634868622,16.44311714,0,8.282864269,8.102268428,6.985303846
R,none,0,0.001,2,12,0.1148145833,0.1208333299,0.1208333299,1,1,-11.71866989,4.253584385,-27.29232788,0,0,0.8500000238,0.8500000238,-1.463522434,0,-2.577902317,0,1.000004614,6.200033665,3.634868622,16.40132713,0,8.2706839,8.090876984,6.973549508
R,none,0,0.001,2,13,0.1106208333,0.1116666645,0.1116666645,1,1,-11.71866989,4.253584385,-27.29232788,0,0,0.8899999857,0.8899999857,-1.463522434,0,-2.577902317,0,1.00000311,6.200033665,3.634868622,16.36175919,0,8.261542949,8.082393703,6.964734864
R,none,0,0.001,2,14,0.10449375,0.1099999994,0.1099999994,1,1,-11.71866989,4.253584385,-27.29232788,0,0,0.9300000072,0.9300000072,-1.463522434,0,-2.577902317,0,1.000002413,6.200033665,3.634868622,16.30781174,0,8.252632145,8.073945476,6.95613705
R,none,0,0.001,2,15,0.1109458333,0.112499997,0.112499997,1,1,-11.71866989,4.253584385,-27.29232788,0,0,0.9499999881,0.9499999881,-1.463522434,0,-2.577902317,0,1.000001738,6.200033665,3.634868622,16.3140583,0,8.248822009,8.070137027,6.952459253
R,none,0,0.001,2,16,0.10739375,0.1116666645,0.1116666645,1,1,-11.71866989,4.253584385,-27.29232788,0,0,0.9599999785,0.9599999785,-1.463522434,0,-2.577902317,0,1.000001432,6.200033665,3.634868622,16.30896378,0,8.24814571,8.069667427,6.951834365
R,none,0,0.001,2,17,0.1122625,0.112499997,0.112499997,1,1,-11.71866989,4.253584385,-27.29232788,0,0,0.9800000191,0.9800000191,-1.463522434,0,-2.577902317,0,1.000001971,6.200033665,3.634868622,16.3082695,0,8.244468564,8.066045304,6.948299631
R,none,0,0.001,2,18,0.11230625,0.112499997,0.112499997,1,1,-11.71866989,4.253584385,-27.29232788,0,0,0.9800000191,0.9800000191,-1.463522434,0,-2.577902317,0,1.000001159,6.200033665,3.634868622,16.30738449,0,8.243589425,8.065237956,6.947460765
R,none,0,0.001,2,19,0.1131916667,0.113333337,0.113333337,1,1,-11.71866989,4.253584385,-27.29232788,0,0,0.9800000191,0.9800000191,-1.463522434,0,-2.577902317,0,1,6.200033665,3.634868622,16.30639267,0,8.242890906,8.064590018,6.946793452
R,none,0,0.001,2,20,0.1115604167,0.1116666645,0.1116666645,1,1,-11.71866989,4.253584385,-27.29232788,0,0,0.9800000191,0.9800000191,-1.463522434,0,-2.577902317,0,1,6.200033665,3.634868622,16.3046093,0,8.240890345,8.062689243,6.944852605
R,none,0,0.001,2,21,0.1108333333,0.1108333319,0.1108333319,1,1,-11.71866989,4.253584385,-27.29232788,0,0,0.9900000095,0.9900000095,-1.463522434,0,-2.577902317,0,1,6.200033665,3.634868622,16.29930687,0,8.239186348,8.06120981,6.943226878
R,none,0,0.001,2,22,0.1214291667,0.1216666698,0.1216666698,1,1,-11.71866989,4.253584385,-27.29232788,0,0,0.9900000095,0.9900000095,-1.463522434,0,-2.577902317,0,1,6.200033665,3.634868622,16.29746437,0,8.23830752,8.060374615,6.942361582
R,none,0,0.001,2,23,0.1172979167,0.1174999997,0.1174999997,1,1,-11.71866989,4.253584385,-27.29232788,0,0,0.9900000095,0.9900000095,-1.463522434,0,-2.577902317,0,1,6.200033665,3.634868622,16.2978363,0,8.237731031,8.059757424,6.941802384
