arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
LE,raw,0,0,0.001,1,none,0.8841666667,0.8408333659,0.8408333659,0,0,-14.35041046,8.814840317,-51.22998047,0.1637499481,53.23114543,0,0,-5.292804718,5.850782871,-13.64027596,0.2117458582,69.66269135,6.597824574,1.537659407,1.76936233
LE,raw,0,0,0.001,2,none,0.72551875,0.9766666889,0.9766666889,0,0,-19.32396889,13.93019104,-51.87840271,0.1547499597,57.50586395,0,0,-22.71388817,17.70656967,-52.19373703,0.08668357879,79.99746416,11.10041046,2.427022457,2.780566454
LE,raw,0,0,0.001,3,none,0.1304083333,0.1650000066,0.1650000066,0,0,-44.28554535,24.77365685,-397.4864502,0.116499953,14.66156691,0.5,0,-178.5569763,57.76822662,-407.6725769,7.264940316e-10,19.11832583,13.78453159,2.572790384,2.701463223
LE,raw,0,0,0.001,4,none,0.10485625,0.1150000021,0.1150000021,0,0,-115.3160934,38.5683403,-804.4152222,0.100749962,7.63778953,0.8299999833,0,-350.1947021,97.85121918,-728.2132568,4.450668873e-20,7.97373791,14.91146564,2.57050848,2.683331251
LE,raw,0,0,0.001,5,none,0.1029208333,0.1200000048,0.1200000048,0,0,-128.8717499,46.62409592,-939.3227539,0.09999996424,5.201105937,1,0,-457.4789124,123.7610703,-914.1665039,3.099042762e-27,1.000000454,14.78922081,2.572790384,2.685163736
LE,raw,0,0,0.001,6,none,0.09963541667,0.1050000042,0.1050000042,0,0,-140.190155,47.63770294,-1038.082764,0.09999996424,5.107634288,0.9599999785,0,-467.6592712,124.0171356,-914.5574951,1.964273476e-27,1.402693401,15.11162376,2.572790384,2.680196524
LE,raw,0,0,0.001,7,none,0.09653541667,0.09916666895,0.09916666895,0,0,-165.1755676,49.88415909,-1053.227661,0.09999996424,4.774108798,1,0,-493.2598572,130.1318512,-961.99646,2.633112161e-29,1.000000454,15.2630167,2.572790384,2.675117731
LE,raw,0,0,0.001,8,none,0.1015479167,0.1141666695,0.1141666695,0,0,-165.1755524,49.88416672,-1053.227661,0.09999996424,4.774078965,1,0,-493.2631226,130.1324158,-961.9980469,2.627563376e-29,1.000000454,15.2630167,2.572790384,2.674416304
LE,raw,0,0,0.001,9,none,0.1021375,0.1200000048,0.1200000048,0,0,-168.1355133,50.67868805,-1086.558472,0.09999996424,4.969220096,0.9799999595,0,-489.9447937,129.1271973,-970.4931641,1.717339791e-27,1.35780747,15.49492836,2.572686195,2.672290325
LE,raw,0,0,0.001,10,none,0.1065395833,0.09916666895,0.09916666895,0,0,-163.8306427,52.64800262,-1151.194702,0.09999996424,4.70676595,0.9399999976,0,-523.4813843,138.3682404,-1020.788757,8.406223525e-27,1.684716958,16.14136887,2.572790384,2.669299603
LE,raw,0,0,0.001,11,none,0.09825833333,0.100833334,0.100833334,0,0,-149.6381836,52.23377991,-1166.059204,0.09999996424,4.989996777,0.9599999785,0,-562.2962646,151.1796875,-1081.627319,8.7695264e-31,1.582201584,15.86521244,2.572686195,2.671620607
LE,raw,0,0,0.001,12,none,0.1028270833,0.100833334,0.100833334,0,0,-149.6481476,52.23139191,-1166.055786,0.09999996424,4.990080639,0.9599999785,0,-563.2154541,151.1670837,-1081.571045,8.624055682e-31,1.513145303,15.86521339,2.572686195,2.669135332
LE,raw,0,0,0.001,13,none,0.10345,0.1208333373,0.1208333373,0,0,-182.7548981,61.65584946,-1226.598877,0.09999996424,4.611424231,0.9599999785,0,-599.3708496,161.7378235,-1123.929932,1.180373112e-33,1.599087279,16.48949051,2.572686195,2.668814182
LE,raw,0,0,0.001,14,none,0.09851875,0.1066666692,0.1066666692,0,0,-182.7565002,61.65565872,-1226.596924,0.09999996424,4.610446336,0.9599999785,0,-599.314209,161.7597656,-1123.96875,1.104130548e-33,1.509235888,16.48947144,2.572686195,2.664732933
LE,raw,0,0,0.001,15,none,0.09815625,0.1050000042,0.1050000042,0,0,-211.5410156,64.06854248,-1244.30249,0.09999996424,4.367567373,0.969999969,0,-622.586853,166.9562683,-1130.529907,3.938593981e-35,1.464457115,16.89949226,2.572686195,2.675142527
LE,raw,0,0,0.001,16,none,0.1074104167,0.09000000358,0.09000000358,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.668599606
LE,raw,0,0,0.001,17,none,0.09994375,0.113333337,0.113333337,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.665464878
LE,raw,0,0,0.001,18,none,0.09833125,0.09083333611,0.09083333611,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.668106079
LE,raw,0,0,0.001,19,none,0.1008958333,0.1016666666,0.1016666666,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.67270565
LE,raw,0,0,0.001,20,none,0.1002208333,0.1141666695,0.1141666695,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.669438839
LE,raw,0,0,0.001,21,none,0.1068833333,0.1050000042,0.1050000042,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.667778015
LE,raw,0,0,0.001,22,none,0.09655833333,0.09333333373,0.09333333373,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.669785738
LE,raw,0,0,0.001,23,none,0.09737916667,0.1108333394,0.1108333394,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.666433334
LE,raw,0,0,0.001,24,none,0.1007270833,0.1041666716,0.1041666716,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.66804266
LE,raw,0,0,0.001,25,none,0.09851666667,0.1050000042,0.1050000042,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.669176102
LE,raw,0,0,0.001,26,none,0.09685,0.09166666865,0.09166666865,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.667699814
LE,raw,0,0,0.001,27,none,0.09787291667,0.1041666716,0.1041666716,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.667010069
LE,raw,0,0,0.001,28,none,0.099625,0.0958333388,0.0958333388,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.66683054
LE,raw,0,0,0.001,29,none,0.09871875,0.09000000358,0.09000000358,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.665916204
LE,raw,0,0,0.001,30,none,0.10173125,0.09750000387,0.09750000387,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.667405605
LE,raw,0,0,0.001,31,none,0.09496458333,0.100833334,0.100833334,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.666433096
LE,raw,0,0,0.001,32,none,0.1010979167,0.1150000021,0.1150000021,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.663645267
LE,raw,0,0,0.001,33,none,0.09983333333,0.1066666692,0.1066666692,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.665729523
LE,raw,0,0,0.001,34,none,0.10075625,0.100833334,0.100833334,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.666437149
LE,raw,0,0,0.001,35,none,0.1002458333,0.1066666692,0.1066666692,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.662631035
LE,raw,0,0,0.001,36,none,0.09696041667,0.1108333394,0.1108333394,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.665065765
LE,raw,0,0,0.001,37,none,0.09924791667,0.09750000387,0.09750000387,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.663534641
LE,raw,0,0,0.001,38,none,0.10605625,0.100833334,0.100833334,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.663022757
LE,raw,0,0,0.001,39,none,0.09797916667,0.1116666719,0.1116666719,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.662307739
LE,raw,0,0,0.001,40,none,0.09746458333,0.0883333385,0.0883333385,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.66445756
LE,raw,0,0,0.001,41,none,0.0964625,0.1125000045,0.1125000045,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.661717892
LE,raw,0,0,0.001,42,none,0.09902916667,0.1150000021,0.1150000021,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.662177324
LE,raw,0,0,0.001,43,none,0.1013520833,0.1066666692,0.1066666692,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.661798
LE,raw,0,0,0.001,44,none,0.1007854167,0.1066666692,0.1066666692,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.662609816
LE,raw,0,0,0.001,45,none,0.1008875,0.1158333346,0.1158333346,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.662787676
LE,raw,0,0,0.001,46,none,0.10138125,0.1166666672,0.1166666672,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.662644148
LE,raw,0,0,0.001,47,none,0.09817708333,0.1041666716,0.1041666716,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.661949158
LE,raw,0,0,0.001,48,none,0.09939583333,0.1158333346,0.1158333346,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.662274122
LE,raw,0,0,0.001,49,none,0.09734583333,0.1050000042,0.1050000042,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.663036108
LE,raw,0,0,0.001,50,none,0.09584791667,0.09916666895,0.09916666895,0,0,-237.0975037,71.87058258,-1372.485474,0.09999996424,3.766313542,1,0,-706.9721069,186.5107422,-1257.370117,1.235112986e-37,1.000000454,17.3515892,2.572790384,2.662453175
